DBN,school_name,school_type,administrative_district_code,american indian/alaskan native removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,asian removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,black removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,hispanic removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,multi-racial removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,unknown removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,white removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,principal_2020_2019,removal_2020_2019,superintendent_2020_2019,expulsions_2020_2019,female removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,male removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,sy1920_total_removals_suspensions removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2019_2018,asian removals or suspensions resulting from incidents where nypd was contacted_2019_2018,black removals or suspensions resulting from incidents where nypd was contacted_2019_2018,hispanic removals or suspensions resulting from incidents where nypd was contacted_2019_2018,white removals or suspensions resulting from incidents where nypd was contacted_2019_2018,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2019_2018,unknown removals or suspensions resulting from incidents where nypd was contacted_2019_2018,principal_2019_2018,removal_2019_2018,superintendent_2019_2018,expulsions_2019_2018,female removals or suspensions resulting from incidents where nypd was contacted_2019_2018,male removals or suspensions resulting from incidents where nypd was contacted_2019_2018,total removals or suspensions resulting from incidents where nypd was contacted_2019_2018,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2018_2017,asian removals or suspensions resulting from incidents where nypd was contacted_2018_2017,black removals or suspensions resulting from incidents where nypd was contacted_2018_2017,hispanic removals or suspensions resulting from incidents where nypd was contacted_2018_2017,white removals or suspensions resulting from incidents where nypd was contacted_2018_2017,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2018_2017,unknown removals or suspensions resulting from incidents where nypd was contacted_2018_2017,principal_2018_2017,removal_2018_2017,superintendent_2018_2017,expulsions_2018_2017,female removals or suspensions resulting from incidents where nypd was contacted_2018_2017,male removals or suspensions resulting from incidents where nypd was contacted_2018_2017,total removals or suspensions resulting from incidents where nypd was contacted_2018_2017,administrative district_2017_2016,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2017_2016,asian removals or suspensions resulting from incidents where nypd was contacted_2017_2016,black removals or suspensions resulting from incidents where nypd was contacted_2017_2016,hispanic removals or suspensions resulting from incidents where nypd was contacted_2017_2016,white removals or suspensions resulting from incidents where nypd was contacted_2017_2016,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2017_2016,unknown removals or suspensions resulting from incidents where nypd was contacted_2017_2016,principal_2017_2016,removal_2017_2016,superintendent_2017_2016,expulsions_2017_2016,female removals or suspensions resulting from incidents where nypd was contacted_2017_2016,male removals or suspensions resulting from incidents where nypd was contacted_2017_2016,total removals or suspensions resulting from incidents where nypd was contacted_2017_2016,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2016_2015,asian removals or suspensions resulting from incidents where nypd was contacted_2016_2015,black removals or suspensions resulting from incidents where nypd was contacted_2016_2015,hispanic removals or suspensions resulting from incidents where nypd was contacted_2016_2015,white removals or suspensions resulting from incidents where nypd was contacted_2016_2015,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2016_2015,unknown removals or suspensions resulting from incidents where nypd was contacted_2016_2015,principal_2016_2015,removal_2016_2015,superintendent_2016_2015,expulsions_2016_2015,female removals or suspensions resulting from incidents where nypd was contacted_2016_2015,male removals or suspensions resulting from incidents where nypd was contacted_2016_2015,total removals or suspensions resulting from incidents where nypd was contacted_2016_2015
20K160,P.S. 160 William T. Sampson,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,16.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,6,0,0,3,3,3,12.0,3,3,3,3,3,3,3,0,6,0,0,3,3,3,3,3,3,3,3,3,3,0,6,0,0,3,3,3
20K163,P.S. 163 Bath Beach,K-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,0.0,21.0,0.0,3.0,3.0,8.0,3,3,3,3,3,3,3,11,3,0,0,3,3,3,13.0,3,3,3,3,3,3,3,11,3,0,0,3,3,3,3,3,3,3,3,3,3,11,3,0,0,3,3,3
20K164,P.S. 164 Caesar Rodney,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,8.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3,13.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3,3,3,3,3,3,3,3,3,3,11,0,3,3,3
20K170,Ralph A. Fabrizio School,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,34,3,23,0,3,3,3,14.0,3,3,3,3,3,3,3,34,3,23,0,3,3,3,3,3,3,3,3,3,3,34,3,23,0,3,3,3
20K176,P.S. 176 Ovington,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,31,35,0,0,3,3,3,14.0,3,3,3,3,3,3,3,31,35,0,0,3,3,3,3,3,3,3,3,3,3,31,35,0,0,3,3,3
20K179,P.S. 179 Kensington,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,32,3,16,0,3,3,3,14.0,3,3,3,3,3,3,3,32,3,16,0,3,3,3,3,3,3,3,3,3,3,32,3,16,0,3,3,3
20K180,The SEEALL Academy,K-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,15.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3
20K185,P.S. 185 Walter Kassenbrock,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,28,6,11,0,3,3,3,15.0,3,3,3,3,3,3,3,28,6,11,0,3,3,3,3,3,3,3,3,3,3,28,6,11,0,3,3,3
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,6,0,0,0,3,3,3,15.0,3,3,3,3,3,3,3,6,0,0,0,3,3,3,3,3,3,3,3,3,3,6,0,0,0,3,3,3
20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,44,0,22,0,3,3,3,15.0,3,3,3,3,3,3,3,44,0,22,0,3,3,3,3,3,3,3,3,3,3,44,0,22,0,3,3,3
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,64,0,27,0,3,3,3,16.0,3,3,3,3,3,3,3,64,0,27,0,3,3,3,3,3,3,3,3,3,3,64,0,27,0,3,3,3
20K200,P.S. 200 Benson School,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,34,0,9,0,3,3,3,16.0,3,3,3,3,3,3,3,34,0,9,0,3,3,3,3,3,3,3,3,3,3,34,0,9,0,3,3,3
20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,25,3,11,0,3,3,3,16.0,3,3,3,3,3,3,3,25,3,11,0,3,3,3,3,3,3,3,3,3,3,25,3,11,0,3,3,3
20K204,P.S. 204 Vince Lombardi,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3,17.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3
20K205,P.S. 205 Clarion,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,146.0,59.0,6.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,26,3,10,0,3,3,3,17.0,3,3,3,3,3,3,3,26,3,10,0,3,3,3,3,3,3,3,3,3,3,26,3,10,0,3,3,3
20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,113.0,3.0,27.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,53,0,32,0,3,3,3,17.0,3,3,3,3,3,3,3,53,0,32,0,3,3,3,3,3,3,3,3,3,3,53,0,32,0,3,3,3
20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,20.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,40,0,6,0,3,3,3,17.0,3,3,3,3,3,3,3,40,0,6,0,3,3,3,3,3,3,3,3,3,3,40,0,6,0,3,3,3
20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,20.0,0.0,0.0,3.0,8.0,0.0,0.0,3.0,116.0,0.0,14.0,0.0,3.0,3.0,14.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,61,3,21,0,3,3,3,18.0,3,3,3,3,3,3,3,61,3,21,0,3,3,3,3,3,3,3,3,3,3,61,3,21,0,3,3,3
20K229,P.S. 229 Dyker,K-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,26,0,3,3,3,18.0,3,3,3,3,3,3,3,3,0,26,0,3,3,3,3,3,3,3,3,3,3,3,0,26,0,3,3,3
20K247,P.S. 247 Brooklyn,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,10,0,3,0,3,3,3,18.0,3,3,3,3,3,3,3,10,0,3,0,3,3,3,3,3,3,3,3,3,3,10,0,3,0,3,3,3
20K259,J.H.S. 259 William McKinley,Junior High-Intermediate-Middle,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,54.0,12.0,7.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,6.0,14.0,0.0,3.0,3.0,9.0,3,3,3,3,3,3,3,43,0,10,0,3,3,3,18.0,3,3,3,3,3,3,3,43,0,10,0,3,3,3,3,3,3,3,3,3,3,43,0,10,0,3,3,3
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,11.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,17,23,6,0,3,3,3,18.0,3,3,3,3,3,3,3,17,23,6,0,3,3,3,3,3,3,3,3,3,3,17,23,6,0,3,3,3
20K310,The School For Future Leaders,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,7,0,3,3,3,18.0,3,3,3,3,3,3,3,3,0,7,0,3,3,3,3,3,3,3,3,3,3,3,0,7,0,3,3,3
20K445,New Utrecht High School,High school,20.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,167.0,6.0,31.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,10,17,0,3,3,3,19.0,3,3,3,3,3,3,3,3,10,17,0,3,3,3,3,3,3,3,3,3,3,3,10,17,0,3,3,3
20K485,High School of Telecommunication Arts and Technolo,High school,20.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,34.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,12,8,10,0,3,3,3,19.0,3,3,3,3,3,3,3,12,8,10,0,3,3,3,3,3,3,3,3,3,3,12,8,10,0,3,3,3
20K490,Fort Hamilton High School,High school,20.0,0.0,3.0,3.0,7.0,0.0,3.0,8.0,90.0,8.0,30.0,0.0,0.0,21.0,21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,185.0,3.0,3.0,0.0,3.0,3.0,7.0,3,3,3,3,3,3,3,3,3,19,0,3,3,3,19.0,3,3,3,3,3,3,3,3,3,19,0,3,3,3,3,3,3,3,3,3,3,3,3,19,0,3,3,3
20K503,P.S. 503: The School of Discovery,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,21,7,11,0,3,3,3,19.0,3,3,3,3,3,3,3,21,7,11,0,3,3,3,3,3,3,3,3,3,3,21,7,11,0,3,3,3
20K505,Franklin Delano Roosevelt High School,High school,20.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,107.0,0.0,7.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,19.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
20K506,P.S. 506: The School of Journalism & Technology,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,59.0,6.0,14.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,35,3,20,0,3,3,3,19.0,3,3,3,3,3,3,3,35,3,20,0,3,3,3,3,3,3,3,3,3,3,35,3,20,0,3,3,3
20K609,Urban Assembly School for Criminal Justice,Secondary School,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3,19.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3,3,3,3,3,3,3,3,35,3,3,0,3,3,3
20K682,The Academy of Talented Scholars,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,27,0,0,3,3,3,19.0,3,3,3,3,3,3,3,0,27,0,0,3,3,3,3,3,3,3,3,3,3,0,27,0,0,3,3,3
20K686,Brooklyn School of Inquiry,K-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,16.0,80.0,28.0,0.0,8.0,11.0,19.0,3,3,3,3,3,3,3,41,7,34,0,3,3,3,21.0,3,3,3,3,3,3,3,41,7,34,0,3,3,3,3,3,3,3,3,3,3,41,7,34,0,3,3,3
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,0.0,7.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,22.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
20K920,New Utrecht Evening Hs M/W,Ungraded,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,19.0,3.0,3.0,103.0,0.0,33.0,0.0,3.0,3.0,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,22.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3
20K921,New Utrecht Evening Hs T/R,Ungraded,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3,22.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3,3,3,3,3,3,3,3,35,3,3,0,3,3,3
20K971,"School of Math, Science, and Healthy Living",Elementary,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,139.0,0.0,23.0,0.0,3.0,3.0,7.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,23.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
21K090,P.S. 90 Edna Cohen School,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,23.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3
21K095,P.S. 095 The Gravesend,K-8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,6,0,0,3,3,3,23.0,3,3,3,3,3,3,3,3,6,0,0,3,3,3,3,3,3,3,3,3,3,3,6,0,0,3,3,3
21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,21.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,38.0,37.0,31.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,24.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
21K097,P.S. 97 The Highlawn,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,8,0,0,0,3,3,3,24.0,3,3,3,3,3,3,3,8,0,0,0,3,3,3,3,3,3,3,3,3,3,8,0,0,0,3,3,3
21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,27.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3
21K099,P.S. 099 Isaac Asimov,K-8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,27.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3
21K100,P.S. 100 The Coney Island School,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,27.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
21K101,P.S. 101 The Verrazano,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,31.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,27.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3
21K121,P.S. 121 Nelson A. Rockefeller,K-8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,51.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,128,63,3,0,3,3,3,28.0,3,3,3,3,3,3,3,128,63,3,0,3,3,3,3,3,3,3,3,3,3,128,63,3,0,3,3,3
21K128,P.S. 128 Bensonhurst,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,81.0,45.0,57.0,0.0,3.0,3.0,14.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3,29.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3,3,3,3,3,3,3,3,0,7,0,0,3,3,3
21K153,P.S. 153 Homecrest,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,19.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,18,0,0,3,3,3,31.0,3,3,3,3,3,3,3,3,18,0,0,3,3,3,3,3,3,3,3,3,3,3,18,0,0,3,3,3
21K177,P.S. 177 The Marlboro,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,7,0,3,0,3,3,3,31.0,3,3,3,3,3,3,3,7,0,3,0,3,3,3,3,3,3,3,3,3,3,7,0,3,0,3,3,3
21K188,P.S. 188 Michael E. Berdy,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,49.0,8.0,13.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,10,6,3,0,3,3,3,32.0,3,3,3,3,3,3,3,10,6,3,0,3,3,3,3,3,3,3,3,3,3,10,6,3,0,3,3,3
21K199,P.S. 199 Frederick Wachtel,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,32,3,0,3,3,3,32.0,3,3,3,3,3,3,3,3,32,3,0,3,3,3,3,3,3,3,3,3,3,3,32,3,0,3,3,3
21K209,P.S. 209 Margaret Mead,K-8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,18,3,3,0,3,3,3,75.0,3,3,3,3,3,3,3,18,3,3,0,3,3,3,3,3,3,3,3,3,3,18,3,3,0,3,3,3
21K212,P.S. 212 Lady Deborah Moody,Elementary,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,75.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
