DBN,school_name,school_type,administrative_district_code,american indian/alaskan native removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,asian removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,black removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,hispanic removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,multi-racial removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,unknown removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,white removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,principal_2020_2019,removal_2020_2019,superintendent_2020_2019,expulsions_2020_2019,female removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,male removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,sy1920_total_removals_suspensions removals and/or suspensions resulting from incidents where nypd was contacted_2020_2019,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2019_2018,asian removals or suspensions resulting from incidents where nypd was contacted_2019_2018,black removals or suspensions resulting from incidents where nypd was contacted_2019_2018,hispanic removals or suspensions resulting from incidents where nypd was contacted_2019_2018,white removals or suspensions resulting from incidents where nypd was contacted_2019_2018,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2019_2018,unknown removals or suspensions resulting from incidents where nypd was contacted_2019_2018,principal_2019_2018,removal_2019_2018,superintendent_2019_2018,expulsions_2019_2018,female removals or suspensions resulting from incidents where nypd was contacted_2019_2018,male removals or suspensions resulting from incidents where nypd was contacted_2019_2018,total removals or suspensions resulting from incidents where nypd was contacted_2019_2018,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2018_2017,asian removals or suspensions resulting from incidents where nypd was contacted_2018_2017,black removals or suspensions resulting from incidents where nypd was contacted_2018_2017,hispanic removals or suspensions resulting from incidents where nypd was contacted_2018_2017,white removals or suspensions resulting from incidents where nypd was contacted_2018_2017,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2018_2017,unknown removals or suspensions resulting from incidents where nypd was contacted_2018_2017,principal_2018_2017,removal_2018_2017,superintendent_2018_2017,expulsions_2018_2017,female removals or suspensions resulting from incidents where nypd was contacted_2018_2017,male removals or suspensions resulting from incidents where nypd was contacted_2018_2017,total removals or suspensions resulting from incidents where nypd was contacted_2018_2017,administrative district_2017_2016,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2017_2016,asian removals or suspensions resulting from incidents where nypd was contacted_2017_2016,black removals or suspensions resulting from incidents where nypd was contacted_2017_2016,hispanic removals or suspensions resulting from incidents where nypd was contacted_2017_2016,white removals or suspensions resulting from incidents where nypd was contacted_2017_2016,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2017_2016,unknown removals or suspensions resulting from incidents where nypd was contacted_2017_2016,principal_2017_2016,removal_2017_2016,superintendent_2017_2016,expulsions_2017_2016,female removals or suspensions resulting from incidents where nypd was contacted_2017_2016,male removals or suspensions resulting from incidents where nypd was contacted_2017_2016,total removals or suspensions resulting from incidents where nypd was contacted_2017_2016,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted_2016_2015,asian removals or suspensions resulting from incidents where nypd was contacted_2016_2015,black removals or suspensions resulting from incidents where nypd was contacted_2016_2015,hispanic removals or suspensions resulting from incidents where nypd was contacted_2016_2015,white removals or suspensions resulting from incidents where nypd was contacted_2016_2015,multi-racial removals or suspensions resulting from incidents where nypd was contacted_2016_2015,unknown removals or suspensions resulting from incidents where nypd was contacted_2016_2015,principal_2016_2015,removal_2016_2015,superintendent_2016_2015,expulsions_2016_2015,female removals or suspensions resulting from incidents where nypd was contacted_2016_2015,male removals or suspensions resulting from incidents where nypd was contacted_2016_2015,total removals or suspensions resulting from incidents where nypd was contacted_2016_2015
05M175,P.S. 175 Henry H Garnet,Elementary,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,12.0,6.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,10.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
05M194,P.S. 194 Countee Cullen,Elementary,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,15,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,15,0,3,3,0,3,3,3,3,3,3,3,3,3,15,0,3,3,0
05M197,P.S. 197 John B. Russwurm,Elementary,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,19,0,0,3,3,0,10.0,3,3,3,3,3,3,3,3,19,0,0,3,3,0,3,3,3,3,3,3,3,3,19,0,0,3,3,0
05M200,P.S. 200- The James McCune Smith School,Elementary,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,9,0,8,0,3,3,0,10.0,3,3,3,3,3,3,3,9,0,8,0,3,3,0,3,3,3,3,3,3,3,9,0,8,0,3,3,0
05M285,Harlem Renaissance High School,High school,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,0.0,15.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,11,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,11,3,0,3,3,0,3,3,3,3,3,3,3,3,11,3,0,3,3,0
05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,15,0,19,0,3,3,0,10.0,3,3,3,3,3,3,3,15,0,19,0,3,3,0,3,3,3,3,3,3,3,15,0,19,0,3,3,0
05M304,Mott Hall High School,High school,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
05M318,Thurgood Marshall Academy Lower School,Elementary,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,26.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,6,14,7,0,3,3,0,10.0,3,3,3,3,3,3,3,6,14,7,0,3,3,0,3,3,3,3,3,3,3,6,14,7,0,3,3,0
05M362,Columbia Secondary School,Secondary School,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,43.0,0.0,7.0,13.0,20.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
05M369,Urban Assembly School for the Performing Arts,High school,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,3.0,11.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
05M499,Frederick Douglass Academy,Secondary School,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
05M514,New Design Middle School,Junior High-Intermediate-Middle,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,17,0,3,0,3,3,0,10.0,3,3,3,3,3,3,3,17,0,3,0,3,3,0,3,3,3,3,3,3,3,17,0,3,0,3,3,0
05M517,Teachers College Community School,K-8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,19,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,19,0,3,3,0,3,3,3,3,3,3,3,3,0,19,0,3,3,0
05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,66.0,3.0,9.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
05M692,"High School for Mathematics, Science and Engineeri",High school,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
06M004,P.S. 004 Duke Ellington,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
06M005,P.S. 005 Ellen Lurie,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
06M008,P.S. 008 Luis Belliard,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,20,0,3,0,3,3,0,10.0,3,3,3,3,3,3,3,20,0,3,0,3,3,0,3,3,3,3,3,3,3,20,0,3,0,3,3,0
06M018,P.S. 018 Park Terrace,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,33,3,14,0,3,3,0,10.0,3,3,3,3,3,3,3,33,3,14,0,3,3,0,3,3,3,3,3,3,3,33,3,14,0,3,3,0
06M028,P.S. 028 Wright Brothers,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,22,3,68,0,11,13,0,10.0,3,3,3,3,3,3,3,22,3,68,0,11,13,0,3,3,3,3,3,3,3,22,3,68,0,11,13,0
06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,12,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,12,0,3,3,0,3,3,3,3,3,3,3,3,3,12,0,3,3,0
06M052,Harold O. Levy School,Junior High-Intermediate-Middle,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,18,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,18,0,0,3,3,0,3,3,3,3,3,3,3,0,18,0,0,3,3,0
06M098,P.S. 098 Shorac Kappock,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,14,3,11,0,3,3,0,10.0,3,3,3,3,3,3,3,14,3,11,0,3,3,0,3,3,3,3,3,3,3,14,3,11,0,3,3,0
06M103,Dos Puentes Elementary School,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,21,0,7,0,3,3,0,10.0,3,3,3,3,3,3,3,21,0,7,0,3,3,0,3,3,3,3,3,3,3,21,0,7,0,3,3,0
06M115,P.S. 115 Alexander Humboldt,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
06M128,P.S. 128 Audubon,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
06M132,P.S. 132 Juan Pablo Duarte,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
06M152,P.S. 152 Dyckman Valley,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,29,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,29,3,0,3,3,0,3,3,3,3,3,3,3,3,29,3,0,3,3,0
06M153,P.S. 153 Adam Clayton Powell,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,12,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,12,3,0,3,3,0,3,3,3,3,3,3,3,3,12,3,0,3,3,0
06M173,P.S. 173,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
06M178,Professor Juan Bosch Public School,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,14,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,14,3,0,3,3,0,3,3,3,3,3,3,3,3,14,3,0,3,3,0
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
06M189,P.S. 189,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
06M192,P.S. 192 Jacob H. Schiff,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,51,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,51,0,0,3,3,0,3,3,3,3,3,3,3,0,51,0,0,3,3,0
06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,9,6,3,0,3,3,0,10.0,3,3,3,3,3,3,3,9,6,3,0,3,3,0,3,3,3,3,3,3,3,9,6,3,0,3,3,0
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,18,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,18,3,3,0,3,3,0,3,3,3,3,3,3,3,18,3,3,0,3,3,0
06M211,Inwood Early College for Health and Information Te,High school,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,8,0,3,3,0,10.0,3,3,3,3,3,3,3,3,0,8,0,3,3,0,3,3,3,3,3,3,3,3,0,8,0,3,3,0
06M223,The Mott Hall School,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,10.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
06M278,Paula Hedbavny School,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
06M293,City College Academy of the Arts,Secondary School,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
06M311,Amistad Dual Language School,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
06M314,Muscota,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,81.0,9.0,19.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,10,10,0,0,3,3,0,11.0,3,3,3,3,3,3,3,10,10,0,0,3,3,0,3,3,3,3,3,3,3,10,10,0,0,3,3,0
06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,28.0,12.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,11.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
06M322,Middle School 322,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,11.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
06M346,Community Health Academy of the Heights,Secondary School,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,10,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,10,0,3,3,0,3,3,3,3,3,3,3,0,0,10,0,3,3,0
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,39.0,3.0,10.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,7,3,0,0,3,3,0,11.0,3,3,3,3,3,3,3,7,3,0,0,3,3,0,3,3,3,3,3,3,3,7,3,0,0,3,3,0
06M349,Harbor Heights,Junior High-Intermediate-Middle,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,8,6,0,0,3,3,0,11.0,3,3,3,3,3,3,3,8,6,0,0,3,3,0,3,3,3,3,3,3,3,8,6,0,0,3,3,0
06M366,Washington Heights Academy,K-8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
06M368,Hamilton Heights School,Elementary,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,11.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
06M423,High School for Excellence and Innovation,High school,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,3.0,3.0,0.0,3.0,3.0,3.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
