,DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted
220,05M030,P.S. 030 Hernandez/Hughes,Elementary,5.0,3,3,3,3,3,3,3,3,50,3,0,3,3,3
221,05M036,P.S. 036 Margaret Douglas,Elementary,5.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
222,05M046,P.S. 046 Arthur Tappan,K-8,5.0,3,3,12,3,3,3,3,22,16,32,0,3,3,14
223,05M092,P.S. 092 Mary McLeod Bethune,Elementary,5.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
224,05M123,P.S. 123 Mahalia Jackson,K-8,5.0,3,3,6,3,3,3,3,9,7,46,0,3,3,9
225,05M125,P.S. 125 Ralph Bunche,Elementary,5.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
226,05M129,P.S. 129 John H. Finley,K-8,5.0,3,3,3,3,3,3,3,9,0,6,0,3,3,3
227,05M133,P.S. 133 Fred R Moore,Elementary,5.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
228,05M148,Eagle Academy for Young Men of Harlem,Secondary School,5.0,3,3,3,3,3,3,3,3,3,17,0,3,3,3
229,05M154,P.S. 154 Harriet Tubman,Elementary,5.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
230,05M157,The Urban Assembly School for Global Commerce,High school,5.0,3,3,3,3,3,3,3,22,38,17,0,3,3,3
231,05M161,P.S. 161 Pedro Albizu Campos,K-8,5.0,3,3,3,3,3,3,3,12,39,7,0,3,3,3
232,05M175,P.S. 175 Henry H Garnet,Elementary,5.0,3,3,3,3,3,3,3,3,72,3,0,3,3,3
233,05M194,P.S. 194 Countee Cullen,Elementary,5.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
234,05M197,P.S. 197 John B. Russwurm,Elementary,5.0,3,3,3,3,3,3,3,0,12,6,0,3,3,3
235,05M200,P.S. 200- The James McCune Smith School,Elementary,5.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
236,05M285,Harlem Renaissance High School,High school,5.0,3,3,3,3,3,3,3,18,3,3,0,3,3,3
237,05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,5.0,3,3,3,3,3,3,3,3,3,12,0,3,3,3
238,05M304,Mott Hall High School,High school,5.0,3,3,3,3,3,3,3,21,0,15,0,3,3,3
239,05M318,Thurgood Marshall Academy Lower School,Elementary,5.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
240,05M362,Columbia Secondary School,Secondary School,5.0,3,3,3,3,3,3,3,3,9,3,0,3,3,3
241,05M369,Urban Assembly School for the Performing Arts,High school,5.0,3,3,3,3,3,3,3,26,3,3,0,3,3,3
242,05M499,Frederick Douglass Academy,Secondary School,5.0,3,3,15,3,3,3,3,3,3,43,0,7,13,20
243,05M514,New Design Middle School,Junior High-Intermediate-Middle,5.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3
244,05M517,Teachers College Community School,K-8,5.0,3,3,3,3,3,3,3,3,16,3,0,3,3,3
245,05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,5.0,3,3,3,3,3,3,3,44,3,3,0,3,3,3
246,05M692,"High School for Mathematics, Science and Engineeri",High school,5.0,3,3,3,3,3,3,3,9,0,0,0,3,3,3
247,06M004,P.S. 004 Duke Ellington,Elementary,6.0,3,3,3,3,3,3,3,3,10,3,0,3,3,3
248,06M005,P.S. 005 Ellen Lurie,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
249,06M008,P.S. 008 Luis Belliard,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
250,06M018,P.S. 018 Park Terrace,K-8,6.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
251,06M028,P.S. 028 Wright Brothers,Elementary,6.0,3,3,3,3,3,3,3,3,29,3,0,3,3,3
252,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
253,06M052,Harold O. Levy School,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
254,06M098,P.S. 098 Shorac Kappock,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
255,06M103,Dos Puentes Elementary School,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
256,06M115,P.S. 115 Alexander Humboldt,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
257,06M128,P.S. 128 Audubon,Elementary,6.0,3,3,3,3,3,3,3,3,23,3,0,3,3,3
258,06M132,P.S. 132 Juan Pablo Duarte,Elementary,6.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
259,06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,10,3,3,0,3,3,3
260,06M152,P.S. 152 Dyckman Valley,Elementary,6.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
261,06M153,P.S. 153 Adam Clayton Powell,Elementary,6.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
262,06M173,P.S. 173,Elementary,6.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
263,06M178,Professor Juan Bosch Public School,Elementary,6.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
264,06M187,P.S./I.S. 187 Hudson Cliffs,K-8,6.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
265,06M189,P.S. 189,Elementary,6.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
266,06M192,P.S. 192 Jacob H. Schiff,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
267,06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
268,06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,6.0,3,3,3,3,3,3,3,3,10,3,0,3,3,3
269,06M211,Inwood Early College for Health and Information Te,High school,6.0,3,3,3,3,3,3,3,3,3,6,0,3,3,3
270,06M223,The Mott Hall School,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
271,06M278,Paula Hedbavny School,K-8,6.0,3,3,3,3,3,3,3,3,16,3,0,3,3,3
272,06M293,City College Academy of the Arts,Secondary School,6.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
273,06M311,Amistad Dual Language School,K-8,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
274,06M314,Muscota,Elementary,6.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
275,06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,9,9,8,0,3,3,3
276,06M322,Middle School 322,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,81,9,19,0,3,3,3
277,06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,17,28,12,0,3,3,3
278,06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,3,3,9,0,3,3,3
279,06M346,Community Health Academy of the Heights,Secondary School,6.0,3,3,3,3,3,3,3,36,3,3,0,3,3,3
280,06M348,Washington Heights Expeditionary Learning School,K-12 all grades,6.0,3,3,3,3,3,3,3,32,3,3,0,3,3,3
281,06M349,Harbor Heights,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,20,3,3,0,3,3,3
282,06M366,Washington Heights Academy,K-8,6.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3
283,06M368,Hamilton Heights School,Elementary,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
284,06M423,High School for Excellence and Innovation,High school,6.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
285,06M457,George Washington Yabc,High school,79.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
286,06M462,The College Academy,High school,6.0,3,3,3,3,3,3,3,16,3,3,0,3,3,3
287,06M463,High School for Media and Communications,High school,6.0,3,3,3,3,3,3,3,18,0,0,0,3,3,3
288,06M467,High School for Law and Public Service,High school,6.0,3,3,3,6,3,3,3,53,6,7,0,3,3,10
289,06M468,High School for Health Careers and Sciences,High school,6.0,3,3,3,3,3,3,3,16,3,3,0,3,3,3
290,06M513,Castle Bridge School,Elementary,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
291,06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
292,06M540,A. Philip Randolph Campus High School,High school,6.0,3,3,21,11,3,3,3,11,8,45,0,8,25,33
293,06M552,Gregorio Luperon High School for Science and Mathe,High school,6.0,3,3,3,3,3,3,3,17,3,3,0,3,3,3
294,07X001,P.S. 001 Courtlandt School,Elementary,7.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
295,07X005,P.S. 5 Port Morris,K-8,7.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3
296,07X018,P.S. 018 John Peter Zenger,Elementary,7.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
297,07X025,P.S. 025 Bilingual School,Elementary,7.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
298,07X029,P.S./M.S. 029 Melrose School,K-8,7.0,3,3,3,3,3,3,3,3,88,3,0,3,3,3
299,07X030,P.S. 030 Wilton,Elementary,7.0,3,3,3,3,3,3,3,9,3,3,0,3,3,3
300,07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,7.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
301,07X043,P.S. 043 Jonas Bronck,Elementary,7.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
302,07X049,P.S. 049 Willis Avenue,Elementary,7.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
303,07X065,P.S. 065 Mother Hale Academy,Elementary,7.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
304,07X151,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,8,7,6,0,3,3,3
305,07X154,P.S. 154 Jonathan D. Hyatt,Elementary,7.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
306,07X157,P.S. 157 Grove Hill,Elementary,7.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
307,07X161,P.S. 161 Juan Ponce De Leon School,Elementary,7.0,3,3,3,3,3,3,3,3,49,3,0,3,3,3
308,07X179,P.S. 179,Elementary,7.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
309,07X221,South Bronx Preparatory: A College Board School,Secondary School,7.0,3,3,3,3,3,3,3,24,3,3,0,3,3,3
310,07X223,The Laboratory School of Finance and Technology: X,Secondary School,7.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
311,07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,14,6,12,0,3,3,3
312,07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,7.0,3,3,7,6,3,3,3,92,0,20,0,7,7,14
313,07X277,P.S. 277,Elementary,7.0,3,3,3,3,3,3,3,3,25,3,0,3,3,3
314,07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,15,0,8,0,3,3,3
315,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,42,13,9,0,3,3,3
316,07X334,International Community High School,High school,7.0,3,3,3,3,3,3,3,13,0,10,0,3,3,3
317,07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,3,28,3,0,3,3,3
318,07X359,Concourse Village Elementary School,Elementary,7.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
319,07X369,Young Leaders Elementary School,Elementary,7.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
320,07X379,Jill Chaifetz Transfer High School,High school,7.0,3,3,3,3,3,3,3,3,3,6,0,3,3,3
321,07X381,Bronx Haven High School,High school,7.0,3,3,3,3,3,3,3,9,3,3,0,3,3,3
322,07X427,Community School for Social Justice,High school,7.0,3,3,7,8,3,3,3,54,3,3,0,6,10,16
323,07X456,Alfred E. Smith Campus YABC,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
324,07X473,Mott Haven Village Preparatory High School,High school,7.0,3,3,3,3,3,3,3,77,8,18,0,3,3,8
325,07X495,University Heights Secondary School,High school,7.0,3,3,3,3,3,3,3,9,0,0,0,3,3,3
326,07X500,Hostos-Lincoln Academy of Science,Secondary School,7.0,3,3,3,7,3,3,3,3,3,12,0,3,3,8
327,07X522,Bronx Design and Construction Academy,High school,7.0,3,3,3,3,3,3,3,54,3,3,0,3,3,3
328,07X527,Bronx Leadership Academy II High School,High school,7.0,3,3,3,3,3,3,3,60,3,3,0,3,3,3
329,07X548,Careers in Sports High School,High school,7.0,3,3,3,3,3,3,3,0,0,7,0,3,3,3
330,07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,7.0,3,3,3,9,3,3,3,39,3,3,0,3,3,11
331,07X557,Mott Haven Community High School,High school,7.0,3,3,3,3,3,3,3,7,0,0,0,3,3,3
332,07X584,I.S. 584,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
333,07X600,Alfred E. Smith Career and Technical Education Hig,High school,7.0,3,3,3,3,3,3,3,41,0,13,0,3,3,3
334,07X670,Health Opportunities High School,High school,7.0,3,3,3,3,3,3,3,19,3,3,0,3,3,3
335,08X014,P.S. X014 Senator John Calandra,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
336,08X036,P.S. 036 Unionport,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
337,08X048,P.S. 048 Joseph R. Drake,Elementary,8.0,3,3,3,3,3,3,3,3,13,3,0,3,3,3
338,08X062,P.S. 062 Inocensio Casanova,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
339,08X069,P.S. 069 Journey Prep School,Elementary,8.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
340,08X071,P.S. 071 Rose E. Scala,K-8,8.0,3,3,3,3,3,3,3,3,65,3,0,3,3,3
341,08X072,P.S. 072 Dr. William Dorney,Elementary,8.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
342,08X075,P.S. 75 School of Research and Discovery,Elementary,8.0,3,3,3,3,3,3,3,3,12,3,0,3,3,3
343,08X093,P.S. 093 Albert G. Oliver,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
344,08X100,P.S. 100 Isaac Clason,Elementary,8.0,3,3,3,3,3,3,3,3,10,3,0,3,3,3
345,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
346,08X107,P.S. 107,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
347,08X119,The Dr. Emmett W. Bassett School,Elementary,8.0,3,3,3,3,3,3,3,0,10,0,0,3,3,3
348,08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,6,13,17,0,3,3,3
349,08X130,P.S. 130 Abram Stevens Hewitt,Elementary,8.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
350,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,14,3,0,3,3,3
351,08X138,P.S. 138 Samuel Randall,Elementary,8.0,3,3,3,3,3,3,3,3,16,3,0,3,3,3
352,08X140,P.S. X140 The Eagle School,Elementary,8.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
353,08X146,P.S. 146 Edward Collins,Elementary,8.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
354,08X152,P.S. 152 Evergreen,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
355,08X182,P.S. 182,Elementary,8.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3
356,08X269,Bronx Studio School for Writers and Artists,Secondary School,8.0,3,3,3,3,3,3,3,91,59,7,0,3,3,3
357,08X282,Women's Academy of Excellence,High school,8.0,3,3,3,3,3,3,3,30,3,3,0,3,3,3
358,08X293,Renaissance High School for Musical Theater and th,High school,8.0,3,3,3,3,3,3,3,33,3,3,0,3,3,3
359,08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,8,0,8,0,3,3,3
360,08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,10,8,13,0,3,3,3
361,08X304,P.S. 304 Early Childhood School,Elementary,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
362,08X312,Millennium Art Academy,High school,8.0,3,3,3,3,3,3,3,62,3,3,0,3,3,3
363,08X320,Pelham Lab High School,High school,8.0,3,3,3,15,3,3,3,36,3,3,0,9,16,25
364,08X333,The Longwood Academy of Discovery,Elementary,8.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
365,08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
366,08X348,Schuylerville Preparatory High School,High school,8.0,3,3,3,3,3,3,3,69,0,6,0,3,3,3
367,08X349,Bronx River High School,High school,8.0,3,3,3,11,3,3,3,50,3,3,0,7,10,17
368,08X367,"Archimedes Academy for Math, Science and Technolog",Secondary School,8.0,3,3,3,7,3,3,3,160,66,35,0,7,6,13
369,08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,25,3,3,0,3,3,3
370,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,3,22,0,3,3,3
371,08X376,Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,8.0,3,3,3,9,3,3,3,38,31,22,0,3,3,11
372,08X377,Bronx Community High School,High school,8.0,3,3,3,3,3,3,3,3,3,17,0,3,3,3
373,08X392,Bronx Delta School,Elementary,8.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
374,08X405,Herbert H. Lehman High School,High school,8.0,3,3,3,3,3,3,3,31,0,14,0,3,3,3
375,08X408,Herbert H. Lehman Yabc,High school,79.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
376,08X424,The Hunts Point School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,9,12,13,0,3,3,6
377,08X432,Bronx Bridges High School,High school,8.0,3,3,3,3,3,3,3,17,3,3,0,3,3,3
378,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,30,3,3,0,3,3,3
379,08X452,Gotham Collaborative High School,High school,8.0,3,3,3,10,3,3,3,140,0,25,0,3,3,18
380,08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,15,30,8,0,3,3,6
381,08X507,Stevenson Yabc,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
382,08X530,Longwood Preparatory Academy,High school,8.0,3,3,3,3,3,3,3,11,0,8,0,3,3,8
383,08X537,Bronx Arena High School,High school,8.0,3,3,3,3,3,3,3,11,3,3,0,3,3,3
384,08X558,Westchester Square Academy,High school,8.0,3,3,3,3,3,3,3,92,11,10,0,3,3,11
385,08X559,School for Tourism and Hospitality,High school,8.0,3,3,3,3,3,3,3,99,3,3,0,3,3,3
386,08X561,Bronx Compass High School,High school,8.0,3,3,3,3,3,3,3,94,9,16,0,3,3,7
387,08X562,Blueprint Middle School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,14,3,3,0,3,3,3
388,08X583,P.S. 583,Elementary,8.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
389,09X004,P.S./M.S. 004 Crotona Park West,K-8,9.0,3,3,6,3,3,3,3,3,3,9,0,3,3,7
390,09X011,P.S. 011 Highbridge,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
391,09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,7,3,3,0,3,3,3
392,09X028,P.S. 028 Mount Hope,Elementary,9.0,3,3,3,3,3,3,3,6,20,0,0,3,3,3
393,09X035,P.S. 035 Franz Siegel,Elementary,9.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
394,09X042,P.S. 042 Claremont,Elementary,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
395,09X053,P.S. 053 Basheer Quisim,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
396,09X055,P.S. 055 Benjamin Franklin,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
397,09X058,P.S. 058,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
398,09X063,P.S. 063 Author's Academy,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
399,09X070,P.S. 070 Max Schoenfeld,Elementary,9.0,3,3,3,3,3,3,3,3,17,3,0,3,3,3
400,09X073,P.S. 073 Bronx,Elementary,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
401,09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
402,09X109,P.S. 109 Sedgwick,Elementary,9.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
403,09X110,P.S. 110 Theodore Schoenfeld,Elementary,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
404,09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
405,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,18,3,3,0,3,3,3
406,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
407,09X128,Mott Hall III,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
408,09X132,P.S. 132 Garret A. Morgan,Elementary,9.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
409,09X163,P.S. 163 Arthur A. Schomburg,Elementary,9.0,3,3,3,3,3,3,3,3,23,3,0,3,3,3
410,09X170,P.S. 170,Early Childhood,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
411,09X199,P.S. 199X - The Shakespeare School,Elementary,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
412,09X204,P.S. 204 Morris Heights,Elementary,9.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
413,09X215,Kappa,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,28,10,0,0,3,3,3
414,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,9.0,3,3,3,3,3,3,3,11,0,0,0,3,3,3
415,09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,22,0,3,3,3
416,09X227,Bronx Collegiate Academy,High school,9.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
417,09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,12,0,3,3,7
418,09X231,Eagle Academy for Young Men,Secondary School,9.0,3,3,3,3,3,3,3,72,11,14,0,3,3,8
419,09X232,I.S. 232,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,17,0,25,0,3,3,3
420,09X236,P.S. 236 Langston Hughes,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
421,09X241,Urban Assembly School for Applied Math and Science,Secondary School,9.0,3,3,3,3,3,3,3,21,33,15,0,3,3,6
422,09X250,Eximius College Preparatory Academy: A College Boa,High school,9.0,3,3,3,3,3,3,3,13,3,3,0,3,3,3
423,09X252,Mott Hall Bronx High School,High school,9.0,3,3,3,3,3,3,3,34,9,16,0,3,3,3
424,09X260,Bronx Center for Science and Mathematics,High school,9.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
425,09X263,Validus Preparatory Academy,High school,9.0,3,3,3,3,3,3,3,45,3,3,0,3,3,3
426,09X274,The New American Academy at Roberto Clemente State,Elementary,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
427,09X294,The Walton Avenue School,Elementary,9.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
428,09X297,Morris Academy for Collaborative Studies,High school,9.0,3,3,3,3,3,3,3,21,3,3,0,3,3,3
429,09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
430,09X311,Lucero Elementary School,Elementary,9.0,3,3,3,3,3,3,3,3,9,3,0,3,3,3
431,09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,6,0,3,3,3
432,09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,22,0,3,3,3
433,09X324,Bronx Early College Academy for Teaching & Learnin,Secondary School,9.0,3,3,3,3,3,3,3,29,21,12,0,3,3,3
434,09X327,Comprehensive Model School Project M.S. 327,Secondary School,9.0,3,3,3,3,3,3,3,42,9,7,0,3,3,3
435,09X328,New Millennium Business Academy Middle School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,9,3,3,0,3,3,3
436,09X329,DreamYard Preparatory School,High school,9.0,3,3,3,3,3,3,3,8,3,3,0,3,3,3
437,09X339,I.S. 339,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,0,0,16,0,3,3,3
438,09X350,New Directions Secondary School,Secondary School,9.0,3,3,3,3,3,3,3,33,3,3,0,3,3,3
439,09X361,The Highbridge Green School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,8,3,3,0,3,3,3
440,09X365,Academy for Language and Technology,High school,9.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
441,09X403,Bronx International High School,High school,9.0,3,3,3,3,3,3,3,30,0,0,0,3,3,3
442,09X404,School for Excellence,High school,9.0,3,3,3,3,3,3,3,52,3,3,0,3,3,3
443,09X412,Bronx High School of Business,High school,9.0,3,3,3,3,3,3,3,40,6,12,0,3,3,6
444,09X413,Bronx High School for Medical Science,Secondary School,9.0,3,3,3,3,3,3,3,42,0,0,0,3,3,3
445,09X443,The Family School,Elementary,9.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
446,09X449,Grant Avenue Elementary School,Elementary,9.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
447,09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
448,09X457,Sheridan Academy for Young Leaders,Elementary,9.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
449,09X505,"Bronx School for Law, Government and Justice",Secondary School,9.0,3,3,3,3,3,3,3,78,3,3,0,3,3,3
450,09X517,Frederick Douglass Academy III Secondary School,High school,9.0,3,3,3,3,3,3,3,3,3,17,0,3,3,3
451,09X525,Bronx Leadership Academy High School,High school,9.0,3,3,3,3,3,3,3,49,3,3,0,3,3,6
452,09X543,High School for Violin and Dance,High school,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
