DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted,school_year
19K158,P.S. 158 Warwick,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
19K159,P.S. 159 Isaac Pitkin,Elementary,19.0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,2020_2019
19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,19.0,0,0,0,3,0,0,0,6,3,8,0,0,3,3,2020_2019
19K190,P.S. 190 Sheffield,Elementary,19.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,19.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
19K213,P.S. 213 New Lots,Elementary,19.0,0,0,0,0,0,0,0,3,18,10,0,0,0,0,2020_2019
19K214,P.S. 214 Michael Friedsam,Elementary,19.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
19K218,J.H.S. 218 James P. Sinnott,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,3,25,0,3,3,6,2020_2019
19K224,P.S. 224 Hale A. Woodruff,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
19K273,P.S. 273 Wortman,Elementary,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
19K290,P.S. 290 Juan Morel Campos,Elementary,19.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
19K292,J.H.S. 292 Margaret S. Douglas,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,8,0,0,3,3,2020_2019
19K306,P.S. 306 Ethan Allen,Elementary,19.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
19K325,The Fresh Creek School,Elementary,19.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
19K328,P.S. 328 Phyllis Wheatley,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,19.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
19K346,P.S. 346 Abe Stark,Elementary,19.0,0,0,3,0,0,0,0,3,8,3,0,3,0,3,2020_2019
19K364,I.S. 364 Gateway,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,2020_2019
19K404,Academy for Young Writers,Secondary School,19.0,0,0,0,0,0,0,0,11,22,7,0,0,0,0,2020_2019
19K409,East New York Family Academy,Secondary School,19.0,0,0,3,0,0,0,0,3,32,3,0,0,3,3,2020_2019
19K422,Spring Creek Community School,Secondary School,19.0,0,0,3,0,0,0,3,26,3,21,0,0,3,3,2020_2019
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,9,3,6,0,3,3,3,2020_2019
19K502,FDNY - Captain Vernon A. Richard High School for F,High school,19.0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,2020_2019
19K504,High School for Civil Rights,High school,19.0,0,0,3,3,0,0,0,3,0,8,0,3,3,3,2020_2019
19K507,Performing Arts and Technology High School,High school,19.0,0,0,3,0,0,0,0,22,0,3,0,3,0,3,2020_2019
19K510,World Academy for Total Community Health High Scho,High school,19.0,0,0,3,0,0,0,0,6,3,3,0,0,3,3,2020_2019
19K557,Brooklyn Gardens Elementary School,Elementary,19.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,2020_2019
19K583,Multicultural High School,High school,19.0,0,0,0,0,0,0,0,53,3,3,0,0,0,0,2020_2019
19K615,Transit Tech Career and Technical Education High S,High school,19.0,0,0,3,3,0,0,0,21,0,13,0,0,3,3,2020_2019
19K618,Academy of Innovative Technology,High school,19.0,0,0,0,6,0,0,0,12,0,6,0,3,3,6,2020_2019
19K639,Brooklyn Lab School,High school,19.0,0,0,0,6,0,0,0,65,6,11,0,0,6,6,2020_2019
19K654,Van Siclen Community Middle School,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,2020_2019
19K659,Cypress Hills Collegiate Preparatory School,High school,19.0,0,3,3,3,0,0,0,29,3,3,0,0,3,3,2020_2019
19K660,W. H. Maxwell Career and Technical Education High,High school,19.0,0,0,3,0,0,0,0,21,0,3,0,3,3,3,2020_2019
19K661,Vista Academy,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,3,0,3,0,3,2020_2019
19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2020_2019
19K677,East New York Elementary School of Excellence,Elementary,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,2020_2019
19K683,School for Classics High School,High school,19.0,0,0,3,0,0,0,0,6,6,3,0,3,0,3,2020_2019
19K760,Highland Park Community School,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
19K764,The Urban Assembly School for Collaborative Health,High school,19.0,0,0,0,0,0,3,0,21,0,6,0,0,3,3,2020_2019
19K907,Legacy School of the Arts,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,0,11,0,0,3,3,2020_2019
20K030,P.S./I.S. 30 Mary White Ovington,K-8,20.0,0,0,0,0,0,0,0,21,3,3,0,0,0,0,2020_2019
20K048,P.S. 048 Mapleton,Elementary,20.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2020_2019
20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,20.0,0,3,3,0,0,0,0,16,0,7,0,3,0,3,2020_2019
20K069,P.S. 69 Vincent D. Grippo School,Elementary,20.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2020_2019
20K102,P.S. 102 The Bayview,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,20.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,2020_2019
20K105,P.S. 105 The Blythebourne,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K112,P.S. 112 Lefferts Park,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K127,P.S. 127 Mckinley Park,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K160,P.S. 160 William T. Sampson,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K163,P.S. 163 Bath Beach,K-8,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K164,P.S. 164 Caesar Rodney,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
20K170,Ralph A. Fabrizio School,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
20K176,P.S. 176 Ovington,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K179,P.S. 179 Kensington,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K180,The SEEALL Academy,K-8,20.0,0,0,0,0,0,0,0,37,46,3,0,0,0,0,2020_2019
20K185,P.S. 185 Walter Kassenbrock,Elementary,20.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,20.0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2020_2019
20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,20.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2020_2019
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
20K200,P.S. 200 Benson School,Elementary,20.0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,2020_2019
20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,20.0,0,0,0,0,0,0,0,20,3,3,0,0,0,0,2020_2019
20K204,P.S. 204 Vince Lombardi,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
20K205,P.S. 205 Clarion,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,20.0,0,0,0,3,0,0,0,113,3,27,0,0,3,3,2020_2019
20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,20.0,0,3,0,3,0,0,0,10,0,3,0,0,3,3,2020_2019
20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,20.0,0,0,3,8,0,0,3,116,0,14,0,3,3,14,2020_2019
20K229,P.S. 229 Dyker,K-8,20.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
20K247,P.S. 247 Brooklyn,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K259,J.H.S. 259 William McKinley,Junior High-Intermediate-Middle,20.0,0,0,0,3,0,0,3,54,12,7,0,0,3,3,2020_2019
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K310,The School For Future Leaders,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K445,New Utrecht High School,High school,20.0,3,0,3,3,0,0,0,3,7,3,0,0,3,3,2020_2019
20K485,High School of Telecommunication Arts and Technolo,High school,20.0,0,0,3,3,0,0,0,17,0,3,0,0,3,3,2020_2019
20K490,Fort Hamilton High School,High school,20.0,0,3,3,7,0,3,8,90,8,30,0,0,21,21,2020_2019
20K503,P.S. 503: The School of Discovery,Elementary,20.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
20K505,Franklin Delano Roosevelt High School,High school,20.0,0,0,3,3,0,0,3,107,0,7,0,3,3,3,2020_2019
20K506,P.S. 506: The School of Journalism & Technology,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
20K609,Urban Assembly School for Criminal Justice,Secondary School,20.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2020_2019
20K682,The Academy of Talented Scholars,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K686,Brooklyn School of Inquiry,K-8,20.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
20K920,New Utrecht Evening Hs M/W,Ungraded,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K921,New Utrecht Evening Hs T/R,Ungraded,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
20K971,"School of Math, Science, and Healthy Living",Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
21K090,P.S. 90 Edna Cohen School,Elementary,21.0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,2020_2019
21K095,P.S. 095 The Gravesend,K-8,21.0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,2020_2019
21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,21.0,0,0,3,3,0,0,0,38,37,31,0,0,3,3,2020_2019
21K097,P.S. 97 The Highlawn,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,21.0,0,0,3,0,0,0,0,37,0,3,0,0,3,3,2020_2019
21K099,P.S. 099 Isaac Asimov,K-8,21.0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,2020_2019
21K100,P.S. 100 The Coney Island School,Elementary,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
21K101,P.S. 101 The Verrazano,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
21K121,P.S. 121 Nelson A. Rockefeller,K-8,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
21K128,P.S. 128 Bensonhurst,Elementary,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
21K153,P.S. 153 Homecrest,Elementary,21.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2020_2019
21K177,P.S. 177 The Marlboro,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
21K188,P.S. 188 Michael E. Berdy,Elementary,21.0,0,0,0,0,0,0,0,7,9,3,0,0,0,0,2020_2019
21K199,P.S. 199 Frederick Wachtel,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
21K209,P.S. 209 Margaret Mead,K-8,21.0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,2020_2019
21K212,P.S. 212 Lady Deborah Moody,Elementary,21.0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,2020_2019
21K215,P.S. 215 Morris H. Weiss,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
21K216,P.S. 216 Arturo Toscanini,Elementary,21.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,21.0,0,0,0,0,0,0,3,6,3,15,0,0,3,3,2020_2019
21K226,P.S. 226 Alfred De B. Mason,K-8,21.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,2020_2019
21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,21.0,0,0,0,3,0,0,3,47,0,12,0,3,3,3,2020_2019
21K238,P.S. 238 Anne Sullivan,K-8,21.0,0,0,0,0,0,0,3,3,3,9,0,0,3,3,2020_2019
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,21.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
21K253,P.S. 253,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
21K281,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle,21.0,0,3,3,0,0,0,3,47,13,16,0,3,3,7,2020_2019
21K288,P.S. 288 The Shirley Tanyhill,K-8,21.0,0,0,3,3,0,0,0,0,3,14,0,0,3,3,2020_2019
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,21.0,0,0,3,3,0,0,0,9,3,20,0,3,0,3,2020_2019
21K329,P.S. 329 Surfside,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
21K337,International High School at Lafayette,High school,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
21K344,Rachel Carson High School for Coastal Studies,High school,21.0,0,0,3,0,0,0,0,17,10,3,0,0,3,3,2020_2019
21K348,High School of Sports Management,High school,21.0,0,0,0,3,0,0,0,9,0,6,0,0,3,3,2020_2019
21K410,Abraham Lincoln High School,High school,21.0,0,0,0,0,0,0,3,52,13,3,0,0,3,3,2020_2019
21K468,Kingsborough Early College School,Secondary School,21.0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,2020_2019
21K525,Edward R. Murrow High School,High school,21.0,0,0,0,0,0,3,3,40,9,3,0,0,3,3,2020_2019
21K540,John Dewey High School,High school,21.0,0,0,3,0,0,0,0,27,3,3,0,3,3,3,2020_2019
21K559,Life Academy High School for Film and Music,High school,21.0,0,0,0,3,0,0,0,7,0,3,0,0,3,3,2020_2019
21K572,Leaders High School,High school,21.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2020_2019
21K620,William E. Grady Career and Technical Education Hi,High school,21.0,0,0,0,0,0,0,0,43,3,11,0,0,0,0,2020_2019
21K690,Brooklyn Studio Secondary School,Secondary School,21.0,0,0,0,0,0,0,0,30,10,3,0,0,0,0,2020_2019
21K728,Liberation Diploma Plus,High school,21.0,0,0,3,3,3,0,3,10,0,11,0,3,3,8,2020_2019
22K014,J.H.S. 014 Shell Bank,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,2020_2019
22K052,P.S. 052 Sheepshead Bay,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K078,J.H.S. 078 Roy H. Mann,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,22,26,9,0,0,0,0,2020_2019
22K109,P.S. 109,K-8,22.0,0,0,3,3,0,0,0,34,49,9,0,3,3,3,2020_2019
22K119,P.S. 119 Amersfort,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
22K134,P.S. K134,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
22K139,P.S. 139 Alexine A. Fenty,Elementary,22.0,0,0,0,0,0,0,0,3,51,3,0,0,0,0,2020_2019
22K152,School of Science & Technology,Elementary,22.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,2020_2019
22K193,P.S. 193 Gil Hodges,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K194,P.S. 194 Raoul Wallenberg,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K195,P.S. 195 Manhattan Beach,Elementary,22.0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,2020_2019
22K197,P.S. 197 - The Kings Highway Academy,Elementary,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
22K198,P.S. 198 Brooklyn,Elementary,22.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,2020_2019
22K203,P.S. 203 Floyd Bennett School,Elementary,22.0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,2020_2019
22K206,P.S. 206 Joseph F Lamb,K-8,22.0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,2020_2019
22K207,P.S. 207 Elizabeth G. Leary,K-8,22.0,0,0,0,0,0,0,0,3,23,3,0,0,0,0,2020_2019
22K217,P.S. 217 Colonel David Marcus School,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
22K222,P.S. 222 Katherine R. Snyder,Elementary,22.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2020_2019
22K234,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle,22.0,0,3,0,3,0,0,3,49,13,11,0,0,3,3,2020_2019
22K236,P.S. 236 Mill Basin,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K240,Andries Hudde,Junior High-Intermediate-Middle,22.0,0,3,6,3,0,0,0,24,3,8,0,3,3,7,2020_2019
22K245,P.S. 245,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K251,P.S. 251 Paerdegat,Elementary,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
22K254,P.S. 254 Dag Hammarskjold,Elementary,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
22K255,P.S. 255 Barbara Reing School,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K277,P.S. 277 Gerritsen Beach,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K278,J.H.S. 278 Marine Park,Junior High-Intermediate-Middle,22.0,0,0,3,3,0,0,0,14,24,9,0,3,3,3,2020_2019
22K312,P.S. 312 Bergen Beach,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K315,P.S. K315,Elementary,22.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
22K326,P.S. 326,Early Childhood,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
22K361,P.S. 361 East Flatbush Early Childhood School,Elementary,22.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
22K381,I. S. 381,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,28,3,3,0,0,0,0,2020_2019
22K405,Midwood High School,High school,22.0,0,0,3,3,0,0,0,35,11,7,0,0,3,3,2020_2019
22K425,James Madison High School,High school,22.0,0,3,3,3,0,0,3,63,41,10,0,3,3,10,2020_2019
22K535,Leon M. Goldstein High School for the Sciences,High school,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
22K555,Brooklyn College Academy,High school,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
22K611,Origins High School,High school,22.0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,2020_2019
22K630,Professional Pathways High School,High school,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
22K889,P.S. 889,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
22K890,M.S. 890,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
23K041,P.S. 041 Francis White,K-8,23.0,0,0,3,3,0,0,0,3,3,8,0,0,3,3,2020_2019
23K137,P.S./I.S. 137 Rachel Jean Mitchell,Elementary,23.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,2020_2019
23K150,P.S. 150 Christopher,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,23.0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,2020_2019
23K156,P.S. 156 Waverly,Elementary,23.0,0,0,3,0,0,0,0,0,45,0,0,0,3,3,2020_2019
23K165,P.S. 165 Ida Posner,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
23K178,P.S. 178 Saint Clair Mckelway,K-8,23.0,0,0,6,3,0,3,0,21,3,22,0,0,7,7,2020_2019
23K184,P.S. 184 Newport,K-8,23.0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,2020_2019
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",Elementary,23.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
23K298,P.S. 298 Dr. Betty Shabazz,Elementary,23.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
23K323,P.S./I.S. 323,K-8,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
23K327,P.S. 327 Dr. Rose B. English,Elementary,23.0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,2020_2019
23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
23K392,I.S. 392,Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,3,3,3,0,0,3,3,2020_2019
23K401,Christopher Avenue Community School,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
23K446,Riverdale Avenue Community School,Elementary,23.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
23K493,Brooklyn Collegiate: A College Board School,High school,23.0,0,0,7,0,0,0,0,46,3,14,0,3,3,7,2020_2019
23K514,Frederick Douglass Academy VII High School,High school,23.0,0,0,3,0,0,0,0,3,0,3,0,3,0,3,2020_2019
23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,10,3,6,0,0,3,3,2020_2019
23K522,Mott Hall IV,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
23K599,Brooklyn Landmark Elementary School,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
23K643,Brooklyn Democracy Academy,High school,23.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
23K644,Eagle Academy for Young Men II,Secondary School,23.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
23K647,Metropolitan Diploma Plus High School,High school,23.0,3,0,7,0,0,0,3,3,3,7,0,3,3,8,2020_2019
23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,2020_2019
23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,3,0,9,0,0,3,3,2020_2019
23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,2020_2019
23K697,Teachers Preparatory High School,High school,23.0,0,0,3,0,0,0,0,10,3,11,0,0,3,3,2020_2019
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,24.0,0,0,0,3,0,0,0,135,6,9,0,0,3,3,2020_2019
24Q007,P.S. 007 Louis F. Simeone,Elementary,24.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2020_2019
24Q012,P.S. 012 James B. Colgate,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
24Q013,P.S. 013 Clement C. Moore,Elementary,24.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2020_2019
24Q014,P.S. 014 Fairview,Elementary,24.0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,2020_2019
24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,24.0,0,0,0,3,0,0,0,3,7,0,0,3,0,3,2020_2019
24Q019,P.S. 019 Marino Jeantet,Elementary,24.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,2020_2019
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,24.0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,2020_2019
24Q058,P.S. 58 - The School of Heroes,Elementary,24.0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,2020_2019
24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,24.0,0,0,3,7,3,0,0,79,54,16,0,3,3,8,2020_2019
24Q068,P.S. 068 Cambridge,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
24Q071,P.S. 071 Forest,Elementary,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,24.0,0,3,0,3,0,0,0,68,13,3,0,3,3,7,2020_2019
24Q077,I.S. 077,Junior High-Intermediate-Middle,24.0,0,0,0,3,0,0,0,10,55,3,0,0,3,3,2020_2019
24Q081,P.S. 81Q Jean Paul Richter,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
24Q087,P.S./I.S. 087 Middle Village,K-8,24.0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,2020_2019
24Q088,P.S. 088 Seneca,Elementary,24.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
24Q089,P.S. 089 Elmhurst,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
