DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted,school_year
12X384,Entrada Academy,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,9,0,3,0,3,3,3,2017_2016
14K477,East Williamsburg Scholars Academy,High school,14.0,3,3,3,3,3,3,3,37,0,7,0,3,3,3,2017_2016
14K488,Brooklyn Preparatory High School,High school,14.0,3,3,3,3,3,3,3,19,0,3,0,3,3,3,2017_2016
21K348,High School of Sports Management,High school,21.0,3,3,3,3,3,3,3,48,28,10,0,3,3,3,2017_2016
23K041,P.S. 041 Francis White,K-8,23.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,2017_2016
29Q265,Excelsior Preparatory High School,High school,29.0,3,3,3,3,3,3,3,35,0,21,0,3,3,3,2017_2016
07X379,Jill Chaifetz Transfer High School,High school,7.0,3,3,3,3,3,3,3,23,3,3,0,3,3,3,2017_2016
08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
09X260,Bronx Center for Science and Mathematics,High school,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
09X350,New Directions Secondary School,Secondary School,9.0,3,3,3,3,3,3,3,3,23,8,0,3,3,3,2017_2016
10X095,P.S. 095 Sheila Mencher,K-8,10.0,3,3,3,3,3,3,3,7,3,3,0,3,3,3,2017_2016
10X351,Bronx Collaborative High School,High school,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,2017_2016
12X214,P.S. 214,K-8,12.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3,2017_2016
19K618,Academy of Innovative Technology,High school,19.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2017_2016
30Q126,Albert Shanker School for Visual and Performing Ar,Junior High-Intermediate-Middle,30.0,3,3,3,3,3,3,3,7,3,0,0,3,3,3,2017_2016
06M152,P.S. 152 Dyckman Valley,Elementary,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
06M462,The College Academy,High school,6.0,3,3,3,3,3,3,3,3,13,3,0,3,3,3,2017_2016
06M468,High School for Health Careers and Sciences,High school,6.0,3,3,3,3,3,3,3,30,3,7,0,3,3,3,2017_2016
09X241,Urban Assembly School for Applied Math and Science,Secondary School,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,2017_2016
12X129,M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,12,3,17,0,3,3,3,2017_2016
19K583,Multicultural High School,High school,19.0,3,3,3,3,3,3,3,36,3,14,0,3,3,3,2017_2016
24Q311,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,24.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,2017_2016
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,Junior High-Intermediate-Middle,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
11X514,The Bronxwood Preparatory Academy,High school,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
29Q492,"Mathematics, Science Research and Technology Magne",High school,29.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2017_2016
01M450,East Side Community School,Secondary School,1.0,3,3,3,3,3,3,3,13,124,3,0,3,3,3,2017_2016
24Q455,Newtown High School,High school,24.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2017_2016
24Q550,High School for Arts and Business,High school,24.0,3,3,3,3,3,3,3,3,6,0,0,3,3,3,2017_2016
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,24.0,3,3,3,3,3,3,3,17,3,3,0,3,3,3,2017_2016
21K468,Kingsborough Early College School,Secondary School,21.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,2017_2016
11X509,High School of Language and Innovation,High school,11.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,2017_2016
03M485,Fiorello H. LaGuardia High School of Music & Art a,High school,3.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3,2017_2016
05M692,"High School for Mathematics, Science and Engineeri",High school,5.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,2017_2016
20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,20.0,3,3,3,3,3,3,3,3,8,0,0,3,3,3,2017_2016
02M303,"Facing History School, The",High school,2.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2017_2016
03M421,West Prep Academy,Junior High-Intermediate-Middle,3.0,3,3,3,3,3,3,3,24,0,17,0,3,3,3,2017_2016
15K423,Brooklyn Frontiers High School,High school,15.0,3,3,3,3,3,3,3,14,0,8,0,3,3,3,2017_2016
16K669,Research and Service High School,High school,16.0,3,3,3,3,3,3,3,10,3,10,0,3,3,3,2017_2016
17K751,Academy for Health Careers,High school,17.0,3,3,3,3,3,3,3,7,35,3,0,3,3,3,2017_2016
23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,23.0,3,3,3,3,3,3,3,12,0,9,0,3,3,3,2017_2016
75X186,P186X Walter J. Damrosch School,K-12 all grades,75.0,3,3,3,3,3,3,3,60,3,12,0,3,3,3,2017_2016
01M448,University Neighborhood High School,High school,1.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2017_2016
05M157,The Urban Assembly School for Global Commerce,High school,5.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
14K610,Automotive High School,High school,14.0,3,3,3,3,3,3,3,76,0,13,0,3,3,3,2017_2016
19K404,Academy for Young Writers,Secondary School,19.0,3,3,3,3,3,3,3,87,29,12,0,3,3,3,2017_2016
19K422,Spring Creek Community School,Secondary School,19.0,3,3,3,3,3,3,3,0,0,9,0,3,3,3,2017_2016
20K609,Urban Assembly School for Criminal Justice,Secondary School,20.0,3,3,3,3,3,3,3,6,17,3,0,3,3,3,2017_2016
28Q008,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,28.0,3,3,3,3,3,3,3,57,0,7,0,3,3,3,2017_2016
21K121,P.S. 121 Nelson A. Rockefeller,K-8,21.0,3,3,3,3,3,3,3,64,13,15,0,3,3,3,2017_2016
02M432,Murray Hill Academy,High school,2.0,3,3,3,3,3,3,3,3,0,10,0,3,3,3,2017_2016
04M406,Global Technology Preparatory,Junior High-Intermediate-Middle,4.0,3,3,3,3,3,3,3,13,3,3,0,3,3,3,2017_2016
24Q610,Aviation Career & Technical Education High School,High school,24.0,3,3,3,3,3,3,3,3,0,11,0,3,3,3,2017_2016
02M298,Pace High School,High school,2.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
02M308,Lower Manhattan Arts Academy,High school,2.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
02M425,Leadership and Public Service High School,High school,2.0,3,3,3,3,3,3,3,32,0,18,0,3,3,3,2017_2016
10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,67,3,27,0,3,3,3,2017_2016
11X270,Academy for Scholarship and Entrepreneurship: A Co,High school,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
11X532,Baychester Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,68,94,11,0,3,3,3,2017_2016
12X684,Wings Academy,High school,12.0,3,3,3,3,3,3,3,0,17,0,0,3,3,3,2017_2016
30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,30.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,2017_2016
32K564,Bushwick Community High School,High school,32.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,2017_2016
75X754,J. M. Rapport School Career Development,High school,75.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
08X125,J.H.S. 125 Henry Hudson,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,2017_2016
11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,2017_2016
09X263,Validus Preparatory Academy,High school,9.0,3,3,3,3,3,3,3,3,8,0,0,3,3,3,2017_2016
11X508,Bronxdale High School,High school,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,3.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,2017_2016
02M419,Landmark High School,High school,2.0,3,3,3,3,3,3,3,8,16,3,0,3,3,3,2017_2016
02M655,Life Sciences Secondary School,Secondary School,2.0,3,3,3,3,3,3,3,6,30,0,0,3,3,3,2017_2016
06M467,High School for Law and Public Service,High school,6.0,3,3,3,3,3,3,3,9,3,3,0,3,3,3,2017_2016
09X404,School for Excellence,High school,9.0,3,3,3,3,3,3,3,58,19,24,0,3,3,3,2017_2016
10X237,"The Marie Curie School for Medicine, Nursing, and",High school,10.0,3,3,3,3,3,3,3,9,10,6,0,3,3,3,2017_2016
10X438,Fordham Leadership Academy,High school,10.0,3,3,3,3,3,3,3,20,3,8,0,3,3,3,2017_2016
12X211,P.S. 211,K-8,12.0,3,3,3,3,3,3,3,63,13,15,0,3,3,3,2017_2016
12X212,P.S. 212,K-8,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,2017_2016
15K667,Sunset Park High School,High school,15.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,2017_2016
17K524,International High School at Prospect Heights,High school,17.0,3,3,3,3,3,3,3,6,24,3,0,3,3,3,2017_2016
09X329,DreamYard Preparatory School,High school,9.0,3,3,3,3,3,3,3,3,21,3,0,3,3,3,2017_2016
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,21.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
21K540,John Dewey High School,High school,21.0,3,3,3,3,3,3,3,7,6,3,0,3,3,3,2017_2016
27Q137,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,27.0,3,3,3,3,3,3,3,9,44,0,0,3,3,3,2017_2016
31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,31.0,3,3,3,3,3,3,3,36,40,22,0,3,3,3,2017_2016
31R600,Ralph R. McKee Career and Technical Education High,High school,31.0,3,3,3,3,3,3,3,3,9,0,0,3,3,3,2017_2016
02M475,Stuyvesant High School,High school,2.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
25Q240,Veritas Academy,High school,25.0,3,3,3,3,3,3,3,34,13,3,0,3,3,3,2017_2016
11X542,Pelham Preparatory Academy,High school,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,2017_2016
12X318,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,30,3,6,0,3,3,3,2017_2016
24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,24.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,2017_2016
30Q575,Academy of American Studies,High school,30.0,3,3,3,3,3,3,3,6,0,3,0,3,3,3,2017_2016
27Q308,Robert H. Goddard High School of Communication Art,High school,27.0,3,3,3,3,3,3,3,13,17,3,0,3,3,3,2017_2016
16K498,Brooklyn High School for Law and Technology,High school,16.0,3,3,3,3,3,3,3,3,14,0,0,3,3,6,2017_2016
17K722,New Heights Middle School,Junior High-Intermediate-Middle,17.0,3,3,3,3,3,3,3,3,0,3,0,3,3,6,2017_2016
27Q261,Voyages Prep - South Queens,High school,27.0,3,3,3,3,3,3,3,46,46,9,0,3,3,6,2017_2016
13K430,Brooklyn Technical High School,High school,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,6,2017_2016
02M316,"Urban Assembly School of Business for Young Women,",High school,2.0,3,3,3,3,3,3,3,36,0,3,0,3,3,6,2017_2016
19K660,W. H. Maxwell Career and Technical Education High,High school,19.0,3,3,3,3,3,3,3,0,3,0,0,3,3,6,2017_2016
02M374,Gramercy Arts High School,High school,2.0,3,3,3,3,3,3,3,0,0,0,0,3,3,6,2017_2016
05M129,P.S. 129 John H. Finley,K-8,5.0,3,3,3,3,3,3,3,0,0,0,0,3,3,6,2017_2016
75Q256,P.S. Q256,K-12 all grades,75.0,3,3,3,3,3,3,3,161,26,65,0,3,3,6,2017_2016
03M404,Innovation Diploma Plus,High school,3.0,3,3,3,3,3,3,3,106,0,44,0,6,7,6,2017_2016
09X327,Comprehensive Model School Project M.S. 327,Secondary School,9.0,3,3,3,3,3,3,3,16,0,3,0,3,3,6,2017_2016
02M586,Harvey Milk High School,High school,2.0,3,3,3,3,3,3,3,59,3,11,0,3,3,6,2017_2016
07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,7.0,3,3,3,3,3,3,3,22,0,15,0,3,3,6,2017_2016
08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,3,9,0,3,3,6,2017_2016
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,3,0,0,0,3,3,6,2017_2016
10X268,Kingsbridge International High School,High school,10.0,3,3,3,3,3,3,3,0,17,0,0,3,3,6,2017_2016
12X267,Bronx Latin,Secondary School,12.0,3,3,3,3,3,3,3,46,141,31,0,3,3,6,2017_2016
12X372,Urban Assembly School for Wildlife Conservation,Secondary School,12.0,3,3,3,3,3,3,3,0,3,0,0,3,3,6,2017_2016
12X479,Bronx Career and College Preparatory High School,High school,12.0,3,3,3,3,3,3,3,0,11,0,0,3,3,6,2017_2016
06M218,I.S. 218 Salome Urena,Junior High-Intermediate-Middle,6.0,3,3,3,3,3,3,3,0,0,0,0,3,3,6,2017_2016
09X564,Claremont International HS,High school,9.0,3,3,3,3,3,3,3,0,9,3,0,3,3,6,2017_2016
30Q555,Newcomers High School,High school,30.0,3,3,3,3,3,3,3,42,0,6,0,3,3,6,2017_2016
04M680,"Heritage School, The",High school,4.0,3,3,3,3,3,3,3,3,3,0,0,3,3,6,2017_2016
15K462,John Jay School for Law,High school,15.0,3,3,3,3,3,3,3,3,3,3,0,3,3,6,2017_2016
30Q502,Information Technology High School,High school,30.0,3,3,3,3,3,3,3,3,8,0,0,3,3,6,2017_2016
15K592,Khalil Gibran International Academy,High school,15.0,3,3,3,3,3,3,3,0,7,0,0,3,3,6,2017_2016
17K138,P.S. 138 Brooklyn,K-8,17.0,3,3,3,3,3,3,3,6,9,3,0,3,3,6,2017_2016
03M165,P.S. 165 Robert E. Simon,K-8,3.0,3,3,3,3,3,3,3,7,38,3,0,3,3,6,2017_2016
05M369,Urban Assembly School for the Performing Arts,High school,5.0,3,3,3,3,3,3,3,9,80,3,0,3,3,6,2017_2016
02M392,MANHATTAN BUSINESS ACADEMY,High school,2.0,3,3,3,3,3,3,3,3,13,3,0,3,3,6,2017_2016
17K568,Brownsville Academy High School,High school,17.0,3,3,3,3,3,3,3,0,0,3,0,3,3,7,2017_2016
13K499,ACORN Community High School,High school,13.0,3,3,3,3,3,3,3,3,39,3,0,3,3,7,2017_2016
13K605,George Westinghouse Career and Technical Education,High school,13.0,3,3,3,3,3,3,3,15,27,9,0,3,3,7,2017_2016
17K382,Academy for College Preparation and Career Explora,Secondary School,17.0,3,3,3,3,3,3,3,3,9,0,0,3,3,7,2017_2016
29Q313,Benjamin Franklin High School for Finance & Inform,High school,29.0,3,3,3,3,3,3,3,39,56,8,0,3,3,7,2017_2016
28Q690,High School for Law Enforcement and Public Safety,High school,28.0,3,3,3,3,3,3,3,0,0,0,0,3,3,7,2017_2016
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,4.0,3,3,6,3,3,3,3,65,40,54,0,7,7,7,2017_2016
29Q272,George Washington Carver High School for the Scien,High school,29.0,3,3,3,3,3,3,3,3,0,3,0,3,3,7,2017_2016
11X181,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,7,2017_2016
15K656,Brooklyn High School of the Arts,High school,15.0,3,3,3,3,3,3,3,3,12,3,0,3,3,7,2017_2016
10X374,Knowledge and Power Preparatory Academy Internatio,High school,10.0,3,3,3,3,3,3,3,11,39,6,0,3,3,7,2017_2016
09X525,Bronx Leadership Academy High School,High school,9.0,3,3,3,3,3,3,3,3,3,3,0,3,3,7,2017_2016
10X368,In-Tech Academy (M.S. / High School 368),Secondary School,10.0,3,3,3,3,3,3,3,20,31,3,0,3,3,7,2017_2016
08X332,Holcombe L. Rucker School of Community Research,High school,8.0,3,3,3,3,3,3,3,0,3,0,0,3,3,7,2017_2016
08X367,"Archimedes Academy for Math, Science and Technolog",Secondary School,8.0,3,3,3,3,3,3,3,3,17,3,0,3,3,7,2017_2016
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,6.0,3,3,3,6,3,3,3,3,16,7,0,3,3,7,2017_2016
17K539,High School for Service & Learning at Erasmus,High school,17.0,3,3,6,3,3,3,3,3,28,0,0,3,3,7,2017_2016
30Q445,William Cullen Bryant High School,High school,30.0,3,3,3,3,3,3,3,3,3,0,0,3,3,7,2017_2016
03M417,Frank Mccourt High School,High school,3.0,3,3,3,3,3,3,3,3,0,0,0,3,3,7,2017_2016
24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,24.0,3,3,3,6,3,3,3,18,50,9,0,3,3,7,2017_2016
26Q315,Business Technology Early College High School,High school,26.0,3,3,3,3,3,3,3,3,18,0,0,3,3,7,2017_2016
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20.0,3,3,3,3,3,3,3,0,0,3,0,3,3,7,2017_2016
27Q323,Scholars' Academy,Secondary School,27.0,3,3,3,3,3,3,3,7,0,3,0,3,3,7,2017_2016
21K690,Brooklyn Studio Secondary School,Secondary School,21.0,3,3,3,3,3,3,3,16,0,9,0,3,3,7,2017_2016
27Q105,P.S. 105 The Bay School,K-8,27.0,3,3,3,3,3,3,3,100,11,42,0,3,3,7,2017_2016
20K490,Fort Hamilton High School,High school,20.0,3,3,3,3,3,3,3,3,0,0,0,3,3,7,2017_2016
17K600,Clara Barton High School,High school,17.0,3,3,3,3,3,3,3,117,88,40,0,3,3,8,2017_2016
29Q498,Humanities & Arts Magnet High School,High school,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,8,2017_2016
27Q043,P.S. 043,K-8,27.0,3,3,7,3,3,3,3,3,3,0,0,3,3,8,2017_2016
12X480,Bronx Regional High School,High school,12.0,3,3,6,3,3,3,3,3,3,0,0,3,3,8,2017_2016
14K454,The Williamsburg High School of Art and Technology,High school,14.0,3,3,6,3,3,3,3,3,0,3,0,3,3,8,2017_2016
08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,8.0,3,3,3,3,3,3,3,0,3,0,0,3,3,8,2017_2016
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,17,3,3,0,3,3,8,2017_2016
11X566,Pelham Gardens Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,7,12,3,0,3,3,8,2017_2016
03M494,High School of Arts and Technology,High school,3.0,3,3,3,3,3,3,3,0,3,0,0,3,3,8,2017_2016
02M399,The High School For Language And Diplomacy,High school,2.0,3,3,3,3,3,3,3,18,20,0,0,3,3,8,2017_2016
08X348,Schuylerville Preparatory High School,High school,8.0,3,3,3,3,3,3,3,32,99,15,0,3,3,8,2017_2016
01M034,P.S. 034 Franklin D. Roosevelt,K-8,1.0,3,3,3,7,3,3,3,0,3,0,0,3,3,8,2017_2016
10X390,M.S. 390,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,6,0,3,0,3,3,8,2017_2016
10X433,High School for Teaching and the Professions,High school,10.0,3,3,3,3,3,3,3,27,3,10,0,3,3,8,2017_2016
32K403,Academy for Environmental Leadership,High school,32.0,3,3,3,3,3,3,3,0,0,3,0,3,3,8,2017_2016
08X558,Westchester Square Academy,High school,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,8,2017_2016
02M600,The High School of Fashion Industries,High school,2.0,3,3,3,3,3,3,3,0,0,0,0,3,3,8,2017_2016
20K505,Franklin Delano Roosevelt High School,High school,20.0,3,3,3,3,3,3,3,0,0,0,0,3,3,8,2017_2016
28Q620,Thomas A. Edison Career and Technical Education Hi,High school,28.0,3,3,3,3,3,3,3,145,7,12,0,3,3,8,2017_2016
21K344,Rachel Carson High School for Coastal Studies,High school,21.0,3,3,3,3,3,3,3,6,6,3,0,3,3,8,2017_2016
27Q309,Academy of Medical Technology: A College Board Sch,Secondary School,27.0,3,3,3,3,3,3,3,58,6,8,0,3,3,8,2017_2016
17K590,Medgar Evers College Preparatory School,Secondary School,17.0,3,3,7,3,3,3,3,12,54,12,0,3,3,8,2017_2016
03M402,The Urban Assembly School for Green Careers,High school,3.0,3,3,3,3,3,3,3,17,3,12,0,3,3,8,2017_2016
26Q566,"Queens High School of Teaching, Liberal Arts and t",High school,26.0,3,3,8,3,3,3,3,78,3,41,0,3,3,9,2017_2016
23K647,Metropolitan Diploma Plus High School,High school,23.0,3,3,3,3,3,3,3,144,3,33,0,3,3,9,2017_2016
21K620,William E. Grady Career and Technical Education Hi,High school,21.0,3,3,8,3,3,3,3,102,0,34,0,9,11,9,2017_2016
02M529,Jacqueline Kennedy Onassis High School,High school,2.0,3,3,7,3,3,3,3,239,3,31,0,7,13,9,2017_2016
21K728,Liberation Diploma Plus,High school,21.0,3,3,7,3,3,3,3,304,3,42,0,8,6,9,2017_2016
05M285,Harlem Renaissance High School,High school,5.0,3,3,6,3,3,3,3,16,13,3,0,3,3,9,2017_2016
31R049,I.S. 49 Berta A. Dreyfus,Junior High-Intermediate-Middle,31.0,3,3,6,3,3,3,3,73,14,29,0,3,3,9,2017_2016
08X377,Bronx Community High School,High school,8.0,3,3,3,3,3,3,3,9,0,3,0,3,3,9,2017_2016
10X546,Bronx Theatre High School,High school,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,9,2017_2016
20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,20.0,3,3,3,8,3,3,3,18,18,3,0,3,3,9,2017_2016
08X269,Bronx Studio School for Writers and Artists,Secondary School,8.0,3,3,3,3,3,3,3,0,0,0,0,3,3,9,2017_2016
05M123,P.S. 123 Mahalia Jackson,K-8,5.0,3,3,8,3,3,3,3,3,0,3,0,3,3,9,2017_2016
12X682,Fannie Lou Hamer Freedom High School,High school,12.0,3,3,6,3,3,3,3,0,0,3,0,3,3,9,2017_2016
12X271,East Bronx Academy for the Future,Secondary School,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,9,2017_2016
02M533,Union Square Academy for Health Sciences,High school,2.0,3,3,3,6,3,3,3,0,0,0,0,3,3,9,2017_2016
28Q686,Queens Metropolitan High School,High school,28.0,3,3,3,6,3,3,3,0,3,0,0,3,3,9,2017_2016
10X459,East Fordham Academy for the Arts,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,9,2017_2016
20K445,New Utrecht High School,High school,20.0,3,3,3,3,3,3,3,3,3,0,0,3,3,9,2017_2016
02M413,School of the Future High School,Secondary School,2.0,3,3,3,3,3,3,3,0,3,0,0,3,3,9,2017_2016
17K548,Brooklyn School for Music & Theatre,High school,17.0,3,3,8,3,3,3,3,7,3,14,0,3,3,9,2017_2016
17K537,High School for Youth and Community Development at,High school,17.0,3,3,9,3,3,3,3,8,3,6,0,3,3,10,2017_2016
18K285,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle,18.0,3,3,3,3,3,3,3,9,3,3,0,3,3,10,2017_2016
28Q310,Queens Collegiate: A College Board School,Secondary School,28.0,3,3,9,3,3,3,3,14,0,11,0,3,3,10,2017_2016
21K410,Abraham Lincoln High School,High school,21.0,3,3,8,3,3,3,3,10,22,0,0,3,3,10,2017_2016
11X275,High School of Computers and Technology,High school,11.0,3,3,6,3,3,3,3,18,16,30,0,3,3,10,2017_2016
06M540,A. Philip Randolph Campus High School,High school,6.0,3,3,6,3,3,3,3,6,0,10,0,3,3,10,2017_2016
08X293,Renaissance High School for Musical Theater & Tech,High school,8.0,3,3,3,6,3,3,3,0,3,0,0,3,3,10,2017_2016
08X561,Bronx Compass High School,High school,8.0,3,3,3,6,3,3,3,23,19,8,0,3,3,10,2017_2016
11X265,Bronx Lab School,High school,11.0,3,3,3,6,3,3,3,27,18,3,0,3,3,10,2017_2016
07X547,New Explorers High School,High school,7.0,3,3,3,7,3,3,3,7,7,3,0,3,3,10,2017_2016
32K549,The Brooklyn School for Social Justice,High school,32.0,3,3,3,7,3,3,3,7,10,22,0,3,3,10,2017_2016
10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,10.0,3,3,3,8,3,3,3,0,0,6,0,3,3,10,2017_2016
19K615,Transit Tech Career and Technical Education High S,High school,19.0,3,3,6,3,3,3,3,10,0,22,0,3,3,10,2017_2016
02M400,High School for Environmental Studies,High school,2.0,3,3,3,6,3,3,3,0,0,0,0,3,3,10,2017_2016
25Q194,J.H.S. 194 William Carr,Junior High-Intermediate-Middle,25.0,3,3,3,8,3,3,3,3,0,0,0,3,3,10,2017_2016
26Q495,Bayside High School,High school,26.0,3,3,3,3,3,3,3,78,11,12,0,7,7,10,2017_2016
10X445,The Bronx High School of Science,High school,10.0,3,6,3,3,3,3,3,6,0,13,0,3,3,10,2017_2016
16K455,Boys and Girls High School,High school,16.0,3,3,7,3,3,3,3,6,0,21,0,3,3,11,2017_2016
17K122,Pathways in Technology Early College High School (,High school,17.0,3,3,10,3,3,3,3,0,0,0,0,3,3,11,2017_2016
03M299,The Maxine Greene HS for Imaginative Inquiry,High school,3.0,3,3,9,3,3,3,3,0,0,0,0,3,3,11,2017_2016
27Q351,Rockaway Collegiate High School,High school,27.0,3,3,8,3,3,3,3,3,0,3,0,3,3,11,2017_2016
25Q460,Flushing High School,High school,25.0,3,3,3,6,3,3,3,3,0,0,0,3,3,11,2017_2016
03M403,The Global Learning Collaborative,High school,3.0,3,3,3,8,3,3,3,0,0,0,0,3,3,11,2017_2016
09X413,Bronx High School for Medical Science,Secondary School,9.0,3,3,3,8,3,3,3,9,3,6,0,3,3,11,2017_2016
07X522,Bronx Design and Construction Academy,High school,7.0,3,3,3,6,3,3,3,3,0,3,0,3,3,11,2017_2016
22K234,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle,22.0,3,3,7,3,3,3,3,0,0,0,0,3,3,11,2017_2016
22K630,Professional Pathways High School,High school,22.0,3,3,6,3,3,3,3,3,0,7,0,3,3,11,2017_2016
02M422,Quest to Learn,Secondary School,2.0,3,3,6,3,3,3,3,11,0,3,0,3,3,11,2017_2016
31R080,The Michael J. Petrides School,K-12 all grades,31.0,3,3,3,3,3,3,6,3,3,3,0,3,3,11,2017_2016
31R445,Port Richmond High School,High school,31.0,3,3,8,3,3,3,3,24,0,6,0,3,3,11,2017_2016
15K519,Cobble Hill School of American Studies,High school,15.0,3,3,8,3,3,3,3,0,3,0,0,3,3,11,2017_2016
17K547,Brooklyn Academy of Science and the Environment,High school,17.0,3,3,11,3,3,3,3,3,0,0,0,3,3,12,2017_2016
10X225,Theatre Arts Production Company School,Secondary School,10.0,3,3,8,3,3,3,3,0,0,0,0,3,3,12,2017_2016
