,DBN,school_name,school_type,administrative_district_code,american indian/alaskan native removals and/or suspensions resulting from incidents where nypd was contacted,asian removals and/or suspensions resulting from incidents where nypd was contacted,black removals and/or suspensions resulting from incidents where nypd was contacted,hispanic removals and/or suspensions resulting from incidents where nypd was contacted,multi-racial removals and/or suspensions resulting from incidents where nypd was contacted,unknown removals and/or suspensions resulting from incidents where nypd was contacted,white removals and/or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals and/or suspensions resulting from incidents where nypd was contacted,male removals and/or suspensions resulting from incidents where nypd was contacted,sy1920_total_removals_suspensions removals and/or suspensions resulting from incidents where nypd was contacted
208,04M206,P.S. 206 Jose Celso Barbosa,K-8,4.0,0,0,0,0,0,0,0,3,3,18,0,0,0,0
209,04M224,M.S. 224 Manhattan East School for Arts & Academic,Junior High-Intermediate-Middle,4.0,0,0,0,0,0,0,0,6,0,7,0,0,0,0
210,04M310,The Judith S. Kaye School,High school,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,04M372,Esperanza Preparatory Academy,Secondary School,4.0,0,0,0,0,0,0,0,45,3,0,0,0,0,0
212,04M375,Mosaic Preparatory Academy,Elementary,4.0,0,0,0,0,0,0,0,10,21,3,0,0,0,0
213,04M377,Renaissance School of the Arts,Junior High-Intermediate-Middle,4.0,0,0,0,0,0,0,0,6,3,3,0,0,0,0
214,04M435,Manhattan Center for Science and Mathematics,High school,4.0,0,0,3,3,0,0,0,11,0,0,0,3,3,3
215,04M495,Park East High School,High school,4.0,0,0,0,3,0,0,0,3,0,3,0,3,0,3
216,04M497,Central Park East I,Elementary,4.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
217,04M555,Central Park East High School,High school,4.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
218,04M610,Young Women's Leadership School,Secondary School,4.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
219,04M680,"Heritage School, The",High school,4.0,0,0,3,3,0,0,0,51,3,6,0,3,3,3
220,04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,4.0,0,0,0,0,0,0,0,7,6,3,0,0,0,0
221,04M964,Central Park East II,K-8,4.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
222,05M030,P.S. 030 Hernandez/Hughes,Elementary,5.0,0,0,3,0,0,0,0,0,8,0,0,0,3,3
223,05M036,P.S. 036 Margaret Douglas,Elementary,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,05M046,P.S. 046 Arthur Tappan,K-8,5.0,0,0,0,0,0,0,0,14,14,3,0,0,0,0
225,05M092,P.S. 092 Mary McLeod Bethune,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
226,05M123,P.S. 123 Mahalia Jackson,K-8,5.0,0,0,0,3,0,0,0,3,0,11,0,0,3,3
227,05M125,P.S. 125 Ralph Bunche,Elementary,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,05M129,P.S. 129 John H. Finley,K-8,5.0,0,0,0,0,0,0,0,3,6,3,0,0,0,0
229,05M133,P.S. 133 Fred R Moore,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
230,05M148,Eagle Academy for Young Men of Harlem,Secondary School,5.0,0,0,3,0,0,0,0,3,0,9,0,0,3,3
231,05M154,P.S. 154 Harriet Tubman,Elementary,5.0,0,0,3,0,0,0,0,3,6,3,0,0,3,3
232,05M157,The Urban Assembly School for Global Commerce,High school,5.0,0,0,0,0,0,0,0,3,6,8,0,0,0,0
233,05M161,P.S. 161 Pedro Albizu Campos,K-8,5.0,0,0,0,3,0,0,0,9,21,3,0,0,3,3
234,05M175,P.S. 175 Henry H Garnet,Elementary,5.0,0,0,0,0,0,0,0,3,12,3,0,0,0,0
235,05M194,P.S. 194 Countee Cullen,Elementary,5.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3
236,05M197,P.S. 197 John B. Russwurm,Elementary,5.0,0,0,3,0,0,0,0,0,13,3,0,3,0,3
237,05M200,P.S. 200- The James McCune Smith School,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
238,05M285,Harlem Renaissance High School,High school,5.0,0,0,3,3,0,0,0,3,0,3,0,3,3,3
239,05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
240,05M304,Mott Hall High School,High school,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
241,05M318,Thurgood Marshall Academy Lower School,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
242,05M362,Columbia Secondary School,Secondary School,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
243,05M369,Urban Assembly School for the Performing Arts,High school,5.0,0,0,3,3,0,0,0,17,3,11,0,3,3,3
244,05M499,Frederick Douglass Academy,Secondary School,5.0,0,0,0,0,0,0,0,17,0,19,0,0,0,0
245,05M514,New Design Middle School,Junior High-Intermediate-Middle,5.0,0,0,3,3,0,0,0,11,0,11,0,3,3,3
246,05M517,Teachers College Community School,K-8,5.0,0,0,0,0,0,0,0,0,18,3,0,0,0,0
247,05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,5.0,0,0,3,0,0,0,0,66,3,9,0,3,0,3
248,05M692,"High School for Mathematics, Science and Engineeri",High school,5.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0
249,06M004,P.S. 004 Duke Ellington,Elementary,6.0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
250,06M005,P.S. 005 Ellen Lurie,Elementary,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
251,06M008,P.S. 008 Luis Belliard,Elementary,6.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
252,06M018,P.S. 018 Park Terrace,K-8,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,06M028,P.S. 028 Wright Brothers,Elementary,6.0,0,0,0,0,0,0,0,0,11,3,0,0,0,0
254,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
255,06M052,Harold O. Levy School,Junior High-Intermediate-Middle,6.0,0,0,3,3,0,0,0,3,0,8,0,3,3,3
256,06M098,P.S. 098 Shorac Kappock,Elementary,6.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
257,06M103,Dos Puentes Elementary School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,06M115,P.S. 115 Alexander Humboldt,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
259,06M128,P.S. 128 Audubon,Elementary,6.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
260,06M132,P.S. 132 Juan Pablo Duarte,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
261,06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,6.0,0,0,3,0,0,0,0,8,3,3,0,0,3,3
262,06M152,P.S. 152 Dyckman Valley,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,06M153,P.S. 153 Adam Clayton Powell,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
264,06M173,P.S. 173,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
265,06M178,Professor Juan Bosch Public School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,06M187,P.S./I.S. 187 Hudson Cliffs,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
267,06M189,P.S. 189,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,06M192,P.S. 192 Jacob H. Schiff,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
269,06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
270,06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
271,06M211,Inwood Early College for Health and Information Te,High school,6.0,0,0,0,3,0,0,0,0,0,3,0,0,3,3
272,06M223,The Mott Hall School,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,11,0,0,0,0,0
273,06M278,Paula Hedbavny School,K-8,6.0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
274,06M293,City College Academy of the Arts,Secondary School,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
275,06M311,Amistad Dual Language School,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
276,06M314,Muscota,Elementary,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
277,06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,11,3,0,0,0,0
278,06M322,Middle School 322,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,29,3,3,0,0,0,0
279,06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,16,22,8,0,0,0,0
280,06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
281,06M346,Community Health Academy of the Heights,Secondary School,6.0,0,0,0,3,0,0,0,17,0,11,0,0,3,3
282,06M348,Washington Heights Expeditionary Learning School,K-12 all grades,6.0,0,0,0,3,3,0,0,39,3,10,0,0,6,6
283,06M349,Harbor Heights,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
284,06M366,Washington Heights Academy,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
285,06M368,Hamilton Heights School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,06M423,High School for Excellence and Innovation,High school,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,06M462,The College Academy,High school,6.0,0,0,0,3,0,0,0,3,3,3,0,0,3,3
288,06M463,High School for Media and Communications,High school,6.0,0,0,0,0,0,0,0,9,0,3,0,0,0,0
289,06M467,High School for Law and Public Service,High school,6.0,0,0,0,3,0,0,0,26,3,10,0,0,3,3
290,06M468,High School for Health Careers and Sciences,High school,6.0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
291,06M513,Castle Bridge School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,6.0,0,0,0,3,0,0,0,0,0,3,0,3,0,3
293,06M540,A. Philip Randolph Campus High School,High school,6.0,0,0,3,7,0,0,3,8,0,29,0,0,13,13
294,06M552,Gregorio Luperon High School for Science and Mathe,High school,6.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
295,07X001,P.S. 001 Courtlandt School,Elementary,7.0,0,0,3,0,0,0,0,3,11,0,0,0,3,3
296,07X005,P.S. 5 Port Morris,K-8,7.0,0,0,3,0,0,0,0,3,3,3,0,0,3,3
297,07X018,P.S. 018 John Peter Zenger,Elementary,7.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
298,07X025,P.S. 025 Bilingual School,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,07X029,P.S./M.S. 029 Melrose School,K-8,7.0,0,0,3,0,0,0,0,8,20,3,0,3,0,3
300,07X030,P.S. 030 Wilton,Elementary,7.0,0,0,0,0,0,0,0,10,3,3,0,0,0,0
301,07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,7.0,0,0,0,0,0,0,0,3,7,3,0,0,0,0
302,07X043,P.S. 043 Jonas Bronck,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
303,07X049,P.S. 049 Willis Avenue,Elementary,7.0,0,0,0,0,0,0,0,6,7,0,0,0,0,0
304,07X065,P.S. 065 Mother Hale Academy,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,07X151,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,7.0,0,0,0,3,0,0,0,23,3,3,0,3,3,3
306,07X154,P.S. 154 Jonathan D. Hyatt,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
307,07X157,P.S. 157 Grove Hill,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,07X161,P.S. 161 Juan Ponce De Leon School,Elementary,7.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
309,07X179,P.S. 179,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
310,07X221,South Bronx Preparatory: A College Board School,Secondary School,7.0,0,0,0,0,0,0,0,21,3,0,0,0,0,0
311,07X223,The Laboratory School of Finance and Technology: X,Secondary School,7.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
312,07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,7.0,0,0,0,3,0,0,0,14,0,3,0,3,3,3
313,07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,7.0,0,0,3,3,0,0,0,50,3,14,0,3,3,7
314,07X277,P.S. 277,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
315,07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
316,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,7.0,0,0,3,3,0,0,0,7,16,3,0,0,3,3
317,07X334,International Community High School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
318,07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,3,11,0,0,0,0,0
319,07X359,Concourse Village Elementary School,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,07X369,Young Leaders Elementary School,Elementary,7.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
321,07X379,Jill Chaifetz Transfer High School,High school,7.0,0,0,0,0,0,0,0,10,0,3,0,0,0,0
322,07X381,Bronx Haven High School,High school,7.0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
323,07X427,Community School for Social Justice,High school,7.0,0,0,3,3,0,0,0,29,3,8,0,0,3,3
324,07X473,Mott Haven Village Preparatory High School,High school,7.0,0,0,3,8,0,0,3,48,3,10,0,3,3,11
325,07X495,University Heights Secondary School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
326,07X500,Hostos-Lincoln Academy of Science,Secondary School,7.0,0,0,0,3,0,0,0,3,3,3,0,0,3,3
327,07X522,Bronx Design and Construction Academy,High school,7.0,0,0,0,0,0,0,0,37,9,3,0,0,0,0
328,07X527,Bronx Leadership Academy II High School,High school,7.0,0,0,0,0,0,0,0,40,0,6,0,0,0,0
329,07X548,Careers in Sports High School,High school,7.0,0,0,3,3,0,0,0,17,0,12,0,0,3,3
330,07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,7.0,0,0,3,3,0,0,0,41,3,11,0,0,3,3
331,07X557,Mott Haven Community High School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
332,07X584,I.S. 584,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
333,07X600,Alfred E. Smith Career and Technical Education Hig,High school,7.0,0,0,3,3,0,0,0,23,3,3,0,0,3,3
334,07X670,Health Opportunities High School,High school,7.0,0,0,3,0,0,0,0,21,0,0,0,3,0,3
335,08X014,P.S. X014 Senator John Calandra,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,08X036,P.S. 036 Unionport,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,08X048,P.S. 048 Joseph R. Drake,Elementary,8.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
338,08X062,P.S. 062 Inocensio Casanova,Elementary,8.0,0,0,0,3,0,0,0,0,3,0,0,3,0,3
339,08X069,P.S. 069 Journey Prep School,Elementary,8.0,0,0,3,0,0,0,0,0,3,3,0,0,3,3
340,08X071,P.S. 071 Rose E. Scala,K-8,8.0,0,0,0,3,0,0,3,3,35,3,0,0,3,3
341,08X072,P.S. 072 Dr. William Dorney,Elementary,8.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
342,08X075,P.S. 75 School of Research and Discovery,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
343,08X093,P.S. 093 Albert G. Oliver,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,08X100,P.S. 100 Isaac Clason,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
345,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
346,08X107,P.S. 107,Elementary,8.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
347,08X119,The Dr. Emmett W. Bassett School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,8.0,0,0,3,3,0,0,0,0,20,14,0,3,3,3
349,08X130,P.S. 130 Abram Stevens Hewitt,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,3,10,6,0,0,0,0
351,08X138,P.S. 138 Samuel Randall,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,08X140,P.S. X140 The Eagle School,Elementary,8.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3
353,08X146,P.S. 146 Edward Collins,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
354,08X152,P.S. 152 Evergreen,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,08X182,P.S. 182,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
356,08X269,Bronx Studio School for Writers and Artists,Secondary School,8.0,0,0,0,0,0,0,0,19,43,3,0,0,0,0
357,08X282,Women's Academy of Excellence,High school,8.0,0,0,0,0,0,0,0,9,3,3,0,0,0,0
358,08X293,Renaissance High School for Musical Theater and th,High school,8.0,0,0,3,3,0,0,0,20,0,6,0,3,3,3
359,08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
360,08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,11,3,0,0,0,0
361,08X304,P.S. 304 Early Childhood School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,08X312,Millennium Art Academy,High school,8.0,0,0,3,3,0,0,0,14,3,0,0,0,3,3
363,08X320,Pelham Lab High School,High school,8.0,0,0,3,3,0,0,0,20,7,3,0,0,3,3
364,08X333,The Longwood Academy of Discovery,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
365,08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,8.0,0,0,0,3,0,0,0,3,0,3,0,0,3,3
366,08X348,Schuylerville Preparatory High School,High school,8.0,0,0,0,3,0,0,0,25,0,3,0,0,3,3
367,08X349,Bronx River High School,High school,8.0,0,0,0,3,0,0,0,68,22,3,0,0,3,3
368,08X367,"Archimedes Academy for Math, Science and Technolog",Secondary School,8.0,0,0,3,3,0,0,0,52,46,6,0,3,3,7
369,08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,6,3,3,0,0,0,0
370,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,8.0,0,0,0,3,0,0,0,0,3,12,0,3,0,3
371,08X376,Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,8.0,0,0,3,3,0,0,0,14,0,15,0,0,3,3
372,08X377,Bronx Community High School,High school,8.0,0,0,0,0,0,0,0,6,3,3,0,0,0,0
373,08X392,Bronx Delta School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,08X405,Herbert H. Lehman High School,High school,8.0,3,0,3,9,0,0,0,57,0,11,0,3,3,11
375,08X424,The Hunts Point School,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,24,3,8,0,0,0,0
376,08X432,Bronx Bridges High School,High school,8.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
377,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,8.0,0,0,3,0,0,0,0,9,26,3,0,0,3,3
378,08X452,Gotham Collaborative High School,High school,8.0,0,0,3,0,0,0,0,50,0,11,0,0,3,3
379,08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8.0,0,0,3,3,0,0,0,0,3,3,0,0,3,3
380,08X530,Longwood Preparatory Academy,High school,8.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
381,08X537,Bronx Arena High School,High school,8.0,0,0,0,3,0,0,0,11,0,3,0,3,0,3
382,08X558,Westchester Square Academy,High school,8.0,0,0,3,3,0,0,0,79,23,13,0,0,3,3
383,08X559,School for Tourism and Hospitality,High school,8.0,0,0,3,3,0,0,0,10,0,0,0,0,3,3
384,08X561,Bronx Compass High School,High school,8.0,0,0,0,0,0,0,0,52,3,3,0,0,0,0
385,08X562,Blueprint Middle School,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,7,3,7,0,0,0,0
386,08X583,P.S. 583,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,09X004,P.S./M.S. 004 Crotona Park West,K-8,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
388,09X011,P.S. 011 Highbridge,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,15,12,0,0,0,3,3
390,09X028,P.S. 028 Mount Hope,Elementary,9.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
391,09X035,P.S. 035 Franz Siegel,Elementary,9.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
392,09X042,P.S. 042 Claremont,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
393,09X053,P.S. 053 Basheer Quisim,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,09X055,P.S. 055 Benjamin Franklin,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,09X058,P.S. 058,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,09X063,P.S. 063 Author's Academy,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
397,09X070,P.S. 070 Max Schoenfeld,Elementary,9.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
398,09X073,P.S. 073 Bronx,Elementary,9.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
399,09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,09X109,P.S. 109 Sedgwick,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
401,09X110,P.S. 110 Theodore Schoenfeld,Elementary,9.0,0,0,0,3,0,0,0,0,7,0,0,0,3,3
402,09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,9.0,0,0,3,3,0,0,0,14,3,3,0,0,3,3
404,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,09X128,Mott Hall III,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,3,3,0,0,0,3,3
406,09X132,P.S. 132 Garret A. Morgan,Elementary,9.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
407,09X163,P.S. 163 Arthur A. Schomburg,Elementary,9.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
408,09X170,P.S. 170,Early Childhood,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,09X199,P.S. 199X - The Shakespeare School,Elementary,9.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
410,09X204,P.S. 204 Morris Heights,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
411,09X215,Kappa,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,7,3,3,0,3,0,3
412,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,9.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
413,09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
414,09X227,Bronx Collegiate Academy,High school,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,28,3,0,3,0,3
416,09X231,Eagle Academy for Young Men,Secondary School,9.0,0,0,3,0,0,0,0,16,0,3,0,0,3,3
417,09X232,I.S. 232,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,0,16,0,0,3,3
418,09X236,P.S. 236 Langston Hughes,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,09X241,Urban Assembly School for Applied Math and Science,Secondary School,9.0,0,0,3,3,0,0,0,11,24,13,0,0,3,3
420,09X250,Eximius College Preparatory Academy: A College Boa,High school,9.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
421,09X252,Mott Hall Bronx High School,High school,9.0,0,0,3,0,0,0,0,26,12,3,0,0,3,3
422,09X260,Bronx Center for Science and Mathematics,High school,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,09X263,Validus Preparatory Academy,High school,9.0,0,0,0,3,0,0,0,20,3,3,0,3,0,3
424,09X274,The New American Academy at Roberto Clemente State,Elementary,9.0,0,0,0,0,0,0,0,6,9,0,0,0,0,0
425,09X294,The Walton Avenue School,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
426,09X297,Morris Academy for Collaborative Studies,High school,9.0,0,0,0,0,0,0,0,14,0,3,0,0,0,0
427,09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,0,3,0,0,3,3
428,09X311,Lucero Elementary School,Elementary,9.0,0,0,3,3,0,0,0,0,3,0,0,0,3,3
429,09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
430,09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,3,10,3,0,0,0,0
431,09X324,Bronx Early College Academy for Teaching & Learnin,Secondary School,9.0,0,0,0,0,0,0,0,24,3,3,0,0,0,0
432,09X327,Comprehensive Model School Project M.S. 327,Secondary School,9.0,0,0,0,3,0,0,0,8,3,0,0,0,3,3
433,09X328,New Millennium Bronx Academy of the Arts,Junior High-Intermediate-Middle,9.0,0,0,3,3,0,0,0,11,13,8,0,3,0,3
434,09X329,DreamYard Preparatory School,High school,9.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
435,09X339,I.S. 339,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,0,0,3,0,3,0,3
436,09X350,New Directions Secondary School,Secondary School,9.0,0,0,0,3,0,0,0,20,0,3,0,3,3,3
437,09X361,The Highbridge Green School,Junior High-Intermediate-Middle,9.0,0,0,3,3,0,0,0,0,3,3,0,3,0,3
438,09X365,Academy for Language and Technology,High school,9.0,0,0,0,3,0,0,0,8,0,0,0,0,3,3
439,09X403,Bronx International High School,High school,9.0,0,0,0,3,0,0,0,14,0,0,0,0,3,3
