,DBN,school_name,school_type,administrative_district_code,american indian/alaskan native removals and/or suspensions resulting from incidents where nypd was contacted,asian removals and/or suspensions resulting from incidents where nypd was contacted,black removals and/or suspensions resulting from incidents where nypd was contacted,hispanic removals and/or suspensions resulting from incidents where nypd was contacted,multi-racial removals and/or suspensions resulting from incidents where nypd was contacted,unknown removals and/or suspensions resulting from incidents where nypd was contacted,white removals and/or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals and/or suspensions resulting from incidents where nypd was contacted,male removals and/or suspensions resulting from incidents where nypd was contacted,sy1920_total_removals_suspensions removals and/or suspensions resulting from incidents where nypd was contacted
675,13K350,Urban Assembly School of Music and Art,High school,13.0,0,0,3,0,0,0,0,15,3,14,0,3,3,3
676,13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,13.0,0,0,3,0,0,0,0,3,3,10,0,0,3,3
677,13K412,Brooklyn Community Arts & Media High School (BCAM),High school,13.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
678,13K419,"Science Skills Center High School for Science, Tec",High school,13.0,0,0,3,0,0,0,0,16,3,8,0,0,3,3
679,13K430,Brooklyn Technical High School,High school,13.0,0,3,3,0,3,0,3,30,0,7,0,3,3,3
680,13K439,Brooklyn International High School,High school,13.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
681,13K483,The Urban Assembly School for Law and Justice,High school,13.0,0,0,3,3,0,0,0,34,16,3,0,3,3,3
682,13K492,Academy of Arts and Letters,K-8,13.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
683,13K499,ACORN Community High School,High school,13.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
684,13K527,Urban Assembly Institute of Math and Science for Y,Secondary School,13.0,0,0,3,0,0,0,0,15,17,3,0,3,0,3
685,13K553,Brooklyn Academy High School,High school,13.0,0,0,3,0,0,0,0,26,0,10,0,3,3,3
686,13K594,Gotham Professional Arts Academy,High school,13.0,0,0,3,0,0,0,0,3,0,3,0,3,0,3
687,13K595,Bedford Academy High School,High school,13.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
688,13K605,George Westinghouse Career and Technical Education,High school,13.0,0,0,11,0,0,0,0,51,0,17,0,3,3,11
689,13K616,Brooklyn High School for Leadership and Community,High school,13.0,0,3,8,3,0,0,0,3,0,8,0,0,9,9
690,13K670,Benjamin Banneker Academy,High school,13.0,0,0,3,3,0,0,0,32,0,12,0,0,3,3
691,13K674,"City Polytechnic High School of Engineering, Archi",High school,13.0,0,0,3,3,0,0,0,8,3,6,0,3,3,3
692,13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,13.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
693,13K901,G. Westinghouse Evening H.S.,Ungraded,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,13K902,Westinghouse Evening Hs T/R,Ungraded,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,13K915,I.S. 915,Junior High-Intermediate-Middle,13.0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
696,14K016,P.S. 016 Leonard Dunkly,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,14K017,P.S. 017 Henry D. Woodworth,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,14K018,P.S. 018 Edward Bush,Elementary,14.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
699,14K023,P.S. 023 Carter G. Woodson,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,14K031,P.S. 031 Samuel F. Dupont,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,14K034,P.S. 034 Oliver H. Perry,Elementary,14.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
702,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,14.0,0,0,0,0,0,0,0,7,3,3,0,0,0,0
703,14K059,P.S. 059 William Floyd,Elementary,14.0,0,0,0,0,0,0,0,3,8,3,0,0,0,0
704,14K071,Juan Morel Campos Secondary School,Secondary School,14.0,0,0,0,0,0,0,0,10,0,3,0,0,0,0
705,14K084,P.S. 084 Jose De Diego,K-8,14.0,0,0,0,3,0,0,0,3,6,3,0,0,3,3
706,14K110,P.S. 110 The Monitor,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,14K120,P.S. 120 Carlos Tapia,Elementary,14.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
708,14K126,John Ericsson Middle School 126,Junior High-Intermediate-Middle,14.0,0,0,0,3,0,0,0,14,6,12,0,0,3,3
709,14K132,P.S. 132 The Conselyea School,Elementary,14.0,0,0,0,0,0,0,0,3,13,3,0,0,0,0
710,14K147,P.S. 147 Isaac Remsen,Elementary,14.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
711,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K-8,14.0,0,0,0,0,0,0,0,3,0,6,0,0,0,0
712,14K196,P.S. 196 Ten Eyck,Elementary,14.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
713,14K250,P.S. 250 George H. Lindsay,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,14K257,P.S. 257 John F. Hylan,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,14K297,P.S. 297 Abraham Stockton,Elementary,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,14.0,0,0,3,3,0,0,0,36,42,46,0,0,3,3
717,14K319,P.S. 319,Early Childhood,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,14K380,P.S. 380 John Wayne Elementary,Elementary,14.0,0,0,3,0,0,0,0,0,8,3,0,3,0,3
719,14K414,Brooklyn Arbor Elementary School,Elementary,14.0,0,0,0,0,0,0,0,3,29,0,0,0,0,0
720,14K449,"Brooklyn Latin School, The",High school,14.0,0,3,0,0,0,0,0,9,0,3,0,0,3,3
721,14K454,The Williamsburg High School of Art and Technology,High school,14.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
722,14K474,PROGRESS High School for Professional Careers,High school,14.0,0,0,3,0,0,0,0,34,0,3,0,3,0,3
723,14K477,East Williamsburg Scholars Academy,High school,14.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3
724,14K478,"The High School for Enterprise, Business and Techn",High school,14.0,0,0,0,0,0,0,0,31,3,0,0,0,0,0
725,14K488,Brooklyn Preparatory High School,High school,14.0,0,0,3,3,0,0,0,50,0,6,0,3,3,3
726,14K558,Williamsburg High School for Architecture and Desi,High school,14.0,0,0,0,3,0,0,0,45,0,13,0,0,3,3
727,14K561,Williamsburg Preparatory School,High school,14.0,0,0,0,3,0,0,0,15,0,3,0,3,0,3
728,14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,14.0,0,0,0,3,0,0,0,3,0,3,0,3,0,3
729,14K582,M.S. 582,Junior High-Intermediate-Middle,14.0,0,0,3,0,0,0,0,7,0,12,0,0,3,3
730,14K586,Lyons Community School,Secondary School,14.0,0,0,3,0,0,0,0,20,10,3,0,3,0,3
731,14K610,A-Tech High School,High school,14.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
732,14K614,Young Women's Leadership School of Brooklyn,Secondary School,14.0,0,0,0,0,0,0,0,14,0,8,0,0,0,0
733,14K685,El Puente Academy for Peace and Justice,High school,14.0,0,0,0,0,0,0,0,12,0,7,0,0,0,0
734,15K001,P.S. 001 The Bergen,Elementary,15.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
735,15K010,"Magnet School of Math, Science and Design Technolo",Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,15K015,P.S. 015 Patrick F. Daly,Elementary,15.0,0,0,0,0,0,0,0,0,24,3,0,0,0,0
737,15K024,P.S. 024,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,15K029,P.S. 029 John M. Harrigan,Elementary,15.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
739,15K032,P.S. 032 Samuel Mills Sprole,Elementary,15.0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
740,15K038,P.S. 038 The Pacific,Elementary,15.0,0,0,3,3,0,0,0,3,0,0,0,0,3,3
741,15K039,P.S. 039 Henry Bristow,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,15K051,M.S. 51 William Alexander,Junior High-Intermediate-Middle,15.0,0,0,3,3,0,0,3,9,3,9,0,0,3,3
743,15K058,P.S. 058 The Carroll,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,15.0,0,0,3,3,0,0,0,16,3,13,0,3,3,3
745,15K094,P.S. 094 The Henry Longfellow,Elementary,15.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
746,15K107,P.S. 107 John W. Kimball,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,15K118,The Maurice Sendak Community School,Elementary,15.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
748,15K124,P.S. 124 Silas B. Dutcher,Elementary,15.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
749,15K130,P.S. 130 The Parkside,Elementary,15.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
750,15K131,P.S. 131 Brooklyn,Elementary,15.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
751,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,15.0,0,0,0,0,0,0,0,3,3,8,0,0,0,0
752,15K146,"The Brooklyn New School, P.S. 146",Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,15K154,The Windsor Terrace School,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,15K169,P.S. 169 Sunset Park,Elementary,15.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
755,15K172,P.S. 172 Beacon School of Excellence,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,15K230,P.S. 230 Doris L. Cohen,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,15K261,P.S. 261 Philip Livingston,Elementary,15.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
758,15K295,P.S. 295,Elementary,15.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
759,15K321,P.S. 321 William Penn,Elementary,15.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
760,15K418,The Children's School,Elementary,15.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
761,15K423,Brooklyn Frontiers High School,High school,15.0,0,0,3,0,0,0,0,17,0,3,0,0,3,3
762,15K429,Digital Arts and Cinema Technology High School,High school,15.0,0,0,0,0,0,0,0,17,3,3,0,0,0,0
763,15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,15.0,0,0,0,0,0,0,0,3,7,7,0,0,0,0
764,15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,15K447,The Math & Science Exploratory School,Junior High-Intermediate-Middle,15.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
766,15K448,Brooklyn Collaborative Studies,Secondary School,15.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
767,15K462,John Jay School for Law,High school,15.0,0,0,0,0,0,0,0,20,0,8,0,0,0,0
768,15K463,Cyberarts Studio Academy,High school,15.0,0,0,0,0,0,0,0,3,0,6,0,0,0,0
769,15K464,Park Slope Collegiate,Secondary School,15.0,0,0,3,0,0,0,0,3,3,0,0,3,0,3
770,15K497,The Boerum Hill School for International Studies,Secondary School,15.0,0,0,0,0,0,0,0,3,15,20,0,0,0,0
771,15K516,Sunset Park Avenues Elementary School,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,15K519,Cobble Hill School of American Studies,High school,15.0,0,0,7,3,0,3,0,38,0,11,0,3,3,8
773,15K529,West Brooklyn Community High School,High school,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,15K592,Khalil Gibran International Academy,High school,15.0,0,0,3,0,0,0,0,0,3,7,0,0,3,3
775,15K656,Brooklyn High School of the Arts,High school,15.0,0,0,3,3,3,0,0,21,3,12,0,3,3,3
776,15K667,Sunset Park High School,High school,15.0,0,0,0,0,0,0,3,54,0,8,0,0,3,3
777,15K676,Red Hook Neighborhood School,Elementary,15.0,0,0,0,0,0,0,0,3,9,3,0,0,0,0
778,15K684,Millennium Brooklyn HS,High school,15.0,0,0,0,0,0,0,0,3,7,3,0,0,0,0
779,15K698,South Brooklyn Community High School,High school,15.0,0,0,0,3,0,0,3,0,0,3,0,3,3,3
780,15K821,Sunset Park Prep,Junior High-Intermediate-Middle,15.0,0,0,0,3,0,0,0,9,3,3,0,0,3,3
781,15K839,M.S. 839,Junior High-Intermediate-Middle,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,15K896,The School of Creativity and Innovation,Elementary,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,16K005,P.S. 005 Dr. Ronald McNair,Elementary,16.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
784,16K021,P.S. 021 Crispus Attucks,Elementary,16.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
785,16K025,P.S. 025 Eubie Blake School,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,16K026,P.S. 026 Jesse Owens,Elementary,16.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
787,16K028,P.S. 028 The Warren Prep Academy,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,16K035,M.S. 035 Stephen Decatur,Junior High-Intermediate-Middle,16.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
789,16K040,P.S. 040 George W. Carver,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,16K057,Whitelaw Reid Academy of Arts and Business,Junior High-Intermediate-Middle,16.0,0,0,0,0,0,0,0,11,3,3,0,0,0,0
791,16K081,P.S. 081 Thaddeus Stevens,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,16K243,P.S. 243K- The Weeksville School,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Elementary,16.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
794,16K267,"M.S. 267 Math, Science & Technology",Junior High-Intermediate-Middle,16.0,0,0,3,3,0,0,0,3,0,3,0,3,3,3
795,16K308,P.S. 308 Clara Cardwell,K-8,16.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
796,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,16.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
797,16K335,P.S. 335 Granville T. Woods,Elementary,16.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
798,16K455,Boys and Girls High School,High school,16.0,0,0,3,0,0,0,0,20,3,20,0,0,3,3
799,16K498,Brooklyn High School for Law and Technology,High school,16.0,0,0,0,3,0,0,0,16,0,3,0,0,3,3
800,16K627,Brighter Choice Community School,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,16K628,Brooklyn Brownstone School,Elementary,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,16K669,Research and Service High School,High school,16.0,0,0,0,0,0,0,3,0,0,3,0,0,3,3
803,16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,16K688,The Brooklyn Academy of Global Finance,High school,16.0,0,0,0,0,0,0,0,10,0,3,0,0,0,0
805,16K765,Nelson Mandela High School,High school,16.0,0,0,0,0,0,0,0,17,0,3,0,0,0,0
806,16K898,The Brooklyn Green School,Junior High-Intermediate-Middle,16.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
807,17K002,Parkside Preparatory Academy,Junior High-Intermediate-Middle,17.0,0,0,3,0,0,0,0,6,9,8,0,3,0,3
808,17K006,Norma Adams Clemons Academy,Elementary,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,17K012,Dr. Jacqueline Peek-Davis School,Elementary,17.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
810,17K061,M.S. 061 Dr. Gladstone H. Atwell,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,7,3,3,0,0,0,0
811,17K091,P.S. 091 The Albany Avenue School,Elementary,17.0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
812,17K092,P.S. 092 Adrian Hegeman,Elementary,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,17K122,Pathways in Technology Early College High School (,High school,17.0,3,0,3,3,0,0,0,3,0,7,0,0,6,6
814,17K138,P.S. 138 Brooklyn,K-8,17.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3
815,17K161,P.S. 161 The Crown,Elementary,17.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
816,17K181,P.S. 181 Brooklyn,K-8,17.0,0,0,0,0,0,0,0,3,6,3,0,0,0,0
817,17K189,P.S. 189 The Bilingual Center,K-8,17.0,0,0,3,3,0,0,0,6,15,3,0,0,3,3
818,17K191,P.S. 191 Paul Robeson,Elementary,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,17K221,P.S. 221 Toussaint L'Ouverture,Elementary,17.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
820,17K241,P.S. 241 Emma L. Johnston,Elementary,17.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
821,17K246,M.S. 246 Walt Whitman,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,3,3,8,0,0,0,0
822,17K249,P.S. 249 The Caton,Elementary,17.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
823,17K289,P.S. 289 George V. Brower,Elementary,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,17K316,P.S. 316 Elijah Stroud,Elementary,17.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
825,17K340,I.S. 340,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
826,17K352,Ebbets Field Middle School,Junior High-Intermediate-Middle,17.0,0,0,3,0,0,0,3,11,3,3,0,3,3,3
827,17K353,Elijah Stroud Middle School,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,17K354,The School of Integrated Learning,Junior High-Intermediate-Middle,17.0,0,0,3,0,0,0,0,3,3,8,0,0,3,3
829,17K375,P.S. 375 Jackie Robinson School,Elementary,17.0,0,0,0,0,0,0,0,3,14,0,0,0,0,0
830,17K382,Academy for College Preparation and Career Explora,Secondary School,17.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0
831,17K394,M.S. K394,K-8,17.0,0,0,3,0,0,0,0,3,3,3,0,0,3,3
832,17K397,P.S. 397 Foster-Laurie,Elementary,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,17K398,P.S. 398 Walter Weaver,Elementary,17.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
834,17K399,P.S. 399 Stanley Eugene Clark,Elementary,17.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
835,17K408,Academy of Hospitality and Tourism,High school,17.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
836,17K484,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
837,17K524,International High School at Prospect Heights,High school,17.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
838,17K528,The High School for Global Citizenship,High school,17.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
839,17K531,"School for Human Rights, The",High school,17.0,0,0,3,0,0,0,0,17,3,3,0,0,3,3
840,17K532,New Bridges Elementary,Elementary,17.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
841,17K537,High School for Youth and Community Development at,High school,17.0,0,0,6,0,0,0,0,25,3,19,0,3,3,6
842,17K539,High School for Service & Learning at Erasmus,High school,17.0,0,0,3,3,0,0,0,14,3,9,0,3,3,6
843,17K543,"Science, Technology and Research Early College Hig",Secondary School,17.0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
844,17K546,High School for Public Service: Heroes of Tomorrow,High school,17.0,0,0,8,0,0,0,0,26,0,9,0,3,3,8
845,17K547,Brooklyn Academy of Science and the Environment,High school,17.0,0,0,0,0,0,0,0,15,0,3,0,0,0,0
846,17K548,Brooklyn School for Music & Theatre,High school,17.0,0,0,3,0,0,0,0,21,3,3,0,3,0,3
847,17K568,Brownsville Academy High School,High school,17.0,0,0,10,0,0,0,0,36,3,3,0,3,3,10
848,17K590,Medgar Evers College Preparatory School,Secondary School,17.0,3,0,3,0,0,0,0,8,3,7,0,3,3,3
849,17K600,Clara Barton High School,High school,17.0,0,0,3,0,0,0,0,19,3,3,0,3,0,3
850,17K646,Aspirations Diploma Plus High School,High school,17.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
851,17K705,Brooklyn Arts and Science Elementary School,Elementary,17.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
852,17K722,New Heights Middle School,Junior High-Intermediate-Middle,17.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
853,17K745,Brooklyn Institute for Liberal Arts,High school,17.0,0,0,3,0,0,0,0,9,0,3,0,0,3,3
854,17K751,Academy for Health Careers,High school,17.0,0,0,3,0,0,0,0,25,3,7,0,0,3,3
855,17K770,P.S. 770 New American Academy,Elementary,17.0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
856,18K066,P.S. 66,K-8,18.0,0,0,3,0,0,0,0,20,0,6,0,0,3,3
857,18K068,I.S. 068 Isaac Bildersee,Junior High-Intermediate-Middle,18.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
858,18K114,P.S. 114 Ryder Elementary,Elementary,18.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
859,18K115,P.S. 115 Daniel Mucatel School,Elementary,18.0,0,0,3,0,0,0,0,0,14,3,0,0,3,3
860,18K135,P.S. 135 Sheldon A. Brookner,Elementary,18.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
861,18K208,P.S. 208 Elsa Ebeling,Elementary,18.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
862,18K211,I.S. 211 John Wilson,Junior High-Intermediate-Middle,18.0,0,0,0,0,0,0,0,3,3,6,0,0,0,0
863,18K219,P.S. 219 Kennedy-King,Elementary,18.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
864,18K233,P.S. 233 Langston Hughes,Elementary,18.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
865,18K235,P.S. 235 Janice Marie Knight School,K-8,18.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
866,18K244,P.S. 244 Richard R. Green,Elementary,18.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
867,18K268,P.S. 268 Emma Lazarus,Elementary,18.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
868,18K272,P.S. 272 Curtis Estabrook,Elementary,18.0,0,0,0,0,0,0,0,9,12,3,0,0,0,0
869,18K276,P.S. 276 Louis Marshall,Elementary,18.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
870,18K279,P.S. 279 Herman Schreiber,Elementary,18.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
871,18K285,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle,18.0,0,0,3,0,0,0,0,12,34,3,0,0,3,3
872,18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,18.0,0,0,3,0,0,0,0,8,3,10,0,0,3,3
873,18K563,It Takes a Village Academy,High school,18.0,0,0,3,0,0,0,0,40,18,3,0,0,3,3
874,18K566,Brooklyn Community High School for Excellence and,High school,18.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
875,18K567,Brooklyn Theatre Arts High School,High school,18.0,0,0,0,0,0,0,0,37,3,3,0,0,0,0
876,18K569,Kurt Hahn Expeditionary Learning School,High school,18.0,0,0,7,3,0,3,0,32,3,3,0,3,3,8
877,18K576,Victory Collegiate High School,High school,18.0,0,0,3,0,0,0,0,23,3,3,0,3,3,3
878,18K578,Brooklyn Bridge Academy,High school,18.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3
879,18K581,"The Middle School of Media, Law and Fine Arts",Junior High-Intermediate-Middle,18.0,0,0,0,3,0,0,0,3,0,3,0,0,3,3
880,18K588,Middle School for Art and Philosophy,Junior High-Intermediate-Middle,18.0,0,0,0,0,0,0,0,11,0,3,0,0,0,0
881,18K617,High School for Innovation in Advertising and Medi,High school,18.0,0,0,3,0,0,0,0,16,0,3,0,0,3,3
882,18K629,Cultural Academy for the Arts and Sciences,High school,18.0,0,0,3,0,0,0,0,17,16,3,0,0,3,3
883,18K633,High School for Medical Professions,High school,18.0,0,0,0,0,0,0,0,26,0,3,0,0,0,0
884,18K635,Olympus Academy,High school,18.0,0,0,3,0,0,0,0,0,0,3,0,3,0,3
885,18K637,Academy for Conservation and the Environment,High school,18.0,0,0,3,0,0,0,0,10,0,3,0,0,3,3
886,18K642,Urban Action Academy,High school,18.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
887,18K673,East Brooklyn Community High School,High school,18.0,0,0,0,0,0,0,0,13,0,3,0,0,0,0
888,18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,18.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
889,19K007,P.S. 007 Abraham Lincoln,Elementary,19.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
890,19K013,P.S. 013 Roberto Clemente,Elementary,19.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
891,19K065,P.S. 065,Elementary,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,19K089,P.S. 089 Cypress Hills,K-8,19.0,0,0,0,0,0,0,0,23,32,0,0,0,0,0
893,19K108,P.S. 108 Sal Abbracciamento,Elementary,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,19K149,P.S. 149 Danny Kaye,Elementary,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,19K158,P.S. 158 Warwick,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
896,19K159,P.S. 159 Isaac Pitkin,Elementary,19.0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
897,19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,19.0,0,0,0,3,0,0,0,6,3,8,0,0,3,3
898,19K190,P.S. 190 Sheffield,Elementary,19.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
899,19K202,P.S. 202 Ernest S. Jenkyns,Elementary,19.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
900,19K213,P.S. 213 New Lots,Elementary,19.0,0,0,0,0,0,0,0,3,18,10,0,0,0,0
901,19K214,P.S. 214 Michael Friedsam,Elementary,19.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
902,19K218,J.H.S. 218 James P. Sinnott,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,3,25,0,3,3,6
903,19K224,P.S. 224 Hale A. Woodruff,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
904,19K273,P.S. 273 Wortman,Elementary,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
905,19K290,P.S. 290 Juan Morel Campos,Elementary,19.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
906,19K292,J.H.S. 292 Margaret S. Douglas,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,8,0,0,3,3
