,DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted
207,09X058,P.S. 058,Elementary,9.0,3,3,3,3,3,3,3,8,36,16,0,3,3,0
208,09X073,P.S. 073 Bronx,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
209,09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,9.0,3,3,3,3,3,3,3,3,13,0,0,3,3,0
210,09X109,P.S. 109 Sedgwick,Elementary,9.0,3,3,3,3,3,3,3,3,6,3,0,3,3,0
211,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9.0,3,3,3,3,3,3,3,6,16,11,0,3,3,0
212,09X132,P.S. 132 Garret A. Morgan,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
213,09X163,P.S. 163 Arthur A. Schomburg,Elementary,9.0,3,3,3,3,3,3,3,13,3,19,0,3,3,0
214,09X170,P.S. 170,Early Childhood,9.0,3,3,3,3,3,3,3,11,0,3,0,3,3,0
215,09X199,P.S. 199X - The Shakespeare School,Elementary,9.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
216,09X204,P.S. 204 Morris Heights,Elementary,9.0,3,3,3,3,3,3,3,59,3,8,0,3,3,0
217,09X215,Kappa,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,6,3,3,0,3,3,0
218,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,9.0,3,3,3,3,3,3,3,14,3,3,0,3,3,0
219,09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,8,0,24,0,3,3,0
220,09X236,P.S. 236 Langston Hughes,Elementary,9.0,3,3,3,3,3,3,3,38,26,6,0,3,3,0
221,09X250,Eximius College Preparatory Academy: A College Boa,High school,9.0,3,3,3,3,3,3,3,16,0,3,0,3,3,0
222,09X294,The Walton Avenue School,Elementary,9.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
223,09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,0,6,0,0,3,3,0
224,09X328,New Millennium Business Academy Middle School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
225,09X361,The Highbridge Green School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
226,09X403,Bronx International High School,High school,9.0,3,3,3,3,3,3,3,59,6,17,0,3,3,0
227,09X449,Grant Avenue Elementary School,Elementary,9.0,3,3,3,3,3,3,3,23,3,13,0,3,3,0
228,09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
229,09X457,Sheridan Academy for Young Leaders,Elementary,9.0,3,3,3,3,3,3,3,3,64,3,0,3,3,0
230,09X555,Mount Eden Children's Academy,Elementary,9.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
231,09X582,Garden of Learning and Discovery Pre-K Center,District Pre-K Center,9.0,3,3,3,3,3,3,3,3,49,21,0,3,3,0
232,10X007,Milton Fein School,Elementary,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
233,10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,10.0,3,3,3,3,3,3,3,15,18,24,0,3,3,0
234,10X015,P.S. X015 Institute for Environmental Learning,K-8,10.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
235,10X023,P.S. 023 The New Children's School,Elementary,10.0,3,3,3,3,3,3,3,3,3,15,0,3,3,0
236,10X024,P.S. 024 Spuyten Duyvil,Elementary,10.0,3,3,3,3,3,3,3,3,19,0,0,3,3,0
237,10X046,P.S. 046 Edgar Allan Poe,Elementary,10.0,3,3,3,3,3,3,3,9,0,8,0,3,3,0
238,10X051,P.S. 051 Bronx New School,Elementary,10.0,3,3,3,3,3,3,3,3,11,3,0,3,3,0
239,10X054,P.S./I.S. 54,Elementary,10.0,3,3,3,3,3,3,3,15,0,19,0,3,3,0
240,10X059,P.S. 059 The Community School of Technology,Elementary,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
241,10X077,Bedford Park Elementary School,Elementary,10.0,3,3,3,3,3,3,3,6,14,7,0,3,3,0
242,10X081,P.S. 081 Robert J. Christen,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
243,10X085,P.S. 085 Great Expectations,Elementary,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
244,10X086,P.S. 086 Kingsbridge Heights,Elementary,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
245,10X091,P.S. 091 Bronx,Elementary,10.0,3,3,3,3,3,3,3,17,0,3,0,3,3,0
246,10X094,P.S. 094 Kings College School,Elementary,10.0,3,3,3,3,3,3,3,3,0,19,0,3,3,0
247,10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
248,10X207,P.S. 207,Early Childhood,10.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0
249,10X209,P.S. 209,Early Childhood,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
250,10X226,P.S. 226,Elementary,10.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
251,10X228,Jonas Bronck Academy,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,20,0,3,0,3,3,0
252,10X246,P.S. 246 Poe Center,Elementary,10.0,3,3,3,3,3,3,3,33,3,14,0,3,3,0
253,10X306,P.S. 306,Elementary,10.0,3,3,3,3,3,3,3,22,3,68,0,11,13,0
254,10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,12,0,3,3,0
255,10X310,P.S. 310 Marble Hill,Elementary,10.0,3,3,3,3,3,3,3,0,18,0,0,3,3,0
256,10X315,P.S. 315 Lab School,K-8,10.0,3,3,3,3,3,3,3,14,3,11,0,3,3,0
257,10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,21,0,7,0,3,3,0
258,10X340,P.S. 340,Elementary,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
259,10X360,P.S. 360,Elementary,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
260,10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
261,10X382,"Elementary School for Math, Science, and Technolog",Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
262,10X386,School for Environmental Citizenship,Elementary,10.0,3,3,3,3,3,3,3,3,29,3,0,3,3,0
263,10X396,P.S. 396,Elementary,10.0,3,3,3,3,3,3,3,3,12,3,0,3,3,0
264,10X397,English Language Learners and International Suppor,High school,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
265,10X477,Marble Hill High School for International Studies,High school,10.0,3,3,3,3,3,3,3,3,14,3,0,3,3,0
266,10X503,Walton Yabc,High school,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
267,10X504,Kennedy Yabc,High school,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
268,10X535,Rose Hill Pre-K Center,District Pre-K Center,10.0,3,3,3,3,3,3,3,0,51,0,0,3,3,0
269,10X549,Discovery High School,High school,10.0,3,3,3,3,3,3,3,9,6,3,0,3,3,0
270,10X565,High School for Energy and Technology,High school,10.0,3,3,3,3,3,3,3,18,3,3,0,3,3,0
271,10X668,Dewitt Clinton Campus YABC,High school,10.0,3,3,3,3,3,3,3,3,0,8,0,3,3,0
272,10X903,T. Roosevelt Evening Hs M/W,Ungraded,10.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
273,10X904,T. Roosevelt Evening Hs T/R,Ungraded,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
274,11X016,P.S. 016 Wakefield,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
275,11X019,P.S. 019 Judith K. Weiss,K-8,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
276,11X041,P.S. 041 Gun Hill Road,Elementary,11.0,3,3,3,3,3,3,3,10,10,0,0,3,3,0
277,11X078,P.S. 078 Anne Hutchinson,Elementary,11.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
278,11X087,P.S. 087 Bronx,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
279,11X096,P.S. 096 Richard Rodgers,Elementary,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
280,11X105,P.S. 105 Sen Abraham Bernstein,Elementary,11.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
281,11X106,P.S. 106 Parkchester,Elementary,11.0,3,3,3,3,3,3,3,0,0,10,0,3,3,0
282,11X108,P.S. 108 Philip J. Abinanti,Elementary,11.0,3,3,3,3,3,3,3,7,3,0,0,3,3,0
283,11X111,P.S. 111 Seton Falls,Elementary,11.0,3,3,3,3,3,3,3,8,6,0,0,3,3,0
284,11X112,P.S. 112 Bronxwood,Elementary,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
285,11X121,P.S. 121 Throop,Elementary,11.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
286,11X153,P.S. 153 Helen Keller,Elementary,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
287,11X160,P.S. 160 Walt Disney,Elementary,11.0,3,3,3,3,3,3,3,3,17,20,0,3,3,0
288,11X169,Baychester Academy,Elementary,11.0,3,3,3,3,3,3,3,56,13,35,0,3,3,0
289,11X175,P.S. 175 City Island,K-8,11.0,3,3,3,3,3,3,3,28,20,16,0,3,3,0
290,11X178,P.S. 178 - Dr. Selman Waksman,Elementary,11.0,3,3,3,3,3,3,3,14,0,14,0,3,3,0
291,11X180,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,42,3,23,0,3,3,0
292,11X189,Cornerstone Academy for Social Action,Elementary,11.0,3,3,3,3,3,3,3,29,3,6,0,3,3,0
293,11X194,P.S./M.S. 194,K-8,11.0,3,3,3,3,3,3,3,12,0,3,0,3,3,0
294,11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,7,0,3,0,3,3,0
295,11X357,Young Voices Academy of the Bronx,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
296,11X417,C Columbus Hs Yabc,High school,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
297,11X468,Pelham Academy of Academics and Community Engageme,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
298,11X481,The STEAM Bridge School,Elementary,11.0,3,3,3,3,3,3,3,13,3,23,0,3,3,0
299,11X483,The Matilda Avenue School,Elementary,11.0,3,3,3,3,3,3,3,23,0,3,0,3,3,0
300,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,11.0,3,3,3,3,3,3,3,57,3,6,0,3,3,0
301,11X534,District 11 Pre-K Center,District Pre-K Center,11.0,3,3,3,3,3,3,3,6,0,6,0,3,3,0
302,11X567,Linden Tree Elementary School,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
303,11X901,Evander Childs Evening H.S.,Ungraded,11.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
304,12X006,P.S. 006 West Farms,Elementary,12.0,3,3,3,3,3,3,3,13,13,28,0,3,3,0
305,12X047,P.S. 047 John Randolph,Elementary,12.0,3,3,3,3,3,3,3,15,0,0,0,3,3,0
306,12X057,P.S. 057 Crescent,Elementary,12.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
307,12X061,P.S. 061 Francisco Oller,Elementary,12.0,3,3,3,3,3,3,3,10,3,13,0,3,3,0
308,12X067,P.S. 067 Mohegan School,Elementary,12.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
309,12X092,P.S. 092 Bronx,Elementary,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
310,12X098,J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,39,60,6,0,3,3,0
311,12X134,P.S. 134 George F. Bristow,Elementary,12.0,3,3,3,3,3,3,3,7,3,3,0,3,3,0
312,12X150,P.S. 150 Charles James Fox,Elementary,12.0,3,3,3,3,3,3,3,3,12,3,0,3,3,0
313,12X190,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
314,12X242,Mott Hall V,Secondary School,12.0,3,3,3,3,3,3,3,12,9,0,0,3,3,0
315,12X314,Fairmont Neighborhood School,Elementary,12.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
316,12X341,Accion Academy,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,8,7,9,0,3,3,0
317,12X428,Learning To Work Yabc At Monroe Academy,High school,12.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
318,12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,12.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
319,12X458,Samara Community School,Elementary,12.0,3,3,3,3,3,3,3,3,42,0,0,3,3,0
320,12X463,Urban Scholars Community School,Elementary,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
321,12X531,Archer Elementary School,Elementary,12.0,3,3,3,3,3,3,3,33,3,7,0,3,3,0
322,12X536,P.S. 536,Elementary,12.0,3,3,3,3,3,3,3,6,0,3,0,3,3,0
323,12X691,Bronx Little School,Elementary,12.0,3,3,3,3,3,3,3,25,3,19,0,3,3,0
324,13K003,P.S. 003 The Bedford Village,Elementary,13.0,3,3,3,3,3,3,3,87,0,16,0,9,11,0
325,13K008,P.S. 008 Robert Fulton,K-8,13.0,3,3,3,3,3,3,3,0,6,3,0,3,3,0
326,13K009,P.S. 009 Teunis G. Bergen,Elementary,13.0,3,3,3,3,3,3,3,40,0,16,0,3,3,0
327,13K011,P.S. 011 Purvis J. Behan,Elementary,13.0,3,3,3,3,3,3,3,23,49,8,0,3,3,0
328,13K020,P.S. 020 Clinton Hill,Elementary,13.0,3,3,3,3,3,3,3,45,3,8,0,3,3,0
329,13K044,P.S. 044 Marcus Garvey,Elementary,13.0,3,3,3,3,3,3,3,20,37,7,0,3,3,0
330,13K046,P.S. 046 Edward C. Blum,Elementary,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
331,13K054,P.S. 054 Samuel C. Barnes,Elementary,13.0,3,3,3,3,3,3,3,3,20,3,0,3,3,0
332,13K056,P.S. 056 Lewis H. Latimer,Elementary,13.0,3,3,3,3,3,3,3,7,0,3,0,3,3,0
333,13K067,P.S. 067 Charles A. Dorsey,Elementary,13.0,3,3,3,3,3,3,3,6,0,3,0,3,3,0
334,13K093,P.S. 093 William H. Prescott,Elementary,13.0,3,3,3,3,3,3,3,74,0,7,0,3,3,0
335,13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
336,13K133,P.S. 133 William A. Butler,Elementary,13.0,3,3,3,3,3,3,3,94,3,9,0,3,3,0
337,13K256,P.S. 256 Benjamin Banneker,Elementary,13.0,3,3,3,3,3,3,3,19,0,0,0,3,3,0
338,13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,3,3,10,0,3,3,0
339,13K270,P.S. 270 Johann DeKalb,Elementary,13.0,3,3,3,3,3,3,3,89,3,21,0,3,3,0
340,13K287,P.S. 287 Bailey K. Ashford,Elementary,13.0,3,3,3,3,3,3,3,28,0,3,0,3,3,0
341,13K313,Dock Street School for STEAM Studies,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
342,13K412,Brooklyn Community Arts & Media High School (BCAM),High school,13.0,3,3,3,3,3,3,3,55,3,18,0,3,3,0
343,13K553,Brooklyn Academy High School,High school,13.0,3,3,3,3,3,3,3,3,0,11,0,3,3,0
344,13K657,Downtown Brooklyn Yabc,High school,13.0,3,3,3,3,3,3,3,59,3,16,0,3,3,0
345,13K670,Benjamin Banneker Academy,High school,13.0,3,3,3,3,3,3,3,3,0,14,0,3,3,0
346,13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,55,0,3,0,3,3,0
347,13K869,District 13 PRE-K Center,District Pre-K Center,13.0,3,3,3,3,3,3,3,39,3,20,0,3,3,0
348,13K901,G. Westinghouse Evening H.S.,Ungraded,13.0,3,3,3,3,3,3,3,63,24,22,0,8,10,0
349,13K902,Westinghouse Evening Hs T/R,Ungraded,13.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
350,14K016,P.S. 016 Leonard Dunkly,Elementary,14.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
351,14K017,P.S. 017 Henry D. Woodworth,Elementary,14.0,3,3,3,3,3,3,3,13,7,3,0,3,3,0
352,14K018,P.S. 018 Edward Bush,Elementary,14.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
353,14K031,P.S. 031 Samuel F. Dupont,Elementary,14.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
354,14K034,P.S. 034 Oliver H. Perry,Elementary,14.0,3,3,3,3,3,3,3,8,40,3,0,3,3,0
355,14K059,P.S. 059 William Floyd,Elementary,14.0,3,3,3,3,3,3,3,3,12,0,0,3,3,0
356,14K084,P.S. 084 Jose De Diego,K-8,14.0,3,3,3,3,3,3,3,0,12,3,0,3,3,0
357,14K110,P.S. 110 The Monitor,Elementary,14.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
358,14K120,P.S. 120 Carlos Tapia,Elementary,14.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
359,14K132,P.S. 132 The Conselyea School,Elementary,14.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
360,14K147,P.S. 147 Isaac Remsen,Elementary,14.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
361,14K196,P.S. 196 Ten Eyck,Elementary,14.0,3,3,3,3,3,3,3,3,6,0,0,3,3,0
362,14K257,P.S. 257 John F. Hylan,Elementary,14.0,3,3,3,3,3,3,3,3,11,23,0,3,3,0
363,14K297,P.S. 297 Abraham Stockton,Elementary,14.0,3,3,3,3,3,3,3,10,0,36,0,3,3,0
364,14K319,P.S. 319,Early Childhood,14.0,3,3,3,3,3,3,3,0,6,0,0,3,3,0
365,14K380,P.S. 380 John Wayne Elementary,Elementary,14.0,3,3,3,3,3,3,3,8,40,26,0,3,3,0
366,14K414,Brooklyn Arbor Elementary School,Elementary,14.0,3,3,3,3,3,3,3,3,36,0,0,3,3,0
367,14K449,"Brooklyn Latin School, The",High school,14.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
368,14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,14.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
369,14K582,M.S. 582,Junior High-Intermediate-Middle,14.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
370,14K923,Automotive High School Yabc,High school,14.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
371,15K001,P.S. 001 The Bergen,Elementary,15.0,3,3,3,3,3,3,3,50,27,8,0,3,3,0
372,15K010,"Magnet School of Math, Science and Design Technolo",Elementary,15.0,3,3,3,3,3,3,3,17,3,21,0,3,3,0
373,15K015,P.S. 015 Patrick F. Daly,Elementary,15.0,3,3,3,3,3,3,3,69,3,20,0,3,3,0
374,15K024,P.S. 024,Elementary,15.0,3,3,3,3,3,3,3,10,0,17,0,3,3,0
375,15K029,P.S. 029 John M. Harrigan,Elementary,15.0,3,3,3,3,3,3,3,3,15,17,0,3,3,0
376,15K039,P.S. 039 Henry Bristow,Elementary,15.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
377,15K058,P.S. 058 The Carroll,Elementary,15.0,3,3,3,3,3,3,3,41,3,10,0,3,3,0
378,15K094,P.S. 094 The Henry Longfellow,Elementary,15.0,3,3,3,3,3,3,3,42,3,11,0,3,3,0
379,15K107,P.S. 107 John W. Kimball,Elementary,15.0,3,3,3,3,3,3,3,15,0,6,0,3,3,0
380,15K118,The Maurice Sendak Community School,Elementary,15.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
381,15K124,P.S. 124 Silas B. Dutcher,Elementary,15.0,3,3,3,3,3,3,3,29,26,9,0,3,3,0
382,15K130,P.S. 130 The Parkside,Elementary,15.0,3,3,3,3,3,3,3,57,0,11,0,3,3,0
383,15K131,P.S. 131 Brooklyn,Elementary,15.0,3,3,3,3,3,3,3,65,7,9,0,3,3,0
384,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,15.0,3,3,3,3,3,3,3,74,3,20,0,3,3,0
385,15K146,"The Brooklyn New School, P.S. 146",Elementary,15.0,3,3,3,3,3,3,3,18,0,6,0,3,3,0
386,15K154,The Windsor Terrace School,Elementary,15.0,3,3,3,3,3,3,3,0,0,41,0,3,3,0
387,15K230,P.S. 230 Doris L. Cohen,Elementary,15.0,3,3,3,3,3,3,3,45,3,15,0,3,3,0
388,15K261,P.S. 261 Philip Livingston,Elementary,15.0,3,3,3,3,3,3,3,21,3,16,0,3,3,0
389,15K295,P.S. 295,Elementary,15.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
390,15K321,P.S. 321 William Penn,Elementary,15.0,3,3,3,3,3,3,3,32,0,7,0,3,3,0
391,15K418,The Children's School,Elementary,15.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
392,15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,15.0,3,3,3,3,3,3,3,60,67,26,0,3,3,0
393,15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,15.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
394,15K447,The Math & Science Exploratory School,Junior High-Intermediate-Middle,15.0,3,3,3,3,3,3,3,69,31,11,0,3,3,0
395,15K497,The Boerum Hill School for International Studies,Secondary School,15.0,3,3,3,3,3,3,3,150,3,12,0,3,3,0
396,15K516,Sunset Park Avenues Elementary School,Elementary,15.0,3,3,3,3,3,3,3,15,30,12,0,3,3,0
397,15K529,West Brooklyn Community High School,High school,15.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
398,15K767,The Little Brooklyn Pre-K Center,District Pre-K Center,15.0,3,3,3,3,3,3,3,9,0,3,0,3,3,0
399,15K821,Sunset Park Prep,Junior High-Intermediate-Middle,15.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
400,15K863,Pre-K Center at Bishop Ford School Site,District Pre-K Center,15.0,3,3,3,3,3,3,3,13,3,3,0,3,3,0
401,16K021,P.S. 021 Crispus Attucks,Elementary,16.0,3,3,3,3,3,3,3,134,22,28,0,3,3,0
402,16K025,P.S. 025 Eubie Blake School,Elementary,16.0,3,3,3,3,3,3,3,105,3,21,0,7,6,0
403,16K028,P.S. 028 The Warren Prep Academy,Elementary,16.0,3,3,3,3,3,3,3,72,10,29,0,3,3,0
404,16K040,P.S. 040 George W. Carver,Elementary,16.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
405,16K057,J.H.S. 057 Whitelaw Reid,Junior High-Intermediate-Middle,16.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
406,16K081,P.S. 081 Thaddeus Stevens,Elementary,16.0,3,3,3,3,3,3,3,8,18,6,0,3,3,0
407,16K243,P.S. 243K- The Weeksville School,Elementary,16.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
408,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Elementary,16.0,3,3,3,3,3,3,3,23,3,19,0,3,3,0
409,16K627,Brighter Choice Community School,Elementary,16.0,3,3,3,3,3,3,3,3,47,3,0,3,3,0
410,16K628,Brooklyn Brownstone School,Elementary,16.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
411,16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,16.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
412,16K959,BOYS AND GIRLS YABC,High school,16.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
413,17K002,Parkside Preparatory Academy,Junior High-Intermediate-Middle,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
414,17K006,Norma Adams Clemons Academy,Elementary,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
415,17K012,Dr. Jacqueline Peek-Davis School,Elementary,17.0,3,3,3,3,3,3,3,3,19,3,0,3,3,0
416,17K061,M.S. 061 Dr. Gladstone H. Atwell,Junior High-Intermediate-Middle,17.0,3,3,3,3,3,3,3,9,14,3,0,3,3,0
417,17K091,P.S. 091 The Albany Avenue School,Elementary,17.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
418,17K092,P.S. 092 Adrian Hegeman,Elementary,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
419,17K161,P.S. 161 The Crown,Elementary,17.0,3,3,3,3,3,3,3,3,13,0,0,3,3,0
420,17K189,P.S. 189 The Bilingual Center,K-8,17.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
421,17K191,P.S. 191 Paul Robeson,Elementary,17.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
422,17K221,P.S. 221 Toussaint L'Ouverture,Elementary,17.0,3,3,3,3,3,3,3,21,9,7,0,3,3,0
423,17K241,P.S. 241 Emma L. Johnston,Elementary,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
424,17K249,P.S. 249 The Caton,Elementary,17.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
425,17K289,P.S. 289 George V. Brower,Elementary,17.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
426,17K316,P.S. 316 Elijah Stroud,Elementary,17.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0
427,17K354,The School of Integrated Learning,Junior High-Intermediate-Middle,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
428,17K375,P.S. 375 Jackie Robinson School,Elementary,17.0,3,3,3,3,3,3,3,6,0,0,0,3,3,0
429,17K394,M.S. K394,K-8,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
430,17K397,P.S. 397 Foster-Laurie,Elementary,17.0,3,3,3,3,3,3,3,35,3,3,0,3,3,0
431,17K398,P.S. 398 Walter Weaver,Elementary,17.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
432,17K399,P.S. 399 Stanley Eugene Clark,Elementary,17.0,3,3,3,3,3,3,3,12,9,19,0,3,3,0
433,17K467,Erasmus Yabc,High school,17.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
434,17K532,New Bridges Elementary,Elementary,17.0,3,3,3,3,3,3,3,15,8,8,0,3,3,0
435,17K543,"Science, Technology and Research Early College Hig",Secondary School,17.0,3,3,3,3,3,3,3,47,10,16,0,3,3,0
436,17K705,Brooklyn Arts and Science Elementary School,Elementary,17.0,3,3,3,3,3,3,3,14,3,7,0,3,3,0
437,17K745,Brooklyn Institute for Liberal Arts,High school,17.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
438,17K770,P.S. 770 New American Academy,Elementary,17.0,3,3,3,3,3,3,3,51,3,12,0,3,3,0
439,18K066,P.S. 66,K-8,18.0,3,3,3,3,3,3,3,15,3,6,0,3,3,0
