,Pct,Intervention Type,Restraints,Gender,Age,Race
532,42.0,Child in Crisis,No Restraints,F,16.0,White Hispanic
533,42.0,Child in Crisis,Metal,M,17.0,White Hispanic
534,42.0,Child in Crisis,No Restraints,F,11.0,Black
535,42.0,Child in Crisis,No Restraints,M,17.0,Black Hispanic
536,42.0,Child in Crisis,No Restraints,M,11.0,Black
537,42.0,Child in Crisis,No Restraints,F,12.0,Black
538,42.0,Child in Crisis,No Restraints,M,15.0,Black
539,42.0,Child in Crisis,No Restraints,M,10.0,Black Hispanic
540,42.0,Child in Crisis,No Restraints,F,12.0,Black
541,42.0,Child in Crisis,No Restraints,M,9.0,Black Hispanic
542,42.0,Child in Crisis,No Restraints,M,11.0,Black Hispanic
543,42.0,Child in Crisis,No Restraints,F,13.0,Black
544,42.0,Child in Crisis,No Restraints,F,14.0,White Hispanic
545,42.0,Child in Crisis,No Restraints,M,12.0,White Hispanic
546,42.0,Child in Crisis,No Restraints,M,10.0,White Hispanic
547,42.0,Child in Crisis,No Restraints,F,14.0,Black
548,42.0,Child in Crisis,No Restraints,F,13.0,White Hispanic
549,42.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
550,42.0,Child in Crisis,No Restraints,F,8.0,Black
551,42.0,Child in Crisis,No Restraints,M,14.0,Black
552,42.0,Child in Crisis,No Restraints,F,6.0,Black
553,42.0,Child in Crisis,No Restraints,M,11.0,Black
554,42.0,Child in Crisis,No Restraints,M,11.0,Black
555,42.0,Child in Crisis,No Restraints,M,15.0,White Hispanic
556,42.0,Child in Crisis,No Restraints,F,13.0,White Hispanic
557,42.0,Child in Crisis,No Restraints,F,12.0,Black Hispanic
558,42.0,Child in Crisis,No Restraints,M,19.0,Black
559,42.0,Juvenile Report,Metal,M,15.0,Black
560,42.0,Juvenile Report,No Restraints,F,11.0,White Hispanic
561,42.0,Juvenile Report,No Restraints,M,14.0,Black Hispanic
562,42.0,Juvenile Report,Metal,F,17.0,White Hispanic
563,42.0,Juvenile Report,No Restraints,M,16.0,White Hispanic
564,42.0,Juvenile Report,No Restraints,M,15.0,Black
565,42.0,Juvenile Report,Metal,F,14.0,Black
566,42.0,Juvenile Report,No Restraints,M,13.0,White Hispanic
567,42.0,Juvenile Report,No Restraints,M,17.0,Black Hispanic
568,42.0,Juvenile Report,No Restraints,M,11.0,Black
569,42.0,Mitigated,No Restraints,F,18.0,Black
570,42.0,Mitigated,No Restraints,M,18.0,Black
571,42.0,Mitigated,No Restraints,F,14.0,Black
572,42.0,Mitigated,No Restraints,F,16.0,White Hispanic
573,42.0,Mitigated,No Restraints,F,15.0,Black
574,42.0,Mitigated,No Restraints,M,13.0,Black Hispanic
575,42.0,Mitigated,No Restraints,M,14.0,Black Hispanic
576,42.0,Mitigated,No Restraints,M,11.0,Black
577,42.0,Mitigated,No Restraints,M,12.0,White Hispanic
578,42.0,Mitigated,No Restraints,F,16.0,Black
579,42.0,Mitigated,No Restraints,F,33.0,White Hispanic
580,42.0,Mitigated,No Restraints,M,15.0,Black Hispanic
581,42.0,Mitigated,No Restraints,F,16.0,Black
582,42.0,Mitigated,No Restraints,F,17.0,Black Hispanic
583,42.0,Mitigated,No Restraints,M,15.0,White Hispanic
584,42.0,Mitigated,No Restraints,F,17.0,Black
585,42.0,Mitigated,No Restraints,F,12.0,White Hispanic
586,42.0,Mitigated,No Restraints,F,13.0,Black
587,42.0,Mitigated,No Restraints,M,35.0,White
588,42.0,Mitigated,No Restraints,M,14.0,White Hispanic
589,42.0,Mitigated,No Restraints,M,16.0,Black
590,42.0,Mitigated,No Restraints,M,9.0,White Hispanic
591,42.0,Mitigated,No Restraints,M,14.0,Black
592,42.0,Mitigated,No Restraints,M,16.0,Black Hispanic
593,42.0,Mitigated,No Restraints,F,,White Hispanic
594,42.0,Mitigated,No Restraints,F,13.0,Black
595,42.0,Mitigated,No Restraints,F,12.0,White Hispanic
596,42.0,Mitigated,No Restraints,F,30.0,White Hispanic
597,42.0,Mitigated,No Restraints,M,16.0,Arabic
598,42.0,Mitigated,No Restraints,M,14.0,Black
599,42.0,Mitigated,No Restraints,F,16.0,White Hispanic
600,42.0,Mitigated,No Restraints,F,16.0,White Hispanic
601,42.0,Mitigated,No Restraints,M,,Black
602,42.0,Mitigated,No Restraints,F,14.0,White Hispanic
603,42.0,Mitigated,No Restraints,M,12.0,Black
604,42.0,Mitigated,No Restraints,M,15.0,Black
605,42.0,Mitigated,No Restraints,F,17.0,Black
606,42.0,Mitigated,No Restraints,F,13.0,White Hispanic
607,42.0,Mitigated,No Restraints,F,14.0,Black
608,42.0,Mitigated,No Restraints,M,13.0,Black
609,42.0,Mitigated,No Restraints,M,13.0,Black
610,42.0,Mitigated,No Restraints,M,,Black
611,42.0,Mitigated,No Restraints,M,14.0,White Hispanic
612,42.0,Mitigated,No Restraints,M,11.0,Black
613,42.0,Mitigated,No Restraints,F,16.0,White Hispanic
614,42.0,Mitigated,Metal,F,16.0,Black Hispanic
615,42.0,Mitigated,No Restraints,M,11.0,Black
616,42.0,Mitigated,No Restraints,M,12.0,Black
617,42.0,Mitigated,No Restraints,M,16.0,Black
618,42.0,Mitigated,No Restraints,M,19.0,Black
619,42.0,Mitigated,No Restraints,F,17.0,Black
620,42.0,Mitigated,No Restraints,M,15.0,Black Hispanic
621,42.0,Mitigated,No Restraints,M,12.0,White Hispanic
622,42.0,Mitigated,No Restraints,M,16.0,White Hispanic
623,42.0,Mitigated,No Restraints,M,17.0,Black
624,42.0,Mitigated,No Restraints,M,52.0,Black
625,42.0,Mitigated,No Restraints,M,18.0,White Hispanic
626,42.0,Mitigated,No Restraints,M,14.0,White Hispanic
627,42.0,Mitigated,No Restraints,F,15.0,White Hispanic
628,42.0,Mitigated,No Restraints,F,15.0,White Hispanic
629,42.0,Mitigated,No Restraints,F,17.0,Black Hispanic
630,42.0,Mitigated,No Restraints,F,17.0,White Hispanic
631,42.0,Mitigated,No Restraints,F,16.0,Black Hispanic
632,42.0,Mitigated,No Restraints,F,16.0,White Hispanic
633,42.0,Mitigated,No Restraints,F,16.0,Black
634,42.0,Mitigated,No Restraints,M,14.0,White Hispanic
635,42.0,Mitigated,No Restraints,F,14.0,White Hispanic
636,42.0,Mitigated,No Restraints,M,10.0,Black Hispanic
637,42.0,Mitigated,No Restraints,M,17.0,Black Hispanic
638,42.0,Summons,No Restraints,M,18.0,White Hispanic
639,42.0,Summons,No Restraints,M,19.0,White Hispanic
640,43.0,Arrested,Metal,M,34.0,Black
641,43.0,Arrested,Metal,M,16.0,White Hispanic
642,43.0,Arrested,Metal,M,16.0,White Hispanic
643,43.0,Child in Crisis,No Restraints,M,12.0,White Hispanic
644,43.0,Child in Crisis,No Restraints,M,6.0,Black
645,43.0,Child in Crisis,No Restraints,F,17.0,Black Hispanic
646,43.0,Child in Crisis,No Restraints,M,6.0,Black Hispanic
647,43.0,Child in Crisis,No Restraints,F,12.0,White Hispanic
648,43.0,Child in Crisis,No Restraints,M,7.0,Black
649,43.0,Child in Crisis,No Restraints,F,12.0,Black
650,43.0,Child in Crisis,No Restraints,F,14.0,White Hispanic
651,43.0,Child in Crisis,No Restraints,F,10.0,White Hispanic
652,43.0,Child in Crisis,No Restraints,F,10.0,White Hispanic
653,43.0,Child in Crisis,No Restraints,M,11.0,Black
654,43.0,Child in Crisis,No Restraints,M,13.0,White Hispanic
655,43.0,Child in Crisis,No Restraints,M,11.0,Black
656,43.0,Child in Crisis,No Restraints,F,10.0,Asian/Pacific Isl.
657,43.0,Child in Crisis,No Restraints,M,14.0,Black
658,43.0,Child in Crisis,No Restraints,F,16.0,Black
659,43.0,Child in Crisis,No Restraints,M,8.0,Black
660,43.0,Child in Crisis,No Restraints,M,9.0,White Hispanic
661,43.0,Child in Crisis,No Restraints,M,11.0,White Hispanic
662,43.0,Juvenile Report,No Restraints,M,11.0,Black
663,43.0,Juvenile Report,No Restraints,M,14.0,White Hispanic
664,43.0,Juvenile Report,No Restraints,M,13.0,White Hispanic
665,43.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
666,43.0,Juvenile Report,No Restraints,F,13.0,White Hispanic
667,43.0,Juvenile Report,No Restraints,M,14.0,White Hispanic
668,43.0,Juvenile Report,No Restraints,M,17.0,Black
669,43.0,Juvenile Report,No Restraints,M,17.0,Black
670,43.0,Juvenile Report,No Restraints,M,15.0,Black
671,43.0,Juvenile Report,No Restraints,M,13.0,Black Hispanic
672,43.0,Juvenile Report,No Restraints,F,13.0,White Hispanic
673,43.0,Juvenile Report,No Restraints,M,13.0,Black Hispanic
674,43.0,Juvenile Report,No Restraints,M,17.0,Black
675,43.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
676,43.0,Juvenile Report,No Restraints,M,17.0,Black
677,43.0,Juvenile Report,No Restraints,M,12.0,Black
678,43.0,Juvenile Report,No Restraints,F,16.0,Black Hispanic
679,43.0,Juvenile Report,Metal,M,15.0,Black Hispanic
680,43.0,Juvenile Report,No Restraints,M,16.0,Black Hispanic
681,43.0,Juvenile Report,No Restraints,M,14.0,Black
682,43.0,Juvenile Report,No Restraints,M,14.0,Black
683,43.0,Mitigated,No Restraints,M,8.0,White Hispanic
684,43.0,Mitigated,No Restraints,M,12.0,Black
685,43.0,Mitigated,No Restraints,M,14.0,White Hispanic
686,43.0,Mitigated,No Restraints,M,11.0,White Hispanic
687,43.0,Mitigated,No Restraints,F,13.0,White Hispanic
688,43.0,Mitigated,No Restraints,M,11.0,Black
689,43.0,Mitigated,No Restraints,F,10.0,White Hispanic
690,43.0,Mitigated,No Restraints,M,14.0,White
691,43.0,Mitigated,No Restraints,F,14.0,Black
692,43.0,Mitigated,No Restraints,M,15.0,White Hispanic
693,43.0,Mitigated,No Restraints,F,18.0,Black
694,43.0,Mitigated,No Restraints,M,13.0,Black
695,43.0,Mitigated,No Restraints,F,14.0,White Hispanic
696,43.0,Mitigated,No Restraints,F,14.0,White Hispanic
697,43.0,Mitigated,No Restraints,M,13.0,Black
698,43.0,Mitigated,No Restraints,F,20.0,Black
699,43.0,Mitigated,No Restraints,F,15.0,Black
700,43.0,Mitigated,No Restraints,F,18.0,Black
701,43.0,Mitigated,No Restraints,M,13.0,White Hispanic
702,43.0,Mitigated,No Restraints,M,14.0,White Hispanic
703,43.0,Mitigated,No Restraints,M,12.0,White Hispanic
704,43.0,Mitigated,No Restraints,F,17.0,Black
705,43.0,Mitigated,No Restraints,M,18.0,White Hispanic
706,43.0,Mitigated,No Restraints,M,18.0,Black
707,43.0,Mitigated,No Restraints,M,17.0,Black
708,43.0,Mitigated,No Restraints,F,16.0,White Hispanic
709,43.0,Mitigated,No Restraints,M,7.0,American Indian
710,43.0,Mitigated,No Restraints,F,56.0,Black Hispanic
711,43.0,Mitigated,No Restraints,F,16.0,Black
712,43.0,Mitigated,No Restraints,U,,Unknown
713,43.0,Mitigated,No Restraints,F,18.0,White Hispanic
714,43.0,Summons,No Restraints,F,18.0,Black
715,43.0,Summons,No Restraints,M,21.0,Black
716,44.0,Arrested,Metal,M,14.0,Black Hispanic
717,44.0,Arrested,Metal,M,15.0,Black
718,44.0,Arrested,Metal,M,14.0,White Hispanic
719,44.0,Arrested,Metal,M,17.0,Black
720,44.0,Child in Crisis,Velcro,M,10.0,White Hispanic
721,44.0,Child in Crisis,No Restraints,F,6.0,Black
722,44.0,Child in Crisis,No Restraints,M,14.0,Black Hispanic
723,44.0,Child in Crisis,No Restraints,F,17.0,Black
724,44.0,Child in Crisis,Metal,M,13.0,White Hispanic
725,44.0,Child in Crisis,No Restraints,M,8.0,Black
726,44.0,Child in Crisis,No Restraints,M,12.0,Black Hispanic
727,44.0,Child in Crisis,No Restraints,F,13.0,White Hispanic
728,44.0,Child in Crisis,No Restraints,M,11.0,White Hispanic
729,44.0,Child in Crisis,No Restraints,M,6.0,Black Hispanic
730,44.0,Child in Crisis,No Restraints,M,7.0,Black
731,44.0,Child in Crisis,No Restraints,F,12.0,Black Hispanic
732,44.0,Child in Crisis,No Restraints,M,6.0,White Hispanic
733,44.0,Child in Crisis,No Restraints,M,10.0,White Hispanic
734,44.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
735,44.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
736,44.0,Child in Crisis,No Restraints,M,6.0,White Hispanic
737,44.0,Child in Crisis,No Restraints,M,12.0,Black Hispanic
738,44.0,Child in Crisis,No Restraints,M,10.0,White Hispanic
739,44.0,Child in Crisis,No Restraints,F,16.0,Black
740,44.0,Child in Crisis,No Restraints,F,13.0,Black
741,44.0,Child in Crisis,No Restraints,M,7.0,Black
742,44.0,Child in Crisis,No Restraints,M,11.0,Black
743,44.0,Child in Crisis,No Restraints,M,9.0,White Hispanic
744,44.0,Child in Crisis,No Restraints,F,12.0,White Hispanic
745,44.0,Child in Crisis,No Restraints,M,6.0,White Hispanic
746,44.0,Child in Crisis,No Restraints,M,17.0,White Hispanic
747,44.0,Child in Crisis,No Restraints,F,15.0,Black
748,44.0,Child in Crisis,No Restraints,F,9.0,Black Hispanic
749,44.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
750,44.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
751,44.0,Child in Crisis,No Restraints,M,10.0,Black Hispanic
752,44.0,Juvenile Report,No Restraints,F,16.0,Black
753,44.0,Juvenile Report,No Restraints,M,15.0,Black
754,44.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
755,44.0,Juvenile Report,Metal,F,14.0,Black Hispanic
756,44.0,Juvenile Report,No Restraints,F,15.0,Black
757,44.0,Juvenile Report,No Restraints,M,16.0,Black Hispanic
758,44.0,Juvenile Report,Metal,M,17.0,White Hispanic
759,44.0,Juvenile Report,Metal,M,12.0,Black
760,44.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
761,44.0,Juvenile Report,No Restraints,F,15.0,Black
762,44.0,Mitigated,No Restraints,F,13.0,Black
763,44.0,Mitigated,No Restraints,M,4.0,Black
764,44.0,Mitigated,No Restraints,M,13.0,Black
765,44.0,Mitigated,No Restraints,M,15.0,White Hispanic
766,44.0,Mitigated,No Restraints,M,14.0,White Hispanic
767,44.0,Mitigated,No Restraints,F,14.0,Black
768,44.0,Mitigated,No Restraints,F,13.0,Black
769,44.0,Mitigated,No Restraints,M,14.0,Black
770,44.0,Mitigated,No Restraints,F,15.0,Black
771,44.0,Mitigated,No Restraints,F,17.0,Black
772,44.0,Mitigated,No Restraints,F,15.0,Black
773,44.0,Mitigated,No Restraints,F,15.0,White Hispanic
774,44.0,Mitigated,No Restraints,F,15.0,Black
775,44.0,Mitigated,No Restraints,F,16.0,Black
776,44.0,Mitigated,No Restraints,M,16.0,Black
777,44.0,Mitigated,No Restraints,F,15.0,Black
778,44.0,Mitigated,No Restraints,M,17.0,White Hispanic
779,44.0,Mitigated,No Restraints,M,17.0,Black
780,44.0,Mitigated,No Restraints,M,17.0,Black
781,44.0,Mitigated,No Restraints,F,17.0,Black
782,45.0,Arrested,Metal,M,39.0,Asian/Pacific Isl.
783,45.0,Arrested,Metal,M,15.0,Black
784,45.0,Arrested,Metal,M,13.0,Black Hispanic
785,45.0,Arrested,Metal,M,14.0,White Hispanic
786,45.0,Child in Crisis,No Restraints,F,17.0,Black
787,45.0,Child in Crisis,No Restraints,M,7.0,White Hispanic
788,45.0,Child in Crisis,No Restraints,M,6.0,Black
789,45.0,Child in Crisis,No Restraints,M,16.0,Black
790,45.0,Child in Crisis,No Restraints,F,12.0,Black Hispanic
791,45.0,Child in Crisis,Metal,F,13.0,Black
792,45.0,Child in Crisis,No Restraints,M,10.0,White Hispanic
793,45.0,Child in Crisis,No Restraints,M,8.0,White Hispanic
794,45.0,Child in Crisis,No Restraints,M,13.0,White Hispanic
795,45.0,Child in Crisis,No Restraints,M,5.0,Black
796,45.0,Child in Crisis,No Restraints,F,15.0,Black
797,45.0,Child in Crisis,No Restraints,M,5.0,Black
798,45.0,Child in Crisis,No Restraints,M,6.0,Black
799,45.0,Child in Crisis,No Restraints,M,12.0,Black
800,45.0,Child in Crisis,No Restraints,F,13.0,White Hispanic
801,45.0,Child in Crisis,No Restraints,M,6.0,Black
802,45.0,Child in Crisis,No Restraints,M,16.0,Black
803,45.0,Child in Crisis,No Restraints,F,7.0,White Hispanic
804,45.0,Child in Crisis,No Restraints,M,20.0,Black
805,45.0,Child in Crisis,No Restraints,M,12.0,White Hispanic
806,45.0,Child in Crisis,No Restraints,M,17.0,Black
807,45.0,Juvenile Report,No Restraints,M,16.0,White Hispanic
808,45.0,Juvenile Report,No Restraints,M,14.0,Black
809,45.0,Juvenile Report,No Restraints,M,15.0,Black
810,45.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
811,45.0,Juvenile Report,No Restraints,F,15.0,Black
812,45.0,Juvenile Report,No Restraints,F,17.0,Black
813,45.0,Juvenile Report,No Restraints,M,15.0,Black
814,45.0,Juvenile Report,No Restraints,M,13.0,White Hispanic
815,45.0,Juvenile Report,No Restraints,M,15.0,Black
816,45.0,Juvenile Report,No Restraints,M,16.0,Black
817,45.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
818,45.0,Juvenile Report,No Restraints,M,15.0,Black
819,45.0,Juvenile Report,No Restraints,M,16.0,Black
820,45.0,Juvenile Report,No Restraints,F,14.0,Black
821,45.0,Juvenile Report,No Restraints,F,17.0,Black
822,45.0,Juvenile Report,No Restraints,M,17.0,Black
823,45.0,Juvenile Report,No Restraints,M,17.0,White Hispanic
824,45.0,Juvenile Report,Metal,M,14.0,Black
825,45.0,Juvenile Report,No Restraints,M,16.0,Black
826,45.0,Juvenile Report,No Restraints,F,14.0,White Hispanic
827,45.0,Juvenile Report,No Restraints,M,17.0,White Hispanic
828,45.0,Juvenile Report,No Restraints,F,16.0,White Hispanic
829,45.0,Juvenile Report,No Restraints,F,15.0,Black
830,45.0,Juvenile Report,No Restraints,F,15.0,White Hispanic
831,45.0,Mitigated,No Restraints,F,12.0,Black
832,45.0,Mitigated,No Restraints,M,11.0,Black
833,45.0,Mitigated,No Restraints,M,16.0,Arabic
834,45.0,Mitigated,No Restraints,F,14.0,Black
835,45.0,Mitigated,No Restraints,M,16.0,Black
836,45.0,Mitigated,No Restraints,M,18.0,White Hispanic
837,45.0,Mitigated,No Restraints,M,16.0,White Hispanic
838,45.0,Mitigated,No Restraints,M,16.0,Black
839,45.0,Mitigated,No Restraints,F,14.0,Black
840,45.0,Mitigated,No Restraints,M,13.0,Black Hispanic
841,45.0,Mitigated,No Restraints,M,17.0,Asian/Pacific Isl.
842,45.0,Mitigated,No Restraints,M,10.0,White Hispanic
843,45.0,Mitigated,No Restraints,M,8.0,White
844,45.0,Mitigated,No Restraints,M,11.0,White Hispanic
845,45.0,Mitigated,No Restraints,M,15.0,Black Hispanic
846,45.0,Mitigated,No Restraints,M,16.0,Black Hispanic
847,45.0,Mitigated,No Restraints,M,14.0,Black
848,45.0,Mitigated,Metal,M,16.0,Black
849,45.0,Mitigated,No Restraints,M,13.0,Black
850,45.0,Mitigated,No Restraints,F,8.0,Black
851,45.0,Mitigated,No Restraints,M,8.0,Black
852,45.0,Mitigated,No Restraints,M,18.0,White Hispanic
853,45.0,Mitigated,No Restraints,M,17.0,White Hispanic
854,45.0,Mitigated,No Restraints,M,16.0,White Hispanic
855,45.0,Mitigated,No Restraints,M,14.0,White Hispanic
856,45.0,Mitigated,No Restraints,F,13.0,White
857,45.0,Mitigated,No Restraints,F,16.0,Black
858,45.0,Mitigated,No Restraints,F,14.0,Black
859,45.0,Mitigated,No Restraints,F,15.0,Black
860,45.0,Mitigated,No Restraints,M,,Unknown
861,45.0,Mitigated,No Restraints,M,,Unknown
862,45.0,Mitigated,No Restraints,M,,Unknown
863,45.0,Mitigated,No Restraints,F,,Unknown
864,45.0,Mitigated,No Restraints,M,,Unknown
865,45.0,Mitigated,No Restraints,M,,Unknown
866,45.0,Mitigated,No Restraints,F,,Unknown
867,45.0,Mitigated,No Restraints,F,,Unknown
868,45.0,Mitigated,No Restraints,F,,Unknown
869,45.0,Mitigated,No Restraints,F,,Unknown
870,45.0,Mitigated,No Restraints,M,17.0,Black
871,45.0,Mitigated,No Restraints,F,14.0,White Hispanic
872,45.0,Mitigated,No Restraints,M,12.0,Black Hispanic
873,45.0,Mitigated,No Restraints,M,13.0,Black
874,45.0,Mitigated,No Restraints,M,6.0,Black
875,45.0,Mitigated,No Restraints,M,5.0,White Hispanic
876,45.0,Mitigated,No Restraints,F,16.0,White Hispanic
877,45.0,Mitigated,No Restraints,F,16.0,White Hispanic
878,45.0,Mitigated,No Restraints,F,18.0,Black
879,45.0,Mitigated,No Restraints,F,18.0,Black
880,45.0,Mitigated,No Restraints,F,16.0,White Hispanic
881,45.0,Mitigated,No Restraints,F,17.0,White Hispanic
882,45.0,Mitigated,No Restraints,M,11.0,Black
883,45.0,Mitigated,No Restraints,M,16.0,Black
884,45.0,Mitigated,No Restraints,M,15.0,Black
885,45.0,Mitigated,No Restraints,F,16.0,White Hispanic
886,45.0,Mitigated,No Restraints,F,15.0,White Hispanic
887,45.0,Mitigated,No Restraints,M,14.0,White Hispanic
888,45.0,Mitigated,No Restraints,M,15.0,White Hispanic
889,45.0,Mitigated,No Restraints,M,17.0,Black
890,45.0,Mitigated,No Restraints,M,16.0,White Hispanic
891,45.0,Mitigated,No Restraints,M,16.0,White Hispanic
892,45.0,Mitigated,No Restraints,M,16.0,White Hispanic
893,45.0,Mitigated,No Restraints,M,16.0,Black
894,45.0,Mitigated,No Restraints,M,17.0,Black
895,45.0,Mitigated,No Restraints,M,13.0,White Hispanic
896,45.0,Mitigated,No Restraints,M,14.0,Black
897,45.0,Mitigated,No Restraints,F,14.0,Black
898,45.0,Mitigated,No Restraints,F,15.0,White Hispanic
899,45.0,Mitigated,No Restraints,M,17.0,Black
900,45.0,Mitigated,No Restraints,M,17.0,Black
901,45.0,Mitigated,No Restraints,M,18.0,Black
902,45.0,Mitigated,No Restraints,M,18.0,Black
903,45.0,Mitigated,No Restraints,M,11.0,White Hispanic
904,45.0,Summons,No Restraints,F,18.0,White Hispanic
905,46.0,Arrested,No Restraints,M,14.0,Black
906,46.0,Arrested,Metal,F,16.0,Black
907,46.0,Arrested,Metal,M,14.0,Black
908,46.0,Arrested,Metal,M,14.0,White Hispanic
909,46.0,Arrested,No Restraints,M,14.0,White Hispanic
910,46.0,Child in Crisis,No Restraints,M,5.0,Black
911,46.0,Child in Crisis,No Restraints,F,14.0,Black
912,46.0,Child in Crisis,No Restraints,M,13.0,White Hispanic
913,46.0,Child in Crisis,No Restraints,F,11.0,Black Hispanic
914,46.0,Child in Crisis,No Restraints,F,13.0,White Hispanic
915,46.0,Child in Crisis,Metal,M,13.0,Black
916,46.0,Child in Crisis,No Restraints,F,11.0,Black
917,46.0,Child in Crisis,No Restraints,F,12.0,White Hispanic
918,46.0,Child in Crisis,No Restraints,F,10.0,Asian/Pacific Isl.
919,46.0,Child in Crisis,No Restraints,F,12.0,Black Hispanic
920,46.0,Child in Crisis,No Restraints,M,9.0,White Hispanic
921,46.0,Child in Crisis,No Restraints,F,16.0,White Hispanic
922,46.0,Child in Crisis,No Restraints,F,10.0,Black
923,46.0,Child in Crisis,No Restraints,M,9.0,Black
924,46.0,Child in Crisis,No Restraints,M,12.0,Black
925,46.0,Child in Crisis,No Restraints,F,12.0,White Hispanic
926,46.0,Child in Crisis,Metal,M,11.0,White Hispanic
927,46.0,Child in Crisis,No Restraints,M,12.0,Black
928,46.0,Child in Crisis,No Restraints,M,14.0,White Hispanic
929,46.0,Child in Crisis,No Restraints,F,12.0,Black
930,46.0,Child in Crisis,No Restraints,F,15.0,White Hispanic
931,46.0,Child in Crisis,No Restraints,F,14.0,White Hispanic
932,46.0,Child in Crisis,No Restraints,M,9.0,Black
933,46.0,Child in Crisis,No Restraints,M,6.0,White Hispanic
934,46.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
935,46.0,Child in Crisis,No Restraints,M,15.0,Black
936,46.0,Juvenile Report,No Restraints,M,14.0,Black Hispanic
937,46.0,Juvenile Report,No Restraints,M,15.0,Black Hispanic
938,46.0,Juvenile Report,No Restraints,M,13.0,Black
939,46.0,Juvenile Report,No Restraints,M,12.0,Black
940,46.0,Juvenile Report,No Restraints,M,14.0,Black
941,46.0,Mitigated,No Restraints,F,12.0,White Hispanic
942,46.0,Mitigated,No Restraints,M,12.0,Black
943,46.0,Mitigated,No Restraints,M,9.0,Black
944,46.0,Mitigated,No Restraints,F,13.0,Black
945,46.0,Mitigated,No Restraints,F,12.0,Black
946,46.0,Mitigated,No Restraints,F,12.0,Black
947,46.0,Mitigated,No Restraints,M,8.0,Black
948,46.0,Mitigated,No Restraints,F,13.0,White Hispanic
949,46.0,Mitigated,No Restraints,F,9.0,Black
950,46.0,Mitigated,No Restraints,F,10.0,White Hispanic
951,46.0,Mitigated,No Restraints,M,13.0,Black Hispanic
952,47.0,Arrested,Metal,M,15.0,Black
953,47.0,Arrested,Metal,M,16.0,Black
954,47.0,Arrested,No Restraints,M,14.0,Black
955,47.0,Arrested,Metal,F,15.0,Black
956,47.0,Arrested,Metal,M,48.0,White Hispanic
957,47.0,Arrested,Metal,M,19.0,Black
958,47.0,Arrested,Metal,M,15.0,Black
959,47.0,Child in Crisis,No Restraints,M,9.0,Black
960,47.0,Child in Crisis,No Restraints,F,12.0,Black
961,47.0,Child in Crisis,No Restraints,F,15.0,Black
962,47.0,Child in Crisis,No Restraints,F,12.0,Black
963,47.0,Child in Crisis,No Restraints,F,12.0,Black
964,47.0,Child in Crisis,No Restraints,M,15.0,Black Hispanic
965,47.0,Child in Crisis,No Restraints,M,8.0,Black
966,47.0,Child in Crisis,No Restraints,F,10.0,Black
967,47.0,Child in Crisis,Metal,F,13.0,Black Hispanic
968,47.0,Child in Crisis,No Restraints,F,12.0,Black
969,47.0,Child in Crisis,No Restraints,M,9.0,Black
970,47.0,Child in Crisis,No Restraints,M,10.0,Black
971,47.0,Child in Crisis,No Restraints,M,14.0,White Hispanic
972,47.0,Child in Crisis,Velcro,M,10.0,Black
973,47.0,Child in Crisis,No Restraints,F,11.0,White Hispanic
974,47.0,Child in Crisis,No Restraints,M,6.0,Black
975,47.0,Child in Crisis,No Restraints,M,6.0,Black
976,47.0,Child in Crisis,No Restraints,M,9.0,White Hispanic
977,47.0,Child in Crisis,No Restraints,F,12.0,Black
978,47.0,Child in Crisis,No Restraints,F,6.0,Black
979,47.0,Child in Crisis,No Restraints,M,10.0,White Hispanic
980,47.0,Child in Crisis,No Restraints,M,6.0,Black
981,47.0,Child in Crisis,Metal,F,13.0,Black
982,47.0,Child in Crisis,No Restraints,F,15.0,Black
983,47.0,Child in Crisis,No Restraints,M,10.0,Black Hispanic
984,47.0,Juvenile Report,No Restraints,M,15.0,White
985,47.0,Juvenile Report,No Restraints,F,14.0,Black
986,47.0,Juvenile Report,No Restraints,M,16.0,White Hispanic
987,47.0,Juvenile Report,No Restraints,F,13.0,Black
988,47.0,Juvenile Report,No Restraints,M,17.0,Black
989,47.0,Juvenile Report,No Restraints,M,16.0,Black
990,47.0,Juvenile Report,Metal,M,17.0,Black
991,47.0,Juvenile Report,Metal,M,16.0,Black
992,47.0,Juvenile Report,Metal,F,15.0,Black
993,47.0,Juvenile Report,No Restraints,F,16.0,Black
994,47.0,Juvenile Report,No Restraints,M,16.0,Black
995,47.0,Juvenile Report,No Restraints,F,15.0,White Hispanic
996,47.0,Juvenile Report,No Restraints,M,16.0,Black
997,47.0,Juvenile Report,No Restraints,F,16.0,White Hispanic
998,47.0,Juvenile Report,No Restraints,M,15.0,White Hispanic
999,47.0,Juvenile Report,No Restraints,M,16.0,Black
1000,47.0,Juvenile Report,Metal,M,17.0,Black
