,DBN,school_name,school_category,district_code,american_indian_or_alaskan_native,asian,black,hispanic,white,multi_racial,unknown,total_students_with_two_or_more_removals_suspensions
643,12X129,M.S. 129 Academy for Independent Learning and Lead,junior high-intermediate-middle,12,3,3,3,3,3,3,3,6
644,12X134,P.S. 134 George F. Bristow,elementary,12,3,3,3,3,3,3,3,3
645,12X150,P.S. 150 Charles James Fox,elementary,12,3,3,3,13,3,3,3,23
646,12X190,E.S.M.T- I.S. 190,junior high-intermediate-middle,12,3,3,3,3,3,3,3,3
647,12X195,P.S. 195,elementary,12,3,3,3,3,3,3,3,3
648,12X196,P.S. 196,elementary,12,3,3,3,3,3,3,3,3
649,12X211,P.S. 211,k-8,12,3,3,3,6,3,3,3,7
650,12X212,P.S. 212,k-8,12,3,3,3,3,3,3,3,3
651,12X214,P.S. 214,k-8,12,3,3,3,16,3,3,3,19
652,12X217,School of Performing Arts,junior high-intermediate-middle,12,3,3,3,3,3,3,3,3
653,12X242,Mott Hall V,secondary school,12,3,3,3,17,3,3,3,21
654,12X248,"Metropolitan High School, The",high school,12,3,3,18,18,3,3,3,37
655,12X251,Explorations Academy,high school,12,3,3,3,8,3,3,3,12
656,12X267,Bronx Latin,secondary school,12,3,3,3,36,3,3,3,52
657,12X271,East Bronx Academy for the Future,secondary school,12,3,3,25,45,3,3,3,71
658,12X273,Frederick Douglass Academy V. Middle School,junior high-intermediate-middle,12,3,3,6,3,3,3,3,9
659,12X286,Fannie Lou Hamer Middle School,junior high-intermediate-middle,12,3,3,3,3,3,3,3,6
660,12X300,The School of Science and Applied Learning,elementary,12,3,3,3,3,3,3,3,3
661,12X314,Fairmont Neighborhood School,elementary,12,3,3,3,3,3,3,3,3
662,12X316,Kappa III,junior high-intermediate-middle,12,3,3,3,3,3,3,3,3
663,12X318,"I.S. X318 Math, Science & Technology Through Arts",junior high-intermediate-middle,12,3,3,8,16,3,3,3,25
664,12X321,Crotona Academy High School,high school,12,3,3,3,3,3,3,3,3
665,12X341,Accion Academy,junior high-intermediate-middle,12,3,3,3,3,3,3,3,3
666,12X372,Urban Assembly School for Wildlife Conservation,secondary school,12,3,3,3,11,3,3,3,18
667,12X383,Emolior Academy,junior high-intermediate-middle,12,3,3,3,3,3,3,3,3
668,12X384,Entrada Academy,junior high-intermediate-middle,12,3,3,3,9,3,3,3,11
669,12X388,Pan American International High School at Monroe,high school,12,3,3,3,3,3,3,3,3
670,12X428,Learning To Work Yabc At Monroe Academy,high school,12,3,3,3,3,3,3,3,3
671,12X446,Arturo A. Schomburg Satellite Academy Bronx,high school,12,3,3,3,3,3,3,3,3
672,12X458,Samara Community School,elementary,12,3,3,3,3,3,3,3,3
673,12X463,Urban Scholars Community School,elementary,12,3,3,3,3,3,3,3,3
674,12X478,The Cinema School,high school,12,3,3,3,3,3,3,3,3
675,12X479,Bronx Career and College Preparatory High School,high school,12,3,3,15,3,3,3,3,21
676,12X480,Bronx Regional High School,high school,12,3,3,3,3,3,3,3,7
677,12X511,Bronx Envision Academy,high school,12,3,3,3,8,3,3,3,13
678,12X521,The Metropolitan Soundview High School,high school,12,3,3,3,8,3,3,3,9
679,12X531,Archer Elementary School,elementary,12,3,3,3,3,3,3,3,3
680,12X536,P.S. 536,elementary,12,3,3,3,3,3,3,3,3
681,12X550,High School of World Cultures,high school,12,3,3,3,3,3,3,3,3
682,12X682,Fannie Lou Hamer Freedom High School,high school,12,3,3,13,9,3,3,3,23
683,12X684,Wings Academy,high school,12,3,3,9,3,3,3,3,15
684,12X691,Bronx Little School,elementary,12,3,3,3,3,3,3,3,3
685,12X692,Monroe Academy for Visual Arts & Design,high school,12,3,3,3,28,3,3,3,36
686,13K003,P.S. 003 The Bedford Village,elementary,13,3,3,3,3,3,3,3,3
687,13K008,P.S. 008 Robert Fulton,k-8,13,3,3,3,3,3,3,3,3
688,13K009,P.S. 009 Teunis G. Bergen,elementary,13,3,3,3,3,3,3,3,3
689,13K011,P.S. 011 Purvis J. Behan,elementary,13,3,3,3,3,3,3,3,3
690,13K020,P.S. 020 Clinton Hill,elementary,13,3,3,3,3,3,3,3,3
691,13K044,P.S. 044 Marcus Garvey,elementary,13,3,3,3,3,3,3,3,3
692,13K046,P.S. 046 Edward C. Blum,elementary,13,3,3,3,3,3,3,3,3
693,13K054,P.S. 054 Samuel C. Barnes,elementary,13,3,3,3,3,3,3,3,3
694,13K056,P.S. 056 Lewis H. Latimer,elementary,13,3,3,3,3,3,3,3,3
695,13K067,P.S. 067 Charles A. Dorsey,elementary,13,3,3,3,3,3,3,3,3
696,13K093,P.S. 093 William H. Prescott,elementary,13,3,3,3,3,3,3,3,3
697,13K113,M.S. 113 Ronald Edmonds Learning Center,junior high-intermediate-middle,13,3,3,3,3,3,3,3,3
698,13K133,P.S. 133 William A. Butler,elementary,13,3,3,3,3,3,3,3,3
699,13K256,P.S. 256 Benjamin Banneker,elementary,13,3,3,3,3,3,3,3,3
700,13K265,Dr. Susan S. McKinney Secondary School of the Arts,secondary school,13,3,3,3,3,3,3,3,3
701,13K266,M.S. K266 - Park Place Community Middle School,junior high-intermediate-middle,13,3,3,3,3,3,3,3,3
702,13K270,P.S. 270 Johann DeKalb,elementary,13,3,3,3,3,3,3,3,3
703,13K282,P.S. 282 Park Slope,k-8,13,3,3,16,3,3,3,3,20
704,13K287,P.S. 287 Bailey K. Ashford,elementary,13,3,3,3,3,3,3,3,3
705,13K301,Satellite East Middle School,junior high-intermediate-middle,13,3,3,3,3,3,3,3,3
706,13K305,P.S. 305 Dr. Peter Ray,elementary,13,3,3,3,3,3,3,3,3
707,13K307,P.S. 307 Daniel Hale Williams,elementary,13,3,3,3,3,3,3,3,3
708,13K313,Dock Street School for STEAM Studies,junior high-intermediate-middle,13,3,3,3,3,3,3,3,3
709,13K350,Urban Assembly School for Music and Art,high school,13,3,3,3,3,3,3,3,6
710,13K351,The Urban Assembly Unison School,junior high-intermediate-middle,13,3,3,3,3,3,3,3,8
711,13K412,"Brooklyn Community High School of Communication, A",high school,13,3,3,3,3,3,3,3,3
712,13K419,"Science Skills Center High School for Science, Tec",high school,13,3,3,3,3,3,3,3,3
713,13K430,Brooklyn Technical High School,high school,13,3,3,3,3,7,3,3,13
714,13K439,Brooklyn International High School,high school,13,3,3,3,3,3,3,3,3
715,13K483,The Urban Assembly School for Law and Justice,high school,13,3,3,3,3,3,3,3,9
716,13K492,Academy of Arts and Letters,k-8,13,3,3,3,3,3,3,3,3
717,13K499,ACORN Community High School,high school,13,3,3,3,3,3,3,3,3
718,13K527,Urban Assembly Institute of Math and Science for Y,secondary school,13,3,3,8,3,3,3,3,9
719,13K553,Brooklyn Academy High School,high school,13,3,3,3,3,3,3,3,3
720,13K575,Bedford Stuyvesant Preparatory High School,high school,13,3,3,3,3,3,3,3,3
721,13K595,Bedford Academy High School,high school,13,3,3,3,3,3,3,3,3
722,13K605,George Westinghouse Career and Technical Education,high school,13,3,3,29,3,3,3,3,32
723,13K616,Brooklyn High School for Leadership and Community,high school,13,3,3,3,3,3,3,3,3
724,13K657,Downtown Brooklyn Yabc,high school,13,3,3,3,3,3,3,3,3
725,13K670,Benjamin Banneker Academy,high school,13,3,3,14,3,3,3,3,18
726,13K674,"City Polytechnic High School of Engineering, Archi",high school,13,3,3,3,3,3,3,3,3
727,13K691,Fort Greene Preparatory Academy,junior high-intermediate-middle,13,3,3,3,3,3,3,3,3
728,13K869,District 13 PRE-K Center,district pre-k center,13,3,3,3,3,3,3,3,3
729,13K901,G. Westinghouse Evening H.S.,ungraded,13,3,3,3,3,3,3,3,3
730,13K902,Westinghouse Evening Hs T/R,ungraded,13,3,3,3,3,3,3,3,3
731,14K016,P.S. 016 Leonard Dunkly,elementary,14,3,3,3,3,3,3,3,3
732,14K017,P.S. 017 Henry D. Woodworth,elementary,14,3,3,3,3,3,3,3,3
733,14K018,P.S. 018 Edward Bush,elementary,14,3,3,3,3,3,3,3,3
734,14K023,P.S. 023 Carter G. Woodson,elementary,14,3,3,3,3,3,3,3,3
735,14K031,P.S. 031 Samuel F. Dupont,elementary,14,3,3,3,3,3,3,3,3
736,14K034,P.S. 034 Oliver H. Perry,elementary,14,3,3,3,3,3,3,3,3
737,14K050,J.H.S. 050 John D. Wells,junior high-intermediate-middle,14,3,3,3,3,3,3,3,10
738,14K059,P.S. 059 William Floyd,elementary,14,3,3,3,3,3,3,3,3
739,14K071,Juan Morel Campos Secondary School,secondary school,14,3,3,16,45,3,3,3,63
740,14K084,P.S. 084 Jose De Diego,k-8,14,3,3,3,3,3,3,3,3
741,14K110,P.S. 110 The Monitor,elementary,14,3,3,3,3,3,3,3,3
742,14K120,P.S. 120 Carlos Tapia,elementary,14,3,3,3,3,3,3,3,3
743,14K126,John Ericsson Middle School 126,junior high-intermediate-middle,14,3,3,6,7,3,3,3,14
744,14K132,P.S. 132 The Conselyea School,elementary,14,3,3,3,3,3,3,3,6
745,14K147,P.S. 147 Isaac Remsen,elementary,14,3,3,3,3,3,3,3,3
746,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,k-8,14,3,3,3,3,3,3,3,9
747,14K196,P.S. 196 Ten Eyck,elementary,14,3,3,3,3,3,3,3,3
748,14K250,P.S. 250 George H. Lindsay,elementary,14,3,3,3,3,3,3,3,3
749,14K257,P.S. 257 John F. Hylan,elementary,14,3,3,3,3,3,3,3,3
750,14K297,P.S. 297 Abraham Stockton,elementary,14,3,3,3,3,3,3,3,3
751,14K318,I.S. 318 Eugenio Maria De Hostos,junior high-intermediate-middle,14,3,3,15,22,3,3,3,38
752,14K319,P.S. 319,early childhood,14,3,3,3,3,3,3,3,3
753,14K380,P.S. 380 John Wayne Elementary,elementary,14,3,3,3,3,3,3,3,3
754,14K414,Brooklyn Arbor Elementary School,elementary,14,3,3,3,3,3,3,3,3
755,14K449,"Brooklyn Latin School, The",high school,14,3,3,3,3,3,3,3,3
756,14K454,Green School: An Academy for Environmental Careers,high school,14,3,3,3,3,3,3,3,3
757,14K474,PROGRESS High School for Professional Careers,high school,14,3,3,11,3,3,3,3,13
758,14K477,School for Legal Studies,high school,14,3,3,3,3,3,3,3,3
759,14K478,"The High School for Enterprise, Business and Techn",high school,14,3,3,10,3,3,3,3,17
760,14K488,Brooklyn Preparatory High School,high school,14,3,3,6,3,3,3,3,7
761,14K558,Williamsburg High School for Architecture and Desi,high school,14,3,3,14,9,3,3,3,24
762,14K561,Williamsburg Preparatory School,high school,14,3,3,3,3,3,3,3,6
763,14K577,Conselyea Preparatory School,junior high-intermediate-middle,14,3,3,3,3,3,3,3,3
764,14K582,M.S. 582,junior high-intermediate-middle,14,3,3,3,3,3,3,3,3
765,14K586,Lyons Community School,secondary school,14,3,3,8,3,3,3,3,11
766,14K610,Automotive High School,high school,14,3,3,7,3,3,3,3,11
767,14K614,Young Women's Leadership School of Brooklyn,secondary school,14,3,3,3,3,3,3,3,3
768,14K632,Frances Perkins Academy,high school,14,3,3,8,3,3,3,3,10
769,14K685,El Puente Academy for Peace and Justice,high school,14,3,3,3,3,3,3,3,3
770,14K923,Automotive High School Yabc,high school,14,3,3,3,3,3,3,3,3
771,15K001,P.S. 001 The Bergen,elementary,15,3,3,3,3,3,3,3,3
772,15K010,"Magnet School of Math, Science and Design Technolo",elementary,15,3,3,3,3,3,3,3,3
773,15K015,P.S. 015 Patrick F. Daly,elementary,15,3,3,3,3,3,3,3,3
774,15K024,P.S. 024,elementary,15,3,3,3,3,3,3,3,3
775,15K029,P.S. 029 John M. Harrigan,elementary,15,3,3,3,3,3,3,3,3
776,15K032,P.S. 032 Samuel Mills Sprole,elementary,15,3,3,3,3,3,3,3,3
777,15K038,P.S. 038 The Pacific,elementary,15,3,3,3,3,3,3,3,3
778,15K039,P.S. 039 Henry Bristow,elementary,15,3,3,3,3,3,3,3,3
779,15K051,M.S. 51 William Alexander,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
780,15K058,P.S. 058 The Carroll,elementary,15,3,3,3,3,3,3,3,3
781,15K088,J.H.S. 088 Peter Rouget,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
782,15K094,P.S. 094 The Henry Longfellow,elementary,15,3,3,3,3,3,3,3,3
783,15K107,P.S. 107 John W. Kimball,elementary,15,3,3,3,3,3,3,3,3
784,15K118,The Maurice Sendak Community School,elementary,15,3,3,3,3,3,3,3,3
785,15K124,P.S. 124 Silas B. Dutcher,elementary,15,3,3,3,3,3,3,3,3
786,15K130,P.S. 130 The Parkside,elementary,15,3,3,3,3,3,3,3,3
787,15K131,P.S. 131 Brooklyn,elementary,15,3,3,3,3,3,3,3,3
788,15K136,I.S. 136 Charles O. Dewey,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
789,15K146,"The Brooklyn New School, P.S. 146",elementary,15,3,3,3,3,3,3,3,3
790,15K154,The Windsor Terrace School,elementary,15,3,3,3,3,3,3,3,3
791,15K169,P.S. 169 Sunset Park,elementary,15,3,3,3,3,3,3,3,3
792,15K172,P.S. 172 Beacon School of Excellence,elementary,15,3,3,3,3,3,3,3,3
793,15K230,P.S. 230 Doris L. Cohen,elementary,15,3,3,3,3,3,3,3,3
794,15K261,P.S. 261 Philip Livingston,elementary,15,3,3,3,3,3,3,3,3
795,15K295,P.S. 295,elementary,15,3,3,3,3,3,3,3,3
796,15K321,P.S. 321 William Penn,elementary,15,3,3,3,3,3,3,3,3
797,15K418,The Children's School,elementary,15,3,3,3,3,3,3,3,3
798,15K423,Brooklyn Frontiers High School,high school,15,3,3,3,3,3,3,3,8
799,15K429,Digital Arts and Cinema Technology High School,secondary school,15,3,3,8,3,3,3,3,12
800,15K442,M.S. 442 Carroll Gardens School for Innovation,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
801,15K443,New Voices School of Academic & Creative Arts,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
802,15K447,The Math & Science Exploratory School,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
803,15K448,Brooklyn Secondary School for Collaborative Studie,secondary school,15,3,3,10,10,3,3,3,22
804,15K462,John Jay School for Law,high school,15,3,3,3,3,3,3,3,3
805,15K463,Secondary School for Journalism,high school,15,3,3,3,3,3,3,3,3
806,15K464,Park Slope Collegiate,secondary school,15,3,3,3,3,3,3,3,3
807,15K497,The Boerum Hill School for International Studies,secondary school,15,3,3,3,3,3,3,3,7
808,15K516,Sunset Park Avenues Elementary School,elementary,15,3,3,3,3,3,3,3,3
809,15K519,Cobble Hill School of American Studies,high school,15,3,3,3,3,3,3,3,6
810,15K529,West Brooklyn Community High School,high school,15,3,3,3,3,3,3,3,3
811,15K592,Khalil Gibran International Academy,high school,15,3,3,3,3,3,3,3,3
812,15K656,Brooklyn High School of the Arts,high school,15,3,3,3,3,3,3,3,6
813,15K667,Sunset Park High School,high school,15,3,3,3,3,3,3,3,9
814,15K676,Red Hook Neighborhood School,elementary,15,3,3,3,3,3,3,3,3
815,15K684,Millennium Brooklyn HS,high school,15,3,3,3,3,3,3,3,3
816,15K698,South Brooklyn Community High School,high school,15,3,3,3,3,3,3,3,3
817,15K767,The Little Brooklyn Pre-K Center,district pre-k center,15,3,3,3,3,3,3,3,3
818,15K821,Sunset Park Prep,junior high-intermediate-middle,15,3,3,3,8,3,3,3,9
819,15K839,M.S. 839,junior high-intermediate-middle,15,3,3,3,3,3,3,3,3
820,15K863,Pre-K Center at Bishop Ford School Site,district pre-k center,15,3,3,3,3,3,3,3,3
821,16K005,P.S. 005 Dr. Ronald Mcnair,elementary,16,3,3,3,3,3,3,3,3
822,16K021,P.S. 021 Crispus Attucks,elementary,16,3,3,3,3,3,3,3,3
823,16K025,P.S. 025 Eubie Blake School,elementary,16,3,3,3,3,3,3,3,3
824,16K026,P.S. 026 Jesse Owens,elementary,16,3,3,3,3,3,3,3,3
825,16K028,P.S. 028 The Warren Prep Academy,elementary,16,3,3,3,3,3,3,3,3
826,16K035,M.S. 035 Stephen Decatur,junior high-intermediate-middle,16,3,3,3,3,3,3,3,3
827,16K040,P.S. 040 George W. Carver,elementary,16,3,3,3,3,3,3,3,3
828,16K057,J.H.S. 057 Whitelaw Reid,junior high-intermediate-middle,16,3,3,3,3,3,3,3,3
829,16K081,P.S. 081 Thaddeus Stevens,elementary,16,3,3,3,3,3,3,3,3
830,16K243,P.S. 243K- The Weeksville School,elementary,16,3,3,3,3,3,3,3,3
831,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,k-8,16,3,3,3,3,3,3,3,3
832,16K267,"M.S. 267 Math, Science & Technology",junior high-intermediate-middle,16,3,3,3,3,3,3,3,3
833,16K308,P.S. 308 Clara Cardwell,k-8,16,3,3,3,3,3,3,3,3
834,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,elementary,16,3,3,3,3,3,3,3,3
835,16K335,P.S. 335 Granville T. Woods,elementary,16,3,3,3,3,3,3,3,3
836,16K393,Frederick Douglass Academy IV Secondary School,high school,16,3,3,3,3,3,3,3,3
837,16K455,Boys and Girls High School,high school,16,3,3,3,3,3,3,3,8
838,16K498,Brooklyn High School for Law and Technology,high school,16,3,3,9,3,3,3,3,10
839,16K584,M.S. 584,junior high-intermediate-middle,16,3,3,3,3,3,3,3,3
840,16K594,Gotham Professional Arts Academy,high school,16,3,3,9,3,3,3,3,14
841,16K627,Brighter Choice Community School,elementary,16,3,3,3,3,3,3,3,3
842,16K628,Brooklyn Brownstone School,elementary,16,3,3,3,3,3,3,3,3
843,16K669,Research and Service High School,high school,16,3,3,3,3,3,3,3,3
844,16K681,Madiba Prep Middle School,junior high-intermediate-middle,16,3,3,3,3,3,3,3,3
845,16K688,The Brooklyn Academy of Global Finance,high school,16,3,3,3,3,3,3,3,6
846,16K765,Nelson Mandela High School,high school,16,3,3,7,3,3,3,3,8
847,16K959,BOYS AND GIRLS YABC,high school,16,3,3,3,3,3,3,3,3
848,17K002,Parkside Preparatory Academy,junior high-intermediate-middle,17,3,3,15,3,3,3,3,18
849,17K006,Norma Adams Clemons Academy,elementary,17,3,3,3,3,3,3,3,3
850,17K012,Dr. Jacqueline Peek-Davis School,elementary,17,3,3,3,3,3,3,3,3
851,17K061,M.S. 061 Dr. Gladstone H. Atwell,junior high-intermediate-middle,17,3,3,3,3,3,3,3,8
852,17K091,P.S. 091 The Albany Avenue School,elementary,17,3,3,3,3,3,3,3,3
853,17K092,P.S. 092 Adrian Hegeman,elementary,17,3,3,3,3,3,3,3,3
854,17K122,Pathways in Technology Early College High School (,high school,17,3,3,3,3,3,3,3,3
855,17K138,P.S. 138 Brooklyn,k-8,17,3,3,3,3,3,3,3,3
856,17K161,P.S. 161 The Crown,elementary,17,3,3,3,3,3,3,3,3
857,17K181,P.S. 181 Brooklyn,k-8,17,3,3,3,3,3,3,3,3
858,17K189,P.S. 189 The Bilingual Center,k-8,17,3,3,3,3,3,3,3,3
859,17K191,P.S. 191 Paul Robeson,elementary,17,3,3,3,3,3,3,3,3
860,17K221,P.S. 221 Toussaint L'Ouverture,elementary,17,3,3,3,3,3,3,3,3
861,17K241,P.S. 241 Emma L. Johnston,elementary,17,3,3,3,3,3,3,3,3
862,17K246,M.S. 246 Walt Whitman,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
863,17K249,P.S. 249 The Caton,elementary,17,3,3,3,3,3,3,3,3
864,17K289,P.S. 289 George V. Brower,elementary,17,3,3,3,3,3,3,3,3
865,17K316,P.S. 316 Elijah Stroud,elementary,17,3,3,3,3,3,3,3,3
866,17K340,I.S. 340,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
867,17K352,Ebbets Field Middle School,junior high-intermediate-middle,17,3,3,7,3,3,3,3,9
868,17K353,Elijah Stroud Middle School,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
869,17K354,The School of Integrated Learning,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
870,17K375,P.S. 375 Jackie Robinson School,elementary,17,3,3,3,3,3,3,3,3
871,17K382,Academy for College Preparation and Career Explora,secondary school,17,3,3,19,3,3,3,3,21
872,17K394,M.S. K394,k-8,17,3,3,3,3,3,3,3,3
873,17K397,P.S. 397 Foster-Laurie,elementary,17,3,3,3,3,3,3,3,3
874,17K398,P.S. 398 Walter Weaver,elementary,17,3,3,3,3,3,3,3,3
875,17K399,P.S. 399 Stanley Eugene Clark,elementary,17,3,3,3,3,3,3,3,3
876,17K408,Academy of Hospitality and Tourism,high school,17,3,3,3,3,3,3,3,3
877,17K467,Erasmus Yabc,high school,17,3,3,3,3,3,3,3,3
878,17K484,Ronald Edmonds Learning Center II,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
879,17K489,W.E.B. Dubois Academic High School,high school,17,3,3,3,3,3,3,3,3
880,17K524,International High School at Prospect Heights,high school,17,3,3,3,3,3,3,3,3
881,17K528,The High School for Global Citizenship,high school,17,3,3,3,3,3,3,3,3
882,17K531,"School for Human Rights, The",secondary school,17,3,3,3,3,3,3,3,3
883,17K532,New Bridges Elementary,elementary,17,3,3,3,3,3,3,3,3
884,17K533,School for Democracy and Leadership,secondary school,17,3,3,3,3,3,3,3,15
885,17K537,High School for Youth and Community Development at,high school,17,3,3,8,3,3,3,3,9
886,17K539,High School for Service & Learning at Erasmus,high school,17,3,3,11,3,3,3,3,12
887,17K543,"Science, Technology and Research Early College Hig",secondary school,17,3,3,3,3,3,3,3,3
888,17K546,High School for Public Service: Heroes of Tomorrow,high school,17,3,3,3,3,3,3,3,3
889,17K547,Brooklyn Academy of Science and the Environment,high school,17,3,3,12,3,3,3,3,13
890,17K548,Brooklyn School for Music & Theatre,high school,17,3,3,14,3,3,3,3,15
891,17K568,Brownsville Academy High School,high school,17,3,3,3,3,3,3,3,6
892,17K590,Medgar Evers College Preparatory School,secondary school,17,3,3,3,3,3,3,3,8
893,17K600,Clara Barton High School,high school,17,3,3,30,3,3,3,3,31
894,17K705,Brooklyn Arts and Science Elementary School,elementary,17,3,3,11,3,3,3,3,14
895,17K722,New Heights Middle School,junior high-intermediate-middle,17,3,3,3,3,3,3,3,3
896,17K745,Brooklyn Institute for Liberal Arts,high school,17,3,3,3,3,3,3,3,3
897,17K751,Academy for Health Careers,high school,17,3,3,3,3,3,3,3,6
898,17K770,P.S. 770 New American Academy,elementary,17,3,3,3,3,3,3,3,3
899,18K066,P.S. 66,k-8,18,3,3,3,3,3,3,3,3
900,18K068,I.S. 068 Isaac Bildersee,junior high-intermediate-middle,18,3,3,7,3,3,3,3,8
901,18K114,P.S. 114 Ryder Elementary,elementary,18,3,3,3,3,3,3,3,3
902,18K115,P.S. 115 Daniel Mucatel School,elementary,18,3,3,3,3,3,3,3,3
903,18K135,P.S. 135 Sheldon A. Brookner,elementary,18,3,3,3,3,3,3,3,7
904,18K208,P.S. 208 Elsa Ebeling,elementary,18,3,3,3,3,3,3,3,3
905,18K211,I.S. 211 John Wilson,junior high-intermediate-middle,18,3,3,3,3,3,3,3,3
906,18K219,P.S. 219 Kennedy-King,elementary,18,3,3,3,3,3,3,3,3
907,18K233,P.S. 233 Langston Hughes,elementary,18,3,3,3,3,3,3,3,3
908,18K235,P.S. 235 Janice Marie Knight School,k-8,18,3,3,3,3,3,3,3,3
909,18K244,P.S. 244 Richard R. Green,elementary,18,3,3,3,3,3,3,3,3
910,18K268,P.S. 268 Emma Lazarus,elementary,18,3,3,3,3,3,3,3,3
911,18K272,P.S. 272 Curtis Estabrook,elementary,18,3,3,3,3,3,3,3,3
912,18K276,P.S. 276 Louis Marshall,elementary,18,3,3,3,3,3,3,3,3
913,18K279,P.S. 279 Herman Schreiber,elementary,18,3,3,3,3,3,3,3,6
914,18K285,I.S. 285 Meyer Levin,junior high-intermediate-middle,18,3,3,15,3,3,3,3,16
915,18K366,The Science And Medicine Middle School,junior high-intermediate-middle,18,3,3,18,3,3,3,3,20
916,18K563,It Takes a Village Academy,high school,18,3,3,3,3,3,3,3,11
917,18K566,Brooklyn Generation School,high school,18,3,3,3,3,3,3,3,6
918,18K567,Brooklyn Theatre Arts High School,high school,18,3,3,3,3,3,3,3,17
919,18K569,Kurt Hahn Expeditionary Learning School,high school,18,3,3,13,3,3,3,3,14
920,18K576,Victory Collegiate High School,high school,18,3,3,3,3,3,3,3,3
921,18K578,Brooklyn Bridge Academy,high school,18,3,3,3,3,3,3,3,3
922,18K581,East Flatbush Community Research School,junior high-intermediate-middle,18,3,3,3,3,3,3,3,3
923,18K588,Middle School for Art and Philosophy,junior high-intermediate-middle,18,3,3,13,3,3,3,3,15
924,18K589,Arts & Media Preparatory Academy,high school,18,3,3,3,3,3,3,3,3
925,18K598,Middle School of Marketing and Legal Studies,junior high-intermediate-middle,18,3,3,3,3,3,3,3,3
926,18K617,High School for Innovation in Advertising and Medi,high school,18,3,3,20,3,3,3,3,24
927,18K629,Cultural Academy for the Arts and Sciences,high school,18,3,3,16,3,3,3,3,19
928,18K633,High School for Medical Professions,high school,18,3,3,3,3,3,3,3,11
929,18K635,Olympus Academy,high school,18,3,3,3,3,3,3,3,3
930,18K637,Academy for Conservation and the Environment,high school,18,3,3,3,3,3,3,3,3
931,18K642,Urban Action Academy,high school,18,3,3,25,3,3,3,3,26
932,18K673,East Brooklyn Community High School,high school,18,3,3,3,3,3,3,3,3
933,18K763,Brooklyn Science and Engineering Academy,junior high-intermediate-middle,18,3,3,3,3,3,3,3,3
934,18K922,South Shore Educational Complex Yabc,high school,18,3,3,3,3,3,3,3,3
935,19K007,P.S. 007 Abraham Lincoln,elementary,19,3,3,3,3,3,3,3,3
936,19K013,P.S. 013 Roberto Clemente,elementary,19,3,3,3,3,3,3,3,3
937,19K065,P.S. 065,elementary,19,3,3,3,3,3,3,3,3
938,19K089,P.S. 089 Cypress Hills,k-8,19,3,3,3,7,3,3,3,8
939,19K108,P.S. 108 Sal Abbracciamento,elementary,19,3,3,3,3,3,3,3,3
940,19K149,P.S. 149 Danny Kaye,elementary,19,3,3,3,3,3,3,3,3
941,19K158,P.S. 158 Warwick,elementary,19,3,3,3,3,3,3,3,3
942,19K159,P.S. 159 Isaac Pitkin,elementary,19,3,3,13,3,3,3,3,18
943,19K171,I.S. 171 Abraham Lincoln,junior high-intermediate-middle,19,3,3,3,6,3,3,3,12
944,19K190,P.S. 190 Sheffield,elementary,19,3,3,3,3,3,3,3,3
945,19K202,P.S. 202 Ernest S. Jenkyns,elementary,19,3,3,7,3,3,3,3,8
946,19K213,P.S. 213 New Lots,elementary,19,3,3,3,3,3,3,3,3
947,19K214,P.S. 214 Michael Friedsam,elementary,19,3,3,3,3,3,3,3,8
948,19K218,J.H.S. 218 James P. Sinnott,junior high-intermediate-middle,19,3,3,9,3,3,3,3,10
949,19K224,P.S. 224 Hale A. Woodruff,elementary,19,3,3,3,3,3,3,3,3
950,19K273,P.S. 273 Wortman,elementary,19,3,3,3,3,3,3,3,3
951,19K290,P.S. 290 Juan Morel Campos,elementary,19,3,3,3,3,3,3,3,3
952,19K292,J.H.S. 292 Margaret S. Douglas,junior high-intermediate-middle,19,3,3,8,3,3,3,3,9
953,19K306,P.S. 306 Ethan Allen,k-8,19,3,3,3,3,3,3,3,3
954,19K311,Essence School,junior high-intermediate-middle,19,3,3,3,3,3,3,3,3
955,19K325,The Fresh Creek School,elementary,19,3,3,3,3,3,3,3,3
956,19K328,P.S. 328 Phyllis Wheatley,elementary,19,3,3,3,3,3,3,3,3
957,19K345,P.S. 345 Patrolman Robert Bolden,elementary,19,3,3,3,3,3,3,3,3
958,19K346,P.S. 346 Abe Stark,elementary,19,3,3,3,3,3,3,3,3
959,19K364,I.S. 364 Gateway,junior high-intermediate-middle,19,3,3,3,3,3,3,3,3
960,19K404,Academy for Young Writers,secondary school,19,3,3,7,3,3,3,3,8
961,19K409,East New York Family Academy,secondary school,19,3,3,27,3,3,3,3,34
