,Pct,Intervention Type,Restraints,Gender,Age,Race
99,9,Juvenile Report,No Restraints,M,15.0,Black
100,9,Mitigated,No Restraints,F,15.0,Black
101,9,Summons,No Restraints,M,16.0,White Hispanic
102,10,Arrested,Metal,M,16.0,White Hispanic
103,10,Arrested,Metal,M,17.0,White Hispanic
104,10,Arrested,Metal,M,17.0,White
105,10,Arrested,Metal,M,17.0,White Hispanic
106,10,Arrested,Metal,F,18.0,Black Hispanic
107,10,Child in Crisis,No Restraints,F,14.0,Black
108,10,Child in Crisis,No Restraints,M,16.0,Black
109,10,Child in Crisis,No Restraints,F,21.0,White Hispanic
110,10,Juvenile Report,Metal,M,15.0,White Hispanic
111,10,Juvenile Report,No Restraints,M,13.0,Black
112,10,Juvenile Report,No Restraints,M,13.0,Black Hispanic
113,10,Juvenile Report,No Restraints,M,13.0,Black
114,10,Juvenile Report,No Restraints,F,15.0,White
115,10,Mitigated,No Restraints,M,13.0,Black
116,10,Mitigated,No Restraints,F,14.0,Black
117,10,Mitigated,No Restraints,F,14.0,Black
118,10,Mitigated,No Restraints,F,17.0,White Hispanic
119,10,Mitigated,No Restraints,M,17.0,White Hispanic
120,10,Mitigated,No Restraints,M,17.0,White
121,10,Mitigated,No Restraints,M,17.0,White Hispanic
122,10,Mitigated,No Restraints,F,17.0,Black Hispanic
123,10,Mitigated,No Restraints,F,18.0,White Hispanic
124,10,Mitigated,No Restraints,F,18.0,Asian/Pacific Isl.
125,10,Summons,No Restraints,F,17.0,White Hispanic
126,10,Summons,No Restraints,M,16.0,White
127,13,Arrested,Metal,M,16.0,Black
128,13,Arrested,Metal,M,16.0,Black
129,13,Arrested,Metal,M,16.0,Black
130,13,Arrested,Metal,M,17.0,White Hispanic
131,13,Arrested,Metal,F,17.0,White Hispanic
132,13,Child in Crisis,No Restraints,M,14.0,Black
133,13,Child in Crisis,No Restraints,F,14.0,White Hispanic
134,13,Child in Crisis,No Restraints,M,14.0,Black
135,13,Child in Crisis,No Restraints,M,14.0,Black
136,13,Child in Crisis,No Restraints,F,15.0,Asian/Pacific Isl.
137,13,Child in Crisis,No Restraints,F,15.0,White Hispanic
138,13,Child in Crisis,No Restraints,F,15.0,Asian/Pacific Isl.
139,13,Child in Crisis,No Restraints,M,16.0,White Hispanic
140,13,Child in Crisis,No Restraints,F,17.0,Black
141,13,Juvenile Report,No Restraints,M,14.0,East Indian
142,13,Juvenile Report,No Restraints,M,15.0,Black Hispanic
143,13,Juvenile Report,No Restraints,M,15.0,White Hispanic
144,13,Juvenile Report,No Restraints,M,15.0,Black
145,13,Juvenile Report,No Restraints,M,15.0,White
146,13,Mitigated,No Restraints,M,12.0,Black
147,13,Mitigated,No Restraints,M,15.0,Asian/Pacific Isl.
148,13,Mitigated,No Restraints,M,15.0,White Hispanic
149,13,PINS / Warrant,Metal,F,16.0,White Hispanic
150,13,Summons,No Restraints,M,16.0,Black
151,13,Summons,No Restraints,F,16.0,White Hispanic
152,13,Summons,No Restraints,F,16.0,Black
153,13,Summons,No Restraints,F,16.0,White Hispanic
154,13,Summons,No Restraints,M,16.0,Black
155,13,Summons,No Restraints,M,16.0,Black
156,13,Summons,No Restraints,M,16.0,Black
157,13,Summons,No Restraints,M,17.0,Asian/Pacific Isl.
158,14,Arrested,Metal,M,18.0,White Hispanic
159,14,Arrested,No Restraints,M,15.0,Black Hispanic
160,14,Child in Crisis,Metal,M,17.0,Black
161,14,Child in Crisis,No Restraints,M,17.0,White Hispanic
162,14,Child in Crisis,No Restraints,F,18.0,Black Hispanic
163,14,Juvenile Report,Metal,F,15.0,Black Hispanic
164,14,Mitigated,No Restraints,M,14.0,White Hispanic
165,14,Mitigated,No Restraints,F,16.0,White Hispanic
166,14,Mitigated,No Restraints,M,16.0,White Hispanic
167,14,Mitigated,No Restraints,M,17.0,White Hispanic
168,14,Summons,No Restraints,M,16.0,Black
169,14,Summons,No Restraints,M,16.0,Black
170,17,Arrested,No Restraints,M,17.0,Black Hispanic
171,17,Child in Crisis,No Restraints,F,16.0,Black
172,17,Juvenile Report,No Restraints,M,8.0,Black
173,17,Juvenile Report,No Restraints,M,9.0,White
174,17,Juvenile Report,No Restraints,M,15.0,White Hispanic
175,18,Arrested,Metal,F,16.0,White Hispanic
176,18,Arrested,Metal,M,16.0,Black
177,18,Arrested,No Restraints,M,15.0,Black
178,18,Arrested,No Restraints,F,16.0,White Hispanic
179,18,Child in Crisis,Metal,M,15.0,Black
180,18,Child in Crisis,Metal,F,15.0,Black
181,18,Child in Crisis,Metal,M,17.0,Black
182,18,Child in Crisis,No Restraints,M,15.0,Black
183,18,Child in Crisis,No Restraints,F,16.0,Black
184,18,Child in Crisis,No Restraints,F,16.0,Black
185,18,Juvenile Report,No Restraints,M,14.0,Black
186,18,Juvenile Report,No Restraints,M,15.0,Black
187,18,Juvenile Report,No Restraints,F,15.0,Black Hispanic
188,18,Juvenile Report,No Restraints,M,15.0,White Hispanic
189,18,Juvenile Report,No Restraints,M,15.0,Black
190,18,Mitigated,No Restraints,M,14.0,White Hispanic
191,18,Mitigated,No Restraints,M,15.0,White Hispanic
192,18,Mitigated,No Restraints,M,16.0,White Hispanic
193,18,Mitigated,No Restraints,F,17.0,White Hispanic
194,18,Mitigated,No Restraints,F,19.0,White Hispanic
195,18,PINS / Warrant,No Restraints,M,16.0,White Hispanic
196,18,Summons,Metal,F,16.0,White Hispanic
197,18,Summons,Metal,M,16.0,Black
198,18,Summons,No Restraints,M,18.0,Black Hispanic
199,18,Summons,No Restraints,F,17.0,Black
200,18,Summons,No Restraints,F,16.0,Black Hispanic
201,18,Summons,No Restraints,F,16.0,White Hispanic
202,18,Summons,No Restraints,F,16.0,Black Hispanic
203,18,Summons,No Restraints,F,16.0,White Hispanic
204,18,Summons,No Restraints,M,16.0,White Hispanic
205,18,Summons,No Restraints,M,16.0,White Hispanic
206,18,Summons,No Restraints,M,16.0,White
207,18,Summons,No Restraints,M,16.0,White Hispanic
208,18,Summons,No Restraints,M,16.0,Black
209,18,Summons,No Restraints,M,16.0,Black
210,18,Summons,No Restraints,F,17.0,Black
211,18,Summons,No Restraints,M,17.0,White Hispanic
212,18,Summons,No Restraints,M,17.0,White Hispanic
213,18,Summons,No Restraints,M,17.0,White Hispanic
214,19,Arrested,Metal,M,13.0,Black
215,19,Child in Crisis,Metal,M,12.0,Black
216,19,Child in Crisis,No Restraints,F,14.0,Black
217,19,Child in Crisis,No Restraints,F,16.0,Black
218,19,Juvenile Report,Metal,M,13.0,Black
219,19,Juvenile Report,Metal,F,15.0,Black
220,19,Juvenile Report,Metal,F,15.0,Black
221,19,Juvenile Report,No Restraints,M,13.0,White Hispanic
222,19,Juvenile Report,No Restraints,M,13.0,White Hispanic
223,19,Juvenile Report,No Restraints,F,13.0,White Hispanic
224,19,Juvenile Report,No Restraints,M,14.0,Asian/Pacific Isl.
225,19,Juvenile Report,No Restraints,M,15.0,White Hispanic
226,19,Mitigated,No Restraints,F,12.0,Asian/Pacific Isl.
227,19,Mitigated,No Restraints,F,14.0,Black
228,19,Summons,No Restraints,M,18.0,Black
229,20,Arrested,Metal,F,17.0,Black
230,20,Arrested,Metal,M,17.0,White Hispanic
231,20,Arrested,Metal,M,19.0,White Hispanic
232,20,Arrested,Metal,F,40.0,Black
233,20,Child in Crisis,No Restraints,F,8.0,Black Hispanic
234,20,Child in Crisis,No Restraints,M,12.0,Black
235,20,Child in Crisis,No Restraints,F,13.0,Black Hispanic
236,20,Child in Crisis,No Restraints,F,14.0,Black Hispanic
237,20,Child in Crisis,No Restraints,M,15.0,East Indian
238,20,Child in Crisis,No Restraints,F,17.0,Black
239,20,Child in Crisis,No Restraints,F,17.0,White Hispanic
240,20,Child in Crisis,Velcro,M,14.0,White
241,20,Juvenile Report,No Restraints,F,13.0,Black
242,20,Juvenile Report,No Restraints,M,14.0,Black
243,20,Juvenile Report,No Restraints,M,15.0,Black
244,20,Juvenile Report,No Restraints,F,15.0,White
245,20,Juvenile Report,No Restraints,F,15.0,White Hispanic
246,20,Juvenile Report,No Restraints,M,15.0,Black
247,20,Mitigated,No Restraints,M,17.0,Black
248,20,Summons,No Restraints,M,18.0,White Hispanic
249,20,Summons,No Restraints,M,18.0,Black
250,20,Summons,No Restraints,M,17.0,Black
251,20,Summons,No Restraints,F,16.0,Black
252,20,Summons,No Restraints,M,16.0,White Hispanic
253,20,Summons,No Restraints,F,16.0,White
254,20,Summons,No Restraints,M,16.0,East Indian
255,20,Summons,No Restraints,M,17.0,Black
256,20,Summons,No Restraints,M,16.0,White
257,20,Summons,No Restraints,F,16.0,Black
258,20,Summons,No Restraints,M,17.0,Black
259,20,Summons,No Restraints,M,17.0,White
260,20,Summons,No Restraints,M,17.0,Black
261,20,Summons,No Restraints,M,17.0,Black
262,20,Summons,No Restraints,F,17.0,Black
263,23,Arrested,Metal,F,12.0,White Hispanic
264,23,Arrested,Metal,M,16.0,Black Hispanic
265,23,Arrested,Metal,M,16.0,White Hispanic
266,23,Arrested,Metal,M,16.0,Black
267,23,Arrested,Metal,M,26.0,Black
268,23,Arrested,Metal,F,39.0,Black
269,23,Arrested,No Restraints,M,12.0,Black
270,23,Child in Crisis,Metal,M,13.0,Black
271,23,Child in Crisis,No Restraints,F,6.0,Black
272,23,Child in Crisis,No Restraints,M,7.0,Black
273,23,Child in Crisis,No Restraints,F,8.0,Black
274,23,Child in Crisis,No Restraints,F,9.0,White Hispanic
275,23,Child in Crisis,No Restraints,M,9.0,White Hispanic
276,23,Child in Crisis,No Restraints,M,11.0,Black
277,23,Child in Crisis,No Restraints,F,11.0,Black Hispanic
278,23,Child in Crisis,No Restraints,M,11.0,Black Hispanic
279,23,Child in Crisis,No Restraints,M,11.0,White Hispanic
280,23,Child in Crisis,No Restraints,M,11.0,Black Hispanic
281,23,Child in Crisis,No Restraints,M,12.0,White Hispanic
282,23,Child in Crisis,No Restraints,M,12.0,Black
283,23,Child in Crisis,No Restraints,F,12.0,Black
284,23,Child in Crisis,No Restraints,F,16.0,Black
285,23,Child in Crisis,No Restraints,M,17.0,Black
286,23,Child in Crisis,Velcro,M,11.0,White Hispanic
287,23,Juvenile Report,Metal,M,15.0,Black Hispanic
288,23,Juvenile Report,Metal,M,15.0,Black Hispanic
289,23,Juvenile Report,Metal,M,15.0,Black Hispanic
290,23,Juvenile Report,Metal,M,15.0,Black Hispanic
291,23,Juvenile Report,No Restraints,F,12.0,Black
292,23,Juvenile Report,No Restraints,M,13.0,White Hispanic
293,23,Juvenile Report,No Restraints,M,13.0,Black
294,23,Mitigated,No Restraints,M,10.0,Black
295,24,Arrested,Metal,F,21.0,Black
296,24,Arrested,Metal,M,54.0,Black Hispanic
297,24,Child in Crisis,No Restraints,M,5.0,Black
298,24,Child in Crisis,No Restraints,F,11.0,White Hispanic
299,24,Child in Crisis,No Restraints,F,13.0,Black
300,24,Child in Crisis,No Restraints,M,13.0,Black
301,24,Child in Crisis,No Restraints,M,14.0,Black
302,24,Child in Crisis,Velcro,F,8.0,White Hispanic
303,24,Juvenile Report,No Restraints,M,7.0,Black Hispanic
304,24,Juvenile Report,No Restraints,F,11.0,Black
305,24,Juvenile Report,No Restraints,M,14.0,Black
306,24,Juvenile Report,No Restraints,F,14.0,Black Hispanic
307,24,Mitigated,No Restraints,M,11.0,Black
308,24,Mitigated,No Restraints,F,14.0,Black
309,25,Arrested,Metal,M,13.0,White Hispanic
310,25,Arrested,Metal,F,35.0,Black Hispanic
311,25,Arrested,Metal,F,35.0,White Hispanic
312,25,Child in Crisis,No Restraints,F,9.0,Black
313,25,Child in Crisis,No Restraints,F,16.0,Black
314,25,Child in Crisis,No Restraints,F,16.0,Black
315,25,Child in Crisis,No Restraints,M,20.0,White
316,25,Mitigated,No Restraints,M,17.0,White Hispanic
317,25,Mitigated,No Restraints,M,18.0,Black
318,25,Mitigated,No Restraints,M,18.0,White Hispanic
319,26,Arrested,Metal,F,16.0,Black
320,26,Arrested,No Restraints,M,14.0,Black
321,26,Child in Crisis,Metal,M,12.0,White Hispanic
322,26,Child in Crisis,Metal,M,14.0,Black
323,26,Child in Crisis,No Restraints,M,12.0,White Hispanic
324,26,Child in Crisis,No Restraints,F,12.0,Black
325,26,Child in Crisis,No Restraints,F,14.0,Black
326,26,Child in Crisis,No Restraints,M,17.0,White Hispanic
327,26,Juvenile Report,No Restraints,M,12.0,Black
328,26,Juvenile Report,No Restraints,F,13.0,White Hispanic
329,26,Juvenile Report,No Restraints,M,13.0,White Hispanic
330,26,Juvenile Report,No Restraints,M,13.0,Black
331,26,Juvenile Report,No Restraints,M,14.0,Black
332,26,Mitigated,Metal,F,15.0,Black
333,26,Mitigated,No Restraints,F,8.0,White Hispanic
334,26,Mitigated,No Restraints,M,13.0,White Hispanic
335,26,Mitigated,No Restraints,M,14.0,White Hispanic
336,26,Mitigated,No Restraints,F,15.0,Black
337,26,Summons,No Restraints,F,16.0,Black
338,28,Child in Crisis,No Restraints,F,6.0,Black
339,28,Child in Crisis,No Restraints,M,7.0,Black
340,28,Child in Crisis,No Restraints,F,7.0,Black
341,28,Child in Crisis,No Restraints,F,8.0,Black
342,28,Child in Crisis,No Restraints,M,8.0,Black
343,28,Child in Crisis,No Restraints,M,9.0,White Hispanic
344,28,Child in Crisis,No Restraints,F,9.0,Black
345,28,Child in Crisis,No Restraints,F,13.0,Black
346,28,Child in Crisis,No Restraints,F,13.0,Black
347,28,Child in Crisis,No Restraints,F,14.0,Black
348,28,Child in Crisis,No Restraints,F,14.0,Black
349,28,Juvenile Report,No Restraints,F,12.0,Black
350,28,Juvenile Report,No Restraints,M,15.0,White Hispanic
351,28,Juvenile Report,No Restraints,M,15.0,Black
352,28,Juvenile Report,No Restraints,F,15.0,Black
353,28,Mitigated,No Restraints,M,11.0,Black
354,28,Mitigated,No Restraints,F,12.0,Black
355,28,Mitigated,No Restraints,F,17.0,White Hispanic
356,28,Mitigated,No Restraints,M,18.0,Black
357,28,Mitigated,No Restraints,F,19.0,Black
358,28,Mitigated,No Restraints,F,19.0,Black
359,30,Child in Crisis,Velcro,M,10.0,Black
360,30,Juvenile Report,No Restraints,F,7.0,Black
361,32,Arrested,Metal,M,14.0,Black
362,32,Arrested,Metal,M,17.0,White Hispanic
363,32,Arrested,Metal,M,18.0,Black
364,32,Arrested,Metal,M,18.0,Black
365,32,Arrested,Metal,M,23.0,White Hispanic
366,32,Child in Crisis,No Restraints,M,5.0,Black
367,32,Child in Crisis,No Restraints,M,7.0,White Hispanic
368,32,Child in Crisis,No Restraints,F,8.0,White Hispanic
369,32,Juvenile Report,Metal,M,14.0,Black Hispanic
370,32,Juvenile Report,Metal,M,15.0,Black
371,32,Juvenile Report,No Restraints,F,10.0,Black
372,32,Juvenile Report,No Restraints,F,10.0,Black
373,32,Juvenile Report,No Restraints,M,13.0,Black
374,32,Juvenile Report,No Restraints,F,13.0,Black
375,32,Juvenile Report,No Restraints,M,14.0,Black
376,32,Juvenile Report,No Restraints,M,15.0,White Hispanic
377,32,Mitigated,No Restraints,F,12.0,Black
378,32,Mitigated,No Restraints,F,12.0,Black
379,32,Mitigated,No Restraints,F,13.0,White Hispanic
380,32,Mitigated,No Restraints,M,14.0,Black
381,32,Mitigated,No Restraints,F,16.0,White Hispanic
382,32,Summons,Metal,M,17.0,Black
383,32,Summons,Metal,M,17.0,Black
384,33,Arrested,Metal,M,14.0,Asian/Pacific Isl.
385,33,Arrested,Metal,M,43.0,Black
386,33,Arrested,No Restraints,M,13.0,Black Hispanic
387,33,Arrested,No Restraints,M,15.0,Black
388,33,Arrested,No Restraints,M,15.0,White Hispanic
389,33,Child in Crisis,No Restraints,F,4.0,Black
390,33,Child in Crisis,No Restraints,M,13.0,White Hispanic
391,33,Child in Crisis,No Restraints,M,13.0,White Hispanic
392,33,Child in Crisis,No Restraints,M,14.0,White Hispanic
393,33,Child in Crisis,No Restraints,M,15.0,Black Hispanic
394,33,Juvenile Report,No Restraints,M,13.0,White Hispanic
395,33,Juvenile Report,No Restraints,M,14.0,White Hispanic
396,33,Mitigated,No Restraints,F,11.0,White Hispanic
397,33,Mitigated,No Restraints,M,11.0,White Hispanic
398,33,Mitigated,No Restraints,F,11.0,White Hispanic
399,33,Mitigated,No Restraints,F,12.0,White Hispanic
400,33,Mitigated,No Restraints,M,15.0,Black
401,33,PINS / Warrant,No Restraints,M,11.0,White Hispanic
402,34,Arrested,Metal,F,14.0,Black
403,34,Arrested,Metal,F,16.0,Black
404,34,Arrested,Metal,F,16.0,Black
405,34,Arrested,Metal,M,17.0,White Hispanic
406,34,Arrested,Metal,M,18.0,Black Hispanic
407,34,Arrested,No Restraints,M,14.0,White Hispanic
408,34,Child in Crisis,No Restraints,M,7.0,White Hispanic
409,34,Child in Crisis,No Restraints,M,7.0,White
410,34,Child in Crisis,No Restraints,M,8.0,White Hispanic
411,34,Child in Crisis,No Restraints,M,8.0,White Hispanic
412,34,Child in Crisis,No Restraints,M,14.0,Black Hispanic
413,34,Child in Crisis,No Restraints,F,15.0,Black Hispanic
414,34,Child in Crisis,No Restraints,F,16.0,Black
415,34,Child in Crisis,No Restraints,F,16.0,Black
416,34,Juvenile Report,Metal,M,15.0,White Hispanic
417,34,Juvenile Report,No Restraints,M,15.0,White Hispanic
418,34,Juvenile Report,No Restraints,M,15.0,Black
419,34,Juvenile Report,No Restraints,M,15.0,White Hispanic
420,34,Summons,No Restraints,M,19.0,White Hispanic
421,40,Arrested,Metal,F,16.0,White Hispanic
422,40,Arrested,Metal,F,17.0,Black
423,40,Arrested,Metal,M,18.0,White Hispanic
424,40,Arrested,Metal,M,19.0,White Hispanic
425,40,Arrested,No Restraints,M,14.0,Black
426,40,Arrested,No Restraints,M,16.0,Black Hispanic
427,40,Arrested,No Restraints,F,27.0,White Hispanic
428,40,Child in Crisis,Metal,F,14.0,Black
429,40,Child in Crisis,Metal,F,15.0,White Hispanic
430,40,Child in Crisis,Metal,M,15.0,Black
431,40,Child in Crisis,Metal,F,16.0,Black
432,40,Child in Crisis,Metal,M,16.0,White Hispanic
433,40,Child in Crisis,Metal,M,16.0,Black
434,40,Child in Crisis,Metal,F,16.0,White Hispanic
435,40,Child in Crisis,Metal,M,17.0,Black
436,40,Child in Crisis,Metal,M,17.0,Black
437,40,Child in Crisis,Metal,M,18.0,White Hispanic
438,40,Child in Crisis,Metal,F,18.0,Black
439,40,Child in Crisis,No Restraints,M,6.0,Black Hispanic
440,40,Child in Crisis,No Restraints,M,6.0,Black Hispanic
441,40,Child in Crisis,No Restraints,M,7.0,White Hispanic
442,40,Child in Crisis,No Restraints,M,7.0,Black
443,40,Child in Crisis,No Restraints,M,7.0,Black
444,40,Child in Crisis,No Restraints,M,7.0,Black
445,40,Child in Crisis,No Restraints,M,7.0,White Hispanic
446,40,Child in Crisis,No Restraints,M,8.0,White Hispanic
447,40,Child in Crisis,No Restraints,M,8.0,Asian/Pacific Isl.
448,40,Child in Crisis,No Restraints,F,9.0,White Hispanic
449,40,Child in Crisis,No Restraints,M,9.0,Black
450,40,Child in Crisis,No Restraints,M,9.0,Black
451,40,Child in Crisis,No Restraints,M,10.0,White Hispanic
452,40,Child in Crisis,No Restraints,M,10.0,White Hispanic
453,40,Child in Crisis,No Restraints,F,11.0,White Hispanic
454,40,Child in Crisis,No Restraints,F,11.0,Black Hispanic
455,40,Child in Crisis,No Restraints,F,11.0,Black
456,40,Child in Crisis,No Restraints,M,11.0,Black
457,40,Child in Crisis,No Restraints,F,11.0,Black Hispanic
458,40,Child in Crisis,No Restraints,M,12.0,Black Hispanic
459,40,Child in Crisis,No Restraints,F,13.0,White Hispanic
460,40,Child in Crisis,No Restraints,M,13.0,White Hispanic
461,40,Child in Crisis,No Restraints,F,14.0,Black
462,40,Child in Crisis,No Restraints,F,14.0,Black
463,40,Child in Crisis,No Restraints,F,14.0,Black
464,40,Child in Crisis,No Restraints,F,15.0,White Hispanic
465,40,Child in Crisis,No Restraints,F,15.0,White Hispanic
466,40,Child in Crisis,No Restraints,F,16.0,White Hispanic
467,40,Child in Crisis,No Restraints,F,16.0,Black
468,40,Child in Crisis,No Restraints,M,17.0,Black
469,40,Child in Crisis,No Restraints,M,18.0,White Hispanic
470,40,Child in Crisis,No Restraints,M,18.0,Black
471,40,Child in Crisis,No Restraints,M,18.0,Black
472,40,Child in Crisis,Velcro,M,13.0,Black Hispanic
473,40,Child in Crisis,Velcro,M,12.0,Black
474,40,Juvenile Report,Metal,F,15.0,White Hispanic
475,40,Juvenile Report,No Restraints,M,9.0,White Hispanic
476,40,Juvenile Report,No Restraints,M,12.0,Black
477,40,Juvenile Report,No Restraints,M,12.0,Black
478,40,Juvenile Report,No Restraints,M,12.0,Black
479,40,Juvenile Report,No Restraints,M,14.0,White Hispanic
480,40,Juvenile Report,No Restraints,M,14.0,Black Hispanic
481,40,Juvenile Report,No Restraints,M,14.0,Black
482,40,Juvenile Report,No Restraints,M,14.0,Black
483,40,Juvenile Report,No Restraints,M,15.0,Black
484,40,Juvenile Report,No Restraints,M,15.0,White Hispanic
485,40,Juvenile Report,No Restraints,M,15.0,White Hispanic
486,40,Juvenile Report,No Restraints,F,15.0,Black Hispanic
487,40,Mitigated,Metal,M,13.0,Black
488,40,Mitigated,No Restraints,M,8.0,Black
489,40,Mitigated,No Restraints,M,9.0,Black
490,40,Mitigated,No Restraints,M,12.0,Black
491,40,Mitigated,No Restraints,M,8.0,White Hispanic
492,40,Mitigated,No Restraints,M,9.0,White Hispanic
493,40,Mitigated,No Restraints,M,10.0,White Hispanic
494,40,Mitigated,No Restraints,M,11.0,White Hispanic
495,40,Mitigated,No Restraints,M,12.0,Black
496,40,Mitigated,No Restraints,M,13.0,Black
497,40,Mitigated,No Restraints,M,13.0,White Hispanic
498,40,Mitigated,No Restraints,M,14.0,Black
499,40,Mitigated,No Restraints,M,14.0,Black Hispanic
500,40,Mitigated,No Restraints,M,14.0,Black
501,40,Mitigated,No Restraints,M,14.0,Black
502,40,Mitigated,No Restraints,M,14.0,Black
503,40,Mitigated,No Restraints,M,15.0,Black Hispanic
504,40,Mitigated,No Restraints,F,15.0,White Hispanic
505,40,Mitigated,No Restraints,F,15.0,White Hispanic
506,40,Mitigated,No Restraints,M,16.0,White Hispanic
507,40,Mitigated,No Restraints,F,16.0,White Hispanic
508,40,Mitigated,No Restraints,M,16.0,Black Hispanic
509,40,Mitigated,No Restraints,F,16.0,White Hispanic
