,Pct,Intervention Type,Restraints,Gender,Age,Race
1503,71,Juvenile Report,Metal,F,14.0,Black
1504,71,Juvenile Report,No Restraints,M,14.0,Black
1505,71,Juvenile Report,No Restraints,M,15.0,White Hispanic
1506,71,Mitigated,No Restraints,F,16.0,Black
1507,71,Mitigated,No Restraints,F,11.0,Black
1508,71,Mitigated,No Restraints,F,11.0,Black
1509,71,Mitigated,No Restraints,M,11.0,Black
1510,71,Mitigated,No Restraints,F,12.0,Black
1511,71,Mitigated,No Restraints,M,13.0,Black
1512,71,Mitigated,No Restraints,F,13.0,Black
1513,71,Mitigated,No Restraints,M,13.0,White Hispanic
1514,71,Mitigated,No Restraints,M,14.0,Black
1515,71,Mitigated,No Restraints,F,14.0,Black
1516,71,Mitigated,No Restraints,M,14.0,Black
1517,71,Mitigated,No Restraints,M,14.0,Black
1518,71,Mitigated,No Restraints,M,14.0,Black
1519,71,Mitigated,No Restraints,M,14.0,Black
1520,71,Mitigated,No Restraints,M,14.0,Black
1521,71,Mitigated,No Restraints,M,14.0,Arabic
1522,71,Mitigated,No Restraints,M,15.0,Black
1523,71,Mitigated,No Restraints,F,16.0,Black
1524,71,Mitigated,No Restraints,F,16.0,Black
1525,71,Mitigated,No Restraints,M,16.0,Black
1526,71,Mitigated,No Restraints,F,16.0,Black
1527,71,Mitigated,No Restraints,F,16.0,Black
1528,71,Mitigated,No Restraints,M,17.0,Black
1529,71,Mitigated,No Restraints,F,17.0,Black
1530,71,Mitigated,No Restraints,F,18.0,Black
1531,71,Mitigated,No Restraints,M,19.0,Black
1532,71,Mitigated,No Restraints,F,40.0,Black
1533,71,Mitigated,Velcro,M,14.0,Black
1534,71,Summons,Metal,M,18.0,Black
1535,71,Summons,No Restraints,F,19.0,Black
1536,71,Summons,No Restraints,M,19.0,Black Hispanic
1537,71,Summons,No Restraints,M,16.0,Black
1538,71,Summons,No Restraints,F,16.0,Black
1539,71,Summons,No Restraints,M,17.0,White Hispanic
1540,72,Arrested,Metal,F,14.0,Black
1541,72,Arrested,No Restraints,F,12.0,Black
1542,72,Child in Crisis,Metal,M,17.0,Black
1543,72,Child in Crisis,Metal,M,17.0,Black
1544,72,Child in Crisis,No Restraints,M,7.0,White Hispanic
1545,72,Child in Crisis,No Restraints,M,12.0,White Hispanic
1546,72,Child in Crisis,No Restraints,M,14.0,Black
1547,72,Juvenile Report,No Restraints,M,12.0,White Hispanic
1548,72,Juvenile Report,No Restraints,M,13.0,White Hispanic
1549,72,Juvenile Report,No Restraints,M,13.0,White Hispanic
1550,72,Juvenile Report,No Restraints,M,13.0,White Hispanic
1551,72,Juvenile Report,No Restraints,M,14.0,White Hispanic
1552,72,Mitigated,No Restraints,F,10.0,White Hispanic
1553,72,Mitigated,No Restraints,M,12.0,Arabic
1554,72,Mitigated,No Restraints,M,14.0,Black
1555,72,Mitigated,No Restraints,M,15.0,Black
1556,72,Mitigated,No Restraints,M,15.0,White Hispanic
1557,72,Mitigated,No Restraints,F,15.0,White Hispanic
1558,72,Mitigated,No Restraints,F,17.0,Black
1559,73,Arrested,Metal,M,13.0,Black
1560,73,Arrested,Metal,M,13.0,Black
1561,73,Arrested,Metal,M,16.0,Black
1562,73,Arrested,Metal,M,16.0,Black
1563,73,Arrested,Metal,M,16.0,Black
1564,73,Arrested,Metal,M,16.0,Black
1565,73,Arrested,Metal,M,17.0,Black
1566,73,Arrested,Metal,F,17.0,Black
1567,73,Arrested,Metal,F,29.0,Black
1568,73,Arrested,Metal,F,34.0,Black
1569,73,Child in Crisis,Metal,F,16.0,Black
1570,73,Child in Crisis,Metal,F,17.0,Black
1571,73,Child in Crisis,Metal,M,18.0,Black
1572,73,Child in Crisis,No Restraints,M,6.0,Black
1573,73,Child in Crisis,No Restraints,F,6.0,Black
1574,73,Child in Crisis,No Restraints,M,6.0,Black
1575,73,Child in Crisis,No Restraints,M,6.0,Black
1576,73,Child in Crisis,No Restraints,M,8.0,Black
1577,73,Child in Crisis,No Restraints,F,9.0,Black Hispanic
1578,73,Child in Crisis,No Restraints,M,10.0,Black
1579,73,Child in Crisis,No Restraints,M,10.0,White Hispanic
1580,73,Child in Crisis,No Restraints,M,10.0,Black
1581,73,Child in Crisis,No Restraints,F,10.0,Black
1582,73,Child in Crisis,No Restraints,M,10.0,Black
1583,73,Child in Crisis,No Restraints,M,10.0,Black
1584,73,Child in Crisis,No Restraints,M,10.0,Black
1585,73,Child in Crisis,No Restraints,F,12.0,Black
1586,73,Child in Crisis,No Restraints,M,12.0,Black
1587,73,Child in Crisis,No Restraints,F,12.0,Black
1588,73,Child in Crisis,No Restraints,M,13.0,Black
1589,73,Child in Crisis,No Restraints,M,14.0,Black
1590,73,Child in Crisis,No Restraints,F,14.0,White Hispanic
1591,73,Child in Crisis,No Restraints,F,14.0,White Hispanic
1592,73,Child in Crisis,No Restraints,M,14.0,Black
1593,73,Child in Crisis,No Restraints,F,15.0,Black
1594,73,Child in Crisis,No Restraints,F,17.0,Black
1595,73,Child in Crisis,No Restraints,F,17.0,Black
1596,73,Child in Crisis,No Restraints,F,18.0,Black
1597,73,Child in Crisis,No Restraints,F,18.0,Black
1598,73,Child in Crisis,No Restraints,F,18.0,Black
1599,73,Child in Crisis,No Restraints,F,18.0,Black
1600,73,Child in Crisis,No Restraints,F,21.0,Black
1601,73,Mitigated,Metal,M,17.0,Black
1602,73,Mitigated,No Restraints,F,9.0,Black
1603,73,Mitigated,No Restraints,F,9.0,Black
1604,73,Mitigated,No Restraints,M,9.0,Black
1605,73,Mitigated,No Restraints,F,9.0,Black
1606,73,Mitigated,No Restraints,F,12.0,Black
1607,73,Mitigated,No Restraints,F,14.0,Black
1608,73,Mitigated,No Restraints,M,16.0,Black
1609,73,Mitigated,No Restraints,M,18.0,Black
1610,73,Mitigated,No Restraints,M,19.0,Black
1611,73,Mitigated,No Restraints,M,8.0,Black
1612,73,Mitigated,No Restraints,F,8.0,Black
1613,73,Mitigated,No Restraints,M,9.0,Black
1614,73,Mitigated,No Restraints,F,9.0,Black
1615,73,Mitigated,No Restraints,M,9.0,Black
1616,73,Mitigated,No Restraints,M,9.0,Black
1617,73,Mitigated,No Restraints,F,11.0,Black
1618,73,Mitigated,No Restraints,M,11.0,Black
1619,73,Mitigated,No Restraints,F,11.0,White Hispanic
1620,73,Mitigated,No Restraints,F,12.0,Black Hispanic
1621,73,Mitigated,No Restraints,F,12.0,Black
1622,73,Mitigated,No Restraints,F,12.0,Black
1623,73,Mitigated,No Restraints,F,12.0,Black
1624,73,Mitigated,No Restraints,M,12.0,Black
1625,73,Mitigated,No Restraints,M,12.0,Black
1626,73,Mitigated,No Restraints,F,13.0,Black
1627,73,Mitigated,No Restraints,F,13.0,Black
1628,73,Mitigated,No Restraints,F,13.0,Black
1629,73,Mitigated,No Restraints,M,13.0,Black
1630,73,Mitigated,No Restraints,M,13.0,Black
1631,73,Mitigated,No Restraints,M,13.0,Black
1632,73,Mitigated,No Restraints,M,14.0,Black Hispanic
1633,73,Mitigated,No Restraints,M,15.0,Black
1634,73,Mitigated,No Restraints,F,15.0,Black
1635,73,Mitigated,No Restraints,M,15.0,Black
1636,73,Mitigated,No Restraints,M,16.0,Black
1637,73,Mitigated,No Restraints,M,16.0,Black
1638,73,Mitigated,No Restraints,M,16.0,Black
1639,73,Mitigated,No Restraints,F,16.0,Black
1640,73,Mitigated,No Restraints,M,16.0,Black
1641,73,Mitigated,No Restraints,M,16.0,White Hispanic
1642,73,Mitigated,No Restraints,M,16.0,Black
1643,73,Mitigated,No Restraints,M,16.0,Black
1644,73,Mitigated,No Restraints,M,16.0,Black
1645,73,Mitigated,No Restraints,M,17.0,Black
1646,73,Mitigated,No Restraints,F,17.0,Black
1647,73,Mitigated,No Restraints,F,17.0,Black
1648,73,Mitigated,No Restraints,M,17.0,Black
1649,73,Mitigated,No Restraints,F,17.0,Black
1650,73,Mitigated,No Restraints,M,17.0,Black
1651,73,Mitigated,No Restraints,M,17.0,Black
1652,73,Mitigated,No Restraints,M,18.0,Black
1653,73,Mitigated,No Restraints,M,18.0,Black
1654,73,Mitigated,No Restraints,M,18.0,Black
1655,73,Mitigated,No Restraints,M,18.0,Black Hispanic
1656,73,Mitigated,No Restraints,M,18.0,Black
1657,73,Mitigated,No Restraints,F,19.0,Black
1658,73,Mitigated,No Restraints,M,19.0,Black
1659,73,Mitigated,No Restraints,F,19.0,Black
1660,73,Mitigated,No Restraints,F,20.0,Black
1661,73,Mitigated,No Restraints,M,20.0,Black
1662,73,Mitigated,No Restraints,M,28.0,Black
1663,73,Mitigated,No Restraints,F,,White Hispanic
1664,73,Mitigated,No Restraints,F,,Black
1665,73,Mitigated,No Restraints,F,,White Hispanic
1666,73,Summons,Metal,M,17.0,Black
1667,73,Summons,No Restraints,M,18.0,Black
1668,73,Summons,No Restraints,M,16.0,Black
1669,75,Arrested,Metal,M,14.0,Black
1670,75,Arrested,Metal,M,15.0,Black
1671,75,Arrested,Metal,M,15.0,Black
1672,75,Arrested,No Restraints,M,16.0,Black
1673,75,Arrested,No Restraints,F,17.0,Black
1674,75,Child in Crisis,No Restraints,F,6.0,White Hispanic
1675,75,Child in Crisis,No Restraints,M,6.0,Black
1676,75,Child in Crisis,No Restraints,M,6.0,Black
1677,75,Child in Crisis,No Restraints,M,7.0,Black
1678,75,Child in Crisis,No Restraints,M,8.0,Black
1679,75,Child in Crisis,No Restraints,M,8.0,Black
1680,75,Child in Crisis,No Restraints,M,8.0,Black
1681,75,Child in Crisis,No Restraints,F,8.0,Black
1682,75,Child in Crisis,No Restraints,M,8.0,Black
1683,75,Child in Crisis,No Restraints,M,8.0,Black
1684,75,Child in Crisis,No Restraints,M,8.0,Black
1685,75,Child in Crisis,No Restraints,M,8.0,Black
1686,75,Child in Crisis,No Restraints,M,8.0,Black
1687,75,Child in Crisis,No Restraints,M,10.0,Black
1688,75,Child in Crisis,No Restraints,F,10.0,White Hispanic
1689,75,Child in Crisis,No Restraints,M,10.0,White Hispanic
1690,75,Child in Crisis,No Restraints,M,10.0,Black
1691,75,Child in Crisis,No Restraints,M,10.0,Black Hispanic
1692,75,Child in Crisis,No Restraints,M,11.0,Black Hispanic
1693,75,Child in Crisis,No Restraints,M,11.0,Black Hispanic
1694,75,Child in Crisis,No Restraints,M,11.0,White Hispanic
1695,75,Child in Crisis,No Restraints,F,12.0,White Hispanic
1696,75,Child in Crisis,No Restraints,M,12.0,Black
1697,75,Child in Crisis,No Restraints,F,12.0,Black Hispanic
1698,75,Child in Crisis,No Restraints,F,12.0,White Hispanic
1699,75,Child in Crisis,No Restraints,F,12.0,Black Hispanic
1700,75,Child in Crisis,No Restraints,M,12.0,Black
1701,75,Child in Crisis,No Restraints,F,13.0,White Hispanic
1702,75,Child in Crisis,No Restraints,F,13.0,Black
1703,75,Child in Crisis,No Restraints,F,13.0,East Indian
1704,75,Child in Crisis,No Restraints,F,14.0,Black
1705,75,Child in Crisis,No Restraints,F,14.0,White Hispanic
1706,75,Child in Crisis,No Restraints,F,14.0,White Hispanic
1707,75,Child in Crisis,No Restraints,F,14.0,Black
1708,75,Child in Crisis,No Restraints,F,15.0,Black
1709,75,Child in Crisis,No Restraints,M,15.0,White Hispanic
1710,75,Child in Crisis,No Restraints,F,15.0,White Hispanic
1711,75,Child in Crisis,No Restraints,F,16.0,Black
1712,75,Child in Crisis,No Restraints,F,17.0,White Hispanic
1713,75,Child in Crisis,No Restraints,M,17.0,Black
1714,75,Child in Crisis,Velcro,F,12.0,White Hispanic
1715,75,Juvenile Report,Metal,F,14.0,Black
1716,75,Juvenile Report,Metal,F,15.0,Black
1717,75,Juvenile Report,No Restraints,F,12.0,Black Hispanic
1718,75,Juvenile Report,No Restraints,F,13.0,White Hispanic
1719,75,Juvenile Report,No Restraints,F,13.0,White Hispanic
1720,75,Juvenile Report,No Restraints,F,13.0,Black
1721,75,Juvenile Report,No Restraints,F,13.0,White Hispanic
1722,75,Juvenile Report,No Restraints,M,13.0,Black
1723,75,Juvenile Report,No Restraints,F,14.0,White Hispanic
1724,75,Juvenile Report,No Restraints,M,14.0,White Hispanic
1725,75,Juvenile Report,No Restraints,F,14.0,Black
1726,75,Juvenile Report,No Restraints,F,15.0,Black
1727,75,Mitigated,Metal,M,16.0,Black
1728,75,Mitigated,No Restraints,M,14.0,Black
1729,75,Mitigated,No Restraints,F,16.0,Black
1730,75,Mitigated,No Restraints,F,16.0,Black
1731,75,Mitigated,No Restraints,M,16.0,Black
1732,75,Mitigated,No Restraints,F,17.0,Black
1733,75,Mitigated,No Restraints,F,17.0,Black
1734,75,Mitigated,No Restraints,F,17.0,Black
1735,75,Mitigated,No Restraints,F,17.0,Black
1736,75,Mitigated,No Restraints,M,17.0,Black
1737,75,Mitigated,No Restraints,F,17.0,Black
1738,75,Mitigated,No Restraints,F,,Black
1739,75,Mitigated,No Restraints,M,8.0,Black
1740,75,Mitigated,No Restraints,M,8.0,White Hispanic
1741,75,Mitigated,No Restraints,M,9.0,Black
1742,75,Mitigated,No Restraints,M,10.0,Black
1743,75,Mitigated,No Restraints,M,10.0,Black
1744,75,Mitigated,No Restraints,F,11.0,Black
1745,75,Mitigated,No Restraints,M,11.0,White Hispanic
1746,75,Mitigated,No Restraints,M,12.0,Black
1747,75,Mitigated,No Restraints,M,12.0,Black
1748,75,Mitigated,No Restraints,M,12.0,Black
1749,75,Mitigated,No Restraints,F,12.0,Black
1750,75,Mitigated,No Restraints,F,12.0,Black
1751,75,Mitigated,No Restraints,M,12.0,Black
1752,75,Mitigated,No Restraints,M,12.0,Black
1753,75,Mitigated,No Restraints,M,12.0,Black
1754,75,Mitigated,No Restraints,M,12.0,Black
1755,75,Mitigated,No Restraints,M,12.0,Black
1756,75,Mitigated,No Restraints,M,12.0,Black
1757,75,Mitigated,No Restraints,F,13.0,Black
1758,75,Mitigated,No Restraints,F,13.0,Black
1759,75,Mitigated,No Restraints,F,13.0,Black
1760,75,Mitigated,No Restraints,F,13.0,Black
1761,75,Mitigated,No Restraints,F,13.0,Black
1762,75,Mitigated,No Restraints,F,13.0,Black
1763,75,Mitigated,No Restraints,F,13.0,White Hispanic
1764,75,Mitigated,No Restraints,F,13.0,Black
1765,75,Mitigated,No Restraints,F,13.0,Black
1766,75,Mitigated,No Restraints,M,13.0,White Hispanic
1767,75,Mitigated,No Restraints,F,13.0,Black
1768,75,Mitigated,No Restraints,M,13.0,Black
1769,75,Mitigated,No Restraints,M,13.0,Black
1770,75,Mitigated,No Restraints,F,13.0,Arabic
1771,75,Mitigated,No Restraints,F,14.0,Black
1772,75,Mitigated,No Restraints,M,14.0,Black
1773,75,Mitigated,No Restraints,M,14.0,Black
1774,75,Mitigated,No Restraints,M,14.0,Black
1775,75,Mitigated,No Restraints,M,14.0,White Hispanic
1776,75,Mitigated,No Restraints,F,14.0,Black
1777,75,Mitigated,No Restraints,M,14.0,Black
1778,75,Mitigated,No Restraints,M,14.0,Black
1779,75,Mitigated,No Restraints,F,14.0,Black
1780,75,Mitigated,No Restraints,F,14.0,Black
1781,75,Mitigated,No Restraints,F,14.0,Black
1782,75,Mitigated,No Restraints,F,14.0,Black
1783,75,Mitigated,No Restraints,F,14.0,Black
1784,75,Mitigated,No Restraints,F,15.0,Black
1785,75,Mitigated,No Restraints,M,15.0,Black
1786,75,Mitigated,No Restraints,M,15.0,Black
1787,75,Mitigated,No Restraints,M,15.0,White Hispanic
1788,75,Mitigated,No Restraints,F,15.0,Black
1789,75,Mitigated,No Restraints,F,15.0,Black Hispanic
1790,75,Mitigated,No Restraints,F,15.0,Black
1791,75,Mitigated,No Restraints,F,15.0,Black
1792,75,Mitigated,No Restraints,F,15.0,Black
1793,75,Mitigated,No Restraints,M,15.0,Black
1794,75,Mitigated,No Restraints,M,15.0,Black
1795,75,Mitigated,No Restraints,F,15.0,Black
1796,75,Mitigated,No Restraints,M,15.0,Black
1797,75,Mitigated,No Restraints,M,15.0,Black
1798,75,Mitigated,No Restraints,M,15.0,Black
1799,75,Mitigated,No Restraints,M,15.0,Black Hispanic
1800,75,Mitigated,No Restraints,F,15.0,Black
1801,75,Mitigated,No Restraints,F,15.0,Black
1802,75,Mitigated,No Restraints,F,15.0,Black
1803,75,Mitigated,No Restraints,F,15.0,Black
1804,75,Mitigated,No Restraints,F,15.0,White Hispanic
1805,75,Mitigated,No Restraints,M,15.0,White Hispanic
1806,75,Mitigated,No Restraints,M,15.0,Black
1807,75,Mitigated,No Restraints,F,15.0,Black
1808,75,Mitigated,No Restraints,F,15.0,Black
1809,75,Mitigated,No Restraints,F,15.0,Black Hispanic
1810,75,Mitigated,No Restraints,F,15.0,White Hispanic
1811,75,Mitigated,No Restraints,M,15.0,White Hispanic
1812,75,Mitigated,No Restraints,F,15.0,Black
1813,75,Mitigated,No Restraints,F,15.0,White Hispanic
1814,75,Mitigated,No Restraints,F,16.0,Black
1815,75,Mitigated,No Restraints,M,16.0,Black
1816,75,Mitigated,No Restraints,F,16.0,Black
1817,75,Mitigated,No Restraints,M,16.0,Black
1818,75,Mitigated,No Restraints,M,16.0,Black
1819,75,Mitigated,No Restraints,F,16.0,Black
1820,75,Mitigated,No Restraints,F,16.0,Black
1821,75,Mitigated,No Restraints,F,16.0,Black
1822,75,Mitigated,No Restraints,F,16.0,Black
1823,75,Mitigated,No Restraints,M,16.0,Black
1824,75,Mitigated,No Restraints,F,16.0,Black
1825,75,Mitigated,No Restraints,F,16.0,Black
1826,75,Mitigated,No Restraints,F,16.0,Black
1827,75,Mitigated,No Restraints,F,16.0,Black
1828,75,Mitigated,No Restraints,M,16.0,Black
1829,75,Mitigated,No Restraints,M,16.0,Black
1830,75,Mitigated,No Restraints,M,16.0,East Indian
1831,75,Mitigated,No Restraints,M,16.0,White Hispanic
1832,75,Mitigated,No Restraints,M,16.0,Black
1833,75,Mitigated,No Restraints,M,16.0,Black
1834,75,Mitigated,No Restraints,M,16.0,Black
1835,75,Mitigated,No Restraints,M,16.0,Black
1836,75,Mitigated,No Restraints,F,16.0,Black
1837,75,Mitigated,No Restraints,F,16.0,Black
1838,75,Mitigated,No Restraints,F,16.0,Black
1839,75,Mitigated,No Restraints,M,16.0,White Hispanic
1840,75,Mitigated,No Restraints,M,16.0,White Hispanic
1841,75,Mitigated,No Restraints,F,16.0,White Hispanic
1842,75,Mitigated,No Restraints,F,16.0,Black
1843,75,Mitigated,No Restraints,F,16.0,Black
1844,75,Mitigated,No Restraints,M,16.0,Black
1845,75,Mitigated,No Restraints,F,16.0,Black
1846,75,Mitigated,No Restraints,F,16.0,White Hispanic
1847,75,Mitigated,No Restraints,M,16.0,White Hispanic
1848,75,Mitigated,No Restraints,F,16.0,White Hispanic
1849,75,Mitigated,No Restraints,F,16.0,Black
1850,75,Mitigated,No Restraints,M,17.0,Black
1851,75,Mitigated,No Restraints,M,17.0,Black
1852,75,Mitigated,No Restraints,F,17.0,Black
1853,75,Mitigated,No Restraints,F,17.0,Black
1854,75,Mitigated,No Restraints,M,17.0,Black
1855,75,Mitigated,No Restraints,M,17.0,Black
1856,75,Mitigated,No Restraints,M,17.0,Black
1857,75,Mitigated,No Restraints,M,17.0,Black
1858,75,Mitigated,No Restraints,M,17.0,Black
1859,75,Mitigated,No Restraints,F,17.0,Black
1860,75,Mitigated,No Restraints,M,17.0,Black
1861,75,Mitigated,No Restraints,F,17.0,Black
1862,75,Mitigated,No Restraints,F,17.0,Black
1863,75,Mitigated,No Restraints,M,17.0,East Indian
1864,75,Mitigated,No Restraints,F,17.0,Black
1865,75,Mitigated,No Restraints,M,17.0,Black
1866,75,Mitigated,No Restraints,M,17.0,White Hispanic
1867,75,Mitigated,No Restraints,M,17.0,Black
1868,75,Mitigated,No Restraints,M,17.0,Black Hispanic
1869,75,Mitigated,No Restraints,F,17.0,Black
1870,75,Mitigated,No Restraints,F,17.0,Black
1871,75,Mitigated,No Restraints,F,17.0,Black
1872,75,Mitigated,No Restraints,F,17.0,Black
1873,75,Mitigated,No Restraints,M,17.0,White Hispanic
1874,75,Mitigated,No Restraints,M,17.0,Black
1875,75,Mitigated,No Restraints,F,17.0,Black
1876,75,Mitigated,No Restraints,F,17.0,Black
1877,75,Mitigated,No Restraints,F,17.0,Black
1878,75,Mitigated,No Restraints,M,18.0,Black
1879,75,Mitigated,No Restraints,M,18.0,Black
1880,75,Mitigated,No Restraints,M,18.0,Black
1881,75,Mitigated,No Restraints,F,18.0,Black
1882,75,Mitigated,No Restraints,F,18.0,Black
1883,75,Mitigated,No Restraints,M,18.0,Black
1884,75,Mitigated,No Restraints,M,18.0,Black
1885,75,Mitigated,No Restraints,F,18.0,Black Hispanic
1886,75,Mitigated,No Restraints,M,19.0,Black
1887,75,Mitigated,No Restraints,M,20.0,Black
1888,75,Mitigated,No Restraints,F,26.0,Black
1889,75,Mitigated,No Restraints,F,32.0,Black
1890,75,Mitigated,No Restraints,F,40.0,Black
1891,75,Mitigated,No Restraints,M,46.0,Black
1892,75,Mitigated,No Restraints,F,,Black
1893,75,PINS / Warrant,Metal,F,16.0,Black Hispanic
1894,75,PINS / Warrant,Metal,F,16.0,Black Hispanic
1895,75,Summons,Metal,M,16.0,Black
1896,75,Summons,Metal,M,16.0,Black
1897,75,Summons,Metal,F,16.0,Black
1898,75,Summons,No Restraints,M,19.0,Black
1899,75,Summons,No Restraints,M,16.0,White Hispanic
1900,76,Arrested,Metal,M,15.0,Black
1901,76,Arrested,Metal,M,20.0,Black
1902,76,Child in Crisis,No Restraints,M,6.0,Black
1903,76,Child in Crisis,No Restraints,M,14.0,Asian/Pacific Isl.
1904,76,Juvenile Report,No Restraints,M,14.0,Black Hispanic
1905,76,Juvenile Report,No Restraints,M,14.0,Black
1906,76,Mitigated,Metal,F,16.0,Black
1907,76,Mitigated,No Restraints,M,17.0,Black
1908,76,Mitigated,No Restraints,M,18.0,Black
1909,76,Mitigated,No Restraints,F,11.0,Black
1910,76,Summons,No Restraints,M,17.0,Black
1911,77,Arrested,Metal,M,15.0,Black
1912,77,Arrested,No Restraints,M,14.0,Black
1913,77,Child in Crisis,Metal,M,11.0,Black
1914,77,Child in Crisis,No Restraints,M,7.0,Black
1915,77,Child in Crisis,No Restraints,F,7.0,Black
1916,77,Child in Crisis,No Restraints,M,7.0,Black
1917,77,Child in Crisis,No Restraints,M,8.0,Black
1918,77,Child in Crisis,No Restraints,F,8.0,Black
1919,77,Child in Crisis,No Restraints,F,9.0,Black
1920,77,Child in Crisis,No Restraints,F,9.0,Black
1921,77,Child in Crisis,No Restraints,M,10.0,Black
1922,77,Child in Crisis,No Restraints,M,11.0,White Hispanic
1923,77,Child in Crisis,No Restraints,M,11.0,Black
1924,77,Child in Crisis,No Restraints,M,12.0,Black Hispanic
1925,77,Child in Crisis,No Restraints,M,12.0,Black
1926,77,Child in Crisis,No Restraints,M,12.0,Black
1927,77,Child in Crisis,No Restraints,M,12.0,White
1928,77,Child in Crisis,No Restraints,M,12.0,Black
1929,77,Child in Crisis,No Restraints,M,13.0,Black
1930,77,Child in Crisis,No Restraints,F,13.0,Black
1931,77,Child in Crisis,No Restraints,M,16.0,Black
1932,77,Juvenile Report,No Restraints,M,11.0,Black
1933,77,Juvenile Report,No Restraints,M,13.0,Black
1934,77,Juvenile Report,No Restraints,M,13.0,Black
1935,77,Juvenile Report,No Restraints,F,13.0,Black
1936,77,Juvenile Report,No Restraints,M,14.0,Black
1937,77,Juvenile Report,No Restraints,F,15.0,Black Hispanic
1938,77,Mitigated,No Restraints,F,12.0,Black
1939,77,Mitigated,No Restraints,F,12.0,Black
1940,77,Mitigated,No Restraints,M,13.0,Black
1941,77,Mitigated,No Restraints,M,13.0,White Hispanic
1942,77,Mitigated,No Restraints,F,18.0,Black Hispanic
1943,77,Mitigated,No Restraints,M,7.0,Black
1944,77,Mitigated,No Restraints,M,8.0,Black
1945,77,Mitigated,No Restraints,M,13.0,Black
1946,77,Mitigated,No Restraints,F,14.0,Black
1947,77,Mitigated,No Restraints,F,14.0,Black
1948,77,Mitigated,No Restraints,M,15.0,Black
1949,77,Mitigated,No Restraints,M,15.0,Black
1950,77,Mitigated,No Restraints,M,15.0,Black
1951,77,Mitigated,No Restraints,M,16.0,Black
1952,77,Mitigated,No Restraints,M,16.0,Black
1953,77,Mitigated,No Restraints,M,16.0,Black
1954,77,Mitigated,No Restraints,M,16.0,Black
1955,77,Mitigated,No Restraints,F,17.0,Black
1956,77,Mitigated,No Restraints,M,17.0,Black
1957,77,Mitigated,No Restraints,M,17.0,Black
1958,77,Mitigated,No Restraints,F,34.0,Black
1959,77,Mitigated,No Restraints,F,35.0,Black
1960,77,Mitigated,No Restraints,M,,Black
1961,78,Arrested,Metal,F,16.0,Black
1962,78,Arrested,Metal,F,16.0,Black
1963,78,Arrested,Metal,F,16.0,Black
1964,78,Arrested,Metal,M,20.0,Black
1965,78,Arrested,No Restraints,M,14.0,White Hispanic
1966,78,Child in Crisis,No Restraints,M,12.0,Black
1967,78,Child in Crisis,No Restraints,F,13.0,Black
1968,78,Child in Crisis,No Restraints,F,16.0,White Hispanic
1969,78,Mitigated,No Restraints,F,7.0,Black
1970,78,Mitigated,No Restraints,F,7.0,Black
1971,78,Mitigated,No Restraints,M,12.0,White
1972,78,Mitigated,No Restraints,M,14.0,Black
1973,78,Mitigated,No Restraints,F,14.0,Black
1974,78,Mitigated,No Restraints,F,15.0,Black
1975,78,Mitigated,No Restraints,F,15.0,Black
1976,78,Mitigated,No Restraints,F,15.0,Black
1977,78,Mitigated,No Restraints,M,17.0,Black
1978,78,Summons,No Restraints,M,16.0,White
1979,78,Summons,No Restraints,M,16.0,Black
1980,78,Summons,No Restraints,M,17.0,Asian/Pacific Isl.
1981,79,Arrested,Metal,F,16.0,Black
1982,79,Arrested,Metal,M,17.0,Black Hispanic
1983,79,Arrested,Metal,F,27.0,Black
1984,79,Arrested,No Restraints,M,13.0,Black Hispanic
1985,79,Child in Crisis,Metal,M,10.0,Black
1986,79,Child in Crisis,Metal,M,16.0,Black Hispanic
1987,79,Child in Crisis,Metal,M,18.0,Black
1988,79,Child in Crisis,No Restraints,F,8.0,Black
1989,79,Child in Crisis,No Restraints,M,8.0,Black
1990,79,Child in Crisis,No Restraints,F,9.0,Black
1991,79,Child in Crisis,No Restraints,F,9.0,Black
1992,79,Child in Crisis,No Restraints,F,10.0,Black Hispanic
1993,79,Child in Crisis,No Restraints,F,10.0,Black
1994,79,Child in Crisis,No Restraints,M,10.0,Black
1995,79,Child in Crisis,No Restraints,M,11.0,Black
1996,79,Child in Crisis,No Restraints,M,11.0,Black
1997,79,Child in Crisis,No Restraints,M,11.0,White Hispanic
1998,79,Child in Crisis,No Restraints,M,12.0,Black
1999,79,Child in Crisis,No Restraints,M,13.0,Black Hispanic
2000,79,Child in Crisis,No Restraints,M,13.0,Black
2001,79,Child in Crisis,No Restraints,F,13.0,Black
2002,79,Child in Crisis,No Restraints,M,13.0,Black Hispanic
2003,79,Child in Crisis,No Restraints,M,14.0,White Hispanic
2004,79,Child in Crisis,No Restraints,F,14.0,Black Hispanic
2005,79,Child in Crisis,No Restraints,F,14.0,White Hispanic
2006,79,Child in Crisis,No Restraints,M,15.0,White
2007,79,Child in Crisis,No Restraints,F,15.0,Black
2008,79,Child in Crisis,No Restraints,M,19.0,Black
2009,79,Child in Crisis,No Restraints,F,19.0,White Hispanic
2010,79,Child in Crisis,No Restraints,M,19.0,Black
2011,79,Juvenile Report,No Restraints,M,13.0,Black
2012,79,Juvenile Report,No Restraints,M,14.0,Black
2013,79,Mitigated,No Restraints,F,17.0,Black
2014,79,Mitigated,No Restraints,F,18.0,Black
2015,79,Mitigated,No Restraints,F,19.0,Black
2016,79,Mitigated,No Restraints,F,19.0,Asian/Pacific Isl.
