,DBN,school_name,school_category,district_code,female,male,total_students_with_two_or_more_removals_suspensions
1589,31R041,The Stephanie A. Vierno School,elementary,31,3,3,3
1590,31R042,P.S. 042 Eltingville,elementary,31,3,3,3
1591,31R044,P.S. 044 Thomas C. Brown,elementary,31,3,3,14
1592,31R045,P.S. 045 John Tyler,elementary,31,3,3,9
1593,31R046,P.S. 046 Albert V. Maniscalco,elementary,31,3,3,3
1594,31R047,CSI High School for International Studies,high school,31,3,3,3
1595,31R048,P.S. 048 William G. Wilcox,k-8,31,3,3,3
1596,31R049,I.S. 49 Berta A. Dreyfus,junior high-intermediate-middle,31,11,29,40
1597,31R050,P.S. 050 Frank Hankinson,elementary,31,3,3,3
1598,31R051,I.S. 051 Edwin Markham,junior high-intermediate-middle,31,12,26,38
1599,31R052,P.S. 052 John C. Thompson,elementary,31,3,3,3
1600,31R053,P.S. 053 The Barbara Esselborn School,elementary,31,3,3,3
1601,31R054,P.S. 054 Charles W. Leng,elementary,31,3,3,3
1602,31R055,P.S. 055 Henry M. Boehm,elementary,31,3,3,3
1603,31R056,P.S. 56 The Louis Desario School,elementary,31,3,3,3
1604,31R057,P.S. 057 Hubert H. Humphrey,elementary,31,3,3,6
1605,31R058,Space Shuttle Columbia School,elementary,31,3,3,3
1606,31R059,The Harbor View School,elementary,31,3,3,3
1607,31R060,P.S. 060 Alice Austen,elementary,31,3,3,6
1608,31R061,I.S. 061 William A Morris,junior high-intermediate-middle,31,16,34,50
1609,31R062,The Kathleen Grimm School for Leadership and Susta,elementary,31,3,3,3
1610,31R063,Marsh Avenue School for Expeditionary Learning,junior high-intermediate-middle,31,3,3,3
1611,31R064,Gaynor McCown Expeditionary Learning School,high school,31,3,3,3
1612,31R065,P.S. 65 The Academy of Innovative Learning,elementary,31,3,3,3
1613,31R066,The Richmond Pre-K Center,district pre-k center,31,3,3,3
1614,31R069,P.S. 069 Daniel D. Tompkins,elementary,31,3,3,3
1615,31R072,I.S. 072 Rocco Laurie,junior high-intermediate-middle,31,3,3,34
1616,31R074,P.S. 74 Future Leaders Elementary School,elementary,31,3,3,3
1617,31R075,I.S. 075 Frank D. Paulo,junior high-intermediate-middle,31,3,3,3
1618,31R078,P.S. 78,elementary,31,9,24,33
1619,31R080,The Michael J. Petrides School,k-12 all grades,31,3,3,3
1620,31R440,New Dorp High School,high school,31,13,36,49
1621,31R444,Home Schooling,central-hq-citywide,31,3,3,3
1622,31R445,Port Richmond High School,high school,31,3,3,13
1623,31R450,Curtis High School,high school,31,3,3,16
1624,31R455,Tottenville High School,high school,31,18,50,68
1625,31R460,Susan E. Wagner High School,high school,31,31,54,85
1626,31R470,Concord High School,high school,31,3,3,3
1627,31R600,Ralph R. McKee Career and Technical Education High,high school,31,3,3,20
1628,31R605,Staten Island Technical High School,high school,31,3,3,3
1629,31R607,Staten Island Yabc,high school,31,3,3,3
1630,31R861,Staten Island School of Civic Leadership,k-8,31,3,3,16
1631,31R901,New Dorp Evening Hs M/W,ungraded,31,3,3,3
1632,32K045,P.S./I.S. 045 Horace E. Greene,k-8,32,3,3,3
1633,32K075,P.S. 075 Mayda Cortiella,elementary,32,3,3,3
1634,32K086,P.S. 086 The Irvington,elementary,32,3,3,3
1635,32K106,P.S. 106 Edward Everett Hale,elementary,32,3,3,3
1636,32K116,P.S. 116 Elizabeth L Farrell,elementary,32,3,3,3
1637,32K123,P.S. 123 Suydam,elementary,32,3,3,3
1638,32K145,P.S. 145 Andrew Jackson,elementary,32,3,3,3
1639,32K151,P.S. 151 Lyndon B. Johnson,elementary,32,3,3,3
1640,32K162,J.H.S. 162 The Willoughby,junior high-intermediate-middle,32,3,3,3
1641,32K168,The Brooklyn School for Math and Research,high school,32,3,3,3
1642,32K274,P.S. 274 Kosciusko,elementary,32,3,3,3
1643,32K291,J.H.S. 291 Roland Hayes,junior high-intermediate-middle,32,3,3,3
1644,32K299,P.S. 299 Thomas Warren Field,elementary,32,3,3,3
1645,32K347,I.S. 347 School of Humanities,junior high-intermediate-middle,32,3,3,3
1646,32K349,"I.S. 349 Math, Science & Tech.",junior high-intermediate-middle,32,3,3,6
1647,32K376,P.S. 376,elementary,32,3,3,3
1648,32K377,P.S. 377 Alejandrina B. De Gautier,k-8,32,3,3,3
1649,32K383,J.H.S. 383 Philippa Schuyler,junior high-intermediate-middle,32,11,24,35
1650,32K384,P.S. /I.S. 384 Frances E. Carter,k-8,32,3,3,3
1651,32K403,Academy for Environmental Leadership,high school,32,3,3,9
1652,32K444,Home Schooling,central-hq-citywide,32,3,3,3
1653,32K545,EBC High School for Public Service - Bushwick,high school,32,3,3,6
1654,32K549,Bushwick School for Social Justice,high school,32,8,10,18
1655,32K552,Academy of Urban Planning,high school,32,3,3,3
1656,32K554,All City Leadership Secondary School,secondary school,32,3,3,3
1657,32K556,Bushwick Leaders High School for Academic Excellen,high school,32,3,3,20
1658,32K562,Evergreen Middle School for Urban Exploration,junior high-intermediate-middle,32,3,3,3
1659,32K564,Bushwick Community High School,high school,32,3,3,3
1660,75K004,P.S. K004,elementary,75,3,3,3
1661,75K036,P.S. 36,k-12 all grades,75,3,3,3
1662,75K053,P.S. K053,k-12 all grades,75,3,3,3
1663,75K077,P.S. K077,k-12 all grades,75,3,3,3
1664,75K140,P.S. K140,k-8,75,3,3,3
1665,75K141,P.S. K141,k-12 all grades,75,3,3,3
1666,75K231,P.S. K231,k-8,75,3,3,3
1667,75K368,P.S. 368,k-12 all grades,75,3,3,3
1668,75K369,P.S. K369 - Coy L. Cox School,k-12 all grades,75,3,3,3
1669,75K370,P.S. 370,k-12 all grades,75,3,3,3
1670,75K371,P.S. 371 - Lillian L. Rashkis,high school,75,3,3,6
1671,75K372,P.S. 372 -The Children's School,elementary,75,3,3,3
1672,75K373,P.S. 373 - Brooklyn Transition Center,high school,75,3,3,3
1673,75K396,P.S. K396,k-8,75,3,3,3
1674,75K403,Hospital Schools - Brooklyn,ungraded,75,3,3,3
1675,75K444,Home Schooling,central-hq-citywide,97,3,3,3
1676,75K503,Home Instruction - Brooklyn,ungraded,75,3,3,3
1677,75K721,P.S. K721 - Brooklyn Occupational Training Center,high school,75,3,3,3
1678,75K753,P.S. K753 - School for Career Development,high school,75,3,3,3
1679,75K771,P.S. K771,k-12 all grades,75,3,3,3
1680,75K811,P.S. K811 Connie Lekas School,secondary school,75,3,3,3
1681,75M035,P.S. 035,k-12 all grades,75,3,3,3
1682,75M079,P.S. M079 - Horan School,secondary school,75,3,3,3
1683,75M094,P.S. M094,k-12 all grades,75,3,3,3
1684,75M138,P.S. 138,k-12 all grades,75,3,3,3
1685,75M169,P.S. M169 - Robert F. Kennedy,k-12 all grades,75,3,3,3
1686,75M226,P.S. M226,k-12 all grades,75,3,3,3
1687,75M401,Hospital Schools,k-12 all grades,75,3,3,3
1688,75M444,Home Schooling,central-hq-citywide,75,3,3,3
1689,75M501,Home Instruction,k-12 all grades,75,3,3,3
1690,75M721,P.S. M721 - Manhattan Occupational Training Center,secondary school,75,3,3,3
1691,75M751,Manhattan School for Career Development,high school,75,3,3,3
1692,75M811,P.S. M811 - Mickey Mantle School,k-8,75,3,3,3
1693,75Q004,P.S. Q004,k-8,75,3,3,3
1694,75Q009,P.S. 009,k-8,75,3,3,3
1695,75Q023,P.S. Q023 @ Queens Children Center,k-12 all grades,75,3,3,3
1696,75Q075,Robert E. Peary School,k-8,75,3,3,3
1697,75Q177,P.S. Q177,k-12 all grades,75,3,3,3
1698,75Q224,P.S. Q224,k-8,75,3,3,3
1699,75Q233,P.S. Q233,k-12 all grades,75,3,3,3
1700,75Q255,P.S. Q255,k-12 all grades,75,3,3,3
1701,75Q256,P.S. Q256,k-12 all grades,75,3,3,3
1702,75Q277,The Riverview School,k-12 all grades,75,3,3,3
1703,75Q404,Hospital Schools - Queens,ungraded,75,3,3,3
1704,75Q444,Home Schooling,central-hq-citywide,75,3,3,3
1705,75Q504,Home Instruction - Queen,ungraded,75,3,3,3
1706,75Q721,John F. Kennedy Jr. School,high school,75,3,3,3
1707,75Q752,Queens Transition Center,high school,75,6,12,18
1708,75Q811,P.S. Q811,k-12 all grades,75,3,3,3
1709,75Q993,P.S. Q993,k-12 all grades,75,3,3,3
1710,75R025,South Richmond High School I.S./P.S. 25,k-12 all grades,75,3,3,3
1711,75R037,P.S. R037,k-12 all grades,75,3,3,3
1712,75R373,P.S. R373,k-8,75,3,3,3
1713,75R405,Hospital Schools - Staten Island,ungraded,75,3,3,3
1714,75R444,Home Schooling,central-hq-citywide,75,3,3,3
1715,75R505,Home Instruction - S.I.,ungraded,75,3,3,3
1716,75R721,The Richard H. Hungerford School,secondary school,75,3,3,3
1717,75X010,P.S. X010,k-12 all grades,75,3,3,3
1718,75X012,P.S. X012 Lewis and Clark School,secondary school,75,3,3,3
1719,75X017,P.S. X017,k-8,75,3,3,3
1720,75X168,P.S. 168,k-12 all grades,75,3,3,3
1721,75X176,P.S. X176,k-12 all grades,75,3,3,3
1722,75X186,P186X Walter J. Damrosch School,k-12 all grades,75,3,3,3
1723,75X188,P.S. X188,k-12 all grades,75,3,3,3
1724,75X352,The Vida Bogart School for All Children,k-8,75,3,3,3
1725,75X402,Hospital Schools - Bronx,ungraded,75,3,3,3
1726,75X444,Home Schooling,central-hq-citywide,75,3,3,3
1727,75X469,P469X - The Bronx School for Continuous Learners,elementary,75,3,3,3
1728,75X502,Home Instruction - Bronx,ungraded,75,3,3,3
1729,75X721,P.S. X721 - Stephen McSweeney School,high school,75,3,3,3
1730,75X723,P.S. 723,k-12 all grades,75,3,3,3
1731,75X754,J. M. Rapport School Career Development,high school,75,3,3,3
1732,75X811,P.S. X811,secondary school,75,3,3,3
1733,79K755,Adult and Continuing Education,high school,79,3,3,3
1734,79M645,School for Cooperative Technical Education,high school,79,3,3,3
1735,79M921,District 79 Youth Justice and Treatment Programs T,central-hq-citywide,79,3,3,3
1736,79M973,Restart Academy,ungraded,79,3,3,3
1737,79M984,LYFE,ungraded,79,3,3,3
1738,79Q344,East River Academy,high school,79,3,3,3
1739,79Q950,Pathways to Graduation,high school,79,3,3,3
1740,79X490,Phoenix Academy,high school,79,3,3,3
1741,79X695,Passages Academy,k-12 all grades,79,3,3,3
