,DBN,school_name,school_category,district_code,american_indian_or_alaskan_native,asian,black,hispanic,white,multi_racial,unknown
1007,21K216,P.S. 216 Arturo Toscanini,elementary,21,3,3,3,3,3,3,3
1008,21K225,P.S. K225 - The Eileen E. Zaglin,k-8,21,3,3,3,3,3,3,3
1009,21K226,P.S. 226 Alfred De B. Mason,k-8,21,3,3,3,3,3,3,3
1010,21K228,I.S. 228 David A. Boody,junior high-intermediate-middle,21,3,3,3,3,3,3,3
1011,21K238,P.S. 238 Anne Sullivan,k-8,21,3,3,3,3,3,3,3
1012,21K239,Mark Twain I.S. 239 for the Gifted & Talented,junior high-intermediate-middle,21,3,3,3,3,3,3,3
1013,21K253,P.S. 253,elementary,21,3,3,3,3,3,3,3
1014,21K281,I.S. 281 Joseph B Cavallaro,junior high-intermediate-middle,21,3,3,7,3,3,3,3
1015,21K288,P.S. 288 The Shirley Tanyhill,k-8,21,3,3,3,3,3,3,3
1016,21K303,I.S. 303 Herbert S. Eisenberg,junior high-intermediate-middle,21,3,3,3,3,3,3,3
1017,21K329,P.S. 329 Surfside,elementary,21,3,3,3,3,3,3,3
1018,21K337,International High School at Lafayette,high school,21,3,3,3,3,3,3,3
1019,21K344,Rachel Carson High School for Coastal Studies,high school,21,3,3,3,3,3,3,3
1020,21K348,High School of Sports Management,high school,21,3,3,6,3,3,3,3
1021,21K410,Abraham Lincoln High School,high school,21,3,3,23,3,3,3,3
1022,21K411,Abraham Lincoln Yabc,high school,79,3,3,3,3,3,3,3
1023,21K468,Kingsborough Early College School,secondary school,21,3,3,8,3,3,3,3
1024,21K525,Edward R. Murrow High School,high school,21,3,3,26,3,6,3,3
1025,21K540,John Dewey High School,high school,21,3,3,18,3,3,3,3
1026,21K559,Life Academy High School for Film and Music,high school,21,3,3,3,3,3,3,3
1027,21K572,Expeditionary Learning School for Community Leader,high school,21,3,3,3,3,3,3,3
1028,21K620,William E. Grady Career and Technical Education Hi,high school,21,3,3,11,3,3,3,3
1029,21K690,Brooklyn Studio Secondary School,secondary school,21,3,3,3,9,8,3,3
1030,21K728,Liberation Diploma Plus,high school,21,3,3,3,3,3,3,3
1031,22K014,J.H.S. 014 Shell Bank,junior high-intermediate-middle,22,3,3,3,3,3,3,3
1032,22K052,P.S. 052 Sheepshead Bay,elementary,22,3,3,3,3,3,3,3
1033,22K078,J.H.S. 078 Roy H. Mann,junior high-intermediate-middle,22,3,3,3,3,3,3,3
1034,22K109,P.S. 109,k-8,22,3,3,43,3,3,3,3
1035,22K119,P.S. 119 Amersfort,elementary,22,3,3,3,3,3,3,3
1036,22K134,P.S. K134,elementary,22,3,3,3,3,3,3,3
1037,22K139,P.S. 139 Alexine A. Fenty,elementary,22,3,3,10,7,3,3,3
1038,22K152,School of Science & Technology,elementary,22,3,3,3,3,3,3,3
1039,22K193,P.S. 193 Gil Hodges,elementary,22,3,3,3,3,3,3,3
1040,22K194,P.S. 194 Raoul Wallenberg,elementary,22,3,3,3,3,3,3,3
1041,22K195,P.S. 195 Manhattan Beach,elementary,22,3,3,3,3,3,3,3
1042,22K197,P.S. 197 - The Kings Highway Academy,elementary,22,3,3,3,3,3,3,3
1043,22K198,P.S. 198 Brooklyn,elementary,22,3,3,3,3,3,3,3
1044,22K203,P.S. 203 Floyd Bennett School,elementary,22,3,3,3,3,3,3,3
1045,22K206,P.S. 206 Joseph F Lamb,k-8,22,3,3,3,3,13,3,3
1046,22K207,P.S. 207 Elizabeth G. Leary,k-8,22,3,3,6,3,3,3,3
1047,22K217,P.S. 217 Colonel David Marcus School,elementary,22,3,3,3,3,3,3,3
1048,22K222,P.S. 222 Katherine R. Snyder,elementary,22,3,3,3,3,3,3,3
1049,22K234,J.H.S. 234 Arthur W. Cunningham,junior high-intermediate-middle,22,3,3,18,3,10,3,3
1050,22K236,P.S. 236 Mill Basin,elementary,22,3,3,3,3,3,3,3
1051,22K240,Andries Hudde,junior high-intermediate-middle,22,3,3,14,3,3,3,3
1052,22K245,P.S. 245,elementary,22,3,3,3,3,3,3,3
1053,22K251,P.S. 251 Paerdegat,elementary,22,3,3,3,3,3,3,3
1054,22K254,P.S. 254 Dag Hammarskjold,elementary,22,3,3,3,3,3,3,3
1055,22K255,P.S. 255 Barbara Reing School,elementary,22,3,3,3,3,3,3,3
1056,22K277,P.S. 277 Gerritsen Beach,elementary,22,3,3,3,3,3,3,3
1057,22K278,J.H.S. 278 Marine Park,junior high-intermediate-middle,22,3,3,25,3,3,3,3
1058,22K312,P.S. 312 Bergen Beach,elementary,22,3,3,3,3,3,3,3
1059,22K315,P.S. K315,elementary,22,3,3,3,3,3,3,3
1060,22K326,P.S. 326,early childhood,22,3,3,3,3,3,3,3
1061,22K361,P.S. 361 East Flatbush Early Childhood School,elementary,22,3,3,3,3,3,3,3
1062,22K381,I. S. 381,junior high-intermediate-middle,22,3,3,6,3,3,3,3
1063,22K405,Midwood High School,high school,22,3,3,8,3,3,3,3
1064,22K425,James Madison High School,high school,22,3,3,12,6,20,3,3
1065,22K535,Leon M. Goldstein High School for the Sciences,high school,22,3,3,3,3,3,3,3
1066,22K555,Brooklyn College Academy,high school,22,3,3,3,3,3,3,3
1067,22K611,Origins High School,high school,22,3,3,3,3,3,3,3
1068,22K630,Professional Pathways High School,high school,22,3,3,3,3,3,3,3
1069,22K889,P.S. 889,elementary,22,3,3,3,3,3,3,3
1070,22K890,M.S. 890,junior high-intermediate-middle,22,3,3,3,3,3,3,3
1071,23K041,P.S. 041 Francis White,k-8,23,3,3,6,3,3,3,3
1072,23K137,P.S./I.S. 137 Rachel Jean Mitchell,k-8,23,3,3,3,3,3,3,3
1073,23K150,P.S. 150 Christopher,elementary,23,3,3,3,3,3,3,3
1074,23K155,P.S./ I.S. 155 Nicholas Herkimer,k-8,23,3,3,3,3,3,3,3
1075,23K156,P.S. 156 Waverly,elementary,23,3,3,3,3,3,3,3
1076,23K165,P.S. 165 Ida Posner,elementary,23,3,3,3,3,3,3,3
1077,23K178,P.S. 178 Saint Clair Mckelway,k-8,23,3,3,3,3,3,3,3
1078,23K184,P.S. 184 Newport,k-8,23,3,3,3,3,3,3,3
1079,23K284,"The Gregory Jocko Jackson School of Sports, Art, a",k-8,23,3,3,3,3,3,3,3
1080,23K298,P.S. 298 Dr. Betty Shabazz,elementary,23,3,3,3,3,3,3,3
1081,23K323,P.S./I.S. 323,k-8,23,3,3,3,3,3,3,3
1082,23K327,P.S. 327 Dr. Rose B. English,k-8,23,3,3,3,3,3,3,3
1083,23K363,Brownsville Collaborative Middle School,junior high-intermediate-middle,23,3,3,3,3,3,3,3
1084,23K392,I.S. 392,junior high-intermediate-middle,23,3,3,3,3,3,3,3
1085,23K401,Christopher Avenue Community School,elementary,23,3,3,3,3,3,3,3
1086,23K446,Riverdale Avenue Community School,elementary,23,3,3,3,3,3,3,3
1087,23K493,Brooklyn Collegiate: A College Board School,high school,23,3,3,8,3,3,3,3
1088,23K514,Frederick Douglass Academy VII High School,high school,23,3,3,3,3,3,3,3
1089,23K518,Kappa V (Knowledge and Power Preparatory Academy),junior high-intermediate-middle,23,3,3,3,3,3,3,3
1090,23K522,Mott Hall IV,junior high-intermediate-middle,23,3,3,3,3,3,3,3
1091,23K599,Brooklyn Landmark Elementary School,elementary,23,3,3,3,3,3,3,3
1092,23K643,Brooklyn Democracy Academy,high school,23,3,3,3,3,3,3,3
1093,23K644,Eagle Academy for Young Men II,secondary school,23,3,3,3,3,3,3,3
1094,23K647,Metropolitan Diploma Plus High School,high school,23,3,3,3,3,3,3,3
1095,23K664,Brooklyn Environmental Exploration School (BEES),junior high-intermediate-middle,23,3,3,3,3,3,3,3
1096,23K668,Riverdale Avenue Middle School,junior high-intermediate-middle,23,3,3,3,3,3,3,3
1097,23K671,Mott Hall Bridges Academy,junior high-intermediate-middle,23,3,3,3,3,3,3,3
1098,23K697,Teachers Preparatory High School,secondary school,23,3,3,3,3,3,3,3
1099,24Q005,I.S. 5 - The Walter Crowley Intermediate School,junior high-intermediate-middle,24,3,13,3,36,3,3,3
1100,24Q007,P.S. 007 Louis F. Simeone,elementary,24,3,3,3,3,3,3,3
1101,24Q012,P.S. 012 James B. Colgate,elementary,24,3,3,3,3,3,3,3
1102,24Q013,P.S. 013 Clement C. Moore,elementary,24,3,3,3,3,3,3,3
1103,24Q014,P.S. 014 Fairview,elementary,24,3,3,3,3,3,3,3
1104,24Q016,P.S. Q016 The Nancy DeBenedittis School,elementary,24,3,3,3,3,3,3,3
1105,24Q019,P.S. 019 Marino Jeantet,elementary,24,3,3,3,3,3,3,3
1106,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,early childhood,24,3,3,3,3,3,3,3
1107,24Q049,P.S. 049 Dorothy Bonawit Kole,k-8,24,3,3,3,3,3,3,3
1108,24Q058,P.S. 58 - The School of Heroes,elementary,24,3,3,3,3,3,3,3
1109,24Q061,I.S. 061 Leonardo Da Vinci,junior high-intermediate-middle,24,3,3,3,46,3,3,3
1110,24Q068,P.S. 068 Cambridge,elementary,24,3,3,3,3,3,3,3
1111,24Q071,P.S. 071 Forest,elementary,24,3,3,3,3,3,3,3
1112,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,junior high-intermediate-middle,24,3,3,3,28,3,3,3
1113,24Q077,I.S. 077,junior high-intermediate-middle,24,3,3,3,20,3,3,3
1114,24Q081,P.S. 81Q Jean Paul Richter,elementary,24,3,3,3,3,3,3,3
1115,24Q087,P.S./I.S. 087 Middle Village,k-8,24,3,3,3,10,3,3,3
1116,24Q088,P.S. 088 Seneca,elementary,24,3,3,3,3,3,3,3
1117,24Q089,P.S. 089 Elmhurst,elementary,24,3,3,3,3,3,3,3
1118,24Q091,P.S. 091 Richard Arkwright,elementary,24,3,3,3,3,3,3,3
1119,24Q093,I.S. 093 Ridgewood,junior high-intermediate-middle,24,3,3,3,16,3,3,3
1120,24Q102,P.S. 102 Bayview,k-8,24,3,3,3,6,3,3,3
1121,24Q110,P.S. 110,elementary,24,3,3,3,3,3,3,3
1122,24Q113,P.S./I.S. 113 Anthony J. Pranzo,k-8,24,3,3,3,3,3,3,3
1123,24Q119,I.S. 119 The Glendale,k-8,24,3,3,3,8,3,3,3
1124,24Q125,I.S. 125 Thom J. McCann Woodside,junior high-intermediate-middle,24,3,7,8,16,3,3,3
1125,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",k-8,24,3,3,3,3,7,3,3
1126,24Q143,P.S. 143 Louis Armstrong,elementary,24,3,3,3,3,3,3,3
1127,24Q153,P.S. 153 Maspeth Elem,elementary,24,3,3,3,3,3,3,3
1128,24Q199,P.S. 199 Maurice A. Fitzgerald,elementary,24,3,3,3,3,3,3,3
1129,24Q211,Elm Tree Elementary School,elementary,24,3,3,3,3,3,3,3
1130,24Q229,P.S. 229 Emanuel Kaplan,elementary,24,3,3,3,3,3,3,3
1131,24Q236,International High School for Health Sciences,high school,24,3,3,3,3,3,3,3
1132,24Q239,P.S. 239,elementary,24,3,3,3,3,3,3,3
1133,24Q264,Academy of Finance and Enterprise,high school,24,3,3,3,3,3,3,3
1134,24Q267,High School of Applied Communication,high school,24,3,3,3,3,3,3,3
1135,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,elementary,24,3,3,3,3,3,3,3
1136,24Q293,Civic Leadership Academy,high school,24,3,3,3,3,3,3,3
1137,24Q296,Pan American International High School,high school,24,3,3,3,3,3,3,3
1138,24Q299,Bard High School Early College Queens,high school,24,3,3,3,3,3,3,3
1139,24Q305,Learners and Leaders,elementary,24,3,3,3,3,3,3,3
1140,24Q307,Pioneer Academy,elementary,24,3,3,3,3,3,3,3
1141,24Q311,Corona Arts & Sciences Academy,junior high-intermediate-middle,24,3,3,3,13,3,3,3
1142,24Q330,Helen M. Marshall School,elementary,24,3,3,3,3,3,3,3
1143,24Q343,The Children's Lab School,elementary,24,3,3,3,3,3,3,3
1144,24Q455,Newtown High School,high school,24,3,3,3,3,3,3,3
1145,24Q457,H.S. Arts & Business Yabc,high school,79,3,3,3,3,3,3,3
1146,24Q485,Grover Cleveland High School,high school,24,3,3,3,3,3,3,3
1147,24Q520,Middle College High School at LaGuardia Community,high school,24,3,3,3,3,3,3,3
1148,24Q530,International High School at LaGuardia Community C,high school,24,3,3,3,3,3,3,3
1149,24Q550,High School for Arts and Business,high school,24,3,3,3,3,3,3,3
1150,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",secondary school,24,3,3,3,3,3,3,3
1151,24Q585,Maspeth High School,high school,24,3,3,3,8,3,3,3
1152,24Q600,Queens Technical High School,high school,24,3,3,3,3,3,3,3
1153,24Q610,Aviation Career & Technical Education High School,high school,24,3,3,3,3,3,3,3
1154,24Q744,VOYAGES Preparatory,high school,24,3,3,3,3,3,3,3
1155,25Q020,P.S. 020 John Bowne,elementary,25,3,3,3,3,3,3,3
1156,25Q021,P.S. 021 Edward Hart,elementary,25,3,7,3,3,3,3,3
1157,25Q022,P.S. 022 Thomas Jefferson,elementary,25,3,3,3,3,3,3,3
1158,25Q024,P.S. 024 Andrew Jackson,elementary,25,3,3,3,3,3,3,3
1159,25Q025,I.S. 025 Adrien Block,junior high-intermediate-middle,25,3,3,3,3,3,3,3
1160,25Q029,P.S. 029 Queens,elementary,25,3,3,3,3,3,3,3
1161,25Q032,P.S. 032 State Street,elementary,25,3,3,3,3,3,3,3
1162,25Q079,P.S. 079 Francis Lewis,elementary,25,3,3,3,3,3,3,3
1163,25Q107,P.S. 107 Thomas A Dooley,elementary,25,3,3,3,3,3,3,3
1164,25Q120,P.S. 120 Queens,elementary,25,3,3,3,3,3,3,3
1165,25Q129,P.S. 129 Patricia Larkin,elementary,25,3,3,3,3,3,3,3
1166,25Q130,P.S. 130,elementary,25,3,3,3,3,3,3,3
1167,25Q154,P.S. 154 Queens,elementary,25,3,3,3,3,3,3,3
1168,25Q163,P.S. 163 Flushing Heights,elementary,25,3,3,3,3,3,3,3
1169,25Q164,P.S. 164 Queens Valley,k-8,25,3,3,3,3,3,3,3
1170,25Q165,P.S. 165 Edith K. Bergtraum,elementary,25,3,3,3,3,3,3,3
1171,25Q169,P.S. 169 Bay Terrace,elementary,25,3,3,3,3,3,3,3
1172,25Q184,P.S. 184 Flushing Manor,elementary,25,3,3,3,3,3,3,3
1173,25Q185,J.H.S. 185 Edward Bleeker,junior high-intermediate-middle,25,3,3,3,12,3,3,3
1174,25Q189,J.H.S. 189 Daniel Carter Beard,junior high-intermediate-middle,25,3,3,3,3,3,3,3
1175,25Q193,P.S. 193 Alfred J. Kennedy,elementary,25,3,3,3,3,3,3,3
1176,25Q194,J.H.S. 194 William Carr,junior high-intermediate-middle,25,3,3,3,20,3,3,3
1177,25Q200,P.S./M.S. 200 - The Magnet School of Global Studie,k-8,25,3,3,3,3,3,3,3
1178,25Q201,P.S. 201 The Discovery School for Inquiry and Rese,elementary,25,3,3,3,3,3,3,3
1179,25Q209,P.S. 209 Clearview Gardens,elementary,25,3,3,3,3,3,3,3
1180,25Q214,P.S. 214 Cadwallader Colden,elementary,25,3,3,3,3,3,3,3
1181,25Q219,P.S. 219 Paul Klapper,k-8,25,3,3,3,3,3,3,3
1182,25Q237,I.S. 237,junior high-intermediate-middle,25,3,3,3,3,3,3,3
1183,25Q240,Veritas Academy,high school,25,3,3,3,3,3,3,3
1184,25Q241,Queens High School for Language Studies,high school,25,3,3,3,3,3,3,3
1185,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,early childhood,25,3,3,3,3,3,3,3
1186,25Q244,The Active Learning Elementary School,early childhood,25,3,3,3,3,3,3,3
1187,25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,junior high-intermediate-middle,25,3,3,11,7,3,3,3
1188,25Q252,"Queens School of Inquiry, The",secondary school,25,3,3,3,3,3,3,3
1189,25Q263,Flushing International High School,high school,25,3,3,3,3,3,3,3
1190,25Q281,East-West School of International Studies,secondary school,25,3,3,3,3,3,3,3
1191,25Q285,World Journalism Preparatory: A College Board Scho,secondary school,25,3,3,3,3,3,3,3
1192,25Q294,BELL Academy,junior high-intermediate-middle,25,3,3,3,3,3,3,3
1193,25Q379,College Point Collaborative,junior high-intermediate-middle,25,3,3,3,3,3,3,3
1194,25Q425,John Bowne High School,high school,25,3,3,20,3,3,3,3
1195,25Q460,Flushing High School,high school,25,3,3,3,3,3,3,3
1196,25Q467,Flushing Yabc,high school,79,3,3,3,3,3,3,3
1197,25Q499,"The Queens College School for Math, Science and Te",k-8,25,3,3,3,3,3,3,3
1198,25Q525,Townsend Harris High School,high school,25,3,3,3,3,3,3,3
1199,25Q540,Queens Academy High School,high school,25,3,3,7,3,3,3,3
1200,25Q670,Robert F. Kennedy Community High School,high school,25,3,3,3,3,3,3,3
1201,25Q792,North Queens Community High School,high school,25,3,3,3,3,3,3,3
1202,26Q018,P.S. 018 Winchester,elementary,26,3,3,3,3,3,3,3
1203,26Q026,P.S. 026 Rufus King,elementary,26,3,3,3,3,3,3,3
1204,26Q031,P.S. 031 Bayside,elementary,26,3,3,3,3,3,3,3
1205,26Q041,P.S. 041 Crocheron,elementary,26,3,3,3,3,3,3,3
1206,26Q046,P.S. 046 Alley Pond,elementary,26,3,3,3,3,3,3,3
1207,26Q067,J.H.S. 067 Louis Pasteur,junior high-intermediate-middle,26,3,3,3,3,3,3,3
1208,26Q074,J.H.S. 074 Nathaniel Hawthorne,junior high-intermediate-middle,26,3,3,3,3,3,3,3
1209,26Q094,P.S. 094 David D. Porter,elementary,26,3,3,3,3,3,3,3
1210,26Q098,P.S. 098 The Douglaston School,elementary,26,3,3,3,3,3,3,3
1211,26Q115,The James J. Ambrose School,elementary,26,3,3,3,3,3,3,3
1212,26Q133,P.S. 133 Queens,elementary,26,3,3,3,3,3,3,3
1213,26Q158,M.S. 158 Marie Curie,junior high-intermediate-middle,26,3,3,3,3,3,3,3
1214,26Q159,P.S. 159,elementary,26,3,3,3,3,3,3,3
1215,26Q162,P.S. 162 John Golden,elementary,26,3,3,3,3,3,3,3
1216,26Q172,Irwin Altman Middle School 172,junior high-intermediate-middle,26,3,3,3,3,3,3,3
1217,26Q173,P.S. 173 Fresh Meadows,elementary,26,3,3,3,3,3,3,3
1218,26Q178,P.S./ IS 178 Holliswood,k-8,26,3,3,3,3,7,3,3
1219,26Q186,P.S. 186 Castlewood,elementary,26,3,3,3,3,3,3,3
1220,26Q188,P.S. 188 Kingsbury,elementary,26,3,3,3,3,3,3,3
1221,26Q191,P.S. 191 Mayflower,elementary,26,3,3,3,3,3,3,3
1222,26Q203,P.S. 203 Oakland Gardens,elementary,26,3,3,3,3,3,3,3
1223,26Q205,P.S. 205 Alexander Graham Bell,elementary,26,3,3,3,3,3,3,3
1224,26Q213,P.S. 213 The Carl Ullman School,elementary,26,3,3,3,3,3,3,3
1225,26Q216,J.H.S. 216 George J. Ryan,junior high-intermediate-middle,26,3,3,3,3,3,3,3
1226,26Q221,P.S. 221 The North Hills School,elementary,26,3,3,3,3,3,3,3
1227,26Q266,P.S./I.S. 266,k-8,26,3,3,3,3,3,3,3
1228,26Q315,Business Technology Early College High School,high school,26,3,3,3,3,3,3,3
1229,26Q376,P.S. 376,elementary,26,3,3,3,3,3,3,3
1230,26Q415,Benjamin N. Cardozo High School,high school,26,3,3,14,3,3,3,3
1231,26Q430,Francis Lewis High School,high school,26,3,3,3,3,3,3,3
1232,26Q435,Martin Van Buren High School,high school,26,3,3,27,3,3,3,3
1233,26Q495,Bayside High School,high school,26,3,3,3,3,3,3,3
1234,26Q566,"Queens High School of Teaching, Liberal Arts and t",high school,26,3,3,16,3,3,3,3
1235,27Q042,P.S./M.S 042 R. Vernam,k-8,27,3,3,3,3,3,3,3
1236,27Q043,P.S. 043,k-8,27,3,3,3,3,3,3,3
1237,27Q045,P.S. 045 Clarence Witherspoon,elementary,27,3,3,3,3,3,3,3
1238,27Q047,P.S. 047 Chris Galas,k-8,27,3,3,3,3,3,3,3
1239,27Q051,P.S. 051,early childhood,27,3,3,3,3,3,3,3
1240,27Q053,M.S. 053 Brian Piccolo,junior high-intermediate-middle,27,3,3,11,3,3,3,3
1241,27Q056,P.S. 056 Harry Eichler,elementary,27,3,3,3,3,3,3,3
1242,27Q060,P.S. 060 Woodhaven,elementary,27,3,3,3,3,3,3,3
1243,27Q062,P. S. 62 - Chester Park School,elementary,27,3,3,3,3,3,3,3
1244,27Q063,P.S. 063 Old South,elementary,27,3,3,3,3,3,3,3
1245,27Q064,P.S. 064 Joseph P. Addabbo,elementary,27,3,3,3,3,3,3,3
1246,27Q065,P.S. 65 - The Raymond York Elementary School,elementary,27,3,3,3,3,3,3,3
1247,27Q066,P.S. 066 Jacqueline Kennedy Onassis,elementary,27,3,3,3,3,3,3,3
1248,27Q090,P.S. 090 Horace Mann,elementary,27,3,3,3,3,3,3,3
1249,27Q096,P.S. 096,elementary,27,3,3,3,3,3,3,3
1250,27Q097,P.S. 097 Forest Park,elementary,27,3,3,3,3,3,3,3
1251,27Q100,P.S. 100 Glen Morris,elementary,27,3,3,3,3,3,3,3
1252,27Q104,P.S. 104 The Bays Water,elementary,27,3,3,3,3,3,3,3
1253,27Q105,P.S. 105 The Bay School,k-8,27,3,3,16,3,3,3,3
1254,27Q106,Lighthouse Elementary School,elementary,27,3,3,3,3,3,3,3
1255,27Q108,P.S. 108 Captain Vincent G. Fowler,elementary,27,3,3,3,3,3,3,3
1256,27Q114,P.S./M.S. 114 Belle Harbor,k-8,27,3,3,3,3,3,3,3
1257,27Q123,P.S. 123,elementary,27,3,3,3,3,3,3,3
1258,27Q124,P.S. 124 Osmond A Church,k-8,27,3,3,3,3,3,3,3
1259,27Q137,M.S. 137 America's School of Heroes,junior high-intermediate-middle,27,3,3,3,8,3,3,3
1260,27Q146,P.S. 146 Howard Beach,k-8,27,3,3,3,3,3,3,3
1261,27Q155,P.S. 155,elementary,27,3,3,3,3,3,3,3
1262,27Q183,P.S. 183 Dr. Richard R. Green,k-8,27,3,3,3,3,3,3,3
1263,27Q197,P.S. 197 The Ocean School,elementary,27,3,3,3,3,3,3,3
1264,27Q202,J.H.S. 202 Robert H. Goddard,junior high-intermediate-middle,27,3,3,3,8,3,3,3
1265,27Q207,P.S. 207 Rockwood Park,k-8,27,3,3,3,3,3,3,3
1266,27Q210,J.H.S. 210 Elizabeth Blackwell,junior high-intermediate-middle,27,3,3,3,10,3,3,3
1267,27Q223,P.S. 223 Lyndon B. Johnson,elementary,27,3,3,3,3,3,3,3
1268,27Q226,J.H.S. 226 Virgil I. Grissom,junior high-intermediate-middle,27,3,3,3,3,3,3,3
1269,27Q232,P.S. 232 Lindenwood,k-8,27,3,3,3,3,3,3,3
1270,27Q253,P.S. 253,elementary,27,3,3,3,3,3,3,3
1271,27Q254,P.S. 254 - The Rosa Parks School,elementary,27,3,3,3,3,3,3,3
1272,27Q260,Frederick Douglass Academy VI High School,high school,27,3,3,13,3,3,3,3
1273,27Q261,Voyages Prep - South Queens,high school,27,3,3,3,3,3,3,3
1274,27Q262,Channel View School for Research,secondary school,27,3,3,3,3,3,3,3
1275,27Q273,P.S. 273,elementary,27,3,3,3,3,3,3,3
1276,27Q282,Knowledge and Power Preparatory Academy VI,junior high-intermediate-middle,27,3,3,3,3,3,3,3
1277,27Q297,Hawtree Creek Middle School,junior high-intermediate-middle,27,3,3,3,3,3,3,3
1278,27Q302,"Queens High School for Information, Research, and",high school,27,3,3,3,3,3,3,3
1279,27Q306,New York City Academy for Discovery,elementary,27,3,3,3,3,3,3,3
1280,27Q308,Robert H. Goddard High School of Communication Art,high school,27,3,3,3,3,3,3,3
1281,27Q309,Academy of Medical Technology: A College Board Sch,secondary school,27,3,3,6,3,3,3,3
1282,27Q314,Epic High School - South,high school,27,3,3,3,3,3,3,3
1283,27Q316,Queens Explorers Elementary School,elementary,27,3,3,3,3,3,3,3
1284,27Q317,Waterside Children's Studio School,elementary,27,3,3,3,3,3,3,3
1285,27Q318,Waterside School For Leadership,junior high-intermediate-middle,27,3,3,3,3,3,3,3
1286,27Q319,Village Academy,junior high-intermediate-middle,27,3,3,3,3,3,3,3
1287,27Q323,Scholars' Academy,secondary school,27,3,3,3,3,3,3,3
1288,27Q324,Rockaway Park High School for Environmental Sustai,high school,27,3,3,3,3,3,3,3
1289,27Q333,Goldie Maple Academy,k-8,27,3,3,3,3,3,3,3
1290,27Q334,Epic High School - North,high school,27,3,3,3,3,3,3,3
1291,27Q351,Rockaway Collegiate High School,high school,27,3,3,8,3,3,3,3
1292,27Q362,Wave Preparatory Elementary School,elementary,27,3,3,3,3,3,3,3
1293,27Q377,P.S. 377,elementary,27,3,3,3,3,3,3,3
1294,27Q400,August Martin High School,high school,27,3,3,8,3,3,3,3
1295,27Q475,Richmond Hill High School,high school,27,3,3,3,3,3,3,3
1296,27Q480,John Adams High School,high school,27,3,3,31,14,3,3,3
1297,27Q487,John Adams Yabc,high school,79,3,3,3,3,3,3,3
1298,27Q650,"High School for Construction Trades, Engineering a",high school,27,3,3,3,3,3,3,3
1299,28Q008,J.H.S. 008 Richard S. Grossley,junior high-intermediate-middle,28,3,3,6,3,3,3,3
1300,28Q040,P.S. 040 Samuel Huntington,elementary,28,3,3,3,3,3,3,3
1301,28Q048,P.S. 048 William Wordsworth,elementary,28,3,3,3,3,3,3,3
1302,28Q050,P.S. 050 Talfourd Lawn Elementary School,elementary,28,3,3,3,3,3,3,3
1303,28Q054,P.S. 054 Hillside,elementary,28,3,3,3,3,3,3,3
1304,28Q055,P.S. 055 Maure,elementary,28,3,3,3,3,3,3,3
1305,28Q072,Catherine & Count Basie Middle School 72,junior high-intermediate-middle,28,3,3,3,3,3,3,3
1306,28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,elementary,28,3,3,3,3,3,3,3
1307,28Q082,P.S. 082 Hammond,elementary,28,3,3,3,3,3,3,3
1308,28Q086,P.S. Q086,elementary,28,3,3,3,3,3,3,3
1309,28Q099,P.S. 099 Kew Gardens,elementary,28,3,3,3,3,3,3,3
1310,28Q101,P.S. 101 School in the Gardens,elementary,28,3,3,3,3,3,3,3
1311,28Q117,P.S. 117 J. Keld / Briarwood School,elementary,28,3,3,3,3,3,3,3
1312,28Q121,P.S. 121 Queens,elementary,28,3,3,3,3,3,3,3
1313,28Q139,P.S. 139 Rego Park,elementary,28,3,3,3,3,3,3,3
1314,28Q140,P.S. 140 Edward K Ellington,elementary,28,3,3,3,3,3,3,3
1315,28Q144,P.S. 144 Col Jeromus Remsen,elementary,28,3,3,3,3,3,3,3
1316,28Q157,J.H.S. 157 Stephen A. Halsey,junior high-intermediate-middle,28,3,3,3,3,3,3,3
1317,28Q160,P.S. 160 Walter Francis Bishop,elementary,28,3,3,3,3,3,3,3
1318,28Q161,P.S. 161 Arthur Ashe School,elementary,28,3,3,3,3,3,3,3
1319,28Q167,Metropolitan Expeditionary Learning School,secondary school,28,3,3,3,3,3,3,3
1320,28Q174,P.S. 174 William Sidney Mount,elementary,28,3,3,3,3,3,3,3
1321,28Q175,P.S. 175 The Lynn Gross Discovery School,elementary,28,3,3,3,3,3,3,3
1322,28Q182,P.S. 182 Samantha Smith,elementary,28,3,3,3,3,3,3,3
1323,28Q190,J.H.S. 190 Russell Sage,junior high-intermediate-middle,28,3,3,3,3,3,3,3
1324,28Q196,P.S. 196 Grand Central Parkway,elementary,28,3,3,3,3,3,3,3
1325,28Q206,P.S. 206 The Horace Harding School,elementary,28,3,3,3,3,3,3,3
1326,28Q217,J.H.S. 217 Robert A. Van Wyck,junior high-intermediate-middle,28,3,3,10,11,3,3,3
1327,28Q220,P.S. 220 Edward Mandel,elementary,28,3,3,3,3,3,3,3
1328,28Q284,York Early College Academy,secondary school,28,3,3,7,3,3,3,3
