,DBN,school_name,school_category,district_code,american_indian_or_alaskan_native,asian,black,hispanic,white,multi_racial,unknown
675,13K287,P.S. 287 Bailey K. Ashford,elementary,13,3,3,3,3,3,3,3
676,13K301,Satellite East Middle School,junior high-intermediate-middle,13,3,3,3,3,3,3,3
677,13K305,P.S. 305 Dr. Peter Ray,elementary,13,3,3,3,3,3,3,3
678,13K307,P.S. 307 Daniel Hale Williams,elementary,13,3,3,3,3,3,3,3
679,13K313,Dock Street School for STEAM Studies,junior high-intermediate-middle,13,3,3,3,3,3,3,3
680,13K350,Urban Assembly School for Music and Art,high school,13,3,3,3,3,3,3,3
681,13K351,The Urban Assembly Unison School,junior high-intermediate-middle,13,3,3,3,3,3,3,3
682,13K412,Brooklyn Community Arts & Media High School (BCAM),high school,13,3,3,3,3,3,3,3
683,13K419,"Science Skills Center High School for Science, Tec",high school,13,3,3,3,3,3,3,3
684,13K430,Brooklyn Technical High School,high school,13,3,3,3,3,6,3,3
685,13K439,Brooklyn International High School,high school,13,3,3,3,3,3,3,3
686,13K483,The Urban Assembly School for Law and Justice,high school,13,3,3,19,3,3,3,3
687,13K492,Academy of Arts and Letters,k-8,13,3,3,3,3,3,3,3
688,13K499,ACORN Community High School,high school,13,3,3,3,3,3,3,3
689,13K527,Urban Assembly Institute of Math and Science for Y,secondary school,13,3,3,3,3,3,3,3
690,13K553,Brooklyn Academy High School,high school,13,3,3,12,3,3,3,3
691,13K594,Gotham Professional Arts Academy,high school,13,3,3,3,3,3,3,3
692,13K595,Bedford Academy High School,high school,13,3,3,3,3,3,3,3
693,13K605,George Westinghouse Career and Technical Education,high school,13,3,3,14,3,3,3,3
694,13K616,Brooklyn High School for Leadership and Community,high school,13,3,3,11,3,3,3,3
695,13K657,Downtown Brooklyn Yabc,high school,79,3,3,3,3,3,3,3
696,13K670,Benjamin Banneker Academy,high school,13,3,3,11,3,3,3,3
697,13K674,"City Polytechnic High School of Engineering, Archi",high school,13,3,3,3,3,3,3,3
698,13K691,Fort Greene Preparatory Academy,junior high-intermediate-middle,13,3,3,3,3,3,3,3
699,14K016,P.S. 016 Leonard Dunkly,elementary,14,3,3,3,3,3,3,3
700,14K017,P.S. 017 Henry D. Woodworth,elementary,14,3,3,3,3,3,3,3
701,14K018,P.S. 018 Edward Bush,elementary,14,3,3,3,3,3,3,3
702,14K023,P.S. 023 Carter G. Woodson,elementary,14,3,3,3,3,3,3,3
703,14K031,P.S. 031 Samuel F. Dupont,elementary,14,3,3,3,3,3,3,3
704,14K034,P.S. 034 Oliver H. Perry,elementary,14,3,3,3,3,3,3,3
705,14K050,J.H.S. 050 John D. Wells,junior high-intermediate-middle,14,3,3,3,3,3,3,3
706,14K059,P.S. 059 William Floyd,elementary,14,3,3,3,3,3,3,3
707,14K071,Juan Morel Campos Secondary School,secondary school,14,3,3,3,3,3,3,3
708,14K084,P.S. 084 Jose De Diego,k-8,14,3,3,3,3,3,3,3
709,14K110,P.S. 110 The Monitor,elementary,14,3,3,3,3,3,3,3
710,14K120,P.S. 120 Carlos Tapia,elementary,14,3,3,3,3,3,3,3
711,14K126,John Ericsson Middle School 126,junior high-intermediate-middle,14,3,3,9,10,3,3,3
712,14K132,P.S. 132 The Conselyea School,elementary,14,3,3,3,3,3,3,3
713,14K147,P.S. 147 Isaac Remsen,elementary,14,3,3,3,3,3,3,3
714,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,k-8,14,3,3,3,3,3,3,3
715,14K196,P.S. 196 Ten Eyck,elementary,14,3,3,3,3,3,3,3
716,14K250,P.S. 250 George H. Lindsay,elementary,14,3,3,3,3,3,3,3
717,14K257,P.S. 257 John F. Hylan,elementary,14,3,3,3,3,3,3,3
718,14K297,P.S. 297 Abraham Stockton,elementary,14,3,3,3,3,3,3,3
719,14K318,I.S. 318 Eugenio Maria De Hostos,junior high-intermediate-middle,14,3,3,9,15,3,3,3
720,14K319,P.S. 319,early childhood,14,3,3,3,3,3,3,3
721,14K380,P.S. 380 John Wayne Elementary,elementary,14,3,3,3,3,3,3,3
722,14K414,Brooklyn Arbor Elementary School,elementary,14,3,3,3,3,3,3,3
723,14K449,"Brooklyn Latin School, The",high school,14,3,3,3,3,3,3,3
724,14K454,The Williamsburg High School of Art and Technology,high school,14,3,3,3,3,3,3,3
725,14K474,PROGRESS High School for Professional Careers,high school,14,3,3,3,3,3,3,3
726,14K477,East Williamsburg Scholars Academy,high school,14,3,3,3,3,3,3,3
727,14K478,"The High School for Enterprise, Business and Techn",high school,14,3,3,11,3,3,3,3
728,14K488,Brooklyn Preparatory High School,high school,14,3,3,13,3,3,3,3
729,14K558,Williamsburg High School for Architecture and Desi,high school,14,3,3,10,3,3,3,3
730,14K561,Williamsburg Preparatory School,high school,14,3,3,3,3,3,3,3
731,14K577,Conselyea Preparatory School,junior high-intermediate-middle,14,3,3,3,3,3,3,3
732,14K582,M.S. 582,junior high-intermediate-middle,14,3,3,3,3,3,3,3
733,14K586,Lyons Community School,secondary school,14,3,3,3,6,3,3,3
734,14K610,Automotive High School,high school,14,3,3,3,3,3,3,3
735,14K614,Young Women's Leadership School of Brooklyn,secondary school,14,3,3,8,3,3,3,3
736,14K685,El Puente Academy for Peace and Justice,high school,14,3,3,3,3,3,3,3
737,14K923,Automotive High School Yabc,high school,79,3,3,3,3,3,3,3
738,15K001,P.S. 001 The Bergen,elementary,15,3,3,3,3,3,3,3
739,15K010,"Magnet School of Math, Science and Design Technolo",elementary,15,3,3,3,3,3,3,3
740,15K015,P.S. 015 Patrick F. Daly,elementary,15,3,3,3,3,3,3,3
741,15K024,P.S. 024,elementary,15,3,3,3,3,3,3,3
742,15K029,P.S. 029 John M. Harrigan,elementary,15,3,3,3,3,3,3,3
743,15K032,P.S. 032 Samuel Mills Sprole,elementary,15,3,3,3,3,3,3,3
744,15K038,P.S. 038 The Pacific,elementary,15,3,3,3,3,3,3,3
745,15K039,P.S. 039 Henry Bristow,elementary,15,3,3,3,3,3,3,3
746,15K051,M.S. 51 William Alexander,junior high-intermediate-middle,15,3,3,3,3,3,3,3
747,15K058,P.S. 058 The Carroll,elementary,15,3,3,3,3,3,3,3
748,15K088,J.H.S. 088 Peter Rouget,junior high-intermediate-middle,15,3,3,3,3,3,3,3
749,15K094,P.S. 094 The Henry Longfellow,elementary,15,3,3,3,3,3,3,3
750,15K107,P.S. 107 John W. Kimball,elementary,15,3,3,3,3,3,3,3
751,15K118,The Maurice Sendak Community School,elementary,15,3,3,3,3,3,3,3
752,15K124,P.S. 124 Silas B. Dutcher,elementary,15,3,3,3,3,3,3,3
753,15K130,P.S. 130 The Parkside,elementary,15,3,3,3,3,3,3,3
754,15K131,P.S. 131 Brooklyn,elementary,15,3,3,3,3,3,3,3
755,15K136,I.S. 136 Charles O. Dewey,junior high-intermediate-middle,15,3,3,3,3,3,3,3
756,15K146,"The Brooklyn New School, P.S. 146",elementary,15,3,3,3,3,3,3,3
757,15K154,The Windsor Terrace School,elementary,15,3,3,3,3,3,3,3
758,15K169,P.S. 169 Sunset Park,elementary,15,3,3,3,3,3,3,3
759,15K172,P.S. 172 Beacon School of Excellence,elementary,15,3,3,3,3,3,3,3
760,15K230,P.S. 230 Doris L. Cohen,elementary,15,3,3,3,3,3,3,3
761,15K261,P.S. 261 Philip Livingston,elementary,15,3,3,3,3,3,3,3
762,15K295,P.S. 295,elementary,15,3,3,3,3,3,3,3
763,15K321,P.S. 321 William Penn,elementary,15,3,3,3,3,3,3,3
764,15K423,Brooklyn Frontiers High School,high school,15,3,3,3,3,3,3,3
765,15K429,Digital Arts and Cinema Technology High School,secondary school,15,3,3,6,3,3,3,3
766,15K442,M.S. 442 Carroll Gardens School for Innovation,junior high-intermediate-middle,15,3,3,3,3,3,3,3
767,15K443,New Voices School of Academic & Creative Arts,junior high-intermediate-middle,15,3,3,3,3,3,3,3
768,15K447,The Math & Science Exploratory School,junior high-intermediate-middle,15,3,3,3,3,3,3,3
769,15K448,Brooklyn Collaborative Studies,secondary school,15,3,3,8,3,3,3,3
770,15K462,John Jay School for Law,high school,15,3,3,3,3,3,3,3
771,15K463,Secondary School for Journalism,high school,15,3,3,7,3,3,3,3
772,15K464,Park Slope Collegiate,secondary school,15,3,3,3,3,3,3,3
773,15K497,The Boerum Hill School for International Studies,secondary school,15,3,3,3,3,3,3,3
774,15K516,Sunset Park Avenues Elementary School,elementary,15,3,3,3,3,3,3,3
775,15K519,Cobble Hill School of American Studies,high school,15,3,3,13,3,3,3,3
776,15K529,West Brooklyn Community High School,high school,15,3,3,3,3,3,3,3
777,15K592,Khalil Gibran International Academy,high school,15,3,3,3,3,3,3,3
778,15K656,Brooklyn High School of the Arts,high school,15,3,3,6,3,3,3,3
779,15K667,Sunset Park High School,high school,15,3,3,3,9,3,3,3
780,15K676,Red Hook Neighborhood School,elementary,15,3,3,3,3,3,3,3
781,15K684,Millennium Brooklyn HS,high school,15,3,3,3,3,3,3,3
782,15K698,South Brooklyn Community High School,high school,15,3,3,3,3,3,3,3
783,15K821,Sunset Park Prep,junior high-intermediate-middle,15,3,3,3,3,3,3,3
784,15K839,M.S. 839,junior high-intermediate-middle,15,3,3,3,3,3,3,3
785,15K896,The School of Creativity and Innovation,elementary,15,3,3,3,3,3,3,3
786,16K005,P.S. 005 Dr. Ronald McNair,elementary,16,3,3,3,3,3,3,3
787,16K021,P.S. 021 Crispus Attucks,elementary,16,3,3,3,3,3,3,3
788,16K025,P.S. 025 Eubie Blake School,elementary,16,3,3,3,3,3,3,3
789,16K026,P.S. 026 Jesse Owens,elementary,16,3,3,3,3,3,3,3
790,16K028,P.S. 028 The Warren Prep Academy,elementary,16,3,3,3,3,3,3,3
791,16K035,M.S. 035 Stephen Decatur,junior high-intermediate-middle,16,3,3,3,3,3,3,3
792,16K040,P.S. 040 George W. Carver,elementary,16,3,3,3,3,3,3,3
793,16K057,J.H.S. 057 Whitelaw Reid,junior high-intermediate-middle,16,3,3,3,3,3,3,3
794,16K081,P.S. 081 Thaddeus Stevens,elementary,16,3,3,3,3,3,3,3
795,16K243,P.S. 243K- The Weeksville School,elementary,16,3,3,3,3,3,3,3
796,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,elementary,16,3,3,3,3,3,3,3
797,16K267,"M.S. 267 Math, Science & Technology",junior high-intermediate-middle,16,3,3,7,3,3,3,3
798,16K308,P.S. 308 Clara Cardwell,k-8,16,3,3,3,3,3,3,3
799,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,elementary,16,3,3,3,3,3,3,3
800,16K335,P.S. 335 Granville T. Woods,elementary,16,3,3,7,3,3,3,3
801,16K455,Boys and Girls High School,high school,16,3,3,21,3,3,3,3
802,16K498,Brooklyn High School for Law and Technology,high school,16,3,3,3,3,3,3,3
803,16K627,Brighter Choice Community School,elementary,16,3,3,3,3,3,3,3
804,16K628,Brooklyn Brownstone School,elementary,16,3,3,3,3,3,3,3
805,16K669,Research and Service High School,high school,16,3,3,3,3,3,3,3
806,16K681,Madiba Prep Middle School,junior high-intermediate-middle,16,3,3,3,3,3,3,3
807,16K688,The Brooklyn Academy of Global Finance,high school,16,3,3,3,3,3,3,3
808,16K765,Nelson Mandela High School,high school,16,3,3,3,3,3,3,3
809,16K898,The Brooklyn Green School,junior high-intermediate-middle,16,3,3,3,3,3,3,3
810,16K959,BOYS AND GIRLS YABC,high school,79,3,3,3,3,3,3,3
811,17K002,Parkside Preparatory Academy,junior high-intermediate-middle,17,3,3,14,3,3,3,3
812,17K006,Norma Adams Clemons Academy,elementary,17,3,3,3,3,3,3,3
813,17K012,Dr. Jacqueline Peek-Davis School,elementary,17,3,3,3,3,3,3,3
814,17K061,M.S. 061 Dr. Gladstone H. Atwell,junior high-intermediate-middle,17,3,3,3,3,3,3,3
815,17K091,P.S. 091 The Albany Avenue School,elementary,17,3,3,3,3,3,3,3
816,17K092,P.S. 092 Adrian Hegeman,elementary,17,3,3,3,3,3,3,3
817,17K122,Pathways in Technology Early College High School (,high school,17,3,3,3,3,3,3,3
818,17K138,P.S. 138 Brooklyn,k-8,17,3,3,3,3,3,3,3
819,17K161,P.S. 161 The Crown,elementary,17,3,3,3,3,3,3,3
820,17K181,P.S. 181 Brooklyn,k-8,17,3,3,3,3,3,3,3
821,17K189,P.S. 189 The Bilingual Center,k-8,17,3,3,3,3,3,3,3
822,17K191,P.S. 191 Paul Robeson,elementary,17,3,3,3,3,3,3,3
823,17K221,P.S. 221 Toussaint L'Ouverture,elementary,17,3,3,3,3,3,3,3
824,17K241,P.S. 241 Emma L. Johnston,elementary,17,3,3,3,3,3,3,3
825,17K246,M.S. 246 Walt Whitman,junior high-intermediate-middle,17,3,3,3,3,3,3,3
826,17K249,P.S. 249 The Caton,elementary,17,3,3,3,3,3,3,3
827,17K289,P.S. 289 George V. Brower,elementary,17,3,3,3,3,3,3,3
828,17K316,P.S. 316 Elijah Stroud,elementary,17,3,3,3,3,3,3,3
829,17K340,I.S. 340,junior high-intermediate-middle,17,3,3,3,3,3,3,3
830,17K352,Ebbets Field Middle School,junior high-intermediate-middle,17,3,3,3,3,3,3,3
831,17K353,Elijah Stroud Middle School,junior high-intermediate-middle,17,3,3,3,3,3,3,3
832,17K354,The School of Integrated Learning,junior high-intermediate-middle,17,3,3,3,3,3,3,3
833,17K375,P.S. 375 Jackie Robinson School,elementary,17,3,3,3,3,3,3,3
834,17K382,Academy for College Preparation and Career Explora,secondary school,17,3,3,7,3,3,3,3
835,17K394,M.S. K394,k-8,17,3,3,3,3,3,3,3
836,17K397,P.S. 397 Foster-Laurie,elementary,17,3,3,3,3,3,3,3
837,17K398,P.S. 398 Walter Weaver,elementary,17,3,3,3,3,3,3,3
838,17K399,P.S. 399 Stanley Eugene Clark,elementary,17,3,3,3,3,3,3,3
839,17K408,Academy of Hospitality and Tourism,high school,17,3,3,3,3,3,3,3
840,17K467,Erasmus Yabc,high school,79,3,3,3,3,3,3,3
841,17K484,Ronald Edmonds Learning Center II,junior high-intermediate-middle,17,3,3,3,3,3,3,3
842,17K524,International High School at Prospect Heights,high school,17,3,3,3,3,3,3,3
843,17K528,The High School for Global Citizenship,high school,17,3,3,10,3,3,3,3
844,17K531,"School for Human Rights, The",secondary school,17,3,3,6,3,3,3,3
845,17K532,New Bridges Elementary,elementary,17,3,3,3,3,3,3,3
846,17K537,High School for Youth and Community Development at,high school,17,3,3,3,3,3,3,3
847,17K539,High School for Service & Learning at Erasmus,high school,17,3,3,11,3,3,3,3
848,17K543,"Science, Technology and Research Early College Hig",secondary school,17,3,3,3,3,3,3,3
849,17K546,High School for Public Service: Heroes of Tomorrow,high school,17,3,3,3,3,3,3,3
850,17K547,Brooklyn Academy of Science and the Environment,high school,17,3,3,3,3,3,3,3
851,17K548,Brooklyn School for Music & Theatre,high school,17,3,3,15,3,3,3,3
852,17K568,Brownsville Academy High School,high school,17,3,3,15,3,3,3,3
853,17K590,Medgar Evers College Preparatory School,secondary school,17,3,3,3,3,3,3,3
854,17K600,Clara Barton High School,high school,17,3,3,9,3,3,3,3
855,17K646,Aspirations Diploma Plus High School,high school,17,3,3,3,3,3,3,3
856,17K705,Brooklyn Arts and Science Elementary School,elementary,17,3,3,3,3,3,3,3
857,17K722,New Heights Middle School,junior high-intermediate-middle,17,3,3,3,3,3,3,3
858,17K745,Brooklyn Institute for Liberal Arts,high school,17,3,3,3,3,3,3,3
859,17K751,Academy for Health Careers,high school,17,3,3,3,3,3,3,3
860,17K770,P.S. 770 New American Academy,elementary,17,3,3,3,3,3,3,3
861,18K066,P.S. 66,k-8,18,3,3,3,3,3,3,3
862,18K068,I.S. 068 Isaac Bildersee,junior high-intermediate-middle,18,3,3,3,3,3,3,3
863,18K114,P.S. 114 Ryder Elementary,elementary,18,3,3,3,3,3,3,3
864,18K115,P.S. 115 Daniel Mucatel School,elementary,18,3,3,7,3,3,3,3
865,18K135,P.S. 135 Sheldon A. Brookner,elementary,18,3,3,3,3,3,3,3
866,18K208,P.S. 208 Elsa Ebeling,elementary,18,3,3,3,3,3,3,3
867,18K211,I.S. 211 John Wilson,junior high-intermediate-middle,18,3,3,3,3,3,3,3
868,18K219,P.S. 219 Kennedy-King,elementary,18,3,3,3,3,3,3,3
869,18K233,P.S. 233 Langston Hughes,elementary,18,3,3,3,3,3,3,3
870,18K235,P.S. 235 Janice Marie Knight School,k-8,18,3,3,3,3,3,3,3
871,18K244,P.S. 244 Richard R. Green,elementary,18,3,3,3,3,3,3,3
872,18K268,P.S. 268 Emma Lazarus,elementary,18,3,3,3,3,3,3,3
873,18K272,P.S. 272 Curtis Estabrook,elementary,18,3,3,3,3,3,3,3
874,18K276,P.S. 276 Louis Marshall,elementary,18,3,3,3,3,3,3,3
875,18K279,P.S. 279 Herman Schreiber,elementary,18,3,3,3,3,3,3,3
876,18K285,I.S. 285 Meyer Levin,junior high-intermediate-middle,18,3,3,11,3,3,3,3
877,18K366,The Science And Medicine Middle School,junior high-intermediate-middle,18,3,3,6,3,3,3,3
878,18K563,It Takes a Village Academy,high school,18,3,3,26,3,3,3,3
879,18K566,Brooklyn Generation School,high school,18,3,3,3,3,3,3,3
880,18K567,Brooklyn Theatre Arts High School,high school,18,3,3,8,3,3,3,3
881,18K569,Kurt Hahn Expeditionary Learning School,high school,18,3,3,10,3,3,3,3
882,18K576,Victory Collegiate High School,high school,18,3,3,10,3,3,3,3
883,18K578,Brooklyn Bridge Academy,high school,18,3,3,3,3,3,3,3
884,18K581,East Flatbush Community Research School,junior high-intermediate-middle,18,3,3,3,3,3,3,3
885,18K588,Middle School for Art and Philosophy,junior high-intermediate-middle,18,3,3,3,3,3,3,3
886,18K617,High School for Innovation in Advertising and Medi,high school,18,3,3,3,3,3,3,3
887,18K629,Cultural Academy for the Arts and Sciences,high school,18,3,3,25,3,3,3,3
888,18K633,High School for Medical Professions,high school,18,3,3,11,3,3,3,3
889,18K635,Olympus Academy,high school,18,3,3,3,3,3,3,3
890,18K637,Academy for Conservation and the Environment,high school,18,3,3,3,3,3,3,3
891,18K642,Urban Action Academy,high school,18,3,3,3,3,3,3,3
892,18K673,East Brooklyn Community High School,high school,18,3,3,3,3,3,3,3
893,18K763,Brooklyn Science and Engineering Academy,junior high-intermediate-middle,18,3,3,3,3,3,3,3
894,18K922,South Shore Educational Complex Yabc,high school,79,3,3,3,3,3,3,3
895,19K007,P.S. 007 Abraham Lincoln,elementary,19,3,3,3,3,3,3,3
896,19K013,P.S. 013 Roberto Clemente,elementary,19,3,3,3,3,3,3,3
897,19K065,P.S. 065,elementary,19,3,3,3,3,3,3,3
898,19K089,P.S. 089 Cypress Hills,k-8,19,3,3,3,9,3,3,3
899,19K108,P.S. 108 Sal Abbracciamento,elementary,19,3,3,3,3,3,3,3
900,19K149,P.S. 149 Danny Kaye,elementary,19,3,3,3,3,3,3,3
901,19K158,P.S. 158 Warwick,elementary,19,3,3,3,3,3,3,3
902,19K159,P.S. 159 Isaac Pitkin,elementary,19,3,3,3,3,3,3,3
903,19K171,I.S. 171 Abraham Lincoln,junior high-intermediate-middle,19,3,3,3,15,3,3,3
904,19K190,P.S. 190 Sheffield,elementary,19,3,3,3,3,3,3,3
905,19K202,P.S. 202 Ernest S. Jenkyns,elementary,19,3,3,3,3,3,3,3
906,19K213,P.S. 213 New Lots,elementary,19,3,3,3,3,3,3,3
907,19K214,P.S. 214 Michael Friedsam,elementary,19,3,3,3,3,3,3,3
908,19K218,J.H.S. 218 James P. Sinnott,junior high-intermediate-middle,19,3,3,3,3,3,3,3
909,19K224,P.S. 224 Hale A. Woodruff,elementary,19,3,3,3,3,3,3,3
910,19K273,P.S. 273 Wortman,elementary,19,3,3,3,3,3,3,3
911,19K290,P.S. 290 Juan Morel Campos,elementary,19,3,3,3,3,3,3,3
912,19K292,J.H.S. 292 Margaret S. Douglas,junior high-intermediate-middle,19,3,3,3,3,3,3,3
913,19K306,P.S. 306 Ethan Allen,elementary,19,3,3,3,3,3,3,3
914,19K325,The Fresh Creek School,elementary,19,3,3,3,3,3,3,3
915,19K328,P.S. 328 Phyllis Wheatley,elementary,19,3,3,3,3,3,3,3
916,19K345,P.S. 345 Patrolman Robert Bolden,elementary,19,3,3,3,3,3,3,3
917,19K346,P.S. 346 Abe Stark,elementary,19,3,3,3,3,3,3,3
918,19K364,I.S. 364 Gateway,junior high-intermediate-middle,19,3,3,3,3,3,3,3
919,19K404,Academy for Young Writers,secondary school,19,3,3,15,3,3,3,3
920,19K409,East New York Family Academy,secondary school,19,3,3,3,3,3,3,3
921,19K422,Spring Creek Community School,secondary school,19,3,3,3,3,3,3,3
922,19K431,Thomas Jefferson Yabc,high school,79,3,3,3,3,3,3,3
923,19K452,Frederick Douglass Academy VIII Middle School,junior high-intermediate-middle,19,3,3,18,3,3,3,3
924,19K501,Franklin K. Lane Campus YABC,high school,79,3,3,3,3,3,3,3
925,19K502,FDNY - Captain Vernon A. Richard High School for F,high school,19,3,3,3,3,3,3,3
926,19K504,High School for Civil Rights,high school,19,3,3,3,3,3,3,3
927,19K507,Performing Arts and Technology High School,high school,19,3,3,3,3,3,3,3
928,19K510,World Academy for Total Community Health High Scho,high school,19,3,3,7,3,3,3,3
929,19K557,Brooklyn Gardens Elementary School,elementary,19,3,3,3,3,3,3,3
930,19K583,Multicultural High School,high school,19,3,3,3,3,3,3,3
931,19K615,Transit Tech Career and Technical Education High S,high school,19,3,3,15,3,3,3,3
932,19K618,Academy of Innovative Technology,high school,19,3,3,3,3,3,3,3
933,19K639,Brooklyn Lab School,high school,19,3,3,3,15,3,3,3
934,19K654,Van Siclen Community Middle School,junior high-intermediate-middle,19,3,3,3,3,3,3,3
935,19K659,Cypress Hills Collegiate Preparatory School,high school,19,3,3,3,3,3,3,3
936,19K660,W. H. Maxwell Career and Technical Education High,high school,19,3,3,3,3,3,3,3
937,19K661,Vista Academy,junior high-intermediate-middle,19,3,3,3,3,3,3,3
938,19K662,Liberty Avenue Middle School,junior high-intermediate-middle,19,3,3,3,3,3,3,3
939,19K663,School of the Future Brooklyn,junior high-intermediate-middle,19,3,3,3,3,3,3,3
940,19K677,East New York Elementary School of Excellence,elementary,19,3,3,3,3,3,3,3
941,19K678,East New York Middle School of Excellence,junior high-intermediate-middle,19,3,3,3,3,3,3,3
942,19K683,School for Classics High School,high school,19,3,3,3,3,3,3,3
943,19K760,Highland Park Community School,junior high-intermediate-middle,19,3,3,3,3,3,3,3
944,19K764,The Urban Assembly School for Collaborative Health,high school,19,3,3,3,3,3,3,3
945,19K907,M.S. 907,junior high-intermediate-middle,19,3,3,3,3,3,3,3
946,20K030,P.S./I.S. 30 Mary White Ovington,k-8,20,3,3,3,3,3,3,3
947,20K048,P.S. 048 Mapleton,elementary,20,3,3,3,3,3,3,3
948,20K062,J.H.S. 062 Ditmas,junior high-intermediate-middle,20,3,3,3,3,3,3,3
949,20K069,P.S. 69 Vincent D. Grippo School,elementary,20,3,3,3,3,3,3,3
950,20K102,P.S. 102 The Bayview,elementary,20,3,3,3,3,3,3,3
951,20K104,P.S./I.S. 104 The Fort Hamilton School,k-8,20,3,3,3,3,3,3,3
952,20K105,P.S. 105 The Blythebourne,elementary,20,3,3,3,3,3,3,3
953,20K112,P.S. 112 Lefferts Park,elementary,20,3,3,3,3,3,3,3
954,20K127,P.S. 127 Mckinley Park,elementary,20,3,3,3,3,3,3,3
955,20K160,P.S. 160 William T. Sampson,elementary,20,3,3,3,3,3,3,3
956,20K163,P.S. 163 Bath Beach,k-8,20,3,3,3,3,3,3,3
957,20K164,P.S. 164 Caesar Rodney,elementary,20,3,3,3,3,3,3,3
958,20K170,Ralph A. Fabrizio School,elementary,20,3,3,3,3,3,3,3
959,20K176,P.S. 176 Ovington,elementary,20,3,3,3,3,3,3,3
960,20K179,P.S. 179 Kensington,elementary,20,3,3,3,3,3,3,3
961,20K180,The SEEALL Academy,k-8,20,3,15,3,10,10,3,3
962,20K185,P.S. 185 Walter Kassenbrock,elementary,20,3,3,3,3,3,3,3
963,20K186,P.S. 186 Dr. Irving A Gladstone,elementary,20,3,3,3,3,3,3,3
964,20K187,The Christa McAuliffe School\I.S. 187,junior high-intermediate-middle,20,3,3,3,3,3,3,3
965,20K192,P.S. 192 - The Magnet School for Math and Science,k-8,20,3,3,3,3,3,3,3
966,20K200,P.S. 200 Benson School,elementary,20,3,3,3,3,3,3,3
967,20K201,J.H.S. 201 The Dyker Heights,junior high-intermediate-middle,20,3,3,3,3,3,3,3
968,20K204,P.S. 204 Vince Lombardi,elementary,20,3,3,3,3,3,3,3
969,20K205,P.S. 205 Clarion,elementary,20,3,3,3,3,3,3,3
970,20K220,J.H.S. 220 John J. Pershing,junior high-intermediate-middle,20,3,8,3,29,3,3,3
971,20K223,J.H.S. 223 The Montauk,junior high-intermediate-middle,20,3,3,3,3,3,3,3
972,20K227,J.H.S. 227 Edward B. Shallow,junior high-intermediate-middle,20,3,3,3,22,3,3,3
973,20K229,P.S. 229 Dyker,k-8,20,3,3,3,3,3,3,3
974,20K247,P.S. 247 Brooklyn,elementary,20,3,3,3,3,3,3,3
975,20K259,J.H.S. 259 William McKinley,junior high-intermediate-middle,20,3,3,3,3,6,3,3
976,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,elementary,20,3,3,3,3,3,3,3
977,20K310,The School For Future Leaders,elementary,20,3,3,3,3,3,3,3
978,20K445,New Utrecht High School,high school,20,3,3,3,6,3,3,3
979,20K485,High School of Telecommunication Arts and Technolo,high school,20,3,3,3,3,3,3,3
980,20K490,Fort Hamilton High School,high school,20,3,3,3,3,9,3,3
981,20K503,P.S. 503: The School of Discovery,elementary,20,3,3,3,3,3,3,3
982,20K505,Franklin Delano Roosevelt High School,high school,20,3,3,8,9,3,3,3
983,20K506,P.S. 506: The School of Journalism & Technology,elementary,20,3,3,3,3,3,3,3
984,20K609,Urban Assembly School for Criminal Justice,secondary school,20,3,3,3,3,3,3,3
985,20K658,Franklin Delano Roosevelt YABC,high school,79,3,3,3,3,3,3,3
986,20K682,The Academy of Talented Scholars,elementary,20,3,3,3,3,3,3,3
987,20K686,Brooklyn School of Inquiry,k-8,20,3,3,3,3,3,3,3
988,20K748,P.S. 748 Brooklyn School for Global Scholars,elementary,20,3,3,3,3,3,3,3
989,20K971,"School of Math, Science, and Healthy Living",elementary,20,3,3,3,3,3,3,3
990,21K090,P.S. 90 Edna Cohen School,elementary,21,3,3,3,3,3,3,3
991,21K095,P.S. 095 The Gravesend,k-8,21,3,3,3,3,3,3,3
992,21K096,I.S. 096 Seth Low,junior high-intermediate-middle,21,3,3,13,7,9,3,3
993,21K097,P.S. 97 The Highlawn,elementary,21,3,3,3,3,3,3,3
994,21K098,I.S. 98 Bay Academy,junior high-intermediate-middle,21,3,3,3,3,3,3,3
995,21K099,P.S. 099 Isaac Asimov,k-8,21,3,3,3,3,3,3,3
996,21K100,P.S. 100 The Coney Island School,elementary,21,3,3,3,3,3,3,3
997,21K101,P.S. 101 The Verrazano,elementary,21,3,3,3,3,3,3,3
998,21K121,P.S. 121 Nelson A. Rockefeller,k-8,21,3,3,3,3,3,3,3
999,21K128,P.S. 128 Bensonhurst,elementary,21,3,3,3,3,3,3,3
1000,21K153,P.S. 153 Homecrest,elementary,21,3,3,3,3,3,3,3
1001,21K177,P.S. 177 The Marlboro,elementary,21,3,3,3,3,3,3,3
1002,21K188,P.S. 188 Michael E. Berdy,elementary,21,3,3,3,3,3,3,3
1003,21K199,P.S. 199 Frederick Wachtel,elementary,21,3,3,3,3,3,3,3
1004,21K209,P.S. 209 Margaret Mead,k-8,21,3,3,3,3,3,3,3
1005,21K212,P.S. 212 Lady Deborah Moody,elementary,21,3,3,3,3,3,3,3
1006,21K215,P.S. 215 Morris H. Weiss,elementary,21,3,3,3,3,3,3,3
