,DBN,Location Name,Location Type,Total SW & GC,Total GC,Full Time,Part Time,Bilingual,Serving more than one location,SY2016-17 Enrollment,Ratio GC & SW,Ratio GC Only
784,15K592,15K592 - KHALIL GIBRAN INTERNATIONAL ACADEMY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,268.0,134.0,134.0
785,15K656,15K656 - BROOKLYN HIGH SCHOOL OF THE ARTS,HIGH SCHOOL                        ,5.0,4.0,4.0,0.0,0.0,0.0,866.0,174.0,217.0
786,15K667,15K667 - SUNSET PARK HIGH SCHOOL,HIGH SCHOOL                        ,6.0,5.0,5.0,0.0,0.0,0.0,1291.0,216.0,259.0
787,15K676,15K676 - RED HOOK NEIGHBORHOOD SCHOOL,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,186.0,186.0,186.0
788,15K684,15K684 - MILLENNIUM BROOKLYN HS,HIGH SCHOOL                        ,3.0,1.0,1.0,0.0,0.0,0.0,654.0,218.0,654.0
789,15K698,15K698 - SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,201.0,101.0,101.0
790,15K821,15K821 - SUNSET PARK PREP,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.5,0.0,0.0,0.0,0.0,0.0,508.0,254.0,
791,15K839,15K839 - M.S. 839,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,209.0,209.0,209.0
792,16K005,16K005 - P.S. 005 DR. RONALD MCNAIR,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,209.0,105.0,209.0
793,16K021,16K021 - P.S. 021 CRISPUS ATTUCKS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,589.0,589.0,589.0
794,16K025,16K025 - P.S. 025 EUBIE BLAKE SCHOOL,ELEMENTARY                         ,1.4,0.4,0.0,0.4,0.0,0.4,123.0,62.0,123.0
795,16K026,16K026 - P.S. 026 JESSE OWENS,ELEMENTARY                         ,1.5,0.5,0.0,0.5,0.0,0.5,219.0,110.0,219.0
796,16K028,16K028 - P.S. 028 THE WARREN PREP ACADEMY,ELEMENTARY                         ,0.5,0.5,0.0,0.5,0.0,0.5,166.0,166.0,166.0
797,16K035,16K035 - M.S. 035 STEPHEN DECATUR,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,181.0,181.0,181.0
798,16K040,16K040 - P.S. 040 GEORGE W. CARVER,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,300.0
799,16K057,16K057 - J.H.S. 057 WHITELAW REID,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.7,1.7,1.0,0.7,0.0,0.0,213.0,71.0,107.0
800,16K081,16K081 - P.S. 081 THADDEUS STEVENS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,315.0,158.0,315.0
801,16K243,16K243 - P.S. 243K- THE WEEKSVILLE SCHOOL,ELEMENTARY                         ,1.5,0.5,0.0,0.5,0.0,0.0,252.0,126.0,252.0
802,16K262,16K262 - P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,381.0,381.0,381.0
803,16K267,16K267 - M.S. 267 MATH  SCIENCE & TECHNOLOGY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,0.6,0.6,0.0,0.6,0.0,0.6,161.0,81.0,81.0
804,16K308,16K308 - P.S. 308 CLARA CARDWELL,K-8                                ,1.6,0.6,0.0,0.6,0.0,0.6,332.0,166.0,332.0
805,16K309,16K309 - P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0
806,16K335,16K335 - P.S. 335 GRANVILLE T. WOODS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,281.0,141.0,281.0
807,16K455,16K455 - BOYS AND GIRLS HIGH SCHOOL,HIGH SCHOOL                        ,5.0,2.0,2.0,0.0,0.0,0.0,396.0,80.0,198.0
808,16K498,16K498 - BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,658.0,220.0,220.0
809,16K594,16K594 - GOTHAM PROFESSIONAL ARTS ACADEMY,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,203.0,102.0,203.0
810,16K627,16K627 - BRIGHTER CHOICE COMMUNITY SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,317.0,159.0,317.0
811,16K628,16K628 - BROOKLYN BROWNSTONE SCHOOL,EARLY CHILDHOOD,0.0,0.0,0.0,0.0,0.0,0.0,244.0,,
812,16K669,16K669 - RESEARCH AND SERVICE HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,265.0,133.0,133.0
813,16K681,16K681 - MADIBA PREP MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,0.6,0.6,0.0,0.6,0.0,0.0,136.0,68.0,68.0
814,16K688,16K688 - THE BROOKLYN ACADEMY OF GLOBAL FINANCE,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,112.0,112.0,112.0
815,16K765,16K765 - NELSON MANDELA HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,265.0,133.0,133.0
816,17K002,17K002 - PARKSIDE PREPARATORY ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,495.0,248.0,495.0
817,17K006,17K006 - P.S. 006,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,738.0,369.0,738.0
818,17K012,17K012 - DR. JACQUELINE PEEK-DAVIS SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,241.0,121.0,241.0
819,17K061,17K061 - M.S. 061 DR. GLADSTONE H. ATWELL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,3.0,3.0,0.0,0.0,0.0,915.0,305.0,305.0
820,17K091,17K091 - P.S. 091 THE ALBANY AVENUE SCHOOL,ELEMENTARY                         ,1.5,0.5,0.0,0.5,0.0,0.5,339.0,170.0,339.0
821,17K092,17K092 - P.S. 092 ADRIAN HEGEMAN,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,468.0,468.0,468.0
822,17K122,17K122 - PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,573.0,144.0,144.0
823,17K138,17K138 - P.S. 138 BROOKLYN,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,583.0,292.0,583.0
824,17K161,17K161 - P.S. 161 THE CROWN,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,374.0,125.0,187.0
825,17K181,17K181 - P.S. 181 BROOKLYN,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,782.0,261.0,391.0
826,17K189,17K189 - P.S. 189 THE BILINGUAL CENTER,K-8                                ,3.0,2.0,2.0,0.0,2.0,0.0,1059.0,353.0,530.0
827,17K191,17K191 - P.S. 191 PAUL ROBESON,ELEMENTARY                         ,0.0,0.0,0.0,0.0,0.0,0.0,192.0,,
828,17K221,17K221 - P.S. 221 TOUSSAINT L'OUVERTURE,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,352.0,352.0,352.0
829,17K241,17K241 - P.S. 241 EMMA L. JOHNSTON,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,524.0,524.0,
830,17K246,17K246 - M.S. 246 WALT WHITMAN,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,442.0,221.0,221.0
831,17K249,17K249 - P.S. 249 THE CATON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,901.0,301.0,451.0
832,17K289,17K289 - P.S. 289 GEORGE V. BROWER,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,409.0,409.0,
833,17K316,17K316 - P.S. 316 ELIJAH STROUD,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,489.0,245.0,489.0
834,17K340,17K340 - I.S. 340,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,247.0,247.0,247.0
835,17K352,17K352 - EBBETS FIELD MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,167.0,167.0,167.0
836,17K353,17K353 - ELIJAH STROUD MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,164.0,164.0,164.0
837,17K354,17K354 - THE SCHOOL OF INTEGRATED LEARNING,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,223.0,223.0,223.0
838,17K375,17K375 - P.S. 375 JACKIE ROBINSON SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,430.0,215.0,430.0
839,17K382,17K382 - ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,412.0,206.0,206.0
840,17K394,17K394 - M.S. K394,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,552.0,276.0,552.0
841,17K397,17K397 - P.S. 397 FOSTER-LAURIE,ELEMENTARY                         ,0.5,0.5,0.0,0.5,0.0,0.5,203.0,203.0,203.0
842,17K398,17K398 - P.S. 398 WALTER WEAVER,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,344.0,344.0,
843,17K399,17K399 - P.S. 399 STANLEY EUGENE CLARK,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,470.0,235.0,470.0
844,17K408,17K408 - ACADEMY OF HOSPITALITY AND TOURISM,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,191.0,96.0,96.0
845,17K484,17K484 - RONALD EDMONDS LEARNING CENTER II,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,0.0,0.0,0.0,0.0,0.0,0.0,144.0,,
846,17K489,17K489 - W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,105.0,105.0,105.0
847,17K524,17K524 - INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,HIGH SCHOOL                        ,3.0,1.0,1.0,0.0,1.0,0.0,420.0,140.0,420.0
848,17K528,17K528 - THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,214.0,214.0,214.0
849,17K531,17K531 - SCHOOL FOR HUMAN RIGHTS  THE,SECONDARY SCHOOL                   ,3.0,0.0,0.0,0.0,0.0,0.0,357.0,90.0,357.0
850,17K532,17K532 - NEW BRIDGES ELEMENTARY,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,471.0,236.0,471.0
851,17K533,17K533 - SCHOOL FOR DEMOCRACY AND LEADERSHIP,SECONDARY SCHOOL                   ,0.0,0.0,0.0,0.0,0.0,0.0,246.0,,
852,17K537,17K537 - HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,HIGH SCHOOL                        ,4.0,2.0,2.0,0.0,0.0,0.0,432.0,87.0,144.0
853,17K539,17K539 - HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,362.0,181.0,181.0
854,17K543,17K543 - SCIENCE  TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,559.0,187.0,187.0
855,17K546,17K546 - HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,460.0,230.0,460.0
856,17K547,17K547 - BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,386.0,129.0,193.0
857,17K548,17K548 - BROOKLYN SCHOOL FOR MUSIC & THEATRE,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,312.0,156.0,156.0
858,17K568,17K568 - BROWNSVILLE ACADEMY HIGH SCHOOL,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,155.0,78.0,155.0
859,17K590,17K590 - MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,SECONDARY SCHOOL                   ,3.0,3.0,3.0,0.0,0.0,0.0,1252.0,313.0,313.0
860,17K600,17K600 - CLARA BARTON HIGH SCHOOL,HIGH SCHOOL                        ,8.0,7.0,7.0,0.0,0.0,0.0,1244.0,156.0,178.0
861,17K705,17K705 - BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,ELEMENTARY                         ,1.4,0.4,0.0,0.4,0.0,0.0,378.0,189.0,378.0
862,17K722,17K722 - NEW HEIGHTS MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,1.0,0.0,250.0,125.0,125.0
863,17K745,17K745 - BROOKLYN INSTITUTE FOR LIBERAL ARTS,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,359.0,120.0,120.0
864,17K751,17K751 - ACADEMY FOR HEALTH CAREERS,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,399.0,200.0,200.0
865,17K770,17K770 - P.S. 770 NEW AMERICAN ACADEMY,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,276.0,276.0,276.0
866,18K066,18K066 - P.S. 66,K-8                                ,2.0,2.0,2.0,0.0,0.0,0.0,814.0,272.0,272.0
867,18K068,18K068 - I.S. 068 ISAAC BILDERSEE,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,393.0,197.0,197.0
868,18K114,18K114 - P.S. 114 RYDER ELEMENTARY,ELEMENTARY                         ,3.0,1.0,1.0,0.0,0.0,0.0,521.0,174.0,521.0
869,18K115,18K115 - P.S. 115 DANIEL MUCATEL SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,1014.0,507.0,1014.0
870,18K135,18K135 - P.S. 135 SHELDON A. BROOKNER,ELEMENTARY                         ,2.6,1.6,1.0,0.6,0.0,0.6,608.0,203.0,304.0
871,18K208,18K208 - P.S. 208 ELSA EBELING,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,436.0,436.0,436.0
872,18K211,18K211 - I.S. 211 JOHN WILSON,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,2.0,2.0,0.0,0.0,0.0,539.0,180.0,270.0
873,18K219,18K219 - P.S. 219 KENNEDY-KING,ELEMENTARY                         ,2.4,1.4,1.0,0.4,0.0,0.4,536.0,179.0,268.0
874,18K233,18K233 - P.S. 233 LANGSTON HUGHES,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,479.0,479.0,479.0
875,18K235,18K235 - P.S. 235 JANICE MARIE KNIGHT SCHOOL,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,1262.0,421.0,631.0
876,18K244,18K244 - P.S. 244 RICHARD R. GREEN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,550.0,275.0,550.0
877,18K268,18K268 - P.S. 268 EMMA LAZARUS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,424.0,424.0,424.0
878,18K272,18K272 - P.S. 272 CURTIS ESTABROOK,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,488.0,163.0,244.0
879,18K276,18K276 - P.S. 276 LOUIS MARSHALL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,657.0,329.0,657.0
880,18K279,18K279 - P.S. 279 HERMAN SCHREIBER,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,462.0,462.0,462.0
881,18K285,18K285 - I.S. 285 MEYER LEVIN,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,663.0,663.0,663.0
882,18K366,18K366 - THE SCIENCE AND MEDICINE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,431.0,216.0,216.0
883,18K563,18K563 - IT TAKES A VILLAGE ACADEMY,HIGH SCHOOL                        ,3.4,2.4,2.0,0.4,0.0,0.0,733.0,147.0,184.0
884,18K566,18K566 - BROOKLYN GENERATION SCHOOL,HIGH SCHOOL                        ,3.0,1.0,1.0,0.0,0.0,0.0,227.0,76.0,227.0
885,18K567,18K567 - BROOKLYN THEATRE ARTS HIGH SCHOOL,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,372.0,186.0,372.0
886,18K569,18K569 - KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,382.0,128.0,191.0
887,18K576,18K576 - VICTORY COLLEGIATE HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,340.0,170.0,170.0
888,18K578,18K578 - BROOKLYN BRIDGE ACADEMY,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,200.0,200.0,200.0
889,18K581,18K581 - EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,0.0,0.0,0.0,0.0,0.0,0.0,127.0,,
890,18K588,18K588 - MIDDLE SCHOOL FOR ART AND PHILOSOPHY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,191.0,191.0,191.0
891,18K589,18K589 - ARTS & MEDIA PREPARATORY ACADEMY,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,184.0,184.0,184.0
892,18K598,18K598 - MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,155.0,155.0,155.0
893,18K617,18K617 - HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,282.0,282.0,282.0
894,18K629,18K629 - CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,332.0,166.0,166.0
895,18K633,18K633 - HIGH SCHOOL FOR MEDICAL PROFESSIONS,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,428.0,214.0,428.0
896,18K635,18K635 - OLYMPUS ACADEMY,HIGH SCHOOL,1.0,1.0,1.0,0.0,0.0,0.0,226.0,226.0,226.0
897,18K637,18K637 - ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,284.0,142.0,142.0
898,18K642,18K642 - URBAN ACTION ACADEMY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,310.0,155.0,155.0
899,18K673,18K673 - EAST BROOKLYN COMMUNITY HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,193.0,193.0,193.0
900,18K763,18K763 - BROOKLYN SCIENCE AND ENGINEERING ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,225.0,225.0,225.0
901,19K007,19K007 - P.S. 007 ABRAHAM LINCOLN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,1.0,0.0,918.0,459.0,918.0
902,19K013,19K013 - P.S. 013 ROBERTO CLEMENTE,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,501.0,251.0,501.0
903,19K065,19K065 - P.S. 065,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,642.0,642.0,642.0
904,19K089,19K089 - P.S. 089 CYPRESS HILLS,K-8                                ,1.8,1.8,1.0,0.8,1.0,0.0,462.0,231.0,231.0
905,19K108,19K108 - P.S. 108 SAL ABBRACCIAMENTO,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,996.0,498.0,996.0
906,19K149,19K149 - P.S. 149 DANNY KAYE,ELEMENTARY                         ,2.4,1.4,1.0,0.4,0.0,0.0,704.0,235.0,352.0
907,19K158,19K158 - P.S. 158 WARWICK,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,612.0,612.0,612.0
908,19K159,19K159 - P.S. 159 ISAAC PITKIN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,854.0,427.0,854.0
909,19K171,19K171 - I.S. 171 ABRAHAM LINCOLN,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,1.0,0.0,458.0,229.0,458.0
910,19K190,19K190 - P.S. 190 SHEFFIELD,ELEMENTARY                         ,0.0,0.0,0.0,0.0,0.0,0.0,160.0,,
911,19K202,19K202 - P.S. 202 ERNEST S. JENKYNS,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,480.0,240.0,480.0
912,19K213,19K213 - P.S. 213 NEW LOTS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,331.0,331.0,331.0
913,19K214,19K214 - P.S. 214 MICHAEL FRIEDSAM,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,941.0,941.0,941.0
914,19K218,19K218 - J.H.S. 218 JAMES P. SINNOTT,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,2.0,2.0,0.0,0.0,0.0,392.0,131.0,196.0
915,19K224,19K224 - P.S. 224 HALE A. WOODRUFF,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,424.0,424.0,424.0
916,19K273,19K273 - P.S. 273 WORTMAN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,335.0,168.0,335.0
917,19K290,19K290 - P.S. 290 JUAN MOREL CAMPOS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,537.0,179.0,269.0
918,19K292,19K292 - J.H.S. 292 MARGARET S. DOUGLAS,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,579.0,290.0,290.0
919,19K306,19K306 - P.S. 306 ETHAN ALLEN,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,492.0,246.0,492.0
920,19K325,19K325 - THE FRESH CREEK SCHOOL,ELEMENTARY,1.3,0.3,0.0,0.3,0.0,0.0,228.0,114.0,228.0
921,19K328,19K328 - P.S. 328 PHYLLIS WHEATLEY,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,264.0,132.0,264.0
922,19K345,19K345 - P.S. 345 PATROLMAN ROBERT BOLDEN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,639.0,320.0,639.0
923,19K346,19K346 - P.S. 346 ABE STARK,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,633.0,211.0,317.0
924,19K364,19K364 - I.S. 364 GATEWAY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.4,1.4,1.0,0.4,0.0,0.4,322.0,161.0,161.0
925,19K404,19K404 - ACADEMY FOR YOUNG WRITERS,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,566.0,189.0,189.0
926,19K409,19K409 - EAST NEW YORK FAMILY ACADEMY,SECONDARY SCHOOL                   ,3.0,3.0,3.0,0.0,0.0,0.0,511.0,171.0,171.0
927,19K422,19K422 - SPRING CREEK COMMUNITY SCHOOL,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,397.0,199.0,199.0
928,19K452,19K452 - FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,324.0,324.0,324.0
929,19K501,19K501 - FRANKLIN K. LANE CAMPUS YABC,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,215.0,215.0,215.0
930,19K502,19K502 - FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,340.0,114.0,170.0
931,19K504,19K504 - HIGH SCHOOL FOR CIVIL RIGHTS,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,284.0,284.0,284.0
932,19K507,19K507 - PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,466.0,233.0,233.0
933,19K510,19K510 - WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,246.0,123.0,123.0
934,19K557,19K557 - BROOKLYN GARDENS ELEMENTARY SCHOOL,ELEMENTARY,1.0,1.0,1.0,0.0,0.0,0.0,335.0,335.0,335.0
935,19K583,19K583 - MULTICULTURAL HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,1.0,0.0,202.0,202.0,202.0
936,19K615,19K615 - TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,2.0,0.0,838.0,210.0,210.0
937,19K618,19K618 - ACADEMY OF INNOVATIVE TECHNOLOGY,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,408.0,136.0,204.0
938,19K639,19K639 - BROOKLYN LAB SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,329.0,165.0,165.0
939,19K654,19K654 - VAN SICLEN COMMUNITY MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,306.0,153.0,153.0
940,19K659,19K659 - CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,215.0,108.0,108.0
941,19K660,19K660 - W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,465.0,117.0,117.0
942,19K661,19K661 - VISTA ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,381.0,127.0,127.0
943,19K662,19K662 - LIBERTY AVENUE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,443.0,222.0,222.0
944,19K663,19K663 - SCHOOL OF THE FUTURE BROOKLYN,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,144.0,72.0,144.0
945,19K677,19K677 - EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,530.0,265.0,530.0
