,DBN,Location Name,Location Type,Total SW & GC,Total GC,Full Time,Part Time,Bilingual,Serving more than one location,SY2016-17 Enrollment,Ratio GC & SW,Ratio GC Only
0,01M015,01M015 - P.S. 015 ROBERTO CLEMENTE,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,178.0,178.0,178.0
1,01M019,01M019 - P.S. 019 ASHER LEVY,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,271.0,136.0,271.0
2,01M020,01M020 - P.S. 020 ANNA SILVER,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,540.0,270.0,540.0
3,01M034,01M034 - P.S. 034 FRANKLIN D. ROOSEVELT,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,350.0,350.0,350.0
4,01M063,01M063 - THE STAR ACADEMY - P.S.63,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,200.0,100.0,200.0
5,01M064,01M064 - P.S. 064 ROBERT SIMON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,247.0,124.0,247.0
6,01M110,01M110 - P.S. 110 FLORENCE NIGHTINGALE,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,383.0,192.0,383.0
7,01M134,01M134 - P.S. 134 HENRIETTA SZOLD,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,354.0,118.0,177.0
8,01M140,01M140 - P.S. 140 NATHAN STRAUS,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,382.0,382.0,382.0
9,01M142,01M142 - P.S. 142 AMALIA CASTRO,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,356.0,178.0,356.0
10,01M184,01M184 - P.S. 184M SHUANG WEN,K-8                                ,2.0,2.0,2.0,0.0,0.0,0.0,672.0,336.0,336.0
11,01M188,01M188 - P.S. 188 THE ISLAND SCHOOL,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,445.0,149.0,223.0
12,01M292,01M292 - HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,SECONDARY SCHOOL                   ,1.0,1.0,1.0,0.0,0.0,0.0,140.0,140.0,140.0
13,01M301,01M301 - TECHNOLOGY  ARTS  AND SCIENCES STUDIO,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,127.0,127.0,127.0
14,01M315,01M315 - THE EAST VILLAGE COMMUNITY SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,315.0,315.0,315.0
15,01M332,01M332 - UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,234.0,117.0,234.0
16,01M361,01M361 - THE CHILDREN'S WORKSHOP SCHOOL,ELEMENTARY                         ,0.0,0.0,0.0,0.0,0.0,0.0,295.0,,
17,01M363,01M363 - NEIGHBORHOOD SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,304.0,304.0,304.0
18,01M364,01M364 - EARTH SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,331.0,331.0,331.0
19,01M378,01M378 - SCHOOL FOR GLOBAL LEADERS,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,283.0,283.0,283.0
20,01M448,01M448 - UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,392.0,196.0,196.0
21,01M450,01M450 - EAST SIDE COMMUNITY SCHOOL,SECONDARY SCHOOL                   ,3.0,1.0,1.0,0.0,0.0,0.0,699.0,233.0,699.0
22,01M458,01M458 - FORSYTH SATELLITE ACADEMY,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,212.0,71.0,106.0
23,01M509,01M509 - MARTA VALLE HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0
24,01M515,01M515 - LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,1.0,0.0,559.0,140.0,187.0
25,01M539,01M539 - NEW EXPLORATIONS INTO SCIENCE  TECHNOLOGY AND MATH,K-12 ALL GRADES                    ,5.0,5.0,5.0,0.0,0.0,0.0,1745.0,291.0,291.0
26,01M650,01M650 - CASCADES HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,239.0,120.0,120.0
27,01M696,01M696 - BARD HIGH SCHOOL EARLY COLLEGE,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,548.0,183.0,183.0
28,01M839,01M839 - TOMPKINS SQUARE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,374.0,374.0,374.0
29,02M001,02M001 - P.S. 001 ALFRED E. SMITH,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,356.0,356.0,356.0
30,02M002,02M002 - P.S. 002 MEYER LONDON,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,603.0,603.0,603.0
31,02M003,02M003 - P.S. 003 CHARRETTE SCHOOL,ELEMENTARY                         ,2.4,0.4,0.0,0.4,0.0,0.0,778.0,260.0,778.0
32,02M006,02M006 - P.S. 006 LILLIE D. BLAKE,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,683.0,342.0,683.0
33,02M011,02M011 - P.S. 011 WILLIAM T. HARRIS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,931.0,466.0,931.0
34,02M033,02M033 - P.S. 033 CHELSEA PREP,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,622.0,622.0,622.0
35,02M040,02M040 - P.S. 040 AUGUSTUS SAINT-GAUDENS,ELEMENTARY                         ,2.0,0.0,0.0,0.0,0.0,0.0,650.0,325.0,
36,02M041,02M041 - P.S. 041 GREENWICH VILLAGE,ELEMENTARY                         ,2.2,1.2,0.0,1.2,0.0,0.0,699.0,233.0,350.0
37,02M042,02M042 - P.S. 042 BENJAMIN ALTMAN,ELEMENTARY                         ,2.0,0.0,0.0,0.0,0.0,0.0,654.0,327.0,
38,02M047,02M047 - 47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,1.0,0.0,179.0,179.0,179.0
39,02M051,02M051 - P.S. 051 ELIAS HOWE,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,389.0,389.0,
40,02M059,02M059 - P.S. 059 BEEKMAN HILL INTERNATIONAL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,576.0,288.0,576.0
41,02M077,02M077 - P.S. 77 LOWER LAB SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,359.0,359.0,359.0
42,02M089,02M089 - P.S. 89,ELEMENTARY                         ,1.6,0.6,0.0,0.6,0.0,0.6,412.0,206.0,412.0
43,02M104,02M104 - J.H.S. 104 SIMON BARUCH,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,4.0,4.0,4.0,0.0,0.0,0.0,1145.0,287.0,287.0
44,02M111,02M111 - P.S. 111 ADOLPH S. OCHS,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,334.0,167.0,334.0
45,02M114,02M114 - EAST SIDE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,443.0,443.0,443.0
46,02M116,02M116 - P.S. 116 MARY LINDLEY MURRAY,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,585.0,293.0,585.0
47,02M124,02M124 - P.S. 124 YUNG WING,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,785.0,785.0,
48,02M126,02M126 - P.S. 126 JACOB AUGUST RIIS,K-8                                ,3.0,1.0,1.0,0.0,0.0,0.0,791.0,264.0,791.0
49,02M130,02M130 - P.S. 130 HERNANDO DE SOTO,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,962.0,321.0,481.0
50,02M131,02M131 - M.S. 131,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,1.0,1.0,0.0,1.0,0.0,457.0,153.0,457.0
51,02M135,02M135 - THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,1.0,0.0,315.0,158.0,315.0
52,02M139,02M139 - STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,HIGH SCHOOL                        ,3.0,1.0,1.0,0.0,0.0,0.0,378.0,126.0,378.0
53,02M150,02M150 - P.S. 150,ELEMENTARY                         ,0.6,0.6,0.0,0.6,0.0,0.0,186.0,186.0,186.0
54,02M151,02M151 - YORKVILLE COMMUNITY SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,537.0,269.0,537.0
55,02M158,02M158 - P.S. 158 BAYARD TAYLOR,ELEMENTARY                         ,2.0,0.0,0.0,0.0,0.0,0.0,781.0,391.0,
56,02M167,02M167 - J.H.S. 167 ROBERT F. WAGNER,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,5.0,4.0,4.0,0.0,0.0,0.0,1357.0,272.0,340.0
57,02M177,02M177 - YORKVILLE EAST MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,213.0,107.0,107.0
58,02M183,02M183 - P.S. 183 ROBERT L. STEVENSON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,567.0,284.0,567.0
59,02M198,02M198 - P.S. 198 ISADOR E. IDA STRAUS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,468.0,234.0,468.0
60,02M212,02M212 - P.S. 212 MIDTOWN WEST,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,375.0,375.0,375.0
61,02M217,02M217 - P.S./I.S. 217 ROOSEVELT ISLAND,K-8                                ,1.6,1.6,1.0,0.6,0.0,0.6,613.0,307.0,307.0
62,02M225,02M225 - ELLA BAKER SCHOOL,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,311.0,311.0,311.0
63,02M234,02M234 - P.S. 234 INDEPENDENCE SCHOOL,ELEMENTARY                         ,2.0,0.0,0.0,0.0,0.0,0.0,683.0,342.0,
64,02M255,02M255 - M.S. 255 SALK SCHOOL OF SCIENCE,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,390.0,390.0,390.0
65,02M260,02M260 - M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,SECONDARY SCHOOL                   ,3.0,3.0,3.0,0.0,1.0,0.0,489.0,163.0,163.0
66,02M267,02M267 - EAST SIDE ELEMENTARY SCHOOL  PS 267,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,401.0,401.0,
67,02M276,02M276 - BATTERY PARK CITY SCHOOL,K-8                                ,2.0,2.0,2.0,0.0,0.0,0.0,850.0,425.0,425.0
68,02M280,02M280 - MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,279.0,93.0,93.0
69,02M281,02M281 - THE RIVER SCHOOL,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,187.0,187.0,187.0
70,02M282,02M282 - URBAN ASSEMBLY MAKER ACADEMY,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,290.0,290.0,290.0
71,02M288,02M288 - FOOD AND FINANCE HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,400.0,134.0,134.0
72,02M289,02M289 - I.S. 289,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,281.0,281.0,281.0
73,02M290,02M290 - P.S. 290 MANHATTAN NEW SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,592.0,296.0,592.0
74,02M294,02M294 - ESSEX STREET ACADEMY,HIGH SCHOOL                        ,2.0,0.0,0.0,0.0,0.0,0.0,352.0,118.0,352.0
75,02M296,02M296 - HIGH SCHOOL OF HOSPITALITY MANAGEMENT,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,398.0,199.0,398.0
76,02M297,02M297 - M.S. 297,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,194.0,194.0,194.0
77,02M298,02M298 - PACE HIGH SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,508.0,170.0,254.0
78,02M300,02M300 - URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,HIGH SCHOOL                        ,3.0,0.0,0.0,0.0,0.0,0.0,391.0,131.0,
79,02M303,02M303 - FACING HISTORY SCHOOL  THE,HIGH SCHOOL                        ,4.0,1.0,1.0,0.0,0.0,0.0,431.0,108.0,431.0
80,02M305,02M305 - URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,HIGH SCHOOL                        ,1.0,0.0,0.0,0.0,0.0,0.0,316.0,316.0,
81,02M308,02M308 - LOWER MANHATTAN ARTS ACADEMY,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,354.0,177.0,354.0
82,02M312,02M312 - NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,541.0,271.0,271.0
83,02M313,02M313 - JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,HIGH SCHOOL                        ,4.0,1.0,1.0,0.0,0.0,0.0,267.0,67.0,267.0
84,02M316,02M316 - URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,275.0,138.0,138.0
85,02M340,02M340 - SIXTH AVENUE ELEMENTARY SCHOOL,ELEMENTARY,1.0,0.0,0.0,0.0,0.0,0.0,208.0,208.0,
86,02M343,02M343 - THE PECK SLIP SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,377.0,377.0,377.0
87,02M347,02M347 - THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,K-8                                ,1.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0,
88,02M374,02M374 - GRAMERCY ARTS HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,534.0,178.0,178.0
89,02M376,02M376 - NYC ISCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,449.0,225.0,225.0
90,02M392,02M392 - MANHATTAN BUSINESS ACADEMY,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,432.0,144.0,216.0
91,02M393,02M393 - BUSINESS OF SPORTS SCHOOL,HIGH SCHOOL                        ,3.0,1.0,1.0,0.0,0.0,0.0,449.0,150.0,449.0
92,02M394,02M394 - EMMA LAZARUS HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,309.0,103.0,103.0
93,02M397,02M397 - SPRUCE STREET SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,508.0,254.0,508.0
94,02M399,02M399 - THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,402.0,201.0,201.0
95,02M400,02M400 - HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HIGH SCHOOL                        ,6.0,5.0,5.0,0.0,2.0,0.0,1227.0,205.0,246.0
96,02M407,02M407 - INSTITUTE FOR COLLABORATIVE EDUCATION,SECONDARY SCHOOL                   ,1.0,0.0,0.0,0.0,0.0,0.0,486.0,243.0,486.0
97,02M408,02M408 - PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,SECONDARY SCHOOL                   ,1.8,1.8,1.0,0.8,0.0,0.0,544.0,272.0,272.0
98,02M411,02M411 - BARUCH COLLEGE CAMPUS HIGH SCHOOL,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,440.0,147.0,147.0
99,02M412,02M412 - N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HIGH SCHOOL                        ,3.6,3.6,3.0,0.6,0.0,0.0,531.0,133.0,133.0
100,02M413,02M413 - SCHOOL OF THE FUTURE HIGH SCHOOL,SECONDARY SCHOOL                   ,4.0,4.0,4.0,0.0,0.0,0.0,763.0,191.0,191.0
101,02M414,02M414 - N.Y.C. MUSEUM SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,454.0,227.0,227.0
102,02M416,02M416 - ELEANOR ROOSEVELT HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,543.0,272.0,272.0
103,02M418,02M418 - MILLENNIUM HIGH SCHOOL,HIGH SCHOOL                        ,2.6,2.6,2.0,0.6,0.0,0.0,659.0,220.0,220.0
104,02M419,02M419 - LANDMARK HIGH SCHOOL,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,380.0,190.0,190.0
105,02M420,02M420 - HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,HIGH SCHOOL                        ,6.4,5.4,5.0,0.4,1.0,0.0,1792.0,256.0,299.0
106,02M422,02M422 - QUEST TO LEARN,SECONDARY SCHOOL                   ,4.0,3.0,3.0,0.0,0.0,0.0,643.0,129.0,161.0
107,02M425,02M425 - LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,608.0,203.0,304.0
108,02M427,02M427 - MANHATTAN ACADEMY FOR ARTS & LANGUAGE,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,288.0,144.0,144.0
109,02M432,02M432 - MURRAY HILL ACADEMY,HIGH SCHOOL                        ,4.0,1.0,1.0,0.0,0.0,0.0,315.0,79.0,315.0
110,02M437,02M437 - HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,HIGH SCHOOL                        ,4.0,2.0,2.0,0.0,0.0,0.0,483.0,121.0,242.0
111,02M438,02M438 - INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,HIGH SCHOOL                        ,4.5,1.5,1.0,0.5,1.0,0.0,362.0,61.0,121.0
112,02M439,02M439 - MANHATTAN VILLAGE ACADEMY,HIGH SCHOOL,1.0,1.0,1.0,0.0,0.0,0.0,432.0,432.0,432.0
113,02M442,02M442 - BALLET TECH  NYC PUBLIC SCHOOL FOR DANCE,K-12 ALL GRADES                    ,1.0,1.0,1.0,0.0,0.0,0.0,150.0,150.0,150.0
114,02M449,02M449 - VANGUARD HIGH SCHOOL,HIGH SCHOOL                        ,3.0,0.0,0.0,0.0,0.0,0.0,459.0,153.0,
115,02M459,02M459 - MANHATTAN INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,3.0,2.0,2.0,0.0,0.0,0.0,331.0,111.0,166.0
116,02M473,02M473 - WASHINGTON IRVING YABC,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,237.0,237.0,237.0
117,02M475,02M475 - STUYVESANT HIGH SCHOOL,HIGH SCHOOL                        ,17.4,16.4,16.0,0.4,1.0,0.0,3365.0,187.0,198.0
118,02M489,02M489 - HIGH SCHOOL OF ECONOMICS AND FINANCE,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,1.0,0.0,762.0,191.0,191.0
119,02M500,02M500 - UNITY CENTER FOR URBAN TECHNOLOGIES,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,261.0,131.0,131.0
120,02M507,02M507 - URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HIGH SCHOOL                        ,5.0,4.0,4.0,0.0,0.0,0.0,468.0,94.0,117.0
121,02M519,02M519 - TALENT UNLIMITED HIGH SCHOOL,HIGH SCHOOL                        ,1.0,0.0,0.0,0.0,0.0,0.0,495.0,495.0,
122,02M520,02M520 - MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HIGH SCHOOL                        ,4.0,1.0,1.0,0.0,1.0,0.0,407.0,102.0,407.0
123,02M527,02M527 - P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,294.0,294.0,294.0
124,02M529,02M529 - JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HIGH SCHOOL                        ,3.8,3.8,3.0,0.8,0.0,0.8,641.0,161.0,161.0
125,02M531,02M531 - REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,246.0,123.0,123.0
126,02M533,02M533 - UNION SQUARE ACADEMY FOR HEALTH SCIENCES,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,406.0,136.0,136.0
127,02M534,02M534 - HARVEST COLLEGIATE HIGH SCHOOL,HIGH SCHOOL                        ,3.5,1.5,1.0,0.5,0.0,0.0,458.0,115.0,229.0
128,02M542,02M542 - MANHATTAN BRIDGES HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,1.0,0.0,525.0,525.0,525.0
129,02M543,02M543 - NEW DESIGN HIGH SCHOOL,HIGH SCHOOL                        ,2.0,0.0,0.0,0.0,0.0,0.0,407.0,204.0,
130,02M544,02M544 - INDEPENDENCE HIGH SCHOOL,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,338.0,169.0,338.0
131,02M545,02M545 - HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,397.0,199.0,199.0
132,02M546,02M546 - ACADEMY FOR SOFTWARE ENGINEERING,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,458.0,153.0,229.0
133,02M550,02M550 - LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,1.0,0.0,430.0,108.0,144.0
134,02M551,02M551 - URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,1.0,0.0,460.0,154.0,230.0
135,02M560,02M560 - HIGH SCHOOL M560 - CITY AS SCHOOL,HIGH SCHOOL                        ,5.0,1.0,1.0,0.0,1.0,0.0,616.0,124.0,616.0
136,02M565,02M565 - URBAN ACADEMY LABORATORY HIGH SCHOOL,HIGH SCHOOL,1.0,1.0,1.0,0.0,0.0,0.0,166.0,166.0,166.0
137,02M570,02M570 - SATELLITE ACADEMY HIGH SCHOOL,HIGH SCHOOL                        ,2.0,0.0,0.0,0.0,0.0,0.0,280.0,140.0,
138,02M575,02M575 - MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,HIGH SCHOOL                        ,4.0,4.0,4.0,0.0,0.0,0.0,764.0,191.0,191.0
139,02M580,02M580 - RICHARD R. GREEN HIGH SCHOOL OF TEACHING,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,534.0,134.0,178.0
140,02M586,02M586 - HARVEY MILK HIGH SCHOOL,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,74.0,37.0,74.0
141,02M600,02M600 - THE HIGH SCHOOL OF FASHION INDUSTRIES,HIGH SCHOOL                        ,8.0,8.0,8.0,0.0,2.0,0.0,1671.0,209.0,209.0
142,02M605,02M605 - HUMANITIES PREPARATORY ACADEMY,HIGH SCHOOL                        ,2.0,0.0,0.0,0.0,0.0,0.0,225.0,113.0,
143,02M615,02M615 - CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,437.0,146.0,219.0
144,02M630,02M630 - ART AND DESIGN HIGH SCHOOL,HIGH SCHOOL                        ,6.0,5.0,5.0,0.0,0.0,0.0,1447.0,242.0,290.0
145,02M655,02M655 - LIFE SCIENCES SECONDARY SCHOOL,SECONDARY SCHOOL                   ,3.0,3.0,3.0,0.0,1.0,0.0,632.0,211.0,211.0
146,02M896,02M896 - LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,386.0,386.0,386.0
147,02M933,02M933 - CITY KNOLL MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,247.0,124.0,247.0
148,03M009,03M009 - P.S. 009 SARAH ANDERSON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,600.0,300.0,600.0
149,03M054,03M054 - J.H.S. 054 BOOKER T. WASHINGTON,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.4,2.4,2.0,0.4,0.0,0.0,850.0,284.0,284.0
150,03M075,03M075 - P.S. 075 EMILY DICKINSON,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,575.0,192.0,288.0
151,03M076,03M076 - P.S. 076 A. PHILIP RANDOLPH,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,508.0,254.0,508.0
152,03M084,03M084 - P.S. 084 LILLIAN WEBER,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,565.0,565.0,565.0
153,03M087,03M087 - P.S. 087 WILLIAM SHERMAN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,877.0,439.0,877.0
154,03M145,03M145 - P.S. 145  THE BLOOMINGDALE SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,370.0,370.0,370.0
155,03M149,03M149 - P.S. 149 SOJOURNER TRUTH,K-8                                ,3.0,2.0,2.0,0.0,1.0,0.0,256.0,86.0,128.0
156,03M163,03M163 - P.S. 163 ALFRED E. SMITH,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,567.0,284.0,567.0
157,03M165,03M165 - P.S. 165 ROBERT E. SIMON,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,731.0,244.0,366.0
158,03M166,03M166 - P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,638.0,319.0,638.0
159,03M180,03M180 - P.S. 180 HUGO NEWMAN,K-8                                ,2.0,2.0,2.0,0.0,0.0,0.0,591.0,296.0,296.0
160,03M185,03M185 - P.S. 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIG,EARLY CHILDHOOD                    ,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,
161,03M191,03M191 - P.S. 191 AMSTERDAM,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,425.0,142.0,213.0
162,03M199,03M199 - P.S. 199 JESSIE ISADOR STRAUS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,884.0,442.0,884.0
163,03M208,03M208 - P.S. 208 ALAIN L. LOCKE,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,124.0,124.0,124.0
