,DBN,School Name,Student Response Rate,Number of student respondents,Number of eligible students,Safety and respect score,Communication score,Engagement score,Academic expectation score
1202,25Q525,Townsend Harris High School,98.0,1070.0,1097.0,7.8,6.0,7.1,8.1
1203,25Q540,Queens Academy High School,72.0,222.0,310.0,6.9,5.8,6.5,7.2
1204,25Q670,Robert F. Kennedy Community High School,75.0,529.0,708.0,7.1,6.4,7.1,7.5
1205,25Q792,North Queens Community High School,82.0,143.0,174.0,7.5,7.1,7.6,8.4
1206,26Q018,P.S. 018 Winchester,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1207,26Q026,P.S. 026 Rufus King,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1208,26Q031,P.S. 031 Bayside,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1209,26Q041,P.S. 041 Crocheron,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1210,26Q046,P.S. 046 Alley Pond,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1211,26Q067,J.H.S. 067 Louis Pasteur,91.0,829.0,909.0,6.5,6.2,6.9,7.6
1212,26Q074,J.H.S. 074 Nathaniel Hawthorne,98.0,920.0,938.0,7.3,6.4,7.3,7.7
1213,26Q094,P.S. 094 David D. Porter,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1214,26Q098,P.S. 098 The Douglaston School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1215,26Q115,P.S. 115 Glen Oaks,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1216,26Q133,P.S. 133 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1217,26Q158,M.S. 158 Marie Curie,98.0,1048.0,1074.0,6.7,5.8,6.6,7.4
1218,26Q159,P.S. 159,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1219,26Q162,P.S. 162 John Golden,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1220,26Q172,Irwin Altman Middle School 172,96.0,952.0,993.0,5.9,5.6,6.4,7.2
1221,26Q173,P.S. 173 Fresh Meadows,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1222,26Q178,P.S./ IS 178 Holliswood,92.0,155.0,168.0,7.0,6.6,7.4,8.3
1223,26Q186,P.S. 186 Castlewood,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1224,26Q188,P.S. 188 Kingsbury,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1225,26Q191,P.S. 191 Mayflower,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1226,26Q203,P.S. 203 Oakland Gardens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1227,26Q205,P.S. 205 Alexander Graham Bell,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1228,26Q213,P.S. 213 The Carl Ullman School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1229,26Q216,J.H.S. 216 George J. Ryan,97.0,1182.0,1218.0,6.1,5.6,6.2,7.1
1230,26Q221,P.S. 221 The North Hills School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1231,26Q266,P.S. / I.S. 266,98.0,261.0,266.0,6.6,5.4,6.7,7.3
1232,26Q415,Benjamin N. Cardozo High School,86.0,3393.0,3943.0,6.5,5.5,6.3,7.0
1233,26Q430,Francis Lewis High School,27.0,1103.0,4152.0,8.8,7.8,8.5,9.0
1234,26Q435,Martin Van Buren High School,69.0,1663.0,2420.0,5.0,5.1,5.4,6.3
1235,26Q495,Bayside High School,72.0,2527.0,3524.0,7.1,5.9,6.9,7.6
1236,26Q566,"Queens High School of Teaching, Liberal Arts and t",81.0,968.0,1193.0,6.4,6.0,6.2,7.0
1237,27Q042,P.S. 042 R. Vernam,75.0,135.0,181.0,5.2,6.0,6.2,7.1
1238,27Q043,P.S. 043,81.0,301.0,371.0,6.3,6.3,7.1,7.8
1239,27Q045,P.S. 045 Clarence Witherspoon,98.0,44.0,45.0,5.5,5.9,7.0,7.7
1240,27Q047,P.S. 047 Chris Galas,100.0,54.0,54.0,7.4,7.1,7.4,8.1
1241,27Q051,P.S. 051,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1242,27Q053,M.S. 053 Brian Piccolo,79.0,368.0,466.0,5.3,5.7,6.1,7.0
1243,27Q056,P.S. 056 Harry Eichler,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1244,27Q060,P.S. 060 Woodhaven,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1245,27Q062,P.S. 062 Chester Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1246,27Q063,P.S. 063 Old South,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1247,27Q064,P.S. 064 Joseph P. Addabbo,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1248,27Q065,P.S. 65 - The Raymond York Elementary School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1249,27Q066,P.S. 066 Jacqueline Kennedy Onassis,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1250,27Q090,P.S. 090 Horace Mann,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1251,27Q096,P.S. 096,100.0,30.0,30.0,7.1,6.9,7.8,8.3
1252,27Q097,P.S. 097 Forest Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1253,27Q100,P.S. 100 Glen Morris,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1254,27Q104,P.S. 104 The Bays Water,100.0,34.0,34.0,7.9,7.8,8.2,8.3
1255,27Q105,P.S. 105 The Bay School,97.0,278.0,286.0,5.9,5.8,6.8,7.6
1256,27Q106,P.S. 106,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1257,27Q108,P.S. 108 Captain Vincent G. Fowler,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1258,27Q114,P.S. / M.S. 114 Belle Harbor,99.0,114.0,115.0,7.5,7.1,7.7,8.4
1259,27Q123,P.S. 123,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1260,27Q124,P.S. 124 Osmond A Church,99.0,352.0,354.0,8.5,8.3,8.6,8.8
1261,27Q137,M.S. 137 America's School of Heroes,95.0,1848.0,1945.0,5.9,5.9,6.7,7.4
1262,27Q146,P.S. 146 Howard Beach,100.0,190.0,190.0,7.7,6.5,7.8,8.2
1263,27Q155,P.S. 155,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1264,27Q183,P.S. 183 Dr. Richard R. Green,95.0,177.0,187.0,7.9,8.4,8.5,9.2
1265,27Q197,P.S. 197 The Ocean School,97.0,62.0,64.0,7.1,6.5,7.9,8.2
1266,27Q202,J.H.S. 202 Robert H. Goddard,94.0,1027.0,1089.0,6.4,6.1,6.6,7.5
1267,27Q207,P.S. 207 Rockwood Park,96.0,196.0,204.0,7.3,6.7,7.9,8.3
1268,27Q210,J.H.S. 210 Elizabeth Blackwell,94.0,1923.0,2047.0,6.2,5.8,6.5,7.6
1269,27Q215,P.S. 215 Lucretia Mott,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1270,27Q223,P.S. 223 Lyndon B. Johnson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1271,27Q225,P.S. 225 Seaside,96.0,49.0,51.0,6.3,6.0,6.0,7.1
1272,27Q226,J.H.S. 226 Virgil I. Grissom,91.0,1269.0,1400.0,5.8,6.1,6.4,7.3
1273,27Q232,P.S. 232 Lindenwood,100.0,260.0,261.0,7.7,7.7,7.9,8.7
1274,27Q253,P.S. 253,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1275,27Q254,P.S. 254,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1276,27Q260,Frederick Douglass Academy VI High School,84.0,329.0,394.0,6.0,5.6,6.2,7.3
1277,27Q262,Channel View School for Research,95.0,580.0,609.0,7.1,6.6,7.3,8.1
1278,27Q273,P.S. 273,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1279,27Q282,Knowledge and Power Preparatory Academy VI,97.0,248.0,255.0,6.6,6.3,7.1,7.8
1280,27Q302,"Queens High School for Information, Research, and",47.0,113.0,242.0,6.3,6.1,6.5,7.1
1281,27Q306,New York City Academy for Discovery,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1282,27Q308,Robert H. Goddard High School of Communication Art,97.0,417.0,431.0,6.6,6.0,6.5,7.3
1283,27Q309,Academy of Medical Technology: A College Board Sch,91.0,335.0,369.0,6.2,5.9,6.4,7.2
1284,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1285,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,98.0,125.0,127.0,8.0,7.6,8.2,8.8
1286,27Q319,VILLAGE ACADEMY,86.0,135.0,157.0,7.8,7.1,8.2,8.5
1287,27Q323,Scholars' Academy,96.0,929.0,967.0,7.9,7.3,7.8,8.3
1288,27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,90.0,78.0,87.0,6.9,6.1,6.5,7.0
1289,27Q333,Goldie Maple Academy,100.0,89.0,89.0,8.8,9.6,8.7,8.7
1290,27Q400,August Martin High School,49.0,513.0,1040.0,5.0,5.0,5.4,6.4
1291,27Q410,Beach Channel High School,46.0,414.0,905.0,5.2,5.0,5.8,6.3
1292,27Q465,Far Rockaway High School,71.0,32.0,45.0,6.6,5.0,6.7,7.3
1293,27Q475,Richmond Hill High School,49.0,1376.0,2805.0,6.0,5.9,6.3,7.0
1294,27Q480,John Adams High School,78.0,2422.0,3112.0,6.2,5.6,6.3,7.1
1295,27Q487,John Adams Yabc,94.0,136.0,144.0,8.1,6.8,7.8,8.5
1296,27Q650,"High School for Construction Trades, Engineering a",83.0,737.0,892.0,6.6,6.0,6.3,7.3
1297,28Q008,J.H.S. 008 Richard S. Grossley,68.0,455.0,669.0,5.6,5.8,6.3,7.2
1298,28Q030,P.S. 030 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1299,28Q040,P.S. 040 Samuel Huntington,100.0,43.0,43.0,8.3,8.1,8.9,9.4
1300,28Q048,P.S. 048 William Wordsworth,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1301,28Q050,P.S. 050 Talfourd Lawn Elementary School,97.0,93.0,96.0,6.2,5.7,6.9,7.8
1302,28Q054,P.S. 054 Hillside,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1303,28Q055,P.S. 055 Maure,100.0,68.0,68.0,7.9,7.1,8.0,8.2
1304,28Q072,Catherine & Count Basie Middle School 72,93.0,666.0,719.0,5.6,5.5,6.3,7.2
1305,28Q080,P.S. 080 Thurgood Marshall Magnet,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1306,28Q082,P.S. 082 Hammond,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1307,28Q086,P.S. Q086,100.0,207.0,207.0,7.2,6.5,7.4,7.9
1308,28Q099,P.S. 099 Kew Gardens,100.0,85.0,85.0,6.9,6.1,7.4,8.2
1309,28Q101,P.S. 101 School in the Gardens,100.0,50.0,50.0,7.5,7.0,7.7,8.0
1310,28Q117,P.S. 117 J. Keld / Briarwood School,91.0,158.0,174.0,7.3,6.6,7.4,7.8
1311,28Q121,P.S. 121 Queens,96.0,129.0,135.0,7.3,6.1,7.8,8.4
1312,28Q139,P.S. 139 Rego Park,100.0,91.0,91.0,7.0,6.5,7.7,8.1
1313,28Q140,P.S. 140 Edward K Ellington,92.0,69.0,75.0,6.4,6.4,7.3,8.0
1314,28Q144,P.S. 144 Col Jeromus Remsen,84.0,26.0,31.0,7.4,6.6,7.2,8.0
1315,28Q157,J.H.S. 157 Stephen A. Halsey,92.0,978.0,1068.0,6.9,6.5,7.1,7.4
1316,28Q160,P.S. 160 Walter Francis Bishop,90.0,82.0,91.0,6.4,6.1,7.4,7.9
1317,28Q161,P.S. 161 Arthur Ashe School,95.0,89.0,94.0,8.2,7.3,8.2,8.4
1318,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,89.0,200.0,224.0,7.9,7.4,7.6,8.2
1319,28Q174,P.S. 174 William Sidney Mount,96.0,51.0,53.0,7.6,6.5,7.3,7.9
1320,28Q175,P.S. 175 The Lynn Gross Discovery School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1321,28Q182,P.S. 182 Samantha Smith,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1322,28Q190,J.H.S. 190 Russell Sage,99.0,807.0,818.0,6.2,5.4,6.4,7.1
1323,28Q196,P.S. 196 Grand Central Parkway,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1324,28Q206,P.S. 206 The Horace Harding School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1325,28Q217,J.H.S. 217 Robert A. Van Wyck,79.0,1072.0,1352.0,6.2,5.8,6.6,7.4
1326,28Q220,P.S. 220 Edward Mandel,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1327,28Q284,York Early College Academy,99.0,394.0,398.0,6.6,6.2,6.8,7.8
1328,28Q303,The Academy for Excellence through the Arts,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1329,28Q310,Queens Collegiate: A College Board School,74.0,229.0,309.0,6.9,6.4,7.2,7.6
1330,28Q325,HILLSIDE ARTS & LETTERS ACADEMY,97.0,87.0,90.0,6.4,6.2,6.5,7.4
1331,28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,83.0,69.0,83.0,6.7,6.5,7.1,7.5
1332,28Q338,Queens Satellite High School for Opportunity,58.0,113.0,195.0,6.9,5.9,6.6,7.3
1333,28Q440,Forest Hills High School,78.0,2967.0,3820.0,6.7,5.8,6.6,7.4
1334,28Q470,Jamaica High School,75.0,771.0,1028.0,6.2,5.4,5.9,6.7
1335,28Q505,Hillcrest High School,54.0,1668.0,3088.0,7.0,7.0,7.4,8.0
1336,28Q620,Thomas A. Edison Career and Technical Education Hi,92.0,2119.0,2309.0,6.7,5.7,6.5,7.3
1337,28Q680,Queens Gateway to Health Sciences Secondary School,95.0,598.0,628.0,6.9,5.7,6.2,7.6
1338,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,81.0,328.0,405.0,6.2,6.1,6.4,6.9
1339,28Q687,Queens High School for the Sciences at York Colle,99.0,399.0,405.0,7.2,6.5,6.8,7.9
1340,28Q690,High School for Law Enforcement and Public Safety,68.0,345.0,510.0,6.1,5.6,6.1,6.8
1341,28Q896,"Young Women's Leadership School, Queens",99.0,464.0,471.0,6.2,5.7,6.3,7.3
1342,29Q015,P.S. 015 Jackie Robinson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1343,29Q033,P.S. 033 Edward M. Funk,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1344,29Q034,P.S. 034 John Harvard,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1345,29Q035,P.S. 035 Nathaniel Woodhull,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1346,29Q036,P.S. 036 Saint Albans School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1347,29Q037,Cynthia Jenkins School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1348,29Q038,P.S. 038 Rosedale,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1349,29Q052,P.S. 052 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1350,29Q059,I.S. 059 Springfield Gardens,92.0,641.0,694.0,5.2,5.3,6.0,7.1
1351,29Q095,P.S. 095 Eastwood,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1352,29Q109,Jean Nuzzi Intermediate School,92.0,1002.0,1093.0,5.7,5.6,6.1,7.3
1353,29Q116,PS/IS 116 William C. Hughley,99.0,198.0,199.0,6.4,6.0,7.0,7.7
1354,29Q118,P.S. 118 Lorraine Hansberry,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1355,29Q131,P.S. 131 Abigail Adams,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1356,29Q132,P.S. 132 Ralph Bunche,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1357,29Q134,P.S. 134 Hollis,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1358,29Q135,The Bellaire School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1359,29Q136,P.S. 136 Roy Wilkins,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1360,29Q138,P.S. 138 Sunrise,93.0,338.0,364.0,5.7,5.8,6.3,7.4
1361,29Q147,PS/MS 147 Ronald McNair,97.0,255.0,264.0,6.6,6.4,7.1,7.9
1362,29Q156,P.S. 156 Laurelton,99.0,275.0,279.0,5.5,5.6,6.1,7.2
1363,29Q176,P.S. 176 Cambria Heights,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1364,29Q181,P.S. 181 Brookfield,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1365,29Q192,I.S. 192 The Linden,82.0,583.0,711.0,8.0,8.3,8.5,8.8
1366,29Q195,P.S. 195 William Haberle,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1367,29Q208,P.S. / I.S. 208,96.0,253.0,263.0,7.5,6.7,7.8,8.3
1368,29Q231,I.S. 231 Magnetech 2000,89.0,810.0,914.0,5.8,5.4,6.6,7.4
1369,29Q238,I.S. 238 Susan B Anthony,89.0,1382.0,1559.0,6.5,5.9,6.9,7.8
1370,29Q248,Queens Preparatory Academy,42.0,162.0,383.0,6.1,6.1,6.7,7.4
1371,29Q251,P.S. 251 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1372,29Q259,Pathways College Preparatory School: A College Boa,73.0,387.0,530.0,5.3,5.7,6.3,7.1
1373,29Q265,Excelsior Preparatory High School,80.0,354.0,445.0,5.7,5.7,6.2,7.1
1374,29Q268,PS/IS 268,92.0,179.0,195.0,5.8,5.5,6.2,7.4
1375,29Q270,The Gordon Parks School,100.0,273.0,274.0,6.4,6.0,7.0,7.9
1376,29Q272,George Washington Carver High School for the Scien,86.0,374.0,435.0,5.9,5.5,6.2,7.1
1377,29Q283,Preparatory Academy for Writers: A College Board S,83.0,335.0,403.0,7.0,7.2,7.2,7.9
1378,29Q295,P.S./I.S. 295,100.0,184.0,184.0,7.4,6.6,7.4,8.1
1379,29Q326,CAMBRIA HEIGHTS ACADEMY,95.0,70.0,74.0,7.1,6.8,7.3,7.8
1380,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,98.0,83.0,85.0,7.0,7.3,7.7,8.0
1381,29Q492,"Mathematics, Science Research and Technology Magne",87.0,354.0,408.0,6.0,5.5,6.1,6.9
1382,29Q494,"Law, Government and Community Service High School",77.0,304.0,396.0,5.3,5.2,5.4,6.4
1383,29Q496,"Business, Computer Applications & Entrepreneurship",85.0,296.0,348.0,5.7,5.7,6.1,6.9
1384,29Q498,Humanities & Arts Magnet High School,75.0,320.0,428.0,5.5,5.2,5.9,6.7
1385,30Q002,P.S. 002 Alfred Zimberg,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1386,30Q010,I.S. 010 Horace Greeley,94.0,885.0,938.0,7.2,5.9,6.9,7.8
1387,30Q011,P.S. 011 Kathryn Phelan,86.0,146.0,170.0,7.7,6.7,7.9,8.1
1388,30Q017,P.S. 017 Henry David Thoreau,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1389,30Q069,P.S. 069 Jackson Heights,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1390,30Q070,P.S. 070 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1391,30Q076,P.S. 076 William Hallet,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1392,30Q078,P.S. 078,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1393,30Q084,P.S. 084 Steinway,97.0,72.0,74.0,7.9,7.1,7.7,8.0
1394,30Q085,P.S. 085 Judge Charles Vallone,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1395,30Q092,P.S. 092 Harry T. Stewart Sr.,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1396,30Q111,P.S. 111 Jacob Blackwell,99.0,99.0,100.0,6.4,6.8,7.5,8.0
1397,30Q112,P.S. 112 Dutch Kills,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1398,30Q122,P.S. 122 Mamie Fay,99.0,280.0,284.0,7.4,6.5,7.3,8.2
1399,30Q126,Albert Shanker School for Visual and Performing Ar,86.0,504.0,583.0,6.2,6.2,6.9,7.7
1400,30Q127,P.S. 127 Aerospace Science Magne,92.0,303.0,331.0,6.0,5.8,7.0,7.4
1401,30Q141,I.S. 141 The Steinway,95.0,952.0,1005.0,7.0,6.4,7.0,8.1
1402,30Q145,I.S. 145 Joseph Pulitzer,95.0,1912.0,2006.0,7.1,6.1,7.2,8.0
1403,30Q148,P.S. 148 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1404,30Q149,P.S. 149 Christa Mcauliffe,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1405,30Q150,P.S. 150 Queens,98.0,123.0,125.0,7.6,6.5,7.3,8.3
1406,30Q151,P.S. 151 Mary D. Carter,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1407,30Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,100.0,48.0,48.0,9.4,9.3,9.6,9.6
1408,30Q166,P.S. 166 Henry Gradstein,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1409,30Q171,P.S. 171 Peter G. Van Alst,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1410,30Q204,I.S. 204 Oliver W. Holmes,96.0,661.0,685.0,6.2,6.1,6.7,7.4
1411,30Q212,P.S. 212,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1412,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1413,30Q227,I.S. 227 Louis Armstrong,95.0,1240.0,1301.0,7.2,6.7,7.4,8.0
1414,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1415,30Q230,I.S. 230,96.0,918.0,956.0,6.8,6.1,6.7,7.6
1416,30Q234,P.S. 234,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1417,30Q235,Academy for New Americans,99.0,202.0,204.0,9.1,8.3,8.8,9.1
1418,30Q280,P.S. 280,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1419,30Q286,"Young Women's Leadership School, Astoria",99.0,422.0,427.0,8.1,7.1,7.7,8.3
1420,30Q301,Academy for Careers in Television and Film,96.0,296.0,308.0,7.3,6.8,7.7,8.1
1421,30Q445,William Cullen Bryant High School,79.0,2256.0,2873.0,6.6,5.6,6.5,7.2
1422,30Q450,Long Island City High School,70.0,2329.0,3347.0,5.6,5.4,6.0,6.7
1423,30Q501,Frank Sinatra School of the Arts High School,88.0,637.0,723.0,7.0,5.8,6.3,7.1
1424,30Q502,Information Technology High School,91.0,832.0,916.0,6.5,6.1,6.6,7.1
1425,30Q555,Newcomers High School,85.0,864.0,1013.0,7.4,5.6,6.6,7.0
1426,30Q575,Academy of American Studies,96.0,645.0,671.0,6.8,6.0,6.8,7.7
1427,30Q580,Baccalaureate School for Global Education,97.0,390.0,401.0,8.0,7.1,7.4,8.4
1428,31R001,P.S. 001 Tottenville,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1429,31R002,I.S. R002 George L. Egbert,92.0,839.0,916.0,5.7,5.7,6.0,7.1
1430,31R003,P.S. 003 The Margaret Gioiosa School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1431,31R004,P.S. 004 Maurice Wollin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1432,31R005,P.S. 005 Huguenot,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1433,31R006,P.S. 6 Corporal Allan F. Kivlehan School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1434,31R007,I.S. 007 Elias Bernstein,98.0,1147.0,1171.0,7.3,6.4,7.3,8.0
1435,31R008,P.S. 8 Shirlee Solomon,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1436,31R011,P.S. 11 Thomas Dongan School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1437,31R013,P.S. 013 M. L. Lindemeyer,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1438,31R014,P.S. 014 Cornelius Vanderbilt,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1439,31R016,P.S. 016 John J. Driscoll,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1440,31R018,P.S. 018 John G. Whittier,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1441,31R019,P.S. 019 The Curtis School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1442,31R020,P.S. 020 Port Richmond,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1443,31R021,P.S. 21 Margaret Emery-Elm Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1444,31R022,P.S. 022 Graniteville,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1445,31R023,P.S. 023 Richmondtown,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1446,31R024,I.S. 024 Myra S. Barnes,98.0,1409.0,1439.0,6.3,5.8,6.7,7.5
1447,31R026,P.S. 026 The Carteret School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1448,31R027,I.S. 027 Anning S. Prall,98.0,1053.0,1072.0,6.2,6.0,6.7,7.4
1449,31R029,P.S. 029 Bardwell,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1450,31R030,P.S. 030 Westerleigh,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1451,31R031,P.S. 031 William T. Davis,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1452,31R032,P.S. 032 The Gifford School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1453,31R034,I.S. 034 Tottenville,100.0,1139.0,1143.0,7.2,6.0,7.3,8.0
1454,31R035,P.S. 35 The Clove Valley School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1455,31R036,P.S. 036 J. C. Drumgoole,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1456,31R038,P.S. 038 George Cromwell,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1457,31R039,P.S. 39 Francis J. Murphy Jr.,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1458,31R041,P.S. 041 New Dorp,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1459,31R042,P.S. 042 Eltingville,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1460,31R044,P.S. 044 Thomas C. Brown,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
